strategy_id,window_id,decision_date,holding_end_date,trading_days,is_complete_period,gross_return,net_return,wealth,drawdown,turnover,turnover_convention,transaction_cost,financing_cost,financing_year_fraction,short_notional,cash_borrow_notional,gross_exposure,net_exposure,w_SP500,w_NASDAQ,w_DOW,w_SSE50,w_DIVIDEND,w_CHINEXT,w_GOLD,experiment_id,strategy_level,seed
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2020-12-31,2021-01-29,19,True,0.0328306733134817,0.0312663089011826,103126.63089011826,0.0,1.0190778885568892,drifted_pretrade_v1,0.0010190778885568,0.0004967081673341,0.0794520547945205,0.208389058709145,0.0,1.41677811741829,1.0,0.167166650295258,0.215474888682365,0.166239321231842,-0.105806775391102,-0.102582283318043,0.532086655497551,0.127421543002129,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-01-29,2021-02-26,14,False,-0.0049016968470368,-0.0061250362703224,102494.97653548012,-0.0061250362703224,0.7571201528924609,drifted_pretrade_v1,0.0007571201528924,0.0004730015364411,0.0767123287671232,0.205530429525035,0.0,1.4110608590500688,0.999999999999999,0.134323648044041,0.230790502258709,0.514360240527562,-0.10335125880582,-0.102179170719215,0.203381514975003,0.122674523719719,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-02-26,2021-03-31,23,True,0.0391305107822632,0.0378234336627287,106371.6884812328,0.0,0.7035195487100175,drifted_pretrade_v1,0.00070351954871,0.0005551287670949,0.0904109589041095,0.2046686868582455,0.0,1.409337373716491,0.9999999999999998,0.220966588173594,0.179668928895678,0.557375486407961,0.0694573553545134,-0.0972019849078996,-0.107466701950346,0.177200328026499,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-03-31,2021-04-30,20,True,0.020930756952104,0.0197810873958617,108475.83614752544,0.0,0.626268037047921,drifted_pretrade_v1,0.0006262680370479,0.000500465931841,0.0821917808219178,0.2029667390244346,0.0,1.405933478048869,0.9999999999999996,0.115246301250798,0.0804227122238704,0.47782497640167,0.150162955479962,-0.0856032616325787,-0.117363477391856,0.379309793668134,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-04-30,2021-05-28,17,True,0.0280149979373949,0.0266864808837297,111370.674475223,0.0,0.8403235465479821,drifted_pretrade_v1,0.0008403235465479,0.0004528251200506,0.0767123287671232,0.1967632962124691,0.0,1.3935265924249371,0.9999999999999988,0.118086850004537,0.118346949773175,0.318953020232064,-0.0888757875987462,-0.107887508613723,0.185928968446595,0.455447507756097,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-05-28,2021-06-30,21,True,0.014639377107152,0.0132211935531021,112843.12771859944,0.0,0.8585867142251236,drifted_pretrade_v1,0.0008585867142251,0.0005401127878758,0.0904109589041095,0.1991324924996921,0.0,1.3982649849993831,0.9999999999999988,0.398604602685996,0.0885747085724558,0.450869144073554,-0.103666647204331,-0.0954658452953611,0.098274470439979,0.162809566727706,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-06-30,2021-07-30,21,True,0.0346199825491904,0.0334421234995596,116616.84153184143,0.0,0.6513958168704617,drifted_pretrade_v1,0.0006513958168704,0.0004876987717739,0.0821917808219178,0.1977889463305471,0.0,1.3955778926610938,0.9999999999999998,0.102818511426449,0.117700457572937,0.481347262859344,-0.0867187008261681,-0.111070245504379,0.0933843851089478,0.402538329362869,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-07-30,2021-08-31,22,True,0.0161307225101554,0.0145492676484064,118313.5311716,0.0,1.0374837622376838,drifted_pretrade_v1,0.0010374837622376,0.0005200784229719,0.0876712328767123,0.1977381504007748,0.0,1.3954763008015494,1.0,-0.0928728814635958,0.0847768847431455,0.510993650981358,0.239668792911938,0.0583385367478643,-0.104865268937179,0.303960285016469,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-08-31,2021-09-30,19,True,-0.0392446751999655,-0.0402537444001022,113550.96852874488,-0.0402537444001023,0.5614936199739309,drifted_pretrade_v1,0.0005614936199739,0.0004893457058474,0.0821917808219178,0.1984568695936883,4.440892098500626e-16,1.3969137391873772,1.0000000000000004,0.148097220276083,0.0683298440916198,0.547604623649802,0.187207657311644,-0.0830826280372483,-0.11537424155644,0.24721752426454,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-09-30,2021-10-29,16,True,0.0663763127454175,0.0655087437739438,120989.5498313776,0.0,0.3247553602750272,drifted_pretrade_v1,0.000324755360275,0.0004891431345923,0.0794520547945205,0.2052152231335637,0.0,1.410430446267127,0.9999999999999998,0.245366871356964,0.0999611020088196,0.572489455342293,0.170288264751434,-0.0814040824770927,-0.123811140656471,0.117109529674053,full_vine_state_and_cvar_observation,seed,20261101.0
full_vine_state_and_cvar_observation_seed_20261101,retrospective_original_7asset_expanding_24m_v1_w01,2021-10-29,2021-11-30,21,True,-0.0392184296537689,-0.0403987820279841,116101.71938007584,-0.0403987820279841,0.7004481599134562,drifted_pretrade_v1,0.0007004481599134,0.0005288406360872,0.0876712328767123,0.2010696168456762,0.0,1.402139233691352,0.9999999999999996,0.091166506920542,0.156090359602656,0.572207088981356,0.252407159124102,0.12919850221702,-0.117629129971777,-0.0834404868738992,full_vine_state_and_cvar_observation,seed,20261101.0
