strategy_id,window_id,decision_date,holding_end_date,trading_days,is_complete_period,gross_return,net_return,wealth,drawdown,turnover,turnover_convention,transaction_cost,financing_cost,financing_year_fraction,short_notional,cash_borrow_notional,gross_exposure,net_exposure,w_SP500,w_NASDAQ,w_DOW,w_SSE50,w_DIVIDEND,w_CHINEXT,w_GOLD
ppo_lstm_full_ensemble,locked_oos_v1,2026-06-30,2026-07-06,3,False,0.00093459828475706,0.0008450071240628798,151807.26678556023,-0.016300201338703357,0.08951151316748253,drifted_pretrade_v1,8.951151316748252e-05,0.0,0.01643835616438356,0.0,0.0,0.9999999999999993,0.9999999999999993,0.1242501701361366,0.1725142365920225,0.1405960423073595,0.1307492743844964,0.1087890758312173,0.130887692760942,0.192213507987825
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2024-07-31,2024-08-30,22,True,0.016052675653243975,0.014971509984103015,101497.1509984103,0.0,0.9821739304278574,drifted_pretrade_v1,0.0009821739304278574,8.247687866630604e-05,0.0821917808219178,0.0334489563480019,0.0,1.0668979126960032,0.9999999999999994,0.0834754429757594,0.2344432566314934,0.2476699497550725,-0.0005990898236632,0.0303151195868849,-0.0328498665243387,0.4375451873987911
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2024-08-30,2024-09-30,18,True,0.013439208869939323,0.01318986260502486,102835.88447488079,0.0,0.13069268645645452,drifted_pretrade_v1,0.00013069268645645452,0.00011537727245444918,0.08493150684931507,0.0452824778987892,0.0,1.090564955797578,0.9999999999999998,0.1021198516578545,0.2702295223117938,0.2067441591859927,0.0006126701698772,0.0369148709678223,-0.0452824778987892,0.4286614036054484
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2024-09-30,2024-10-31,18,True,0.015956523586492688,0.015124814412919019,104391.25814255174,0.0,0.6652331320131183,drifted_pretrade_v1,0.0006652331320131183,0.00015374856458470163,0.08493150684931507,0.0603421785735657,0.0,1.1206843571471317,1.0,0.0510215526978884,0.1552382037575756,0.296043931000999,-0.0104550359238471,-0.0498871426497186,0.1800809978108321,0.3779574933062707
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2024-10-31,2024-11-29,20,True,0.03224508351300259,0.031664149349026394,107696.71853111027,0.0,0.5424755007322726,drifted_pretrade_v1,0.0005424755007322725,2.046997193502175e-05,0.07945205479452055,0.0085879767313597,0.0,1.0171759534627192,0.9999999999999998,0.091645717807114,0.2810801381245256,0.2503955470398068,-0.0033467449247836,0.0484468871727584,-0.0052412318065761,0.3370196865871547
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2024-11-29,2024-12-31,21,True,-0.01034332055552356,-0.010718881328394936,106542.33018571774,-0.010718881328394936,0.3779425657945404,drifted_pretrade_v1,0.0003779425657945404,1.6153745688574632e-06,0.08767123287671233,0.0006141788725342,2.220446049250313e-16,1.0012283577450687,1.0000000000000002,0.0385437842990671,0.2582817972238576,0.1918446464996255,-0.0006141788725342,0.0140354650627289,0.0441330193142805,0.4537754664729749
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2024-12-31,2025-01-27,16,True,0.03703478225551704,0.03610288112443527,110388.81526713305,0.0,0.6725934528120436,drifted_pretrade_v1,0.0006725934528120437,0.00022643145065674443,0.07397260273972603,0.1020339252959404,0.0,1.2040678505918807,1.0,0.1696473213045725,0.3727196624635586,0.2777775105221995,-0.0277456603811255,-0.0499647526868751,-0.0243235122279398,0.2818894310056098
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2025-01-27,2025-02-28,17,True,-0.005512106843050701,-0.005864142933645122,109741.47947613083,-0.005864142933645122,0.21605595727676413,drifted_pretrade_v1,0.00021605595727676414,0.0001379940174680398,0.08767123287671233,0.0524664753914943,0.0,1.1049329507829888,1.0,0.1563508858505104,0.3606224001917456,0.189462395344994,-0.0247344516616847,0.0368557413640831,-0.0277320237298096,0.3091750526401614
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2025-02-28,2025-03-31,21,True,-0.032458201111785434,-0.03288229476551063,106132.92779999346,-0.03855361122266465,0.2984689182658517,drifted_pretrade_v1,0.00029846891826585173,0.00013994792936490079,0.08493150684931507,0.0549258002346116,0.0,1.1098516004692227,0.9999999999999996,0.1547179392272872,0.3859526223236961,0.2574628603378576,-0.0549258002346116,0.0178223208258194,0.0167018078001482,0.2222682497198027
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2025-03-31,2025-04-30,20,True,-0.0005475596543886851,-0.0011436628211568545,106011.54751636808,-0.03965318171204468,0.4333848952300112,drifted_pretrade_v1,0.00043338489523001125,0.00016322278738051032,0.0821917808219178,0.0661959082154292,0.0,1.1323918164308584,1.0,0.2449241319272136,0.3886366873580431,0.3317333617779826,-0.034009352366307,-0.0137332234930779,-0.0184533323560443,0.10090172715219
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2025-04-30,2025-05-30,18,True,0.06242854040702239,0.06210377056634875,112595.26434070818,0.0,0.11307777610223728,drifted_pretrade_v1,0.00011307777610223729,0.00019265524713858387,0.0821917808219178,0.0781324057839811,2.220446049250313e-16,1.1562648115679623,1.0000000000000002,0.2335357503034174,0.412334963399917,0.3115671305917205,-0.0238820752128959,0.0001475266180932,-0.0542503305710852,0.1205470348708331
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2025-05-30,2025-06-30,19,True,0.039957270666270306,0.039179415545474994,117006.68099076538,0.0,0.6139987554390599,drifted_pretrade_v1,0.0006139987554390599,0.0001342494595489681,0.08493150684931507,0.0526893040165305,0.0,1.1053786080330605,0.9999999999999996,0.1068984846584498,0.3134248535148798,0.2657581577077508,-0.0526893040165305,0.0061259130947291,0.0690483342856168,0.2914335607551038
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2025-06-30,2025-07-31,22,True,0.022702208660665635,0.022233857881332364,119608.19090708045,0.0,0.3984606691940065,drifted_pretrade_v1,0.0003984606691940065,5.959843122008466e-05,0.08493150684931507,0.0233907821455171,0.0,1.0467815642910343,1.0,0.065847780475659,0.2479362591302821,0.1826408862269351,-0.0233907821455171,0.0146000384486147,0.1357174134946294,0.3766484043693968
pretrained_only_no_historical_finetuning_ensemble,locked_oos_v1,2025-07-31,2025-08-29,21,True,0.05909796383383825,0.0588533481020066,126647.53340238612,0.0,0.1174230325703381,drifted_pretrade_v1,0.00011742303257033811,0.00011356974950246105,0.07945205479452055,0.0476470788142509,0.0,1.0952941576285018,1.0,0.0662519071650291,0.2643906414907959,0.1864928435933377,-0.0411495135697934,-0.0064975652444575,0.1806383285139287,0.3498733580511595
