alternative_experiment_id,matched_seed_count,mean,median,standard_deviation,minimum,maximum,fraction_reference_positive
zero_vine_features_and_cvar_observation,5,-0.04854416004780948,-0.056632037045043715,0.03482250237052957,-0.09323767503000968,-0.008760693403757958,0.0
zero_vine_features_keep_cvar_observation,5,-4.0220194133189224e-05,5.75974458008055e-05,0.027542087945961358,-0.03765843119017831,0.039473607717166126,0.6
