strategy_id,strategy,cagr_percent,monthly_volatility_percent,daily_volatility_percent,monthly_max_drawdown_percent,daily_max_drawdown_percent,daily_cvar_95_percent,annual_crra_ce_percent,daily_observations
equal_weight,Equal weight,24.29899453338784,13.399787652350822,13.844161196073221,5.223701764021305,11.79751704688552,1.9006908845704595,23.311337811037713,431
shrinkage_mean_variance,Shrinkage MV,24.082487743240556,14.15485824072807,16.668666592641845,7.8313055688735815,13.67550047127345,2.4080066847323,22.907762859318726,431
dcc_garch,DCC-GARCH,28.600860644325145,13.534965646610969,15.093884324383676,5.792247404665685,11.441605734686666,2.1617254736688145,27.53427897689429,431
static_vine,Static vine,31.091730980861065,16.863042304839414,23.073208428127877,6.509513989580262,14.946537840399898,3.00406218040783,29.451966802578045,431
rolling_vine,Rolling vine,20.460791952502966,18.915292884932196,21.619679503976137,9.907250030515947,18.835053022602466,3.0920593865047374,18.474485023903455,431
dynamic_nn_vine,Dynamic NN-vine,29.760551451835205,16.429266323725937,24.02160691561113,6.783004397828463,15.781332212498079,3.215146638322734,28.204087840999104,431
vine_td3_ensemble,NN-vine TD3,28.986692617805243,13.17164135033034,16.513093126237035,6.640474937440133,13.45051977127848,2.302923934114554,27.960414429995883,431
