strategy_id,pretraining_source,ensemble_crra_ce_percent,daily_volatility_percent,daily_max_drawdown_percent,daily_cvar_95_percent,seed_ce_standard_deviation_pp,seed_ce_minimum_percent,seed_ce_median_percent,seed_ce_maximum_percent
masked_historical_prefix_1000_presentations_ensemble,Historical prefix,32.181191089000635,14.328958219065962,10.3107875517777,1.8859520918727941,15.651569368503491,7.423650774533019,28.467822375138596,53.56483659284814
synthetic_100_unique_1000_presentations_no_policy_visible_dependence_ensemble,Concentrated vine synthetic,30.898706954606393,18.98728652474638,13.119229119365205,2.6057889303204353,7.610383506756866,14.639670841438267,29.14920645429828,41.38928957097077
masked_moving_block_bootstrap_1000_presentations_ensemble,Moving-block bootstrap,24.363630418550052,16.405155559438647,12.679198583995422,2.220485269060896,4.46695622674585,15.520618463343316,21.497485228867916,29.083691049988158
