contrast_id,family,method,block_length,observations,annualized_ce_difference,mean_period_crra_utility_difference,ci_lower,ci_upper,one_sided_p_candidate_greater,two_sided_p,bootstrap_replications,holm_p_candidate_greater,positive_effect_holm_0_05,confirmatory_claim_created
joint_visible_dependence_contribution,post_holdout_causal_components,moving_block,4,22,0.0249867274774227,0.0016593387815081009,-0.0293717174222303,0.07333670356396829,0.18211635767284653,0.3597328053438931,50000,0.36423271534569307,False,False
raw_vine_state_contribution,post_holdout_causal_components,moving_block,4,22,-0.07206402826591951,-0.004591322485597798,-0.13174735571085552,-0.025077388346749618,0.998440031199376,0.001619967600647987,50000,0.998440031199376,False,False
concentrated_synthetic_vs_full_state,post_holdout_presentation_mechanism,moving_block,4,22,0.04923653177823617,0.003137463347710731,-0.052364894849048556,0.17630869387921622,0.18923621527569448,0.376792464150717,50000,0.18923621527569448,False,False
historical_vs_original_bootstrap,post_holdout_pretraining_sources,moving_block,4,22,0.18908216047207138,0.011442070935335785,0.0816841193339565,0.3475166273235192,0.0009599808003839923,0.0009599808003839923,50000,0.0009599808003839923,True,False
concentrated_synthetic_vs_bootstrap_masked,post_holdout_terminal_pretraining_controls,moving_block,4,22,0.06538796910223565,0.004195700529425624,-0.0452128274070942,0.23812286432105548,0.15829683406331874,0.3170936581268375,50000,0.3165936681266375,False,False
concentrated_synthetic_vs_historical_masked,post_holdout_terminal_pretraining_controls,moving_block,4,22,-0.012781590805198473,-0.0007935850387363431,-0.16039693873248762,0.20293004171565565,0.5329493410131797,0.8909621807563849,50000,0.5329493410131797,False,False
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,moving_block,4,46,-0.04987039854436426,-0.00382665846899345,-0.09024250839502937,-0.008871881072394795,0.9930801383972321,0.01601967960640787,50000,1.0,False,False
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,moving_block,4,46,-0.002980167927767452,-0.00023411714319936046,-0.02832926587181169,0.0225807354069048,0.5999680006399872,0.8213435731285375,50000,1.0,False,False
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,moving_block,6,22,-0.002477705912159678,-0.00015833564354756307,-0.17453359319425568,0.11350231377785655,0.5201295974080519,0.9714805703885923,50000,1.0,False,False
primary_vs_equal_weight,frozen_primary_benchmarks,moving_block,6,22,0.04649011609167775,0.00303408611022313,-0.0878066789539125,0.17054425953191024,0.25359492810143797,0.4833703325933481,50000,0.7607847843043138,False,False
primary_vs_static_vine,frozen_primary_benchmarks,moving_block,6,22,-0.01496326362785183,-0.0009512016368068018,-0.16963414150463985,0.09646275288564765,0.5845683086338274,0.8202235955280894,50000,1.0,False,False
joint_visible_dependence_contribution,post_holdout_causal_components,moving_block,6,22,0.0249867274774227,0.0016593387815081009,-0.02017696047692496,0.0686334272176655,0.14083718325633487,0.2844343113137737,50000,0.28167436651266975,False,False
raw_vine_state_contribution,post_holdout_causal_components,moving_block,6,22,-0.07206402826591951,-0.004591322485597798,-0.1239011361228903,-0.029427214124977362,1.0,1.999960000799984e-05,50000,1.0,False,False
concentrated_synthetic_vs_full_state,post_holdout_presentation_mechanism,moving_block,6,22,0.04923653177823617,0.003137463347710731,-0.043992695460069876,0.15822281154366982,0.1634967300653987,0.3248735025299494,50000,0.1634967300653987,False,False
historical_vs_original_bootstrap,post_holdout_pretraining_sources,moving_block,6,22,0.18908216047207138,0.011442070935335785,0.09489646157763766,0.32429166556859057,1.999960000799984e-05,1.999960000799984e-05,50000,1.999960000799984e-05,True,False
concentrated_synthetic_vs_bootstrap_masked,post_holdout_terminal_pretraining_controls,moving_block,6,22,0.06538796910223565,0.004195700529425624,-0.05676723946607614,0.2508311364521115,0.18311633767324653,0.36991260174796503,50000,0.36623267534649306,False,False
concentrated_synthetic_vs_historical_masked,post_holdout_terminal_pretraining_controls,moving_block,6,22,-0.012781590805198473,-0.0007935850387363431,-0.16770070325597153,0.22457971695963377,0.5320093598128037,0.8944221115577689,50000,0.5320093598128037,False,False
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,moving_block,6,46,-0.04987039854436426,-0.00382665846899345,-0.08852937394769739,-0.008630612121166711,0.995220095598088,0.013719725605487891,50000,1.0,False,False
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,moving_block,6,46,-0.002980167927767452,-0.00023411714319936046,-0.028644123937648737,0.02248937258572866,0.6009879802403952,0.8265034699306014,50000,1.0,False,False
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,stationary,2,22,-0.002477705912159678,-0.00015833564354756307,-0.17712239100970661,0.1448898188136884,0.5040099198016039,0.9769004619907602,50000,1.0,False,False
primary_vs_equal_weight,frozen_primary_benchmarks,stationary,2,22,0.04649011609167775,0.00303408611022313,-0.09318358663239186,0.17564663560690133,0.250814983700326,0.4834703305933881,50000,0.7524449511009781,False,False
primary_vs_static_vine,frozen_primary_benchmarks,stationary,2,22,-0.01496326362785183,-0.0009512016368068018,-0.17004593879636706,0.11426453686694217,0.5705285894282114,0.8302433951320973,50000,1.0,False,False
joint_visible_dependence_contribution,post_holdout_causal_components,stationary,2,22,0.0249867274774227,0.0016593387815081009,-0.028616249092622722,0.0795804821162534,0.18225635487290254,0.36585268294634105,50000,0.3645127097458051,False,False
raw_vine_state_contribution,post_holdout_causal_components,stationary,2,22,-0.07206402826591951,-0.004591322485597798,-0.135143272941437,-0.023712336479635877,0.996680066398672,0.003899922001559969,50000,0.996680066398672,False,False
concentrated_synthetic_vs_full_state,post_holdout_presentation_mechanism,stationary,2,22,0.04923653177823617,0.003137463347710731,-0.04831323495201373,0.1668439120283349,0.1745965080698386,0.3491330173396532,50000,0.1745965080698386,False,False
historical_vs_original_bootstrap,post_holdout_pretraining_sources,stationary,2,22,0.18908216047207138,0.011442070935335785,0.07457109210742817,0.360881949327648,0.0029799404011919763,0.0031599368012639748,50000,0.0029799404011919763,True,False
concentrated_synthetic_vs_bootstrap_masked,post_holdout_terminal_pretraining_controls,stationary,2,22,0.06538796910223565,0.004195700529425624,-0.06483336372123948,0.23490393760812922,0.17659646807063858,0.35269294614107716,50000,0.35319293614127717,False,False
concentrated_synthetic_vs_historical_masked,post_holdout_terminal_pretraining_controls,stationary,2,22,-0.012781590805198473,-0.0007935850387363431,-0.17503962515490112,0.20550751594251684,0.5358892822143557,0.8916221675566489,50000,0.5358892822143557,False,False
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,stationary,2,46,-0.04987039854436426,-0.00382665846899345,-0.09018746731522698,-0.005870619738639239,0.990720185596288,0.023659526809463812,50000,1.0,False,False
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,stationary,2,46,-0.002980167927767452,-0.00023411714319936046,-0.03145892477997833,0.02796643893206576,0.5832483350332993,0.8459430811383772,50000,1.0,False,False
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,stationary,3,22,-0.002477705912159678,-0.00015833564354756307,-0.17467592172436178,0.13295345512574516,0.504889902201956,0.9735405291894162,50000,1.0,False,False
primary_vs_equal_weight,frozen_primary_benchmarks,stationary,3,22,0.04649011609167775,0.00303408611022313,-0.08544806862586811,0.16977752754885697,0.24541509169816603,0.4750504989900202,50000,0.7362452750944981,False,False
primary_vs_static_vine,frozen_primary_benchmarks,stationary,3,22,-0.01496326362785183,-0.0009512016368068018,-0.1690461723951537,0.10796585627286404,0.5750684986300274,0.8258634827303454,50000,1.0,False,False
joint_visible_dependence_contribution,post_holdout_causal_components,stationary,3,22,0.0249867274774227,0.0016593387815081009,-0.025760040625587493,0.074885929097139,0.1639167216655667,0.32873342533149336,50000,0.3278334433311334,False,False
raw_vine_state_contribution,post_holdout_causal_components,stationary,3,22,-0.07206402826591951,-0.004591322485597798,-0.1302427876170387,-0.02722668045741916,0.9983400331993361,0.0018199636007279855,50000,0.9983400331993361,False,False
concentrated_synthetic_vs_full_state,post_holdout_presentation_mechanism,stationary,3,22,0.04923653177823617,0.003137463347710731,-0.0429998369976994,0.16053273463983525,0.15955680886382273,0.31803363932721346,50000,0.15955680886382273,False,False
historical_vs_original_bootstrap,post_holdout_pretraining_sources,stationary,3,22,0.18908216047207138,0.011442070935335785,0.0821721091525914,0.345445875077927,0.00125997480050399,0.00125997480050399,50000,0.00125997480050399,True,False
concentrated_synthetic_vs_bootstrap_masked,post_holdout_terminal_pretraining_controls,stationary,3,22,0.06538796910223565,0.004195700529425624,-0.05743847929608177,0.2348758990815054,0.16971660566788666,0.3464930701385972,50000,0.3394332113357733,False,False
concentrated_synthetic_vs_historical_masked,post_holdout_terminal_pretraining_controls,stationary,3,22,-0.012781590805198473,-0.0007935850387363431,-0.16851873517785576,0.20643438298196706,0.5340493190136197,0.8933021339573208,50000,0.5340493190136197,False,False
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,stationary,3,46,-0.04987039854436426,-0.00382665846899345,-0.08882812202822465,-0.007253791731031082,0.9942401151976961,0.01773964520709586,50000,1.0,False,False
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,stationary,3,46,-0.002980167927767452,-0.00023411714319936046,-0.029768096318551658,0.02547380884971966,0.5879082418351633,0.8364032719345613,50000,1.0,False,False
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,stationary,6,22,-0.002477705912159678,-0.00015833564354756307,-0.15646263965528637,0.1172674324106057,0.5247495050098998,0.9419611607767845,50000,1.0,False,False
primary_vs_equal_weight,frozen_primary_benchmarks,stationary,6,22,0.04649011609167775,0.00303408611022313,-0.07183545958728942,0.16210069490227508,0.21723565528689426,0.4259514809703806,50000,0.6517069658606828,False,False
primary_vs_static_vine,frozen_primary_benchmarks,stationary,6,22,-0.01496326362785183,-0.0009512016368068018,-0.15400053536234976,0.09379858405308404,0.6062078758424831,0.7823443531129377,50000,1.0,False,False
joint_visible_dependence_contribution,post_holdout_causal_components,stationary,6,22,0.0249867274774227,0.0016593387815081009,-0.01679854343659048,0.0658385722818257,0.11425771484570309,0.23027539449211015,50000,0.22851542969140617,False,False
raw_vine_state_contribution,post_holdout_causal_components,stationary,6,22,-0.07206402826591951,-0.004591322485597798,-0.11848445120816893,-0.03477588341942158,0.999740005199896,0.0002999940001199976,50000,0.999740005199896,False,False
concentrated_synthetic_vs_full_state,post_holdout_presentation_mechanism,stationary,6,22,0.04923653177823617,0.003137463347710731,-0.028766532912239916,0.14165310379321738,0.11175776484470311,0.21931561368772626,50000,0.11175776484470311,False,False
historical_vs_original_bootstrap,post_holdout_pretraining_sources,stationary,6,22,0.18908216047207138,0.011442070935335785,0.09801727679518014,0.31383128827535467,0.0002799944001119978,0.0002799944001119978,50000,0.0002799944001119978,True,False
concentrated_synthetic_vs_bootstrap_masked,post_holdout_terminal_pretraining_controls,stationary,6,22,0.06538796910223565,0.004195700529425624,-0.048771342551025026,0.21995024282093403,0.15377692446151078,0.31729365412691746,50000,0.30755384892302157,False,False
concentrated_synthetic_vs_historical_masked,post_holdout_terminal_pretraining_controls,stationary,6,22,-0.012781590805198473,-0.0007935850387363431,-0.16036804821336406,0.1896929482393536,0.5680286394272115,0.8540829183416332,50000,0.5680286394272115,False,False
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,stationary,6,46,-0.04987039854436426,-0.00382665846899345,-0.08607245111957326,-0.01101503665928742,0.997140057198856,0.009739805203895922,50000,1.0,False,False
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,stationary,6,46,-0.002980167927767452,-0.00023411714319936046,-0.02839404454558358,0.02358485778063902,0.5956680866382672,0.8282834343313134,50000,1.0,False,False
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,stationary,12,22,-0.002477705912159678,-0.00015833564354756307,-0.13695492726284234,0.10133797526127833,0.6013679726405472,0.7968440631187377,50000,1.0,False,False
primary_vs_equal_weight,frozen_primary_benchmarks,stationary,12,22,0.04649011609167775,0.00303408611022313,-0.05325929825969067,0.15221436021193746,0.15903681926361474,0.3153736925261495,50000,0.4771104577908442,False,False
primary_vs_static_vine,frozen_primary_benchmarks,stationary,12,22,-0.01496326362785183,-0.0009512016368068018,-0.13829410504324485,0.08059779332017729,0.6792864142717145,0.6407471850562989,50000,1.0,False,False
joint_visible_dependence_contribution,post_holdout_causal_components,stationary,12,22,0.0249867274774227,0.0016593387815081009,-0.009311937225123072,0.05900166216658419,0.06823863522729545,0.13931721365572688,50000,0.1364772704545909,False,False
raw_vine_state_contribution,post_holdout_causal_components,stationary,12,22,-0.07206402826591951,-0.004591322485597798,-0.10907941263214357,-0.04086337847987067,0.999940001199976,7.999840003199936e-05,50000,0.999940001199976,False,False
concentrated_synthetic_vs_full_state,post_holdout_presentation_mechanism,stationary,12,22,0.04923653177823617,0.003137463347710731,-0.01605697992410615,0.12298930301915247,0.06379872402551949,0.12837743245135097,50000,0.06379872402551949,False,False
historical_vs_original_bootstrap,post_holdout_pretraining_sources,stationary,12,22,0.18908216047207138,0.011442070935335785,0.11148406554443323,0.28670128291925995,3.999920001599968e-05,3.999920001599968e-05,50000,3.999920001599968e-05,True,False
concentrated_synthetic_vs_bootstrap_masked,post_holdout_terminal_pretraining_controls,stationary,12,22,0.06538796910223565,0.004195700529425624,-0.03640356156721847,0.1960165364810281,0.1139377212455751,0.2356152876942461,50000,0.2278754424911502,False,False
concentrated_synthetic_vs_historical_masked,post_holdout_terminal_pretraining_controls,stationary,12,22,-0.012781590805198473,-0.0007935850387363431,-0.14911936477459342,0.15646917176787034,0.6491270174596508,0.6936061278774425,50000,0.6491270174596508,False,False
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,stationary,12,46,-0.04987039854436426,-0.00382665846899345,-0.0831178346015491,-0.015135141520027779,0.99890002199956,0.004059918801623968,50000,1.0,False,False
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,stationary,12,46,-0.002980167927767452,-0.00023411714319936046,-0.02611017752030386,0.022087692482743632,0.6084678306433872,0.7921441571168577,50000,1.0,False,False
