candidate,comparator,matched_seeds,mean_ce_difference,median_ce_difference,fraction_positive_ce_difference,mean_cagr_difference,mean_volatility_difference,mean_turnover_difference,mean_gross_exposure_difference,inference_note
mixed_pretraining_plus_historical_finetuning,historical_only_training,10,0.0023867490279534166,-0.02811009092111194,0.4,0.0036899316695804263,0.005332759660499974,-0.22211453035872947,0.014342833246866426,descriptive optimization robustness only; all seeds share one market path
mixed_pretraining_plus_historical_finetuning,synthetic_only_training,10,0.08852614136510142,0.0852722450467015,0.8,0.09045125597872869,0.0040495839023351994,-0.01869292538673541,0.0038478989462526814,descriptive optimization robustness only; all seeds share one market path
mixed_pretraining_plus_historical_finetuning,synthetic_pretraining_plus_historical_finetuning,10,0.01703638530853808,0.002508645391787745,0.5,0.014913350977436134,-0.012125898104823766,0.033499208849237974,0.0006392452992837639,descriptive optimization robustness only; all seeds share one market path
