strategy_id,experiment_id,strategy_level,seed,source,observations,elapsed_years,total_return,cagr,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,omega_ratio,monthly_var_95_loss,monthly_cvar_95_loss,annualized_certainty_equivalent_return,mean_crra_utility,terminal_wealth,gross_total_return_before_costs,mean_monthly_turnover,annualized_turnover,mean_gross_exposure,maximum_gross_exposure,mean_short_notional,total_transaction_cost,total_financing_cost,implementation_drag_total_return
historical_only_training,historical_only_training,ensemble_or_comparator,,locked_all_24_period_sensitivity,24,1.9315068493150684,0.6938675400369143,0.313705048866616,0.1206553450411664,2.342369394887177,6.864695785948127,0.05498393409512459,5.705394749016916,6.7914289484956925,0.026319625000575983,0.038423406502648916,0.30514017292173246,0.02120447452900774,169386.75400369143,0.7209941149058126,0.5716634487284215,7.1032224267531525,1.0722591768664727,1.2635567672484154,0.036129588433236465,0.013719922769482116,0.00216777530599419,0.027126574868898246
mixed_pretraining_plus_historical_finetuning,mixed_pretraining_plus_historical_finetuning,ensemble_or_comparator,,locked_all_24_period_sensitivity,24,1.9315068493150684,0.6951677730501937,0.314227039843163,0.1326335596342567,2.1447503158484413,6.063021050504848,0.06898991979441249,4.554680463168364,6.032931392385824,0.02300449718392314,0.041722757609348626,0.3037953114815277,0.02112325896971201,169516.77730501938,0.711790412076077,0.33682282033537175,4.185202703741641,1.05581275332647,1.147934336561177,0.02790637666323512,0.008083747688048922,0.0016743825997941083,0.016622639025883235
synthetic_only_training,synthetic_only_training,ensemble_or_comparator,,locked_all_24_period_sensitivity,24,1.9315068493150684,0.5080730602823476,0.23701426647376178,0.13561555394838978,1.645316603501043,3.5811375360148494,0.0795236098772304,2.9804264021674514,3.969401172856125,0.04024611541961586,0.05913694030623229,0.2266527268153633,0.016306657974038075,150807.30602823474,0.5265479821321377,0.3550603724179035,4.411813989192674,1.1218266553738863,1.245365109028561,0.06091332768694321,0.008521448938029683,0.003654799661216593,0.01847492184979016
synthetic_pretraining_plus_historical_finetuning,synthetic_pretraining_plus_historical_finetuning,ensemble_or_comparator,,locked_all_24_period_sensitivity,24,1.9315068493150684,0.658965558787777,0.2996203726108475,0.15037767039605637,1.8312151836188808,4.467819247426533,0.08647807532731011,3.464697514101892,4.621895618051003,0.03304155450116714,0.05562847064939852,0.28638709524629613,0.02006374080036964,165896.5558787777,0.6796774712225526,0.34177080767694873,4.2466840783688955,1.1401681138845605,1.2389474211526768,0.07008405694228025,0.00820249938424677,0.004205043416536816,0.02071191243477566
