decision_date,holding_end_date,w_SP500,w_NASDAQ,w_DOW,w_SSE50,w_DIVIDEND,w_CHINEXT,w_GOLD
2024-07-31,2024-08-30,0.0834754429757594,0.2344432566314934,0.2476699497550725,-0.000599089823663275,0.030315119586884924,-0.03284986652433871,0.4375451873987911
2024-08-30,2024-09-30,0.10211985165785457,0.27022952231179387,0.2067441591859927,0.0006126701698772094,0.03691487096782237,-0.04528247789878924,0.4286614036054484
2024-09-30,2024-10-31,0.05102155269788846,0.15523820375757563,0.29604393100099907,-0.010455035923847163,-0.04988714264971869,0.18008099781083214,0.3779574933062707
2024-10-31,2024-11-29,0.09164571780711409,0.28108013812452565,0.2503955470398068,-0.0033467449247836525,0.048446887172758475,-0.005241231806576199,0.33701968658715475
2024-11-29,2024-12-31,0.03854378429906715,0.25828179722385763,0.19184464649962554,-0.0006141788725342309,0.014035465062728972,0.04413301931428053,0.4537754664729749
2024-12-31,2025-01-27,0.1696473213045725,0.3727196624635586,0.27777751052219957,-0.02774566038112556,-0.049964752686875155,-0.02432351222793982,0.28188943100560987
2025-01-27,2025-02-28,0.15635088585051043,0.36062240019174563,0.189462395344994,-0.02473445166168475,0.03685574136408314,-0.02773202372980965,0.30917505264016143
2025-02-28,2025-03-31,0.15471793922728722,0.38595262232369615,0.25746286033785765,-0.054925800234611646,0.01782232082581946,0.016701807800148284,0.2222682497198027
2025-03-31,2025-04-30,0.2449241319272136,0.38863668735804313,0.3317333617779826,-0.03400935236630705,-0.013733223493077928,-0.018453332356044343,0.10090172715219008
2025-04-30,2025-05-30,0.2335357503034174,0.41233496339991704,0.3115671305917205,-0.02388207521289597,0.00014752661809323137,-0.05425033057108521,0.1205470348708331
2025-05-30,2025-06-30,0.10689848465844982,0.31342485351487986,0.2657581577077508,-0.05268930401653051,0.0061259130947291605,0.06904833428561688,0.2914335607551038
2025-06-30,2025-07-31,0.06584778047565902,0.24793625913028214,0.18264088622693514,-0.023390782145517184,0.014600038448614744,0.13571741349462946,0.37664840436939684
2025-07-31,2025-08-29,0.06625190716502911,0.2643906414907959,0.1864928435933377,-0.041149513569793496,-0.006497565244457587,0.18063832851392875,0.3498733580511595
2025-08-29,2025-09-30,0.033888248380805855,0.19264886698552536,0.17898601817765408,-0.020367404978190104,-0.027507136176739527,0.27399578879454295,0.3683556188164013
2025-09-30,2025-10-31,0.012602618256849782,0.21773524742041314,0.194975649299366,0.010552913056952645,0.044204297954482705,0.23376859753791784,0.28616067647401777
2025-10-31,2025-11-28,0.05705260345712306,0.25082908794283854,0.17638357114046807,0.018785708583891385,0.05518072079867118,0.17397360904142273,0.26779469903558495
2025-11-28,2025-12-31,0.16063973374797838,0.330449452364285,0.22008503556384573,-0.009418801477711122,0.05455706522001754,0.042095487817589664,0.20159202676399474
2025-12-31,2026-01-30,0.14538381798192862,0.3043153098784389,0.22497790148481728,-0.016206140350550395,0.07162075499072666,0.0785720329731702,0.19133632304146875
2026-01-30,2026-02-27,0.12422746476451196,0.285895887955225,0.2407576687234853,-0.01672167246496039,0.084386890388227,0.11122325184488946,0.17023050878862175
2026-02-27,2026-03-31,0.16849189166511808,0.3103933018499187,0.2508823470079472,0.00046653364385872836,0.05536747955318018,0.05029533988397038,0.16410310639600664
2026-03-31,2026-04-30,0.2434318676857012,0.3723062752080815,0.2797351964084166,-0.00015138440898481846,0.018623543371047196,-0.0326634863125426,0.11871798804828096
2026-04-30,2026-05-29,0.02918200833456846,0.2562947046543871,0.117675726168922,0.0068234980638537555,0.040028343961707145,0.19453845960753297,0.35545725920902815
2026-05-29,2026-06-30,0.03799960316557972,0.24671904744048212,0.05293614698041764,0.0497729903220066,0.09284634703238091,0.1639638153037854,0.3557620497553475
2026-06-30,2026-07-06,0.15697684261415695,0.2974772912583181,0.09045389975820269,0.06405048036415653,0.05567829591621241,0.062089914934975864,0.2732732751539776
