"window_id","decision_date","holding_end_date","w_SP500","w_NASDAQ","w_DOW","w_SSE50","w_DIVIDEND","w_CHINEXT","w_GOLD"
"locked_oos_v1",2024-07-31,2024-08-30,0.441018020734191,-0.0926938597112894,0.10274431668222,0.0268613621592522,0.0407168362289667,-0.0964141730219126,0.577767496928573
"locked_oos_v1",2024-08-30,2024-09-30,0.488301032089761,0.0281656746353422,0.0493852019842182,-0.0884214035634484,0.0460723124976669,-0.101658030546137,0.578155212902597
"locked_oos_v1",2024-09-30,2024-10-31,0.0114230115099677,0.00683006245110715,0.203406950658453,-0.101837137514459,-0.0983437986911408,0.490499621456755,0.488021290129317
"locked_oos_v1",2024-10-31,2024-11-29,0.491147156272616,0.0434483396155494,0.0413488703114646,-0.0969181177871568,0.0396095322711127,-0.100587811853204,0.581952031169619
"locked_oos_v1",2024-11-29,2024-12-31,0.0440529409263815,-0.0966478016759668,0.115591851196119,-0.0966476973678385,0.0137309591685023,0.487415847501584,0.532503900251218
"locked_oos_v1",2024-12-31,2025-01-27,0.508006644568273,0.0470179739807333,0.0332530486796583,-0.100868034043482,0.0351679335747446,-0.102880711534194,0.580303144774267
"locked_oos_v1",2025-01-27,2025-02-28,0.476284000224301,0.0507480754916157,-0.0931596950228725,0.0297118622277464,0.0589832394782986,-0.102639471047691,0.580071988648602
"locked_oos_v1",2025-02-28,2025-03-31,0.437165519222617,0.126740982756019,0.0221441872417927,-0.100645149126649,0.0384984891861677,-0.100909287109971,0.577005257830024
"locked_oos_v1",2025-03-31,2025-04-30,0.229052516232644,0.353282036791955,0.01719638385943,-0.101045516718711,0.0327598886298282,-0.102323671270694,0.571078362475548
"locked_oos_v1",2025-04-30,2025-05-30,0.129598448186048,0.4517131840278,0.0148098833326782,-0.0985085199187909,0.0356088784922446,-0.100519997866026,0.567298123746046
"locked_oos_v1",2025-05-30,2025-06-30,0.105409608887775,0.433811278747661,-0.095920240772622,-0.0963846131094865,0.0344464608601161,0.051632823156459,0.567004682230098
"locked_oos_v1",2025-06-30,2025-07-31,0.0315729313130889,0.0944422863956008,0.0307251465107713,-0.113464771902987,-0.0861833534602608,0.55283402731376,0.490073733830026
"locked_oos_v1",2025-07-31,2025-08-29,0.0487152604120118,0.0857876395540578,-0.0896374652428286,-0.117855376963104,0.0288570081549031,0.528616391654525,0.515516542430435
"locked_oos_v1",2025-08-29,2025-09-30,0.0220940887395825,0.0250160611633743,0.167435960045883,-0.106886363455227,-0.096073648759297,0.554653988352844,0.433759913912841
"locked_oos_v1",2025-09-30,2025-10-31,0.0631241617458207,0.0903300536530358,-0.0789370345217841,-0.12045399418899,0.0547643718974931,0.54028189608029,0.450890545334135
"locked_oos_v1",2025-10-31,2025-11-28,0.161758281290531,0.350479446351528,-0.102710172533989,-0.0982471331954002,0.144967295229435,0.0976163521409035,0.446135930716991
"locked_oos_v1",2025-11-28,2025-12-31,0.1563479394785,0.42878117571984,-0.104730164898293,0.0175186597875186,0.108190634953124,-0.101788958800691,0.495680713760001
"locked_oos_v1",2025-12-31,2026-01-30,0.121434074959585,0.503912565431424,-0.105412724294833,-0.101993898728064,0.0819660547588553,0.0239013369594301,0.476192590913602
"locked_oos_v1",2026-01-30,2026-02-27,0.0883974871997322,0.510173066652247,-0.103597261809877,-0.0986043520803963,0.122500590181776,0.0238048184130873,0.45732565144343
"locked_oos_v1",2026-02-27,2026-03-31,0.077868541436536,0.530045268791062,-0.10261947874512,-0.100955562932151,0.0801823639443942,0.014417966561658,0.50106090094362
"locked_oos_v1",2026-03-31,2026-04-30,0.063772744632193,0.550200886226126,0.0188091407929148,-0.0999256007905517,0.0391460239355053,-0.106300131284765,0.534296936488577
"locked_oos_v1",2026-04-30,2026-05-29,-0.100332705570119,0.12011540095721,0.255169989275081,-0.104906125260251,0.0339145415595599,0.572956802057368,0.223082096981151
"locked_oos_v1",2026-05-29,2026-06-30,-0.120399276060717,0.0674961188009807,0.464600352304322,0.0506213882139751,-0.0913478678890637,0.567897556083543,0.06113172854696
"locked_oos_v1",2026-06-30,2026-07-06,-0.110540701342481,0.196372078465564,0.458632664488895,0.131302730845554,0.0354590618184634,0.395268993186099,-0.106494827462094
