update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,stage,episode,step,pass
100,0.0026429141871631145,0.15973515808582306,-0.17770496010780334,,-0.17660516500473022,,0.01792747899889946,pretrain,10,11,
200,0.002643073443323374,0.1411149501800537,-0.16813260316848755,,-0.16470804810523987,,0.04395372420549393,pretrain,14,15,
300,0.0015206196112558246,0.1437968611717224,-0.1559000313282013,,-0.15987473726272583,,0.05482860282063484,pretrain,18,19,
400,0.0015323932748287916,0.137674480676651,-0.150652214884758,,-0.15472464263439178,,0.06105237081646919,pretrain,22,23,
500,0.0022248215973377228,0.13678576052188873,-0.15036115050315857,,-0.14325091242790222,,0.09585239738225937,pretrain,27,3,
600,0.002125593600794673,0.11886356770992279,-0.1346597820520401,,-0.13428804278373718,,0.04705536365509033,pretrain,31,7,
700,0.001387353870086372,0.11621949821710587,-0.13238391280174255,,-0.12240494787693024,,0.12532098591327667,pretrain,35,11,
800,0.0015099565498530865,0.10784391313791275,-0.1262201964855194,,-0.12794798612594604,,0.02795489877462387,pretrain,39,15,
900,0.0014713119016960263,0.0903940349817276,-0.11512315273284912,,-0.1194973811507225,,0.056456971913576126,pretrain,43,19,
1000,0.0014769150875508785,0.07804261147975922,-0.10120771825313568,,-0.10251791775226593,,0.025801800191402435,pretrain,47,23,
1100,0.0012682867236435413,0.07589150965213776,-0.09903602302074432,,-0.08753333985805511,,0.16095894575119019,pretrain,52,3,
1200,0.001433266792446375,0.05998910591006279,-0.07923131436109543,,-0.08456847816705704,,0.07088455557823181,pretrain,56,7,
1300,0.0013268523616716266,0.05857088416814804,-0.06286737322807312,,-0.0769863948225975,,0.20902486145496368,pretrain,60,11,
1400,0.001181718078441918,0.05359157919883728,-0.070728600025177,,-0.07146090269088745,,0.04614339396357536,pretrain,64,15,
1500,0.0013065747916698456,0.056924887001514435,-0.06764281541109085,,-0.07160937786102295,,0.050683874636888504,pretrain,68,19,
1600,0.0009784107096493244,0.04433336853981018,-0.06102224439382553,,-0.04924379661679268,,0.14970941841602325,pretrain,72,23,
1700,0.0010481172939762473,0.03456224873661995,-0.04420425742864609,,-0.044630102813243866,,0.024500509724020958,pretrain,77,3,
1800,0.001200530445203185,0.040334366261959076,-0.04961081221699715,,-0.05417830869555473,,0.07110122591257095,pretrain,81,7,
1900,0.0009250297443941236,0.021045668050646782,-0.03371282294392586,,-0.033769287168979645,,0.018536150455474854,pretrain,85,11,
2000,0.001468137139454484,0.015831658616662025,-0.020928259938955307,,-0.034298889338970184,,0.16704830527305603,pretrain,89,15,
2100,0.001012427732348442,0.02094506472349167,-0.0283515602350235,,-0.02835213951766491,,0.020947620272636414,pretrain,93,19,
2200,0.0007851894479244947,0.012134435586631298,-0.020311478525400162,,-0.02342049777507782,,0.055947739630937576,pretrain,97,23,
2300,0.0008628816576674581,0.01563923805952072,-0.02802520990371704,,-0.027627188712358475,,0.019343968480825424,pretrain,102,3,
2400,0.0007227205205708742,0.0009115662542171776,-0.017557455226778984,,-0.015491312369704247,,0.0466199666261673,pretrain,106,7,
2500,0.0007720349822193384,0.006531117018312216,-0.016291309148073196,,-0.018533220514655113,,0.05964948236942291,pretrain,110,11,
2600,0.0007382772746495903,-0.0019722809083759785,-0.012807338498532772,,-0.008098697289824486,,0.08119390159845352,pretrain,114,15,
2700,0.0010232916101813316,-0.010738451965153217,-0.0031302787829190493,,-0.0009500321466475725,,0.03561989217996597,pretrain,118,19,
2800,0.001017336850054562,-0.019456274807453156,0.00606233486905694,,-0.0038671805523335934,,0.14836987853050232,pretrain,122,23,
2900,0.000770687882322818,-0.02718421444296837,0.013418380171060562,,0.008053083904087543,,0.0812402218580246,pretrain,127,3,
3000,0.0009030039655044675,-0.02290722168982029,0.014819318428635597,,0.007942632772028446,,0.09538252651691437,pretrain,131,7,
3100,0.0010269801132380962,-0.029281631112098694,0.014998289756476879,,0.015993665903806686,,0.02461901865899563,pretrain,135,11,
3200,0.0008481370168738067,-0.032560497522354126,0.01805456355214119,,0.02201753668487072,,0.06420870125293732,pretrain,139,15,
3300,0.0009012462687678635,-0.0333220548927784,0.026171686127781868,,0.019050896167755127,,0.09800122678279877,pretrain,143,19,
3400,0.001024445053189993,-0.03800132870674133,0.029221808537840843,,0.026418887078762054,,0.04703785106539726,pretrain,147,23,
3500,0.001170353963971138,-0.03940286487340927,0.025468118488788605,,0.028251051902770996,,0.05446936935186386,pretrain,152,3,
3600,0.0006542381597682834,-0.04330914095044136,0.03809147700667381,,0.032454878091812134,,0.08758414536714554,pretrain,156,7,
3700,0.0008737901807762682,-0.05401540920138359,0.03741111606359482,,0.03662663698196411,,0.026406800374388695,pretrain,160,11,
3800,0.000918687554076314,-0.05786880850791931,0.0389544740319252,,0.04700329899787903,,0.11103346198797226,pretrain,164,15,
3900,0.0010046683019027114,-0.0455099456012249,0.03853685036301613,,0.03392237797379494,,0.0626661404967308,pretrain,168,19,
4000,0.0008131869835779071,-0.04879150912165642,0.039443790912628174,,0.04112895950675011,,0.030494077131152153,pretrain,172,23,
4100,0.0010879641631618142,-0.06033022701740265,0.05073560029268265,,0.04823247343301773,,0.053288549184799194,pretrain,177,3,
4200,0.0009095050627365708,-0.06131745129823685,0.05167657136917114,,0.05489100515842438,,0.0414084866642952,pretrain,181,7,
4300,0.0010607491713017225,-0.07339514791965485,0.06327684968709946,,0.0600460059940815,,0.045179758220911026,pretrain,185,11,
4400,0.000697271607350558,-0.053418245166540146,0.04186129942536354,,0.04894954711198807,,0.09679321199655533,pretrain,189,15,
4500,0.000963934522587806,-0.07097091525793076,0.05961937457323074,,0.05568999424576759,,0.05155676603317261,pretrain,193,19,
4600,0.0007983231917023659,-0.07583873718976974,0.0620509535074234,,0.061106111854314804,,0.021929914131760597,pretrain,197,23,
4700,0.000860072672367096,-0.07074006646871567,0.06617845594882965,,0.06317606568336487,,0.05116747319698334,pretrain,202,3,
4800,0.001001439057290554,-0.07774926722049713,0.06593926250934601,,0.07410338521003723,,0.09934787452220917,pretrain,206,7,
4900,0.0007839425234124064,-0.07760617136955261,0.07141320407390594,,0.07291566580533981,,0.029250068590044975,pretrain,210,11,
5000,0.001209113746881485,-0.08302320539951324,0.06820075958967209,,0.07899823784828186,,0.1467244178056717,pretrain,214,15,
5100,0.0008554272353649139,-0.07859360426664352,0.06761698424816132,,0.07320251315832138,,0.07155440747737885,pretrain,218,19,
5200,0.001014593057334423,-0.08594628423452377,0.08177213370800018,,0.07830739766359329,,0.05250318720936775,pretrain,222,23,
5300,0.0008636893471702933,-0.08596105873584747,0.07704448699951172,,0.07915110886096954,,0.03954141587018967,pretrain,227,3,
5400,0.0009755241917446256,-0.08162520825862885,0.07376503199338913,,0.0738821029663086,,0.03691872954368591,pretrain,231,7,
5500,0.0008737854077480733,-0.0881052166223526,0.07599930465221405,,0.08780233561992645,,0.14392071962356567,pretrain,235,11,
5600,0.0011918849777430296,-0.09455981105566025,0.07803349196910858,,0.08846242725849152,,0.13317939639091492,pretrain,239,15,
5700,0.0010191653855144978,-0.08496366441249847,0.07762085646390915,,0.07496195286512375,,0.03909160569310188,pretrain,243,19,
5800,0.0013847020454704762,-0.09210392087697983,0.08991362154483795,,0.08365589380264282,,0.09290573000907898,pretrain,247,23,
5900,0.0008326000533998013,-0.09313709288835526,0.08432166278362274,,0.08860546350479126,,0.052341029047966,pretrain,252,3,
