stage,pass,episode,reward,noise,terminal_wealth,mean_turnover,q95_turnover,mean_cvar,mean_gross_exposure,fraction_at_gross_cap,mean_short_notional,max_abs_weight,total_actions,update_count
pretrain,,33,-0.004224971196815308,0.27249988334368597,101410.96116012633,0.7560304427253349,1.027730612988983,0.07557613139260869,1.0132262948900461,0.0,0.006613147445023061,0.5180758195263999,792,1995
pretrain,,34,0.1912448469626833,0.2716823836936549,126739.80960556288,0.7141067861091522,1.3005458053733614,0.08223784490880821,1.0242886591170517,0.0,0.012144329558525768,0.6582494356802531,816,2067
pretrain,,35,0.014279915403320659,0.27086733654257394,103456.51067202562,0.6475422567732277,1.0403551541268825,0.07970983970503885,1.0050859061025437,0.0,0.0025429530512718936,0.5334029133830751,840,2139
pretrain,,36,-0.005816631072583131,0.2700547345329462,101436.75750250135,0.8452845293851126,1.5271774946578907,0.08325292806384386,1.0248315346737702,0.0,0.012415767336885139,0.9456182633127486,864,2211
pretrain,,37,-0.16091408938291132,0.26924457032934734,87538.17560299806,0.7925585861362162,1.235761841067246,0.07731395498816383,1.0237601642452534,0.0,0.011880082122626761,0.5391775369644165,888,2283
pretrain,,38,0.04447068634180769,0.2684368366183593,106878.5316544059,0.7201727587907086,1.339440872200898,0.08286548771876422,1.024357382651596,0.0,0.012178691325797922,0.819981575012207,912,2355
pretrain,,39,-0.20732574045812405,0.26763152610850427,84205.49901497015,0.6043586061291751,0.9564314686826295,0.08231184762049355,1.0094221787793296,0.0,0.004711089389664786,0.5564223559839385,936,2427
pretrain,,40,0.09364186065454957,0.2668286315301788,112746.11591962901,0.6829671413593349,1.0599916252706731,0.08087343798541537,1.0061102214136295,0.0,0.003055110706814699,0.5447687974997929,960,2499
pretrain,,41,0.11593483689876166,0.2660281456355882,115680.28104784587,0.6320979310465711,1.0378439295504773,0.08172332511387288,1.0171096049958752,0.0,0.008554802497937566,0.7227324289934975,984,2571
pretrain,,42,0.15883147210425075,0.2652300611986814,122171.9209842231,0.5000924870726607,1.054950233123132,0.09437434907990921,1.1704485370289712,0.0,0.0852242685144856,1.2414200220789227,1008,2643
pretrain,,43,-1.0666938435165325,0.2644343710150854,49139.03716923757,0.1048300766519138,0.04199822747281619,0.13188306110515266,1.49340720678724,0.0,0.24670360339362,1.2383886596986224,1032,2715
pretrain,,44,-0.11348254254352491,0.2636410679020401,92168.8864196489,0.1645550457317205,0.2182204565831592,0.11882381065434433,1.4796009939163923,0.0,0.2398004969581962,1.2323406636714935,1056,2787
pretrain,,45,0.18230433111154798,0.262850144698334,124641.05381912131,0.24553012386673975,0.5551087997853755,0.0641324900184977,1.4216958979765575,0.0,0.21084794898827872,1.0154913642576762,1080,2859
pretrain,,46,0.19164119551121053,0.262061594264239,126163.63438486899,0.34467279378856935,0.7635415498699454,0.0655724036154176,1.470973849119175,0.0,0.23548692455958753,1.1015737035444804,1104,2931
pretrain,,47,-0.2377974709588327,0.2612754094814463,81826.93419482303,0.43968384171880426,1.2107077956199641,0.06544158388029908,1.4007597742158744,0.0,0.2003798871079371,1.102999433875084,1128,3003
pretrain,,48,0.02154437085225596,0.2604915832530019,104040.91011695216,0.5362919745523306,1.6113883314388135,0.07206356629183956,1.4457083127150934,0.0,0.22285415635754666,1.1818582883902957,1152,3075
pretrain,,49,-0.0315022311724137,0.25971010850324294,98816.15447932243,0.35545249070440016,1.5314928921205646,0.08134144966240749,1.4373229681735946,0.0,0.2186614840867974,1.210661068558693,1176,3147
pretrain,,50,0.25935865099958044,0.25893097817773325,138653.38041116745,0.5689435753793943,2.285619642053331,0.08090999726594027,1.458835704340821,0.0,0.22941785217041066,1.2228266107184547,1200,3219
pretrain,,51,0.06213100238151356,0.2581541852432,108850.28441333887,0.16079704445742427,0.25779868768794206,0.07989977336283031,1.4456828986072825,0.0,0.22284144930364125,1.2247987900461468,1224,3291
pretrain,,52,0.14691670824129766,0.2573797226874704,120480.09883834193,0.6627653557807207,2.0189051078898563,0.09612788526994659,1.465354573691175,0.0,0.23267728684558756,1.2257189835820879,1248,3363
pretrain,,53,-0.32176765185597933,0.256607583519408,76741.96484755304,0.21054570243826934,0.7666522426264626,0.07791514276744374,1.444199259259871,0.0,0.22209962962993557,1.229876045669828,1272,3435
pretrain,,54,-0.3390506589446227,0.2558377607688498,75841.2767341798,0.8463575724689734,2.1360078860606464,0.08544773006416707,1.395123528582709,0.0,0.1975617642913546,1.206297633903367,1296,3507
pretrain,,55,0.3442825168562703,0.2550702474865432,158619.6489224917,0.38023138977587223,0.819097832271031,0.10532735056880153,1.3909198558401492,0.0,0.19545992792007472,0.9006192556449344,1320,3579
pretrain,,56,0.21516398785496677,0.2543050367440836,132497.59284041432,0.5734605009534529,1.337886259917702,0.1254388318237683,1.4246473014354706,0.0,0.2123236507177353,1.0245806957994188,1344,3651
pretrain,,57,-0.13611919318111596,0.25354212163385137,89418.09763621734,0.8738172676946436,1.8287932641804217,0.074072297455777,1.4499478968126434,0.0,0.2249739484063217,1.0567931139043398,1368,3723
pretrain,,58,0.3068531748452061,0.2527814952689498,149045.21679617558,0.8614661253633953,1.8733546505016938,0.09253955773546398,1.416464051675229,0.0,0.20823202583761444,0.9833597796303886,1392,3795
pretrain,,59,0.08492609003623927,0.2520231507831429,111157.28957432685,0.7628709153227863,1.7936641190733225,0.06436583385312823,1.453025393010605,0.0,0.2265126965053025,1.2198883252484458,1416,3867
pretrain,,60,0.08587304055941092,0.2512670813307935,111893.33704105052,1.0780323909684306,2.556487096313919,0.08507789767374423,1.4209020700128303,0.0,0.2104510350064153,1.2040360197424889,1440,3939
pretrain,,61,0.18091217260481476,0.2505132800868011,126072.50696972047,0.9024565981789713,1.4536569129143442,0.10788949637518057,1.3434244759735607,0.0,0.17171223798678037,1.034759871661663,1464,4011
pretrain,,62,0.06839279344283827,0.24976174024654074,109492.85617417553,1.149951833788128,2.433814068564347,0.07627338852744976,1.4724194925455822,0.0,0.236209746272791,1.1758929320744105,1488,4083
pretrain,,63,-0.09138698492319253,0.2490124550258011,93952.90550628937,0.8537607071477741,1.9055161586829592,0.1125997759019452,1.4295598722639538,0.0,0.2147799361319769,1.1980847269296646,1512,4155
pretrain,,64,0.02441353260907339,0.2482654176607237,104724.72109155857,1.285403642892128,2.5957848136978487,0.08625871219072194,1.48877601254554,0.0,0.24438800627277013,1.1632336569683892,1536,4227
pretrain,,65,0.09805773919558408,0.24752062140774153,114211.52371216782,1.3926861703928026,2.745546860780034,0.10989112602088295,1.4424982867425395,0.0,0.22124914337126986,1.1776433001671518,1560,4299
pretrain,,66,0.3871257484049154,0.24677805954351828,169917.69698725117,1.0083858231526046,1.9290077037044933,0.10147514176947899,1.4819220653956844,0.0,0.24096103269784228,1.225659266114235,1584,4371
pretrain,,67,0.024696561887246234,0.24603772536488774,105519.1963610626,1.0006434256654408,2.1544700542730943,0.11503574303321958,1.4705145311142716,0.0,0.2352572655571359,1.229820836867605,1608,4443
pretrain,,68,-0.27786970752606865,0.24529961218879306,80200.67610113314,0.9292461395795856,2.59417398710336,0.12915594115509196,1.4725100724470046,0.0,0.2362550362235024,1.23957408113139,1632,4515
pretrain,,69,0.35748156532780007,0.2445637133522267,162474.37204207838,0.6202023715845176,1.8650949694216246,0.11265313065515319,1.4780005345209724,0.0,0.2390002672604862,1.2305028523717607,1656,4587
pretrain,,70,-0.18662022079734028,0.24383002221217,86426.64717938704,1.0907593952225787,2.391021968637194,0.1232069449538352,1.4835667061131623,0.0,0.24178335305658127,1.242866284080914,1680,4659
pretrain,,71,0.10447021636326614,0.2430985321455335,115354.4378154402,0.5527595876760426,1.7821779061641005,0.11931829415481449,1.4626193427081617,0.0,0.23130967135408098,1.2364928701094218,1704,4731
pretrain,,72,0.10114330635674079,0.24236923654909692,114277.3596083546,0.7873599458308448,2.4736736565828323,0.09913634778452103,1.487813129666306,0.0,0.2439065648331529,1.247263906257493,1728,4803
pretrain,,73,0.4095174469393897,0.2416421288394496,176941.230350878,0.6764232858660675,2.232812314267669,0.10551312787082497,1.485047606662625,0.0,0.24252380333131274,1.2472639254161288,1752,4875
pretrain,,74,0.12061864155598695,0.24091720245293127,117342.56259477338,0.4640283040879738,1.4775771979774746,0.11323193489283119,1.4895528842295918,0.0,0.244776442114796,1.248814685004098,1776,4947
pretrain,,75,-0.2191167262879149,0.24019445084557248,83252.3861093457,0.3686070018226193,0.7424810660736902,0.0747914704070398,1.4950237552679717,0.0,0.24751187763398605,1.2421258773122514,1800,5019
pretrain,,76,0.1775311821097284,0.23947386749303576,125628.49072133485,0.29314823333351386,0.7175878190568511,0.11029598188743983,1.4915317662415049,0.0,0.24576588312075254,1.2473521275179726,1824,5091
pretrain,,77,0.11100668520883057,0.23875544589055664,116088.7703498458,0.6093797670411212,1.1860791717256816,0.11493147132471139,1.4958084105026153,0.0,0.24790420525130774,1.210922000663621,1848,5163
pretrain,,78,0.043445787870789086,0.23803917955288498,107563.3043775871,0.700115543302326,1.8971728654844415,0.11195468758455857,1.4855910654046707,0.0,0.2427955327023353,1.2480280441897256,1872,5235
pretrain,,79,-0.21273187377363587,0.23732506201422632,84427.6728778564,0.595661802838246,1.8023934075874937,0.11785876627231251,1.4882012370619035,0.0,0.2441006185309518,1.2392089324338096,1896,5307
pretrain,,80,-0.14741365325447145,0.23661308682818363,88840.02833579277,1.2862626789581206,2.6281724335891856,0.0908121740594683,1.4783832355446755,0.0,0.23919161777233797,1.2336066961288452,1920,5379
pretrain,,81,0.13758366107958883,0.2359032475676991,118761.98502586246,0.6387055320221754,2.1042331199560844,0.08498357479448976,1.493978372641972,0.0,0.2469891863209861,1.2482233026197977,1944,5451
pretrain,,82,0.17578797455644865,0.235195537824996,125476.64138023763,0.442175323498391,1.9783405084695127,0.11354559370064853,1.488501503531422,0.0,0.244250751765711,1.2482421440737588,1968,5523
pretrain,,83,0.2799028200281873,0.23448995121152102,142906.60774293132,0.8682632556273822,2.4011251402752727,0.08474780840352186,1.4873562284878323,0.0,0.24367811424391614,1.2443915371383938,1992,5595
pretrain,,84,0.2777664107164064,0.23378648135788643,143256.89209757996,0.9911438898139058,2.01833320494209,0.100778728063088,1.4948689975731428,0.0,0.24743449878657145,1.2011350297502108,2016,5667
pretrain,,85,0.09919341141149643,0.23308512191381278,113615.20738907583,0.9154978727123568,2.2861662738025186,0.08601135042516626,1.4849760245886587,0.0,0.2424880122943294,1.242064695273127,2040,5739
pretrain,,86,0.12039522109918449,0.23238586654807133,117221.13488612139,0.20766346706520944,0.3043369550790103,0.11048457107120302,1.495203047547312,0.0,0.24760152377365605,1.2469620683363505,2064,5811
pretrain,,87,0.13495934626400252,0.23168870894842714,119501.12400131008,0.5016308233496688,1.9567970245012196,0.1176185041657981,1.4907034824469259,0.0,0.245351741223463,1.2473829856940677,2088,5883
pretrain,,88,-0.028184062903713655,0.23099364282158186,99685.87328148854,0.7329002859159593,1.8974912749869481,0.10430373776980963,1.4913224692323377,0.0,0.24566123461616893,1.2495132429259164,2112,5955
pretrain,,89,0.17864090638410193,0.2303006618931171,125416.21936276367,0.7096079198554869,1.8675881089908732,0.10005857149879445,1.491180731249707,0.0,0.24559036562485356,1.2485309775386537,2136,6027
pretrain,,90,0.15334406851036314,0.22960975990743776,121894.50910527087,0.6699849127658776,2.1423840809081276,0.1094768054464889,1.4953753750416496,0.0,0.2476876875208248,1.2469598118747982,2160,6099
pretrain,,91,0.3443343759015959,0.22892093062771546,157783.3007383619,1.1117693459881204,2.4189077937177244,0.09118746868767613,1.4957149550318718,0.0,0.2478574775159359,1.2450989420924867,2184,6171
pretrain,,92,0.2744142782864512,0.22823416783583228,142335.0866638752,0.7917071570243154,1.9529307745397086,0.09590943277351709,1.492924599509154,0.0,0.24646229975457704,1.2483677800212587,2208,6243
pretrain,,93,0.07497278942593597,0.22754946533232479,111297.51800880641,0.5634828372193234,1.2353255799838472,0.11056073997045379,1.4900901802771147,0.0,0.24504509013855746,1.2485676833561488,2232,6315
pretrain,,94,-0.013975263361247055,0.22686681693632782,100969.65341988335,0.4976056250965311,1.2009750525866232,0.09824449051784943,1.4947701203858568,0.0,0.24738506019292847,1.248862387878554,2256,6387
pretrain,,95,0.2505770785990549,0.22618621648551884,137510.51469749588,0.9807593030411574,2.378953352251223,0.09252418668559954,1.4974737289760796,0.0,0.24873686448803975,1.240466017808233,2280,6459
pretrain,,96,0.18353574618778423,0.22550765783606228,126628.92316249957,0.5111015219063986,1.6392355958265907,0.11148023348790588,1.4923025868123485,0.0,0.24615129340617434,1.2413556660924638,2304,6531
pretrain,,97,0.03773682388631062,0.22483113486255407,106856.86096214097,0.7492228055461531,1.680165215688092,0.11013262639141486,1.4978086197127898,0.0,0.24890430985639492,1.2461146052394594,2328,6603
pretrain,,98,0.12707290216252237,0.22415664145796643,118049.10060545323,0.7521332630089351,2.138724727715764,0.10759148729246022,1.4900098725089004,0.0,0.24500493625445027,1.233508574111121,2352,6675
pretrain,,99,0.28299073590967816,0.2234841715335925,143843.68271842066,1.0675561250675292,2.027677558788231,0.09087564798025272,1.4948899175616956,0.0,0.24744495878084785,1.2206469880683082,2376,6747
pretrain,,100,0.46122805581213044,0.22281371901899175,194565.01800412164,0.585755386966325,1.8455815293959192,0.10335390431726654,1.4935934142697425,0.0,0.24679670713487126,1.2473944510732378,2400,6819
pretrain,,101,-0.37178195941280273,0.22214527786193478,74476.91955988771,0.7511182931207475,1.8344059976083888,0.12118377622292904,1.4976604718360165,0.0,0.2488302359180082,1.2456639664513725,2424,6891
pretrain,,102,0.07614655302242936,0.22147884202834897,111584.3665304657,0.5479850378774461,2.0034287698566913,0.11529399024789348,1.4965122254299266,0.0,0.2482561127149633,1.249079474381038,2448,6963
pretrain,,103,-0.2563265981451514,0.22081440550226392,81155.6171236162,0.5759549095694507,1.6579299362642423,0.1005249980777047,1.4968450833998979,0.0,0.24842254169994882,1.2476341660533632,2472,7035
pretrain,,104,0.22919357534639864,0.22015196228575712,134027.414397604,0.75835867864745,1.957567371002265,0.10287671718310927,1.4969388675831616,0.0,0.24846943379158068,1.2399381484304155,2496,7107
pretrain,,105,0.36789385458133084,0.21949150639889986,164870.63792001145,0.5154661475015537,1.596702091395854,0.10654169741604742,1.4945605831841628,0.0,0.24728029159208142,1.249631057892527,2520,7179
pretrain,,106,0.2909102165889087,0.21883303187970318,146586.92467677215,0.2894661840760992,1.5212977639266414,0.11208624389718957,1.496977140328714,0.0,0.24848857016435696,1.2492417246103287,2544,7251
pretrain,,107,0.19186256668106463,0.21817653278406404,128006.87998023137,0.665412866909589,1.8869097565965987,0.11220592970346406,1.492727352661036,0.0,0.24636367633051823,1.247925381575312,2568,7323
pretrain,,108,0.09275039739869395,0.21752200318571185,113737.12260305582,0.764967937554632,2.1407503529318737,0.11678828665306092,1.4896667390352203,0.0,0.24483336951761023,1.2468614684683936,2592,7395
pretrain,,109,0.13397765850898768,0.21686943717615473,119100.10641010609,0.5839736229252247,1.5692959128745967,0.1099688712803308,1.4968093974249703,0.0,0.2484046987124852,1.2492631801537104,2616,7467
pretrain,,110,0.2559326815657428,0.21621882886462626,139892.18376212288,0.641005283576392,1.5261675140687396,0.12179623895060117,1.4975984568397205,0.0,0.24879922841986024,1.2493977780852998,2640,7539
pretrain,,111,0.3782376565044299,0.2155701723780324,167866.10425525406,0.8649089430414495,1.9247850298881528,0.10853944166340918,1.4861395234862964,0.0,0.2430697617431482,1.2492356300354004,2664,7611
pretrain,,112,0.3317280190958539,0.21492346186089828,156173.06949739414,0.4456932809026468,1.8781097701617648,0.1164863264346108,1.4950189898234036,0.0,0.24750949491170196,1.2490694565432412,2688,7683
pretrain,,113,-0.2489466754278308,0.21427869147531556,81948.20139019337,0.4782623637112833,2.1944545569164413,0.11943183029667619,1.4976978411986712,0.0,0.24884892059933575,1.2497639826365878,2712,7755
pretrain,,114,0.2927144929604106,0.21363585540088964,146110.30808261453,0.5994697923638991,2.262915505255971,0.09529624625666244,1.4981264384197337,0.0,0.24906321920986688,1.2497683827366146,2736,7827
pretrain,,115,0.1902708510013933,0.21299494783468695,128083.57730346188,0.43376039154827595,1.990977824692213,0.12078721464528562,1.4990018453626404,0.0,0.24950092268132032,1.2498565784522464,2760,7899
pretrain,,116,0.10759205960120316,0.21235596299118292,115431.92144806159,0.7843503198098568,2.12853466581021,0.10873520505821026,1.4978575240820646,0.0,0.24892876204103231,1.2493674755096436,2784,7971
pretrain,,117,0.30072169047177405,0.21171889510220937,148089.408839678,0.8979404699944314,2.3876512161323,0.10004405166177278,1.4975864019777092,0.0,0.2487932009888547,1.2498731804745538,2808,8043
pretrain,,118,0.30749466534130004,0.21108373841690273,150336.3603652407,0.3571359800795714,1.4971848289881429,0.11387607584640592,1.4991347618578448,0.0,0.24956738092892228,1.2499456341777528,2832,8115
pretrain,,119,0.4829973817925374,0.21045048720165202,204178.20423603215,1.0491502404745134,2.8820846991879594,0.11347657045742776,1.4970865319704725,0.0,0.24854326598523632,1.249784333365304,2856,8187
pretrain,,120,0.28818481403300733,0.20981913574004707,144961.0930357283,0.674568234987202,2.680040313942091,0.09156213719418294,1.4976547510318812,0.0,0.24882737551594067,1.2484421793903622,2880,8259
pretrain,,121,-0.2653706256108193,0.2091896783328269,80981.78289177758,0.5825746925104233,2.319113318196364,0.12718751842372233,1.497319258128603,0.0,0.24865962906430164,1.2498210476977485,2904,8331
pretrain,,122,0.37830643019270754,0.20856210929782845,168153.83774484508,1.1306970299532015,2.522820730081626,0.11250014979532597,1.4971936016920067,0.08333333333333333,0.24859680084600336,1.2498147743088859,2928,8403
pretrain,,123,0.1626171198161954,0.20793642296993495,123409.79554673638,0.9175832558955465,2.1269511858267443,0.11281013063759134,1.4977011438459158,0.0,0.24885057192295792,1.2497662114245551,2952,8475
pretrain,,124,0.30980878946652546,0.20731261370102516,150469.73657314116,0.43401536851056993,1.7505316474608008,0.1066906022050398,1.497166923202929,0.08333333333333333,0.24858346160146458,1.2499857055289405,2976,8547
pretrain,,125,0.10389506393540389,0.20669067585992207,115101.89977628728,0.3847498741178285,1.4652811013162126,0.11378977186203926,1.496091673682843,0.0,0.24804583684142148,1.2498563357761927,3000,8619
pretrain,,126,0.04458026559961484,0.2060706038323423,107744.25007554935,0.5790467337660846,1.6203552198197158,0.11373316860249501,1.497101843534481,0.125,0.2485509217672405,1.2499649439539227,3024,8691
pretrain,,127,0.20073943621092455,0.20545239202084528,129218.28217321793,0.7524881191729079,1.6599598506731643,0.10573442751526911,1.4970012298297313,0.08333333333333333,0.24850061491486575,1.2497862641300472,3048,8763
pretrain,,128,0.3692279010322327,0.20483603484478274,165269.45508438948,0.9360119694223007,2.37427586498005,0.1070817219035504,1.4917695532952038,0.0,0.24588477664760186,1.249225988984108,3072,8835
pretrain,,129,0.2492893455991377,0.20422152674024838,137673.53563966355,0.8071404592621895,2.6444304101169105,0.10147768590605466,1.4990426551195835,0.16666666666666666,0.24952132755979192,1.2498937887804848,3096,8907
pretrain,,130,0.10149847927849348,0.20360886216002763,114684.9909255122,0.978589112293862,2.0674547071967804,0.11061599858354586,1.4911308612319685,0.0,0.24556543061598426,1.2437153905630112,3120,8979
pretrain,,131,0.11076586681870941,0.20299803557354754,115970.35979378542,0.893839726313239,2.5623510492699473,0.11227015145312402,1.4901701324575,0.0,0.24508506622875023,1.2490216429744447,3144,9051
pretrain,,132,0.08935724667436118,0.20238904146682693,113040.71571857319,0.2758536896712723,0.5109985636813298,0.1083572919270455,1.4995609796827747,0.0,0.24978048984138743,1.2499165556260516,3168,9123
pretrain,,133,0.024079818321444443,0.20178187434242642,105220.4077871956,0.8178922403603792,1.8140424432499065,0.10639252167877204,1.4991517455450127,0.0,0.24957587277250637,1.2497693129948206,3192,9195
pretrain,,134,-0.7187823440432402,0.20117652871939914,59194.79812688183,0.695649155637338,2.5159052859459576,0.12268630682381021,1.4969630264455365,0.08333333333333333,0.2484815132227682,1.249695999281747,3216,9267
pretrain,,135,0.3234536291537327,0.20057299913324095,154376.72327190623,0.3604437606852679,1.8772084695952267,0.11991801015993364,1.499224326440266,0.125,0.24961216322013313,1.2499775886535645,3240,9339
pretrain,,136,-0.011874260858224253,0.19997128013584123,101286.7522232312,0.36520375488769435,2.012073798903394,0.10240963921609099,1.4973558941412541,0.08333333333333333,0.248677947070627,1.2499802048717226,3264,9411
pretrain,,137,0.06352066764968554,0.1993713662954337,109474.49542456784,0.8845648419644151,2.532944673512662,0.09593567794075995,1.4994582383937776,0.041666666666666664,0.24972911919688898,1.249888913972037,3288,9483
pretrain,,138,0.23237689543233295,0.19877325219654743,133859.8718864591,0.8834548134888921,2.4697576146040636,0.08572180730563406,1.4992959236814862,0.08333333333333333,0.24964796184074314,1.2497825643845966,3312,9555
pretrain,,139,0.054122934541861165,0.19817693243995776,108841.44537581352,0.4879237587253253,1.843005762355668,0.11295585909809491,1.4998911166829723,0.75,0.24994555834148616,1.2499970240252358,3336,9627
pretrain,,140,-0.09134550887833857,0.19758240164263788,93600.34564605092,0.6574627951319728,2.343366977466003,0.09572244077714313,1.489768452410187,0.125,0.24488422620509354,1.2493950022118432,3360,9699
pretrain,,141,0.08251084765042238,0.19698965443770997,112306.24858955409,0.23242909700742787,0.43866017013788217,0.11277811268173388,1.4998457174570785,0.7083333333333334,0.24992285872853945,1.2499972432851791,3384,9771
