update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,critic2_grad_norm,actor_grad_norm,critic_amp_scale,actor_amp_scale,stage,episode,step,pass
4400,0.0013700235867872834,0.04205322265625,-0.061309814453125,-0.06640625,-0.06487119197845459,0.022705078125,0.07494156807661057,0.05345558375120163,0.04095442593097687,131072.0,32768.0,pretrain,67,10,
4500,0.0009929469088092446,0.041229248046875,-0.075927734375,-0.07861328125,-0.07439672946929932,0.017486572265625,0.08477098494768143,0.05470433458685875,0.08868423104286194,131072.0,32768.0,pretrain,68,19,
4600,0.0012574550928547978,0.03765869140625,-0.0638427734375,-0.0704345703125,-0.0666801780462265,0.0204010009765625,0.06451462209224701,0.05850750207901001,0.07107576727867126,131072.0,32768.0,pretrain,70,5,
4700,0.0016796729760244489,0.0533447265625,-0.06768798828125,-0.069580078125,-0.07011339068412781,0.02447509765625,0.09343429654836655,0.0615941621363163,0.09522666037082672,131072.0,32768.0,pretrain,71,14,
4800,0.0009702780516818166,0.0255889892578125,-0.060791015625,-0.0518798828125,-0.056801170110702515,0.019012451171875,0.07234259694814682,0.0692668929696083,0.1486794799566269,131072.0,32768.0,pretrain,72,23,
4900,0.0012281271629035473,0.0229949951171875,-0.04559326171875,-0.04888916015625,-0.048747219145298004,0.0196533203125,0.06570298224687576,0.03734574094414711,0.05504174157977104,131072.0,32768.0,pretrain,74,9,
5000,0.0010830442188307643,0.037322998046875,-0.0589599609375,-0.0699462890625,-0.06648045778274536,0.0219268798828125,0.1247948482632637,0.06046365574002266,0.05903102830052376,131072.0,32768.0,pretrain,75,18,
5100,0.0012057232670485973,0.005565643310546875,-0.04180908203125,-0.044189453125,-0.040376339107751846,0.0198974609375,0.045114871114492416,0.07745884358882904,0.10005243867635727,131072.0,32768.0,pretrain,77,3,
5200,0.00097771012224257,0.03765869140625,-0.044219970703125,-0.03948974609375,-0.03867938742041588,0.019073486328125,0.09382455796003342,0.05750930309295654,0.10801895707845688,131072.0,32768.0,pretrain,78,13,
5300,0.002264451701194048,0.033660888671875,-0.05322265625,-0.055999755859375,-0.04720620438456535,0.0203704833984375,0.11895562708377838,0.09102629125118256,0.23183859884738922,131072.0,32768.0,pretrain,79,22,
5400,0.0012231855653226376,0.049530029296875,-0.0689697265625,-0.0643310546875,-0.06345118582248688,0.02099609375,0.10567072778940201,0.05897459015250206,0.14013494551181793,131072.0,32768.0,pretrain,81,7,
5500,0.001120320288464427,0.037139892578125,-0.059661865234375,-0.04595947265625,-0.055240366607904434,0.02252197265625,0.07617531716823578,0.12226076424121857,0.19253554940223694,131072.0,32768.0,pretrain,82,17,
5600,0.0012469643261283636,0.01983642578125,-0.0257568359375,-0.0282440185546875,-0.03653601184487343,0.0176239013671875,0.1670154184103012,0.11521116644144058,0.12619183957576752,131072.0,32768.0,pretrain,84,2,
5700,0.0008925903821364045,0.029266357421875,-0.03985595703125,-0.03924560546875,-0.03979605808854103,0.0169830322265625,0.06065943092107773,0.04529840126633644,0.15801285207271576,131072.0,32768.0,pretrain,85,11,
5800,0.0008512454805895686,0.019287109375,-0.041015625,-0.033111572265625,-0.03689054772257805,0.020294189453125,0.08245772123336792,0.06436286121606827,0.07579963654279709,131072.0,32768.0,pretrain,86,21,
5900,0.001284704077988863,0.02032470703125,-0.039886474609375,-0.048858642578125,-0.04135516285896301,0.020233154296875,0.06689423322677612,0.09674008190631866,0.10484914481639862,131072.0,32768.0,pretrain,88,6,
6000,0.0011867438443005085,0.0230560302734375,-0.03887939453125,-0.041015625,-0.044447917491197586,0.0206298828125,0.09910932928323746,0.062165308743715286,0.11005512624979019,131072.0,32768.0,pretrain,89,15,
6100,0.0013803411275148392,0.01220703125,-0.0219879150390625,-0.0294952392578125,-0.022308170795440674,0.0219879150390625,0.12483435124158859,0.09344371408224106,0.102024145424366,262144.0,32768.0,pretrain,91,1,
6200,0.000980561482720077,0.039520263671875,-0.05712890625,-0.05487060546875,-0.05438194423913956,0.017303466796875,0.057807497680187225,0.05385852977633476,0.062142305076122284,262144.0,32768.0,pretrain,92,10,
6300,0.001098707434721291,0.0283966064453125,-0.047607421875,-0.04144287109375,-0.04225070774555206,0.020263671875,0.0966925397515297,0.044700685888528824,0.09353962540626526,262144.0,32768.0,pretrain,93,19,
6400,0.0012667651753872633,0.029998779296875,-0.0309295654296875,-0.027740478515625,-0.03490468114614487,0.0201873779296875,0.08918941020965576,0.09678074717521667,0.06095867604017258,262144.0,32768.0,pretrain,95,5,
6500,0.0008802481461316347,0.040618896484375,-0.055694580078125,-0.044342041015625,-0.050568923354148865,0.020721435546875,0.07800348848104477,0.07817326486110687,0.13511919975280762,262144.0,32768.0,pretrain,96,14,
6600,0.0013580257073044777,0.036712646484375,-0.0504150390625,-0.048370361328125,-0.057258490473032,0.01861572265625,0.11192143708467484,0.0984451100230217,0.1566588282585144,262144.0,32768.0,pretrain,97,23,
6700,0.0016003686469048262,0.0264739990234375,-0.055328369140625,-0.048919677734375,-0.04786732792854309,0.0211639404296875,0.08875872939825058,0.0504235103726387,0.10085135698318481,262144.0,32768.0,pretrain,99,9,
6800,0.001696975901722908,0.019927978515625,-0.031768798828125,-0.043182373046875,-0.0414925292134285,0.021942138671875,0.17667338252067566,0.05288832262158394,0.07731150090694427,262144.0,32768.0,pretrain,100,18,
6900,0.0013376791030168533,0.0213165283203125,-0.03387451171875,-0.031494140625,-0.038760311901569366,0.0256805419921875,0.12015730887651443,0.1275457739830017,0.07297229021787643,262144.0,32768.0,pretrain,102,3,
7000,0.0009254049509763718,0.005046844482421875,-0.021453857421875,-0.0169525146484375,-0.024116866290569305,0.017669677734375,0.047375354915857315,0.06828081607818604,0.10254506021738052,262144.0,32768.0,pretrain,103,13,
7100,0.0011059632524847984,0.0252532958984375,-0.04254150390625,-0.048553466796875,-0.04488042742013931,0.0218505859375,0.041055284440517426,0.05754132196307182,0.15622985363006592,262144.0,32768.0,pretrain,104,22,
7200,0.001443909015506506,0.022613525390625,-0.03192138671875,-0.036163330078125,-0.03948179632425308,0.018768310546875,0.10506048053503036,0.08447309583425522,0.06270106136798859,262144.0,32768.0,pretrain,106,7,
7300,0.0010212017223238945,0.02093505859375,-0.03271484375,-0.029327392578125,-0.02747149020433426,0.0197296142578125,0.10634870827198029,0.05596373230218887,0.1641509234905243,262144.0,32768.0,pretrain,107,17,
7400,0.0013374576810747385,0.0125885009765625,-0.0228271484375,-0.035858154296875,-0.028273437172174454,0.02276611328125,0.08852564543485641,0.09318403899669647,0.14524728059768677,262144.0,32768.0,pretrain,109,2,
7500,0.0009973917622119188,0.018341064453125,-0.0253143310546875,-0.0251007080078125,-0.025280792266130447,0.01800537109375,0.05955103412270546,0.04262806847691536,0.11223041266202927,262144.0,32768.0,pretrain,110,11,
7600,0.0008715668227523565,-0.006694793701171875,-0.0254058837890625,-0.026275634765625,-0.02189984917640686,0.01861572265625,0.05925624817609787,0.0526396706700325,0.1093984991312027,262144.0,32768.0,pretrain,111,21,
7700,0.0012645833194255829,0.0204620361328125,-0.03228759765625,-0.038238525390625,-0.03923051059246063,0.0211334228515625,0.11319056898355484,0.059250421822071075,0.16543452441692352,262144.0,32768.0,pretrain,113,6,
7800,0.0009652419830672443,0.022979736328125,-0.0257415771484375,-0.034912109375,-0.03655080869793892,0.0224761962890625,0.155748188495636,0.03639857843518257,0.17678923904895782,262144.0,32768.0,pretrain,114,15,
7900,0.0012959332671016455,0.023590087890625,-0.03741455078125,-0.045745849609375,-0.04337821155786514,0.0217437744140625,0.11076631397008896,0.07004263252019882,0.1117393970489502,262144.0,32768.0,pretrain,116,1,
8000,0.0009848143672570586,0.00252532958984375,-0.01953125,-0.029144287109375,-0.025472499430179596,0.019989013671875,0.08854445070028305,0.06602980941534042,0.12520469725131989,262144.0,32768.0,pretrain,117,10,
8100,0.0014036281500011683,0.025665283203125,-0.042388916015625,-0.031402587890625,-0.04121551662683487,0.024810791015625,0.09634086489677429,0.10787027329206467,0.13779538869857788,524288.0,32768.0,pretrain,118,19,
8200,0.0012108790688216686,0.017120361328125,-0.03173828125,-0.04400634765625,-0.03874525427818298,0.0250244140625,0.11339274048805237,0.07389654219150543,0.11967399716377258,524288.0,32768.0,pretrain,120,5,
8300,0.0010064918315038085,-0.005260467529296875,-0.00920867919921875,-0.00656890869140625,-0.00846421904861927,0.0204010009765625,0.05393978953361511,0.049182623624801636,0.1314961016178131,524288.0,32768.0,pretrain,121,14,
8400,0.0012713989708572626,0.0262603759765625,-0.030120849609375,-0.0386962890625,-0.032065797597169876,0.019500732421875,0.07010116428136826,0.0939292311668396,0.09253998845815659,524288.0,32768.0,pretrain,122,23,
8500,0.0012675905600190163,0.0149383544921875,-0.039703369140625,-0.03704833984375,-0.026400277391076088,0.018768310546875,0.17828989028930664,0.10446418821811676,0.09598829597234726,524288.0,32768.0,pretrain,124,9,
8600,0.0009481936576776206,0.027923583984375,-0.045379638671875,-0.04119873046875,-0.040700823068618774,0.0209808349609375,0.07408442348241806,0.03984863683581352,0.13174450397491455,524288.0,32768.0,pretrain,125,18,
8700,0.0013590017333626747,0.0204620361328125,-0.040771484375,-0.035980224609375,-0.039424829185009,0.0222320556640625,0.047658201307058334,0.07377016544342041,0.18764305114746094,524288.0,32768.0,pretrain,127,3,
8800,0.000990482047200203,0.0177154541015625,-0.040008544921875,-0.037261962890625,-0.036898281425237656,0.0192718505859375,0.05780765041708946,0.04577033594250679,0.0894305631518364,524288.0,32768.0,pretrain,128,13,
8900,0.001039775786921382,-0.00689697265625,-0.01534271240234375,-0.00621795654296875,-0.006978697143495083,0.02191162109375,0.09303979575634003,0.04493597894906998,0.12541931867599487,524288.0,32768.0,pretrain,129,22,
9000,0.0015301367966458201,0.01189422607421875,-0.0203704833984375,-0.0298919677734375,-0.02671149931848049,0.023284912109375,0.09635981917381287,0.07368267327547073,0.14201702177524567,524288.0,32768.0,pretrain,131,7,
9100,0.0013068902771919966,0.00814056396484375,-0.0237884521484375,-0.022003173828125,-0.022161483764648438,0.023712158203125,0.059981994330883026,0.06318864226341248,0.113856241106987,524288.0,32768.0,pretrain,132,17,
9200,0.001770200440660119,0.006870269775390625,-0.025909423828125,-0.0265045166015625,-0.025532646104693413,0.0182342529296875,0.04427171126008034,0.07140538096427917,0.22683413326740265,524288.0,32768.0,pretrain,134,2,
9300,0.0011671824613586068,-0.02484130859375,-0.0041046142578125,0.005733489990234375,-0.0025286017917096615,0.021270751953125,0.05779188871383667,0.08830362558364868,0.17130473256111145,524288.0,32768.0,pretrain,135,11,
9400,0.001367790624499321,-0.01513671875,-0.0117950439453125,-0.0230255126953125,-0.015150404535233974,0.02276611328125,0.06639409810304642,0.09592030197381973,0.14073903858661652,524288.0,32768.0,pretrain,136,21,
9500,0.0011979751288890839,0.00937652587890625,-0.029022216796875,-0.0236968994140625,-0.02384827844798565,0.0227508544921875,0.07854551821947098,0.058236345648765564,0.2043323963880539,524288.0,32768.0,pretrain,138,6,
9600,0.0010618104133754969,-0.0184478759765625,-0.000812530517578125,-0.0051116943359375,-0.00898735411465168,0.0204620361328125,0.10327069461345673,0.05538729950785637,0.08746977895498276,524288.0,32768.0,pretrain,139,15,
9700,0.0008384798420593143,-0.002124786376953125,-0.0168914794921875,-0.01898193359375,-0.014702683314681053,0.0177764892578125,0.03830612078309059,0.045913614332675934,0.10726462304592133,524288.0,32768.0,pretrain,141,1,
9800,0.002303551184013486,-0.01708984375,-0.00901031494140625,-0.007518768310546875,-0.004448253661394119,0.020477294921875,0.09803719818592072,0.04250863939523697,0.35736334323883057,524288.0,32768.0,pretrain,142,10,
9900,0.0010985212866216898,-0.01061248779296875,-0.00386810302734375,-0.002349853515625,-0.0071192230097949505,0.019195556640625,0.06328648328781128,0.07049886137247086,0.07242579013109207,524288.0,32768.0,pretrain,143,19,
10000,0.0012264891993254423,-0.0230712890625,0.00209808349609375,-0.01155853271484375,-0.005342256277799606,0.0236968994140625,0.12879149615764618,0.08100610226392746,0.07799119502305984,524288.0,32768.0,pretrain,145,5,
10100,0.0012632398866117,0.006763458251953125,-0.0189361572265625,-0.01525115966796875,-0.021496111527085304,0.020477294921875,0.07428954541683197,0.07615760713815689,0.1545863151550293,1048576.0,32768.0,pretrain,146,14,
10200,0.0011537435930222273,0.0142669677734375,-0.04486083984375,-0.02886962890625,-0.031997714191675186,0.022186279296875,0.1477847695350647,0.057880353182554245,0.11767243593931198,1048576.0,32768.0,pretrain,147,23,
10300,0.0014533516950905323,-0.01198577880859375,-0.0097808837890625,-0.01361083984375,-0.009163711220026016,0.02056884765625,0.0572315976023674,0.056410595774650574,0.15461967885494232,1048576.0,32768.0,pretrain,149,9,
10400,0.0014535542577505112,0.0088043212890625,-0.0260772705078125,-0.0271453857421875,-0.03876963257789612,0.0215301513671875,0.15944252908229828,0.11867572367191315,0.2421533465385437,1048576.0,32768.0,pretrain,150,18,
10500,0.0011278741294518113,-0.0389404296875,0.00733184814453125,0.015869140625,0.00902849156409502,0.02154541015625,0.07122869044542313,0.07431570440530777,0.29442930221557617,1048576.0,32768.0,pretrain,152,3,
10600,0.0010399474995210767,-0.006076812744140625,-0.0074920654296875,-0.0011425018310546875,-0.007224971894174814,0.0207672119140625,0.06040891632437706,0.06413480639457703,0.2330530285835266,1048576.0,32768.0,pretrain,153,13,
10700,0.001173785189166665,-0.008880615234375,-0.00968170166015625,-0.00983428955078125,-0.005346395540982485,0.022705078125,0.09563561528921127,0.06448781490325928,0.17389558255672455,1048576.0,32768.0,pretrain,154,22,
10800,0.0013587709981948137,-0.02252197265625,0.0038661956787109375,-0.0012483596801757812,0.0012128609232604504,0.022308349609375,0.08273272216320038,0.06548608839511871,0.13983090221881866,1048576.0,32768.0,pretrain,156,7,
10900,0.0015695219626650214,-0.01364898681640625,-0.00543212890625,-0.01219940185546875,-0.004688449203968048,0.0202484130859375,0.04450484365224838,0.07269010692834854,0.12585102021694183,1048576.0,32768.0,pretrain,157,17,
11000,0.001367123331874609,-0.027191162109375,-0.002620697021484375,0.013214111328125,0.011929248459637165,0.028564453125,0.16870728135108948,0.05656220763921738,0.1658061295747757,1048576.0,32768.0,pretrain,159,2,
11100,0.0012936315033584833,-0.022552490234375,0.0124969482421875,0.00331878662109375,0.004303839057683945,0.02081298828125,0.09374456852674484,0.056092433631420135,0.22334401309490204,1048576.0,32768.0,pretrain,160,11,
11200,0.001475426135584712,-0.026580810546875,0.00843048095703125,0.0082855224609375,0.008231640793383121,0.0233917236328125,0.08841399848461151,0.05169270932674408,0.13939175009727478,1048576.0,32768.0,pretrain,161,21,
11300,0.0014022155664861202,-0.03204345703125,0.0032482147216796875,-0.00563812255859375,-0.0004829494282603264,0.0232696533203125,0.0609024241566658,0.0582098588347435,0.11162581294775009,1048576.0,32768.0,pretrain,163,6,
11400,0.001118677668273449,-0.00894927978515625,-0.004302978515625,-0.00942230224609375,-0.00935452338308096,0.02001953125,0.07463621348142624,0.0516638457775116,0.09377043694257736,1048576.0,32768.0,pretrain,164,15,
11500,0.001354164443910122,-0.007762908935546875,-0.01493072509765625,-0.014984130859375,-0.014656458050012589,0.021881103515625,0.048023395240306854,0.05510404333472252,0.19075162708759308,1048576.0,32768.0,pretrain,166,1,
11600,0.0011383851524442434,-0.022918701171875,0.01523590087890625,0.01369476318359375,0.009636905044317245,0.020355224609375,0.06932062655687332,0.06810545176267624,0.16757425665855408,1048576.0,32768.0,pretrain,167,10,
11700,0.001378554617986083,-0.0284881591796875,0.0023097991943359375,0.0074615478515625,0.007087866775691509,0.0213623046875,0.08987993746995926,0.05776585265994072,0.14792749285697937,1048576.0,32768.0,pretrain,168,19,
11800,0.0014213311951607466,-0.0295867919921875,0.0108489990234375,0.009613037109375,0.008674047887325287,0.02264404296875,0.0687708705663681,0.06765789538621902,0.32142433524131775,1048576.0,32768.0,pretrain,170,5,
11900,0.0013919338816776872,-0.0222015380859375,0.0026073455810546875,0.01020050048828125,-0.000892511336132884,0.022796630859375,0.05573680251836777,0.10809756815433502,0.42425456643104553,1048576.0,32768.0,pretrain,171,14,
12000,0.001486744498834014,-0.029327392578125,0.005352020263671875,-0.0014562606811523438,-0.001049142680130899,0.023712158203125,0.11793269217014313,0.061996567994356155,0.24082593619823456,1048576.0,32768.0,pretrain,172,23,
12100,0.0016001355834305286,-0.026397705078125,0.0012722015380859375,0.00901031494140625,0.01142129022628069,0.0208282470703125,0.11636614054441452,0.06568753719329834,0.24090434610843658,1048576.0,32768.0,pretrain,174,9,
12200,0.0013147937133908272,0.006038665771484375,-0.01898193359375,-0.0087890625,-0.016857968643307686,0.02398681640625,0.07023631036281586,0.073650062084198,0.1921643614768982,1048576.0,32768.0,pretrain,175,18,
12300,0.001602332340553403,-0.0204010009765625,-0.004215240478515625,-0.003337860107421875,0.002148587256669998,0.021148681640625,0.08196934312582016,0.06936150789260864,0.21427282691001892,1048576.0,32768.0,pretrain,177,3,
12400,0.0019800178706645966,-0.033782958984375,0.0229644775390625,0.016326904296875,0.006695019081234932,0.024993896484375,0.1968238651752472,0.08944855630397797,0.20682036876678467,1048576.0,32768.0,pretrain,178,13,
12500,0.0015179470647126436,-0.0230560302734375,0.0021266937255859375,-0.005157470703125,-0.0013049131957814097,0.0246734619140625,0.06900078058242798,0.07788977026939392,0.2700648009777069,1048576.0,32768.0,pretrain,179,22,
12600,0.0012552456464618444,-0.0031490325927734375,-0.01129150390625,-0.0159149169921875,-0.015732327476143837,0.0198211669921875,0.0860934928059578,0.05208827182650566,0.17751429975032806,1048576.0,32768.0,pretrain,181,7,
12700,0.0015147756785154343,-0.00551605224609375,-0.0120697021484375,-0.003154754638671875,-0.006879566702991724,0.021087646484375,0.0991450622677803,0.05486069992184639,0.18135127425193787,1048576.0,32768.0,pretrain,182,17,
12800,0.001451093703508377,-0.03021240234375,0.006847381591796875,0.01195526123046875,0.011128837242722511,0.022918701171875,0.07787486165761948,0.05296539142727852,0.1694224774837494,1048576.0,32768.0,pretrain,184,2,
12900,0.0013129999861121178,-0.019989013671875,0.00131988525390625,0.00849151611328125,-0.0014395150355994701,0.0215301513671875,0.059358060359954834,0.10091330111026764,0.2652226388454437,1048576.0,32768.0,pretrain,185,11,
13000,0.0011778632178902626,-0.037933349609375,0.0013799667358398438,0.0021381378173828125,0.006357667036354542,0.0215606689453125,0.06481782346963882,0.06937666982412338,0.16272681951522827,1048576.0,32768.0,pretrain,186,21,
13100,0.0018218094483017921,-0.00853729248046875,-0.01218414306640625,0.0016946792602539062,-0.006005933508276939,0.0266571044921875,0.08887678384780884,0.07823049277067184,0.43279552459716797,1048576.0,32768.0,pretrain,188,6,
