window_episodes,metric,value,comparison,threshold,pass
100,mean_leverage_gate,0.791814226830999,<=,0.95,True
100,fraction_at_gross_cap,0.0,<=,0.75,True
100,gate_gross_mae,7.019688685735067e-08,<=,1e-05,True
100,mean_turnover,0.46600486574268474,<=,1.0,True
100,max_position_limit_violation,0.0,<=,1e-06,True
100,mean_normalized_direction_entropy,0.8622603730570211,>=,0.7,True
100,q05_normalized_direction_entropy,0.7704758683067059,>=,0.5,True
100,mean_effective_positions,4.133267187774181,>=,2.5,True
