window_episodes,metric,value,comparison,threshold,pass
100,mean_leverage_gate,0.7966228343049685,<=,0.95,True
100,fraction_at_gross_cap,0.0,<=,0.75,True
100,gate_gross_mae,5.948046843210856e-08,<=,1e-05,True
100,mean_turnover,0.5419297859856852,<=,1.0,True
100,max_position_limit_violation,0.0,<=,1e-06,True
100,mean_normalized_direction_entropy,0.8540816979143,>=,0.7,True
100,q05_normalized_direction_entropy,0.7720700323684296,>=,0.5,True
100,mean_effective_positions,3.9188084176182745,>=,2.5,True
