stage,pass,episode,reward,noise,terminal_wealth,mean_turnover,q95_turnover,mean_cvar,mean_gross_exposure,fraction_at_gross_cap,mean_short_notional,max_abs_weight,mean_leverage_gate,q95_leverage_gate,std_leverage_gate,mean_effective_leverage,gate_gross_mae,fraction_at_position_cap,mean_direction_entropy,total_actions,update_count
pretrain,,1,0.04807557476624078,0.15,118235.0549563129,1.1109892684700233,1.499460263763155,0.08845964180143488,1.2809622389530497,0.0,0.14048111947652486,0.38682997865336277,0.5619244867314895,0.8101500451564788,0.19740177420078547,0.5619244779060993,4.7142661811309473e-08,0.0,1.13269038995107,24,0
pretrain,,2,-0.13283236422519146,0.1497,96739.08095277406,1.1480037498709168,1.6226512658276728,0.0826033085961785,1.236929844133556,0.0,0.11846492206677796,0.3754735280360494,0.473859670261542,0.8705520689487457,0.23369780999979975,0.4738596882671118,4.6521780002380573e-08,0.0,1.1308093915383022,48,0
pretrain,,3,0.2190850177062967,0.1494006,147008.37157771486,1.0461836639747377,1.519406094082764,0.08390134367173836,1.2509432763216042,0.0,0.1254716381608021,0.4059660754033497,0.5018865273644527,0.8400196194648742,0.21010398645255682,0.5018865526432083,4.5146970550913323e-08,0.0,1.1295394251743953,72,0
pretrain,,4,-0.6728062068999469,0.1491017988,63646.46344725766,1.0733541357885337,1.425836091475295,0.08468916615667162,1.2650933281540693,0.0,0.13254666407703466,0.4157416485249996,0.530186620230476,0.7645440608263014,0.1886272438745,0.5301866563081387,6.9073090950648e-08,0.0,1.1283985674381256,96,0
pretrain,,5,-0.10480804466590585,0.1488035952024,99906.22806549365,1.1877159536816182,1.6321878017059392,0.08655787098162093,1.2835027672838242,0.0,0.14175138364191212,0.3977952865617616,0.5670055067166686,0.8757342308759689,0.25206957580047784,0.5670055345676485,5.153318249906391e-08,0.0,1.130978946884473,120,0
pretrain,,6,-0.1445851777123594,0.1485059880119952,96545.14683093037,1.138877294403279,1.4978130447013036,0.090666943458942,1.2531919121919644,0.0,0.12659595609598215,0.36780350336006706,0.5063838008791208,0.7975649863481521,0.21496239920513707,0.5063838243839286,5.108969545567869e-08,0.0,1.132809355854988,144,17
pretrain,,7,0.02567245650548307,0.14820897603597122,115502.78263765278,1.0070734387263656,1.5880161884107757,0.09045628012744707,1.2262292859155597,0.0,0.11311464295777983,0.4124970020992415,0.4524585384254654,0.7846207380294798,0.20924948261009044,0.45245857183111915,6.717718425974795e-08,0.0,1.1270083437363307,168,41
pretrain,,8,0.02616088503123539,0.14791255808389928,114213.76258680539,1.099517120070578,1.4686429294092314,0.08190657311150239,1.2311687880594815,0.0,0.11558439402974079,0.4080627039074898,0.46233755722641945,0.8220620721578598,0.20166619486803924,0.46233757611896314,4.8606168682555996e-08,0.0,1.127039631207784,192,65
pretrain,,9,0.0853292506342796,0.14761673296773145,122146.14097922489,0.9959782359323331,1.4252075503713317,0.07998275813718736,1.2271120113409346,0.0,0.11355600567046732,0.3467546041522707,0.4542240087563793,0.751686143875122,0.20862249661853707,0.45422402268186923,4.505827313113405e-08,0.0,1.130948503812154,216,89
pretrain,,10,0.11390015837195766,0.14732149950179602,127924.73498640601,1.0586731762991155,1.469045340562505,0.08699182513571184,1.2206105229200883,0.0,0.11030526146004421,0.3701053793941225,0.44122104222575825,0.6752129048109053,0.19043766822954417,0.44122104584017685,5.643371316551201e-08,0.0,1.1322451879580815,240,113
pretrain,,11,0.25101504323675705,0.1470268565027924,154587.66225942076,1.1425700795592828,1.506608438704695,0.08508566866856138,1.2274459898028345,0.0,0.11372299490141728,0.34569441633565084,0.45489194119970006,0.8841470152139661,0.23314015625689075,0.454891979605669,5.490368322943103e-08,0.0,1.1318652878204982,264,137
pretrain,,12,0.028283294939250924,0.14673280278978681,114947.85293540086,1.025397045759573,1.5462063392358165,0.08479750171851615,1.2635450610846635,0.0,0.13177253054233182,0.40838634967803955,0.5270900887747606,0.879190334677696,0.21413653983931996,0.5270901221693273,5.5036729322092505e-08,0.0,1.1330861846605937,288,161
pretrain,,13,-0.6440041290856304,0.14643933718420726,64989.490670399144,1.0329269683432012,1.5120216793247632,0.08774484072628974,1.2775435283602705,0.0,0.13877176418013518,0.36281286658985273,0.5550870504230261,0.8306646972894668,0.2001281858130899,0.5550870567205406,5.6056749279479824e-08,0.0,1.1306503315766652,312,185
pretrain,,14,-0.012182843037998672,0.14614645850983884,109857.98632896785,1.0473202710660796,1.437852087776576,0.08493062503558702,1.2161112413519906,0.0,0.10805562067599524,0.3978082558938435,0.4322224458058675,0.6605458229780196,0.1491012866895955,0.43222248270398095,5.5435867507558356e-08,0.0,1.1265465766191483,336,209
pretrain,,15,0.09396680724897694,0.14585416559281916,123919.25801104249,1.0302850261463652,1.5029953383707575,0.08254676725327059,1.2409150793239296,0.0,0.12045753966196486,0.427519327295678,0.4818301200866699,0.8729283750057218,0.2465780180855404,0.48183015864785944,5.936072696351621e-08,0.0,1.131163905064265,360,233
pretrain,,16,-0.032869255992874075,0.14556245726163353,107279.89434167226,1.1423864212951491,1.512235994956323,0.08394012004757356,1.2504698688474793,0.0,0.1252349344237397,0.37290865395750317,0.5009397019942602,0.798166286945343,0.19306699214270803,0.5009397376949588,6.95831009848528e-08,0.0,1.132228394349416,384,257
pretrain,,17,-0.0067047194112362304,0.14527133234711026,110878.97310254425,1.0322445713183177,1.4496143269751753,0.08735038739832479,1.2320176608572226,0.0,0.11600883042861132,0.40909385069140364,0.4640352986752987,0.7932100564241409,0.24318214461456128,0.4640353217144452,5.4704114090438814e-08,0.0,1.1319955190022786,408,281
pretrain,,18,-0.05610260691595873,0.144980789682416,104206.57758310833,1.2306788705644154,1.693962975697858,0.0803919042066014,1.2969562818429299,0.0,0.14847814092146502,0.3796076572367123,0.5939125567674637,0.9014241069555282,0.2548038599087643,0.5939125636858601,6.439430372262578e-08,0.0,1.1314654995997746,432,305
pretrain,,19,0.2270120899680658,0.1446908281030512,148938.40505485507,1.0192562236805403,1.3634705854313713,0.08464117790432946,1.2472531642720457,0.0,0.12362658213602291,0.4284571749823434,0.49450631129244965,0.8788499534130094,0.2167879484583419,0.4945063285440916,4.1111239320231384e-08,0.0,1.1286370853583019,456,329
