family,candidate,comparator,label,annualized_ce_difference,mean_monthly_crra_utility_difference,ci_lower,ci_upper,one_sided_p_candidate_greater,bootstrap_block_length,bootstrap_replications,common_periods,holm_p_candidate_greater,decision,confirmatory_claim_permitted
locked_all_24_period_sensitivity,mixed_pretraining_plus_historical_finetuning,historical_only_training,Mixed curriculum versus historical throughout,-0.0013448614402047365,-8.121555929573032e-05,-0.09097969009061804,0.13270140838755862,0.4743,3,9999,24,0.709,not_established,False
locked_all_24_period_sensitivity,mixed_pretraining_plus_historical_finetuning,synthetic_only_training,Mixed curriculum plus fine-tuning versus synthetic pretraining only,0.07714258466616442,0.004816600995673936,-0.013096511950177669,0.18154635040236058,0.0655,3,9999,24,0.1965,not_established,False
locked_all_24_period_sensitivity,mixed_pretraining_plus_historical_finetuning,synthetic_pretraining_plus_historical_finetuning,"Mixed versus synthetic pretraining, both historically fine-tuned",0.01740821623523159,0.0010595181693423734,-0.07734706588239097,0.10353549957452458,0.3545,3,9999,24,0.709,not_established,False
