window_episodes,metric,value,comparison,threshold,pass
100,mean_leverage_gate,1.0,<=,0.95,False
100,fraction_at_gross_cap,1.0,<=,0.75,False
100,gate_gross_mae,3.09447447458903e-08,<=,1e-05,True
100,mean_turnover,0.5885438235309974,<=,1.0,True
100,max_position_limit_violation,0.0,<=,1e-06,True
100,mean_normalized_direction_entropy,0.7572123884188782,>=,0.7,True
100,q05_normalized_direction_entropy,0.7182209667978283,>=,0.5,True
100,mean_effective_positions,3.491075511773427,>=,2.5,True
