decision_date,holding_end_date,calendar_days,g_SP500,g_NASDAQ,g_DOW,g_SSE50,g_DIVIDEND,g_CHINEXT,g_GOLD
2013-12-31,2014-01-30,30,0.9706928845030189,0.9872001076093229,0.9560798260194777,0.9388924252068747,0.9253302699597932,1.1483516483516485,1.0353982300884954
2014-01-30,2014-02-28,29,1.0363730171482963,1.044866449635749,1.0298511723147665,0.9905084745762712,1.0155183116076971,0.9569377990430621,1.0655270655270654
2014-02-28,2014-03-31,31,1.0069321573583585,0.9746687888297265,1.008329409112158,1.002053388090349,0.9822738386308069,0.9264285714285715,0.9770817417876241
2014-03-31,2014-04-30,30,1.0062007968638176,0.9798927608833189,1.0074846362425203,1.0191256830601092,1.0080896079651525,0.9668465690053971,1.0093823299452698
2014-04-30,2014-05-30,30,1.0210302290400488,1.031123618780049,1.0082221468661676,0.989946380697051,1.0055555555555555,1.029505582137161,0.9732765298218435
2014-05-30,2014-06-30,31,1.0190583664258834,1.039023079158089,1.0065459465121547,1.01354096140826,1.009208103130755,1.0627420604182805,1.033426183844011
2014-06-30,2014-07-31,31,0.9849201369227081,0.9912866084739459,0.9843522276479437,1.1128924515698062,1.0924574209245743,0.9569970845481048,0.9953792837889873
2014-07-31,2014-08-29,29,1.0376553217276903,1.0481718717461102,1.0323092846324446,0.9741896758703482,1.0005567928730512,1.0616907844630616,0.9845261121856866
2014-08-29,2014-09-30,32,0.9844861408526633,0.9810317077377533,0.9967512375332845,1.026494146642021,1.058987200890373,1.0760401721664277,0.9528487229862475
2014-09-30,2014-10-31,31,1.0232014561753089,1.030567143502631,1.0203967101749887,1.0234093637454982,1.0320546505517603,0.9820000000000001,0.9657731958762887
2014-10-31,2014-11-28,28,1.0245336339535691,1.0347438407363039,1.0251700761440738,1.121407624633431,1.1089613034623218,1.034623217922607,0.9995730145175065
2014-11-28,2014-12-31,33,0.9958113914076789,0.9884005857797991,0.9997100162471447,1.3347280334728033,1.2052341597796143,0.9383202099737532,1.0213583938487825
2014-12-31,2015-01-30,30,0.9689592000077324,0.9787144130114511,0.9630747627135825,0.9275078369905956,0.9436190476190476,1.134965034965035,1.057298201589293
2015-01-30,2015-02-27,28,1.0548925057268457,1.0708247223088891,1.0563794269778555,1.0299957752429236,1.010496568429552,1.1478743068391868,0.9687499999999999
2015-02-27,2015-03-31,32,0.9826038964124496,0.9873779542937366,0.9803349685522826,1.1103363412633305,1.1725928885337595,1.2061191626409018,0.9648836259697836
2015-03-31,2015-04-30,30,1.0085208114803406,1.0082719839757754,1.0036228605151503,1.1813816032508313,1.1846678023850084,1.2229639519359148,1.0169276343630977
2015-04-30,2015-05-29,29,1.0104913905951063,1.0260269118194145,1.0095378500609247,0.9587242026266416,1.0161058383664079,1.2314410480349343,0.9879317519766958
2015-05-29,2015-06-30,32,0.9789883210506037,0.9835977887151669,0.9782812250000759,0.9298760600130463,1.0036795924143787,0.8076241134751774,0.983150800336984
2015-06-30,2015-07-31,31,1.0197420389731018,1.0283564033480639,1.0039927103987876,0.8635566467905998,0.8510998307952623,0.8664471276984997,0.9241645244215938
2015-07-31,2015-08-31,31,0.9374191983506732,0.9314058487994356,0.9343222535731401,0.897238017871649,0.8740888005301525,0.7728040540540542,1.076958738989337
2015-08-31,2015-09-30,30,0.9735571310145559,0.967266978076754,0.9852777911036255,0.9719330013580805,0.9442759666413951,1.0573770491803278,0.9896685320705984
2015-09-30,2015-10-30,30,1.0829831304719197,1.09384735187321,1.0846708188094247,1.0759198882161156,1.1039743075070252,1.213953488372093,1.0191387559808613
2015-10-30,2015-11-30,31,1.0005048668578378,1.0108671580509523,1.0031919311119253,1.0082251082251084,1.0178181818181817,1.0727969348659003,0.9282970550576184
2015-11-30,2015-12-31,31,0.9824698007830092,0.9801788524249727,0.9833582430584236,1.0373550880206095,1.0192926045016077,1.0075396825396825,1.0229885057471266
2015-12-31,2016-01-29,29,0.9492647019611486,0.9214244521050023,0.944979805571977,0.8174668874172186,0.7781282860147214,0.7400551398188263,1.0570786516853932
2016-01-29,2016-02-29,31,0.99587164474498,0.9878628945756719,1.0030486021486986,0.9807594936708861,0.9842342342342342,0.9419904204364024,1.0948129251700682
2016-02-29,2016-03-31,31,1.065991108718941,1.0684298613003713,1.0707528713710532,1.1130614352090862,1.100228832951945,1.197175141242938,0.989126213592233
2016-03-31,2016-04-29,29,1.002699369823376,0.9805968976334611,1.0050070879481765,0.9902597402597401,1.0008319467554077,0.9594148183105237,1.0404397330192383
2016-04-29,2016-05-31,32,1.0153246501718878,1.0361626984387082,1.0007628487773068,1.0117096018735365,0.9879467996674978,1.0177078209542547,0.9679245283018868
2016-05-31,2016-06-30,30,1.0009108943942393,0.9787027406231845,1.0080277394093613,0.9888888888888889,0.9953723180479598,1.0304494925084582,1.0920077972709552
2016-06-30,2016-07-29,29,1.0356098055320602,1.06596774229852,1.028011727524536,1.030430711610487,1.0672020287404902,0.952626641651032,1.0153516601213852
2016-07-29,2016-08-31,33,0.9987807784881864,1.0098971356764965,0.9982986712597203,1.0377101317582915,1.0364356435643565,1.033481043820778,0.989099859353024
2016-08-31,2016-09-30,30,0.9987655174002166,1.018947943154214,0.9949605401771824,0.9785464098073555,0.9820405043943446,0.9823725583611241,1.0081763242090294
2016-09-30,2016-10-31,31,0.9805743288428102,0.9768712537650601,0.990947720202255,1.0313199105145414,1.0287937743190663,1.004364694471387,0.9791960507757406
2016-10-31,2016-11-30,30,1.0341745424440676,1.0259272437065248,1.054080999415078,1.0494577006507593,1.0574886535552193,1.0101400289715112,0.9578682030968672
2016-11-30,2016-12-30,30,1.0182007532164783,1.0111651898248886,1.0334152651678439,0.9454319966928483,0.9524320457796852,0.8991395793499044,0.9890977443609021
2016-12-30,2017-01-26,27,1.0258392988373704,1.0505394817403386,1.01711872966348,1.0345430695233933,1.0048817123544875,0.9590643274853802,1.0049410870391486
2017-01-26,2017-02-28,33,1.0291551295415613,1.0301068567187304,1.0353879497456788,1.000845308537616,1.0201793721973094,1.023281596452328,1.0514372163388803
2017-02-28,2017-03-31,31,0.9996108121207463,1.0148143833738632,0.9928398145241473,0.9949324324324325,1.0076923076923077,0.9891657638136512,0.9920863309352519
