update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,critic2_grad_norm,actor_grad_norm,actor_mean_leverage_gate,actor_mean_direction_entropy,actor_leverage_penalty,actor_mean_gross_exposure,actor_mean_max_abs_weight,actor_gate_gross_mae,critic_amp_scale,actor_amp_scale,stage,episode,step,pass
100,0.0022881506010890007,-0.07574588805437088,0.06636684387922287,0.06467647850513458,0.06424035131931305,0.014088783413171768,0.02018473669886589,0.011179696768522263,0.006703382823616266,0.10181853175163269,1.1493959426879883,0.0,1.0509092807769775,0.22428154945373535,1.0908115655183792e-07,1.0,1.0,pretrain,10,11,
200,0.002071669790893793,-0.07150890678167343,0.06638413667678833,0.060767050832509995,0.062125809490680695,0.012066343799233437,0.03951617702841759,0.017465805634856224,0.0035861730575561523,0.10441026091575623,1.1483560800552368,0.0,1.0522050857543945,0.22784574329853058,1.0849907994270325e-07,1.0,1.0,pretrain,14,15,
300,0.0025877400767058134,-0.06728918850421906,0.0611419603228569,0.06094764918088913,0.06008019298315048,0.01135651022195816,0.018018566071987152,0.019297953695058823,0.003905651392415166,0.10731300711631775,1.1465846300125122,0.0,1.0536565780639648,0.23157328367233276,1.178705133497715e-07,1.0,1.0,pretrain,18,19,
400,0.0027714171446859837,-0.05794932693243027,0.0512162521481514,0.05327245220541954,0.05143725872039795,0.010950969532132149,0.016633793711662292,0.02549484558403492,0.003165688831359148,0.1111074760556221,1.145012617111206,0.0,1.055553674697876,0.23487770557403564,1.0523945093154907e-07,1.0,1.0,pretrain,22,23,
500,0.002750761341303587,-0.058505039662122726,0.051048606634140015,0.048421479761600494,0.05226391926407814,0.011186962015926838,0.024529702961444855,0.04694421589374542,0.004196653608232737,0.11538650840520859,1.1426141262054443,0.0,1.0576932430267334,0.25253820419311523,1.1333031579852104e-07,1.0,1.0,pretrain,27,3,
600,0.002728451043367386,-0.061355866491794586,0.05101589113473892,0.05586960166692734,0.05118385702371597,0.010792982764542103,0.014404942281544209,0.05440512299537659,0.007256411947309971,0.12168929725885391,1.1393101215362549,0.0,1.0608446598052979,0.2653135061264038,1.1193333193659782e-07,1.0,1.0,pretrain,31,7,
700,0.003780806204304099,-0.058872923254966736,0.052772149443626404,0.044686459004879,0.047802090644836426,0.01307870913296938,0.050316084176301956,0.040730614215135574,0.007948825135827065,0.13055410981178284,1.136605978012085,0.0,1.065277099609375,0.2651727795600891,1.2497184798121452e-07,1.0,1.0,pretrain,35,11,
800,0.003134553786367178,-0.059529129415750504,0.048207588493824005,0.05602971464395523,0.049282148480415344,0.01336876954883337,0.027178790420293808,0.08139314502477646,0.00833817943930626,0.13989564776420593,1.1339116096496582,0.0,1.0699478387832642,0.26108336448669434,1.076841726899147e-07,1.0,1.0,pretrain,39,15,
900,0.0034281471744179726,-0.058938246220350266,0.05000263452529907,0.043839290738105774,0.04526642709970474,0.01331193745136261,0.05184445530176163,0.025622375309467316,0.007502144668251276,0.15138474106788635,1.1256955862045288,0.0,1.0756924152374268,0.3100621700286865,1.1315569281578064e-07,1.0,1.0,pretrain,43,19,
1000,0.0027841064147651196,-0.05884891375899315,0.04622587561607361,0.04130863398313522,0.04271625354886055,0.01198322232812643,0.03323559835553169,0.0243249349296093,0.008156501688063145,0.16789951920509338,1.1154630184173584,0.0,1.0839498043060303,0.3493366837501526,1.0861549526453018e-07,1.0,1.0,pretrain,47,23,
1100,0.003452850738540292,-0.0739530622959137,0.05768933892250061,0.055822186172008514,0.0547315776348114,0.012144776061177254,0.030992168933153152,0.024588199332356453,0.00838946271687746,0.18954628705978394,1.1048939228057861,0.0,1.0947730541229248,0.38353508710861206,1.1280644685029984e-07,1.0,1.0,pretrain,52,3,
1200,0.0022155800834298134,-0.06839475780725479,0.05426192283630371,0.06025257334113121,0.05366175249218941,0.014349810779094696,0.028993548825383186,0.08210892230272293,0.008842150680720806,0.21555377542972565,1.0954619646072388,0.0,1.1077768802642822,0.41065865755081177,1.1164229363203049e-07,1.0,1.0,pretrain,56,7,
1300,0.003398643806576729,-0.06188662350177765,0.047996170818805695,0.051635921001434326,0.0496668815612793,0.012291597202420235,0.025640448555350304,0.0333271361887455,0.009388593025505543,0.24669063091278076,1.0866219997406006,0.0,1.1233452558517456,0.433437317609787,1.176958903670311e-07,1.0,1.0,pretrain,60,11,
1400,0.00343356654047966,-0.06494691222906113,0.05336438864469528,0.046949371695518494,0.05166515335440636,0.014535786584019661,0.02839381992816925,0.06029069051146507,0.010102888569235802,0.2855868339538574,1.077540397644043,0.0,1.1427934169769287,0.4555301070213318,1.2223608791828156e-07,1.0,1.0,pretrain,64,15,
1500,0.0019505389500409365,-0.052587565034627914,0.04006640240550041,0.04130930453538895,0.04756428301334381,0.011450002901256084,0.07027728110551834,0.07251103222370148,0.009637282229959965,0.3379126191139221,1.0687748193740845,0.0,1.1689562797546387,0.47263655066490173,1.2619420886039734e-07,1.0,1.0,pretrain,68,19,
1600,0.0029703527688980103,-0.055617742240428925,0.049336373805999756,0.04657391458749771,0.04446181654930115,0.013264644891023636,0.04988259822130203,0.0337069071829319,0.010126958601176739,0.4048192799091339,1.0590789318084717,0.0,1.2024096250534058,0.4860956072807312,1.0756775736808777e-07,1.0,1.0,pretrain,72,23,
1700,0.0030397577211260796,-0.0721767470240593,0.05730082839727402,0.05754883214831352,0.05739186331629753,0.013967534527182579,0.02096085622906685,0.03240949288010597,0.011810624971985817,0.4840823709964752,1.0505421161651611,0.0,1.2420411109924316,0.49524590373039246,1.180451363325119e-07,1.0,1.0,pretrain,77,3,
1800,0.003641874063760042,-0.06466221809387207,0.05042920261621475,0.05224219709634781,0.04860429838299751,0.01240592822432518,0.029269253835082054,0.04626807942986488,0.012766814790666103,0.5703006982803345,1.0381721258163452,0.0,1.2851502895355225,0.5046743750572205,1.0943040251731873e-07,1.0,1.0,pretrain,81,7,
1900,0.00306169455870986,-0.06034492701292038,0.05045991390943527,0.047927968204021454,0.05047338828444481,0.011835498735308647,0.019981443881988525,0.03115532547235489,0.010502043180167675,0.6508665084838867,1.0304830074310303,0.0,1.3254332542419434,0.5107662081718445,1.1874362826347351e-07,1.0,1.0,pretrain,85,11,
2000,0.0036293300800025463,-0.06657841056585312,0.05464664101600647,0.055969588458538055,0.0554991140961647,0.013085955753922462,0.02488691359758377,0.022312717512249947,0.009721917100250721,0.7220398783683777,1.0246554613113403,0.0,1.3610198497772217,0.5166085958480835,1.2945383787155151e-07,1.0,1.0,pretrain,89,15,
2100,0.0025164519902318716,-0.06316910684108734,0.05471796914935112,0.04564254730939865,0.05169692635536194,0.01454244740307331,0.03698546811938286,0.06801660358905792,0.010867679491639137,0.7805132865905762,1.026271104812622,0.0,1.390256643295288,0.5198352336883545,1.30385160446167e-07,1.0,1.0,pretrain,93,19,
