experiment_id,strategy_id,strategy_level,seed,observations,elapsed_years,total_return,cagr,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,omega_ratio,monthly_var_95_loss,monthly_cvar_95_loss,annualized_certainty_equivalent_return,mean_crra_utility,terminal_wealth,gross_total_return_before_costs,mean_monthly_turnover,annualized_turnover,mean_gross_exposure,maximum_gross_exposure,mean_short_notional,total_transaction_cost,total_financing_cost,implementation_drag_total_return
a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,22,1.8383561643835618,0.5158826016325937,0.25393668222242094,0.13058547175202495,1.8097506609348366,5.123242442121499,0.05556945846421335,4.569716697634471,4.528370550435447,0.017802730554183032,0.0367762806933511,0.24437754098639908,0.018103660297825983,151588.26016325937,0.5172951375360857,0.04233591803330983,0.5066429535133798,0.9999999999999997,1.0000000000000002,0.0,0.0009313901967327459,3.771716576808751e-19,0.001412535903491996
ddpg_lstm_full,ddpg_lstm_full__seed_20261001,seed,20261001.0,22,1.8383561643835618,0.35774013299978,0.18099350724124608,0.1687202066184342,1.0721716283467169,2.003442148269515,0.12035732281457712,1.5038013725187729,2.58993685347368,0.060031512452771614,0.07905879621908896,0.16548737633726773,0.01271504763753355,135774.013299978,0.3880727738125058,0.5034821081014624,6.025277687115861,1.3994851458285533,1.4159047667469302,0.19974257291427683,0.011076606378231406,0.011018034296291399,0.030332640812725797
ddpg_lstm_full,ddpg_lstm_full__seed_20261002,seed,20261002.0,22,1.8383561643835618,0.59346626177268,0.2884491561879816,0.17523866479860242,1.5432937155763107,3.2436884987155703,0.08419300532333318,3.426046559096294,3.6662407227189417,0.06880190459699147,0.07766947141089295,0.2705357387643339,0.019809057928890525,159346.62617726802,0.6278850897019428,0.47898645949850294,5.732133039900116,1.3927716777067296,1.4117769875696724,0.19638583885336477,0.01053770210896614,0.010832297012923297,0.03441882792926276
ddpg_lstm_full,ddpg_lstm_full__seed_20261003,seed,20261003.0,22,1.8383561643835618,0.3702021389458472,0.18687765158341896,0.11436217498122055,1.5632828413821651,2.903446760596877,0.08734250283826084,2.1395957925487363,3.390124929359854,0.04020234994152463,0.056338031455274704,0.17952840462649688,0.013702509988618449,137020.2138945847,0.4046118630405853,0.6356179674937449,7.606575676564487,1.3923204607729398,1.413283650364193,0.19616023038647004,0.013983595284861369,0.010819139640128499,0.03440972409473808
ddpg_lstm_full,ddpg_lstm_full__seed_20261004,seed,20261004.0,22,1.8383561643835618,0.8480493676541223,0.3966341002919678,0.18839902050150897,1.88398805579094,5.349855187612697,0.08113438145713192,4.888606940345419,5.63935554542326,0.03236456263440127,0.057101987054848646,0.37518483215620635,0.026270514111012545,184804.93676541222,0.8953049788186738,0.647412560227967,7.747724081416654,1.399131605329064,1.423229194113186,0.19956580266453228,0.01424307632501429,0.011006000989496601,0.04725561116455146
ddpg_lstm_full,ddpg_lstm_full__seed_20261005,seed,20261005.0,22,1.8383561643835618,0.5356794570051544,0.2628182486067938,0.28156739068693826,0.9579416906354437,2.720985815987083,0.12380273284977106,2.122879217260185,2.4500862103619285,0.06573434114283526,0.06813722949546411,0.22432161919451454,0.01676958147438702,153567.94570051544,0.5747150899106273,0.630211514324439,7.541875499292466,1.407393095990667,1.4181633740663515,0.20369654799533346,0.0138646533151366,0.0112367812023429,0.03903563290547285
ddpg_lstm_full,ddpg_lstm_full__seed_20261006,seed,20261006.0,22,1.8383561643835618,0.5044208357673692,0.248770344637393,0.18175020322942523,1.3183661819056536,2.9020323623344444,0.11363361563046925,2.1892319738058985,2.758731457538346,0.05862950991942622,0.06809413037208695,0.23014101913206297,0.017159100638777815,150442.0835767369,0.5450620461473206,0.7030712502976246,8.413803487168293,1.4056005055060636,1.418236093861717,0.20280025275303168,0.015467567506546799,0.011188503952065297,0.04064121037995139
ddpg_lstm_full,ddpg_lstm_full__seed_20261007,seed,20261007.0,22,1.8383561643835618,0.9628446856488257,0.44317658382464176,0.17307945065252736,2.230913718549715,7.788593413802107,0.05484199659682565,8.080970995324659,6.516163566139318,0.025381399844731412,0.040243493874793146,0.4245993496068208,0.029138717755287303,196284.46856488258,1.0122288467281795,0.6244584452723889,7.473027295882686,1.4027855094377097,1.417513919728143,0.20139275471885487,0.013738085795991598,0.0111101096404372,0.04938416107935373
ddpg_lstm_full,ddpg_lstm_full__seed_20261008,seed,20261008.0,22,1.8383561643835618,0.2613052986527431,0.1345995152699464,0.1548787129173901,0.8929452163788657,1.6597118648240645,0.1294782828124118,1.0395528296042837,1.954781550031531,0.04126343362107267,0.0636299781687725,0.12188684861963517,0.009564553833214655,126130.52986527431,0.30136322896888124,0.941518789883802,11.267356010084843,1.382634785655257,1.4065912600074495,0.19131739282762855,0.020713413377442706,0.010551803274177301,0.040057930316138135
ddpg_lstm_full,ddpg_lstm_full__seed_20261009,seed,20261009.0,22,1.8383561643835618,0.36967076346977557,0.18662725317071382,0.13919103799911936,1.303087823945839,2.7834161272112974,0.0716373420584463,2.605167190854896,2.8086035788104944,0.04384062627972797,0.0498900169297168,0.1761853633977588,0.01346856383786137,136967.07634697756,0.40688779704498135,0.7083492468706564,8.476966396976707,1.4070563277882804,1.4308655921901974,0.20352816389414008,0.0155836834311533,0.0112259529608268,0.03721703357520578
ddpg_lstm_full,ddpg_lstm_full__seed_20261010,seed,20261010.0,22,1.8383561643835618,0.44494536500050486,0.22166873177299373,0.16192849123959294,1.3226002953395142,2.6285915146767107,0.09502483337487011,2.3327452824728168,2.994661430475527,0.050040242551605996,0.07143553053574644,0.20702584565013593,0.015599945408241379,144494.53650005048,0.4789477848299064,0.5418831030619586,6.484830577626718,1.4112215311351148,1.4201245204146418,0.20561076556755742,0.01192142826736209,0.011337939302084297,0.03400241982940155
ddpg_lstm_full,ddpg_lstm_full_ensemble,ensemble,,22,1.8383561643835618,0.551960947930694,0.2700836397865296,0.13785862621987205,1.8162108933360999,4.132812656698454,0.06582996819035758,4.102746016913464,4.502381606090242,0.04399837228348092,0.05557386463216239,0.2590400399217243,0.01906432036002571,155196.09479306938,0.5659817270816101,0.3677226861549649,4.400615752346301,1.0329046821173329,1.1222573981221229,0.01645234105866641,0.008089899095408233,0.0009037708462049032,0.014020779150916152
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261001,seed,20261001.0,22,1.8383561643835618,0.2239093301678554,0.1161754112193647,0.12270887855442594,0.9581175109566235,1.6724386040100871,0.10007640976808707,1.1608670963375363,2.148118449348937,0.05947425040098113,0.0612652818162312,0.1082426670007135,0.008551323879121381,122390.93301678554,0.2670264653279868,1.0644939876440351,12.739026409510583,1.4063605815414097,1.428208642772266,0.20318029077070496,0.023418867728167803,0.011203816889702001,0.04311713516013138
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261002,seed,20261002.0,22,1.8383561643835618,0.48399952863041884,0.23952084677811958,0.15868134658964722,1.4392667552772116,3.292266169870315,0.06792066300849842,3.526479809953417,2.9954144514170404,0.04712103568587936,0.05797847730901085,0.22540675019914524,0.01684236623713361,148399.9528630419,0.5248084315066923,0.7255735221411341,8.683092969885703,1.4048676915079743,1.4139689994709843,0.2024338457539871,0.0159626174871037,0.011165338886795002,0.04080890287627348
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261003,seed,20261003.0,22,1.8383561643835618,0.49694665821453743,0.24539172048895774,0.1284463744677077,1.782737567512167,6.0171996367454845,0.042727662492675456,5.743158089470112,5.329227623005092,0.030842890818514157,0.0345489833090776,0.236486790945039,0.017581583034988336,149694.66582145373,0.5383730735743562,0.7370746214923927,8.820729076876173,1.4016027796239432,1.4218062864882592,0.20080138981197163,0.0162156416728315,0.011082298242218,0.041426415359818725
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261004,seed,20261004.0,22,1.8383561643835618,0.34863686654243864,0.17667966696766446,0.18855721409844792,0.9566126446686065,1.7851451660988216,0.09379791961302675,1.8836203158510887,2.178881558655862,0.07434601965096527,0.0792045006271408,0.15773253430036815,0.012164132280921926,134863.68665424385,0.3978174293133734,1.1248500045604735,13.461319726707304,1.4015030586584052,1.4130914892469133,0.2007515293292025,0.0247467001003293,0.011070987142650701,0.049180562770934744
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261005,seed,20261005.0,22,1.8383561643835618,0.6792241758927058,0.32571774473853177,0.17386467319297916,1.7212286450212813,4.148628957680957,0.08504711103601426,3.829850782357587,4.401321463345016,0.03953149669141477,0.06268407809201465,0.3078860282447684,0.022179298489850754,167922.41758927057,0.733851616360216,0.9487482115847421,11.353872040276421,1.403897231106054,1.4188896566629414,0.2019486155530269,0.020872460654863197,0.011140954319765597,0.054627440467510224
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261006,seed,20261006.0,22,1.8383561643835618,0.7192427071475866,0.342811383802228,0.19228192523402568,1.641483746882768,3.6472143673291044,0.09064282338922913,3.7820024904802714,3.60667869941559,0.062263556887429655,0.0774196512239472,0.3204221522351396,0.022958434722835,171924.27071475866,0.772220431388756,0.8738828444433637,10.457942236781237,1.403435238528174,1.42450886113303,0.2017176192640872,0.019225422577753074,0.0111239114860445,0.05297772424116931
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261007,seed,20261007.0,22,1.8383561643835618,0.3493718806500652,0.17702846600799504,0.15278635040166222,1.1469103682330062,2.0218857503319447,0.08961723201533112,1.9753842205002516,2.3586982558062894,0.061205828947017614,0.0761536233179725,0.1640030026070427,0.01260990351267869,134937.1880650065,0.3778339462338989,0.44838285831569547,5.365893222466519,1.3992419178754865,1.4098874053784778,0.19962095893774323,0.009864422882944,0.011009028404235498,0.028462065583833684
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261008,seed,20261008.0,22,1.8383561643835618,0.7654579227447589,0.362327679021462,0.14435518507408687,2.2368729172907313,5.5916304733478235,0.07073243295412668,5.122511186013474,5.770438434419423,0.02732925974094504,0.049339650400934056,0.3495250300772932,0.024736734405157727,176545.79227447588,0.8275271443037209,1.076742570117918,12.885607806329181,1.394085298546336,1.4092333444527212,0.197042649273168,0.023688336542593103,0.010865326183867199,0.062069221558961996
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261009,seed,20261009.0,22,1.8383561643835618,0.7378310057446427,0.35068948238685893,0.16741487039503655,1.8965206145977436,4.259467571906363,0.0827096050379208,4.240009152819366,4.441373843884059,0.045213115944398974,0.064214127033658,0.33347638232861554,0.02376129868493032,173783.10057446428,0.78039338746612,0.5914472878190684,7.0779757394740965,1.4055936354901883,1.4128217329936377,0.20279681774509423,0.01301184033201861,0.011184716532527101,0.042562381721477305
feedforward_capacity_matched,feedforward_capacity_matched__seed_20261010,seed,20261010.0,22,1.8383561643835618,0.43669268723301147,0.2178682902782978,0.2095514853311465,1.039436175960851,3.0489258558720285,0.08573664820977123,2.541133748840298,2.733483680797332,0.027946328544520962,0.05258587698280745,0.1967544093878726,0.014896706752466914,143669.26872330115,0.4817018822897785,0.8978908034477833,10.745250598637405,1.4022971184125965,1.4120207875967017,0.2011485592062984,0.019753597675850384,0.0110940228674674,0.04500919505676704
feedforward_capacity_matched,feedforward_capacity_matched_ensemble,ensemble,,22,1.8383561643835618,0.5572882682606881,0.27245332794150245,0.1350189591950103,1.8659543294334187,3.992008890734238,0.06817545566785865,3.9963550704942437,4.3060672378207325,0.04726072285462744,0.05861113452023675,0.2617861282182865,0.01924289087037828,155728.8268260688,0.5712082333352271,0.3435930085588026,4.111850758162719,1.0487876362324533,1.1282386970573235,0.024393818116226727,0.007559046188292574,0.0013398334668722036,0.013919965074538965
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261001,seed,20261001.0,22,1.8383561643835618,0.46233402093739673,0.22964412267770884,0.15547956053714468,1.4140142395352056,2.870052010446729,0.1328253019816964,1.7289185061243397,3.3512557059358064,0.034615200413335566,0.06481487701612065,0.21599758922081458,0.016208914787750415,146233.40209373969,0.49750457441750906,0.5734489796865367,6.862586150347078,1.4043289378478931,1.4204597781811428,0.2021644689239465,0.012615877553102775,0.011150424426475,0.03517055348011233
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261002,seed,20261002.0,22,1.8383561643835618,0.39593953366463164,0.19895325922297302,0.16139505980411412,1.2098315688132235,2.177899052086766,0.12991711587906363,1.5313860523826075,2.4936198767807376,0.04194169244893909,0.0727652761034412,0.18411248052110518,0.014022138394246235,139593.95336646316,0.43811139215113526,0.8570899265128687,10.256977809088427,1.3955298713468887,1.4077397052730831,0.19776493567344433,0.018855978383282103,0.010907051755518902,0.04217185848650362
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261003,seed,20261003.0,22,1.8383561643835618,0.3798994007988732,0.1914395097137893,0.13208456591058948,1.3976062584416697,2.972147333301478,0.08911301529830817,2.1482777692230535,2.949841106662526,0.052089881312367796,0.05340621215393495,0.1819539209898553,0.013871798422273852,137989.9400798873,0.4111253192441915,0.5187740715504848,6.208279872653343,1.3975999781063624,1.4201696185129036,0.1987999890531813,0.01141302957410956,0.0109638567191563,0.0312259184453183
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261004,seed,20261004.0,22,1.8383561643835618,0.8426704169506989,0.39442138507671043,0.1886110696465657,1.873674997372011,4.858087568628625,0.09264570621395951,4.257308851052619,5.3091520727192805,0.026716097861687514,0.059919622621351996,0.3728091455045768,0.026129818627956148,184267.0416950699,0.8880861141500185,0.6041607772044539,7.2301207763811695,1.4008953528865784,1.4282801827149738,0.20044767644328926,0.013291537098497187,0.0110563078495222,0.045415697199319593
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261005,seed,20261005.0,22,1.8383561643835618,0.5546713738485858,0.2712897488610435,0.16422688035770414,1.553038184582804,3.2246692838681206,0.08304970347471674,3.2665950329808666,3.52986464786758,0.05829689767206465,0.07140994242988424,0.25567607908132106,0.01884499529138013,155467.13738485856,0.5857855860032497,0.4107887527626534,4.915996549454705,1.3910285369795445,1.4079730196722913,0.19551426848977227,0.009037352560777432,0.010778381686357799,0.031114212154663923
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261006,seed,20261006.0,22,1.8383561643835618,0.19000953109312912,0.09925066492194445,0.11164584550224758,0.9040302830900058,1.5499866586867632,0.07673800741355907,1.293370368441539,2.0388677116339906,0.02772409378651396,0.05239073827999085,0.09276604247740083,0.007385523856148021,119000.95310931292,0.21607194412856545,0.4856726263773433,5.81214782386001,1.398153551527625,1.4231937591518675,0.19907677576381266,0.0106847977803005,0.010979832179610101,0.026062413035436327
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261007,seed,20261007.0,22,1.8383561643835618,0.35696809777199245,0.18062816941800985,0.15686059323613732,1.140527815176336,2.0113826387583935,0.15973442454616538,1.1308030183926066,2.620947640625045,0.06474173574853859,0.08220260655370165,0.16690883130747514,0.012815599056871584,135696.80977719923,0.3838305755797222,0.3896384587443484,4.662886473497939,1.399951980292023,1.4134260235088212,0.1999759901460116,0.008572046092374705,0.0110305159240878,0.026862477807729768
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261008,seed,20261008.0,22,1.8383561643835618,0.8720012242342992,0.4064516087341936,0.16589614135921937,2.1613921136745913,6.164916848657498,0.06418125085394011,6.332871412231777,6.270254855168148,0.04052874084351689,0.052919225440055395,0.3895407527449948,0.02711515049230351,187200.12242342992,0.914433620597711,0.5122563572661147,6.130280996791209,1.4040955688272203,1.4195675317730228,0.20204778441361013,0.011269639859853601,0.011144147521791601,0.042432396363411895
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261009,seed,20261009.0,22,1.8383561643835618,0.5404659774075389,0.2649577975976627,0.15583511428877073,1.5961277666145697,3.408426252466243,0.08749401045354355,3.028296408224956,3.3481717017668506,0.0556610206071132,0.0655341712047031,0.2508971023508635,0.018532316201107967,154046.59774075387,0.5717646279106285,0.40552178897873525,4.852965671384864,1.4059388194741171,1.4147946994219496,0.20296940973705863,0.008921479357531297,0.0111925222581524,0.031298650503089664
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation__seed_20261010,seed,20261010.0,22,1.8383561643835618,0.44108620288289435,0.21989278419043634,0.14330491131003656,1.464623198532285,3.663863210994065,0.061068062840992865,3.6007820448306407,3.13462232200464,0.0359417967833063,0.0410266991256008,0.20877454636076997,0.015719024865287746,144108.62028828944,0.4796138972532997,0.6890659269151324,8.24619879750896,1.4071068595852945,1.4267287499138297,0.2035534297926472,0.015159450392131879,0.0112245863159551,0.038527694370405374
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation_ensemble,ensemble,,22,1.8383561643835618,0.5237073882567471,0.25745344196906794,0.12300524956024173,1.9379630815930595,4.307540527679823,0.05942917004429582,4.332105627205862,4.64709054245518,0.04251785252048016,0.05186850363553905,0.24873055201208882,0.018390136367356848,152370.73882567472,0.5372400100183621,0.3466337236143271,4.148239643253422,1.0442645440216767,1.121187193292592,0.022132272010838436,0.007625941919514218,0.00121622893167373,0.01353262176161496
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261001,seed,20261001.0,22,1.8383561643835618,0.3919746982665162,0.1970996733462258,0.1478580522679189,1.2955889033856676,2.57266369068101,0.12908278064986733,1.526924601050019,2.938962403420403,0.05596778971612597,0.068921055317017,0.1849607159833795,0.014081135282434366,139197.46982665162,0.4257280529589307,0.5847887957661482,6.998292146053903,1.4025172012821807,1.4279800600239212,0.20125860064109038,0.012865353506854386,0.011093858884241999,0.03375335469241447
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261002,seed,20261002.0,22,1.8383561643835618,0.7329739542499694,0.34863468934645914,0.17906848931373864,1.7738550424817108,4.722921891252657,0.09093446992150023,3.8339112731115086,4.133203132962875,0.05067254676358242,0.0589579252294428,0.32948762801896914,0.023516888294708306,173297.39542499694,0.7830332061472205,0.8138980580066106,9.7400915138496,1.3835744824224188,1.4337811299732763,0.19178724121120946,0.01790575727614455,0.0105712238459486,0.050059251897251134
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261003,seed,20261003.0,22,1.8383561643835618,1.2362900641883696,0.5492831705318975,0.25716584432846223,1.8434825089711122,8.816116069887354,0.064103027550231,8.56875551004951,6.41729443285898,0.02639752290826234,0.04165578433899875,0.5105362816851884,0.03387903669806102,223629.00641883697,1.2955777509983992,0.6852622452265386,8.20067932812087,1.4021359902576775,1.4241212526602394,0.20106799512883866,0.015075769394982789,0.0110905143182655,0.059287686810029605
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261004,seed,20261004.0,22,1.8383561643835618,0.7041307671751089,0.33637796717100077,0.15337828675789736,1.9831633661445698,6.830022598880705,0.048099518393499574,6.9933749527201226,6.423003559106394,0.03076651485741658,0.03976896420868195,0.3228718907884198,0.023109752781891316,170413.07671751088,0.7586551282894933,0.9852689543462415,11.790923552012398,1.3562048021462054,1.4205327225582935,0.1781024010731028,0.021675916995616145,0.009818301540734702,0.05452436111438441
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261005,seed,20261005.0,22,1.8383561643835618,0.25584901675951444,0.1319270098921712,0.16170328817521698,0.8476402266494695,1.4030667109183599,0.16039820353743695,0.8224968047187601,2.0154637845361436,0.08239140737885677,0.09117023628369425,0.11780243303902949,0.009262647681757052,125584.90167595145,0.28092705374755633,0.40765619641548606,4.878508580054177,1.3919941735840948,1.41363457271031,0.19599708679204741,0.008968436321139906,0.0108037889665401,0.025078036988041896
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261006,seed,20261006.0,22,1.8383561643835618,1.2491154138089469,0.5541101505670467,0.21265451599313986,2.2082906345993396,7.1831232183299525,0.09792932009102051,5.65826608468259,5.687903775728929,0.04766745324329491,0.0531221900562655,0.5241342738915886,0.03460225934360959,224911.5413808947,1.3117781433246067,0.7616439887541877,9.114755930992738,1.3888608568239131,1.4076185716050011,0.1944304284119567,0.016756167752591075,0.010723830188978998,0.06266272951565988
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261007,seed,20261007.0,22,1.8383561643835618,2.0580745839834447,0.8368191079997709,0.26813117899515415,2.4403780335656196,10.245491116421375,0.07875610087921125,10.625451217845406,10.94031390689211,0.033905960164713,0.0570408770991714,0.7869921434416194,0.04735253202523906,305807.45839834446,2.1562575699693998,0.9638234294306618,11.534280384989886,1.3767347539013082,1.4044897492442812,0.18836737695065411,0.021204115447473398,0.0103973999960436,0.0981829859859551
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261008,seed,20261008.0,22,1.8383561643835618,1.079629857464647,0.48926860519470394,0.2391489685837368,1.7966418263255246,8.2572751845708,0.04189450739253664,11.678585944702276,5.877101022837847,0.03684575428093656,0.0394327033339717,0.45624612623668637,0.03091954801788711,207962.9857464647,1.1426694826687571,0.855382950623969,10.236550064844218,1.400406333448535,1.4304397255182264,0.20020316672426733,0.018818424913725994,0.011044123808005,0.0630396252041101
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261009,seed,20261009.0,22,1.8383561643835618,1.5886803580100728,0.6776443180308336,0.2560856575002314,2.1770839058095506,8.274821722205905,0.0693837005279404,9.766621164259613,7.676445980634084,0.05359689607262966,0.062358336659944405,0.6336205683758052,0.04018234100646761,258868.03580100727,1.672421457861891,0.9407706025298018,11.258402292569759,1.404160006110883,1.4382029159792848,0.20208000305544135,0.02069695325565447,0.0111397896331054,0.08374109985181821
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining__seed_20261010,seed,20261010.0,22,1.8383561643835618,0.8742937636760633,0.4073882744156214,0.18185067911507394,1.988377417439637,8.59114285858393,0.061434952853288705,6.631213266957253,6.148050824515808,0.017008768314551434,0.0320982106407596,0.3876363909028473,0.027003651933799833,187429.37636760634,0.9364904215134415,0.9979782445533097,11.943018336457639,1.3876787112880642,1.4204757830926358,0.19383935564403212,0.021955521380171743,0.010689823196693,0.062196657837378266
