family,candidate,comparator,label,annualized_ce_difference,mean_monthly_crra_utility_difference,ci_lower,ci_upper,one_sided_p_candidate_greater,bootstrap_block_length,bootstrap_replications,common_periods,holm_p_candidate_greater,decision,confirmatory_claim_permitted
two_primary_generator_value_contrasts,synthetic_100_unique_1000_presentations_no_policy_visible_dependence,masked_historical_prefix_1000_presentations,Concentrated NN-vine curriculum versus historical-prefix repetition,-0.012781590805198473,-0.0007935850387363431,-0.1638482745420908,0.20760811654637423,0.5334,3,9999,22,0.5334,not_established,False
two_primary_generator_value_contrasts,synthetic_100_unique_1000_presentations_no_policy_visible_dependence,masked_moving_block_bootstrap_1000_presentations,Concentrated NN-vine curriculum versus moving-block bootstrap,0.06538796910223565,0.004195700529425624,-0.04998819397137641,0.23537088717835883,0.1642,3,9999,22,0.3284,not_established,False
