experiment_id,seed,source,observations,elapsed_years,total_return,cagr,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,omega_ratio,monthly_var_95_loss,monthly_cvar_95_loss,annualized_certainty_equivalent_return,mean_crra_utility,terminal_wealth,gross_total_return_before_costs,mean_monthly_turnover,annualized_turnover,mean_gross_exposure,maximum_gross_exposure,mean_short_notional,total_transaction_cost,total_financing_cost,implementation_drag_total_return
masked_historical_prefix_1000_presentations,20261001,terminal_masked_pretraining_controls,22,1.8383561643835618,0.5636386144501304,0.2752732518632006,0.157500568466096,1.6335387020657486,3.536736503883251,0.07643366856424505,3.6014659119995565,3.487892169140095,0.05240867573105174,0.06530214379184673,0.2607482382280035,0.019175449307903814,156363.86144501306,0.6021359539484885,0.638087201022918,7.636125520438199,1.3739724096467163,1.4267713986337185,0.1869862048233581,0.014037918422504198,0.010284241265284702,0.038497339498358096
masked_historical_prefix_1000_presentations,20261002,terminal_masked_pretraining_controls,22,1.8383561643835618,0.23375084003208246,0.1210486912665345,0.15233067739625814,0.8242140988035439,1.7512677071261753,0.0652867305168483,1.854108642112135,1.965201329135189,0.04838579817171431,0.0570309502189863,0.10940866984896447,0.008638439194204645,123375.08400320825,0.2688566168659521,0.8193833929087433,9.805735685629221,1.364755126865363,1.403257863862174,0.18237756343268155,0.01802643464399235,0.010030765988797492,0.03510577683386962
masked_historical_prefix_1000_presentations,20261003,terminal_masked_pretraining_controls,22,1.8383561643835618,1.100404589212725,0.49734294768072185,0.20682895729488204,2.075300945621564,9.808255595420711,0.056813272423869465,8.753992270858328,9.1769122693576,0.028363789423706404,0.039848563804279646,0.47193861649812807,0.03178710874515775,210040.4589212725,1.160287500597668,0.7971824757004907,9.540052578055052,1.3844841018004657,1.4157786752496444,0.19224205090023283,0.017538014465410798,0.010573312799512811,0.05988291138494306
masked_historical_prefix_1000_presentations,20261004,terminal_masked_pretraining_controls,22,1.8383561643835618,0.8466701222496515,0.39606700650435744,0.1334678036431904,2.596191491852633,8.317176588040208,0.04748230362642758,8.341360385975786,8.413242581716442,0.028160298234097356,0.03831782606181111,0.38517259246180946,0.026859152626481933,184667.01222496515,0.8779917382512694,0.2944518882031372,3.5237684981686908,1.376034787819757,1.4011668435164868,0.18801739390987854,0.0064779415404690194,0.010340956665043326,0.03132161600161787
masked_historical_prefix_1000_presentations,20261005,terminal_masked_pretraining_controls,22,1.8383561643835618,0.15852297785260672,0.08333268143772421,0.1298935983671627,0.6815695446628182,0.9876363672908228,0.177592484497321,0.46923540527967156,1.7807854594097454,0.04640051627378654,0.07594852976288813,0.07425834281470922,0.005967685353490424,115852.29778526067,0.1865696844358833,0.5692136696624485,6.8119012926817595,1.414470061442101,1.4384402717862814,0.20723503072105062,0.012522700732573864,0.011397926689657787,0.02804670658327657
masked_historical_prefix_1000_presentations,20261006,terminal_masked_pretraining_controls,22,1.8383561643835618,1.0898135308726884,0.493231182567621,0.1868414008690549,2.2662415820879853,8.740599895329407,0.06572017249918183,7.505019597654912,7.196735225008831,0.041059671384497086,0.04229205071119818,0.4712737518240251,0.031750555352204245,208981.35308726883,1.1523008747854666,0.8697646085608313,10.408658430318143,1.3755556553989263,1.3996527354632098,0.18777782769946316,0.01913482138833829,0.010327780523470479,0.062487343912778215
masked_historical_prefix_1000_presentations,20261007,terminal_masked_pretraining_controls,22,1.8383561643835618,0.677036993136203,0.32477817968884315,0.16597043771615283,1.7910373460648863,5.342249953788749,0.08881105622670893,3.656956616525069,3.9586282984965613,0.04124600629355983,0.04249570101765071,0.30864869665584593,0.022226930058947405,167703.6993136203,0.7313033657057451,0.956761564128101,11.449769537926453,1.3926261567643712,1.434552103281022,0.19631307838218562,0.021048754410818223,0.010797219311020212,0.05426637256954203
masked_historical_prefix_1000_presentations,20261008,terminal_masked_pretraining_controls,22,1.8383561643835618,0.511502334174071,0.2519644072380105,0.19488698090113982,1.2528890325263222,3.0282823797817517,0.09315400108234484,2.704815727832054,3.1105072718314144,0.039975510669902105,0.06678054548720436,0.23130642196366047,0.01723686642082894,151150.2334174071,0.5581652743827152,0.9049441815753068,10.829659877868425,1.3816789612174034,1.4054446380053256,0.19083948060870173,0.019908771994656748,0.010496171433478597,0.046662940208644255
masked_historical_prefix_1000_presentations,20261009,terminal_masked_pretraining_controls,22,1.8383561643835618,1.2395753388463704,0.5505208246705542,0.1483762239898911,3.078488386728485,12.284396346046268,0.045644712147482225,12.060998936564026,11.850709997585533,0.016451577806764168,0.031128755626626037,0.5356722511268377,0.03521045621329617,223957.53388463703,1.3253232856296644,1.2019786254817306,14.38433437051907,1.4047010972031522,1.4241376471306575,0.20235054860157628,0.02644352976059807,0.011129280173086698,0.085747946783294
masked_historical_prefix_1000_presentations,20261010,terminal_masked_pretraining_controls,22,1.8383561643835618,0.47073391275012577,0.23348127706754784,0.12438839243199958,1.7608867364174914,3.403111673558972,0.10077019117762176,2.31696768993922,3.7224918873833324,0.05282610569943853,0.058913990103297176,0.22449658818559315,0.016781322180745573,147073.39127501257,0.5140362784133139,0.8491787257507538,10.162302783574594,1.3758417508964025,1.4085530628051077,0.1879208754482014,0.018681931966516588,0.010335648149651083,0.043302365663188125
masked_moving_block_bootstrap_1000_presentations,20261001,terminal_masked_pretraining_controls,22,1.8383561643835618,0.6618487002401787,0.31823815011384915,0.2249581499164914,1.3423382236958383,3.777849692318013,0.08627354792237008,3.688710592964178,3.2713420945856364,0.053061551012791607,0.061269199133678565,0.29086052406269336,0.021108084474954967,166184.87002401787,0.7253757902889857,1.2181264486333185,14.577578811513483,1.3896522470689439,1.4197819216975145,0.19482612353447193,0.026798781869933005,0.01071543679439596,0.06352709004880697
masked_moving_block_bootstrap_1000_presentations,20261002,terminal_masked_pretraining_controls,22,1.8383561643835618,0.34915350201930995,0.17692484404371323,0.2107304100488648,0.8723012949191867,2.017710671353847,0.07934054920946665,2.2299422654185905,2.1938652000427554,0.05723606924891037,0.06832015147815379,0.15522300859708293,0.01198499512695174,134915.350201931,0.4099878662737435,1.5151882897578666,18.13258117251217,1.3916216821337193,1.4205651283264158,0.19581084106685956,0.03333414237467306,0.010769596258677282,0.06083436425443356
masked_moving_block_bootstrap_1000_presentations,20261003,terminal_masked_pretraining_controls,22,1.8383561643835618,0.4705761053639568,0.2334092813355393,0.18964724227404522,1.2056620638064222,2.216164692523566,0.10651969069888567,2.191231309480145,2.657677793070917,0.08135574627363894,0.09539154754724799,0.21269884255285354,0.015985575492122664,147057.6105363957,0.5242567484962151,1.1365614734384435,13.601473370656782,1.3944846682081165,1.430478885503752,0.19724233410405845,0.025004352415645758,0.010848328375723216,0.05368064313225829
masked_moving_block_bootstrap_1000_presentations,20261004,terminal_masked_pretraining_controls,22,1.8383561643835618,0.523447874502073,0.25733693874793406,0.15501456214494208,1.5633109928329634,3.721570566071286,0.06732102322894906,3.822534572488127,3.4957454114112205,0.044729284880628425,0.05656806034611839,0.24378866289594292,0.018064822265557876,152344.7874502073,0.5849844714089456,1.2957461787351443,15.506470663551726,1.403348712008688,1.4256270405437268,0.20167435600434416,0.028506415932173172,0.011092089580238934,0.06153659690687263
masked_moving_block_bootstrap_1000_presentations,20261005,terminal_masked_pretraining_controls,22,1.8383561643835618,0.41467887180529006,0.20768171591315632,0.16783687533309483,1.2117961897679637,2.500901163528898,0.10587284427320554,1.9616145890747239,2.614040426804172,0.04955815676943886,0.06835106546022968,0.19213116043766454,0.01457803655340349,141467.887180529,0.46686958247549093,1.151591156210218,13.781336787433753,1.3961101570589973,1.4297725813729427,0.1980550785294988,0.025335005436624793,0.010893029319122437,0.05219071067020087
masked_moving_block_bootstrap_1000_presentations,20261006,terminal_masked_pretraining_controls,22,1.8383561643835618,0.459307331740509,0.2282590385720975,0.14131096431220935,1.5328759344401242,4.004001284997192,0.07018368306954648,3.252309206199835,3.15855796668972,0.030533122236782496,0.036148630925672776,0.21729729260135833,0.016296730052872053,145930.7331740509,0.5141023706882955,1.1780584999057764,14.098077130019945,1.3979486889484058,1.4136098027229322,0.19897434447420287,0.025917286997927082,0.010943588946081165,0.05479503894778648
masked_moving_block_bootstrap_1000_presentations,20261007,terminal_masked_pretraining_controls,22,1.8383561643835618,0.5600617014997906,0.27368553776355853,0.19147427097266373,1.3650054151451754,2.893064285029037,0.11218843709989945,2.439516449630653,3.177861758350131,0.052038978741425226,0.0781802208910129,0.2527662860443527,0.018654767108397,156006.17014997907,0.6104277813674401,0.9327192166578269,11.162049641970714,1.4092600337145003,1.421053322298186,0.20463001685725024,0.020519822766472188,0.011254650927148772,0.050366079867649516
masked_moving_block_bootstrap_1000_presentations,20261008,terminal_masked_pretraining_controls,22,1.8383561643835618,0.3754435398225,0.18934517205365742,0.13503842884183723,1.3566356719771315,2.953815722817329,0.06417003912606611,2.9506787689762324,2.812982065650356,0.03893986098919352,0.052002811855225206,0.1794235730833862,0.013695184790245467,137544.35398225,0.4273157001077392,1.185640360966518,14.188810877140297,1.397643854478737,1.4221196004322605,0.19882192723936856,0.0260840879412634,0.010935205998165278,0.05187216028523922
masked_moving_block_bootstrap_1000_presentations,20261009,terminal_masked_pretraining_controls,22,1.8383561643835618,0.40836791305548004,0.20474810300696022,0.163189846907371,1.2282224703078781,2.200062509457909,0.10518938993141114,1.9464710570188348,2.755947690799354,0.05799947161373782,0.08265477308024444,0.18950177033765025,0.014396200646155644,140836.79130554802,0.4650258160034981,1.2894914675528157,15.431619201861563,1.402637323074333,1.426054103299974,0.20131866153716652,0.028368812286161952,0.011072526384544167,0.05665790294801809
masked_moving_block_bootstrap_1000_presentations,20261010,terminal_masked_pretraining_controls,22,1.8383561643835618,0.6025995863923856,0.2924611223295672,0.1421927939972327,1.8891400653715962,6.092331004351676,0.05683336325540145,5.145940792123923,4.726928986462264,0.030541541159985825,0.031304455747374504,0.2809074779033065,0.020474742070437188,160259.95863923855,0.6649977170054941,1.2400008935191025,14.839354955228602,1.3969701938089225,1.426258790173701,0.19848509690446123,0.02728001965742025,0.010916680329745373,0.062398130613108505
