family,candidate,comparator,label,annualized_ce_difference,mean_monthly_crra_utility_difference,ci_lower,ci_upper,one_sided_p_candidate_greater,bootstrap_block_length,bootstrap_replications,common_periods,holm_p_candidate_greater,decision,confirmatory_claim_permitted
one_secondary_control_contrast,masked_historical_prefix_1000_presentations,masked_moving_block_bootstrap_1000_presentations,Historical-prefix repetition versus moving-block bootstrap,0.07816955990743413,0.004989285568161967,0.006658622702180782,0.14540441333205745,0.016,3,9999,22,0.016,positive_effect_holm_0.05,False
