family,candidate,comparator,label,annualized_ce_difference,mean_monthly_crra_utility_difference,ci_lower,ci_upper,one_sided_p_candidate_greater,bootstrap_block_length,bootstrap_replications,common_periods,holm_p_candidate_greater,decision,confirmatory_claim_permitted
locked_all_24_period_primary_sensitivity,synthetic_100_unique_1000_presentations_no_policy_visible_dependence,masked_historical_prefix_1000_presentations,Concentrated NN-vine curriculum versus historical-prefix repetition,-0.018753077675436325,-0.0011407337286381037,-0.175256140419958,0.19661180276876827,0.5623,3,9999,24,0.5623,not_established,False
locked_all_24_period_primary_sensitivity,synthetic_100_unique_1000_presentations_no_policy_visible_dependence,masked_moving_block_bootstrap_1000_presentations,Concentrated NN-vine curriculum versus moving-block bootstrap,0.061183523757810665,0.0038506697931541037,-0.05364295050367202,0.2300202241723378,0.1788,3,9999,24,0.3576,not_established,False
