update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,stage,episode,step,pass
100,0.004776783287525177,-0.33092111349105835,0.3035290241241455,,0.30565404891967773,,0.036018747836351395,pretrain,10,11,
200,0.002806409727782011,-0.34895017743110657,0.3252779543399811,,0.33120641112327576,,0.07066679000854492,pretrain,14,15,
300,0.004194010980427265,-0.3472534120082855,0.32788413763046265,,0.32346782088279724,,0.059773366898298264,pretrain,18,19,
400,0.0037157577462494373,-0.35738566517829895,0.33386093378067017,,0.3243221044540405,,0.12854759395122528,pretrain,22,23,
500,0.002308205235749483,-0.3358754813671112,0.3183635175228119,,0.3302285075187683,,0.16944582760334015,pretrain,27,3,
600,0.0037438394501805305,-0.3389394283294678,0.31131458282470703,,0.31179744005203247,,0.033137474209070206,pretrain,31,7,
700,0.003519292687997222,-0.3297869861125946,0.30334675312042236,,0.3090357184410095,,0.08989331871271133,pretrain,35,11,
800,0.004034497309476137,-0.3492508828639984,0.33385342359542847,,0.31963369250297546,,0.3006622791290283,pretrain,39,15,
900,0.002484502736479044,-0.35610702633857727,0.32493090629577637,,0.32569628953933716,,0.06661422550678253,pretrain,43,19,
1000,0.0032288923393934965,-0.30842921137809753,0.2918635308742523,,0.29042884707450867,,0.05644230172038078,pretrain,47,23,
1100,0.003053658176213503,-0.3186391592025757,0.29710665345191956,,0.3005186915397644,,0.07072733342647552,pretrain,52,3,
1200,0.0032307924702763557,-0.3105100095272064,0.29491156339645386,,0.290635347366333,,0.22682516276836395,pretrain,56,7,
1300,0.0023776928428560495,-0.29852429032325745,0.2837718725204468,,0.2863660752773285,,0.06613874435424805,pretrain,60,11,
1400,0.0026331073604524136,-0.2777082622051239,0.26508772373199463,,0.270637571811676,,0.10825520008802414,pretrain,64,15,
1500,0.001794582000002265,-0.29062220454216003,0.2776983380317688,,0.28304100036621094,,0.10216943174600601,pretrain,68,19,
1600,0.0024532980751246214,-0.2786678671836853,0.26382213830947876,,0.253665566444397,,0.2911021411418915,pretrain,72,23,
1700,0.0017065892461687326,-0.272858589887619,0.259898841381073,,0.2719985246658325,,0.30087247490882874,pretrain,77,3,
1800,0.0018559915479272604,-0.27217376232147217,0.2589235007762909,,0.25197938084602356,,0.25194114446640015,pretrain,81,7,
1900,0.0023099398240447044,-0.2621268928050995,0.25679680705070496,,0.252868115901947,,0.0750250369310379,pretrain,85,11,
2000,0.002575288061052561,-0.2625795900821686,0.26563310623168945,,0.23826128244400024,,0.8143762946128845,pretrain,89,15,
2100,0.0021396430674940348,-0.2438749074935913,0.23256734013557434,,0.23544491827487946,,0.0633750781416893,pretrain,93,19,
2200,0.0021976393181830645,-0.23469148576259613,0.229754239320755,,0.22136159241199493,,0.16040365397930145,pretrain,97,23,
2300,0.001751399366185069,-0.25575751066207886,0.24442163109779358,,0.2426675409078598,,0.1313905566930771,pretrain,102,3,
2400,0.001396344043314457,-0.22555263340473175,0.21335604786872864,,0.21581971645355225,,0.10345735400915146,pretrain,106,7,
2500,0.0015878384001553059,-0.23043745756149292,0.22235211730003357,,0.2181672751903534,,0.08304271847009659,pretrain,110,11,
2600,0.0016451099654659629,-0.24944059550762177,0.23513101041316986,,0.22508910298347473,,0.24187274277210236,pretrain,114,15,
2700,0.0017502604750916362,-0.2428264021873474,0.2307552695274353,,0.2470777928829193,,0.4080880284309387,pretrain,118,19,
2800,0.0013628564774990082,-0.21677207946777344,0.19997519254684448,,0.19882917404174805,,0.0552738755941391,pretrain,122,23,
2900,0.0017499311361461878,-0.2170131802558899,0.20209956169128418,,0.20903363823890686,,0.17472884058952332,pretrain,127,3,
3000,0.0012181937927380204,-0.19433505833148956,0.18240663409233093,,0.18102681636810303,,0.05165630951523781,pretrain,131,7,
3100,0.0011162972077727318,-0.22309353947639465,0.20443230867385864,,0.20206743478775024,,0.05280779302120209,pretrain,135,11,
3200,0.0014604637399315834,-0.21589787304401398,0.2025834321975708,,0.20401157438755035,,0.03431598097085953,pretrain,139,15,
3300,0.0013746162876486778,-0.2084367424249649,0.19406582415103912,,0.19409765303134918,,0.03554597124457359,pretrain,143,19,
3400,0.0011905168648809195,-0.1951078623533249,0.18295341730117798,,0.18770062923431396,,0.1267053633928299,pretrain,147,23,
3500,0.0015158405294641852,-0.17280399799346924,0.1591397523880005,,0.15857338905334473,,0.05089428275823593,pretrain,152,3,
3600,0.0013486272655427456,-0.2030811458826065,0.18377771973609924,,0.1995168924331665,,0.406727135181427,pretrain,156,7,
3700,0.001383801456540823,-0.18708398938179016,0.17710953950881958,,0.17272615432739258,,0.11826790124177933,pretrain,160,11,
3800,0.0014538350515067577,-0.17853358387947083,0.16254299879074097,,0.15949185192584991,,0.0656164363026619,pretrain,164,15,
3900,0.0010242611169815063,-0.15517465770244598,0.14395901560783386,,0.13787025213241577,,0.16838161647319794,pretrain,168,19,
4000,0.0012197926407679915,-0.1692057102918625,0.15346771478652954,,0.16626711189746857,,0.25420165061950684,pretrain,172,23,
4100,0.0011689233360812068,-0.14791928231716156,0.13932029902935028,,0.14283454418182373,,0.06983492523431778,pretrain,177,3,
4200,0.0010615566279739141,-0.14962108433246613,0.13982471823692322,,0.14389581978321075,,0.12237377464771271,pretrain,181,7,
4300,0.0012906937627121806,-0.13350185751914978,0.12568727135658264,,0.12312278151512146,,0.03801321983337402,pretrain,185,11,
4400,0.0012030951911583543,-0.12717288732528687,0.11957027018070221,,0.1144184023141861,,0.1294282227754593,pretrain,189,15,
4500,0.000928970635868609,-0.13832193613052368,0.12937235832214355,,0.1299305409193039,,0.0784088745713234,pretrain,193,19,
4600,0.0013155767228454351,-0.14808814227581024,0.13462257385253906,,0.13992191851139069,,0.1499418467283249,pretrain,197,23,
4700,0.0014510113978758454,-0.12349827587604523,0.12026867270469666,,0.1160350888967514,,0.057439371943473816,pretrain,202,3,
4800,0.001365408068522811,-0.12857387959957123,0.11496680974960327,,0.11857235431671143,,0.10639305412769318,pretrain,206,7,
4900,0.0010856320150196552,-0.1265615075826645,0.1152883917093277,,0.10880206525325775,,0.11043929308652878,pretrain,210,11,
5000,0.002207800280302763,-0.1144096851348877,0.10199683904647827,,0.10980640351772308,,0.10554257035255432,pretrain,214,15,
5100,0.0009817894315347075,-0.10588636994361877,0.09636375308036804,,0.10135089606046677,,0.07428891956806183,pretrain,218,19,
5200,0.0014344088267534971,-0.14238210022449493,0.12213226407766342,,0.12406903505325317,,0.08359875530004501,pretrain,222,23,
5300,0.001444516470655799,-0.12540851533412933,0.11776077747344971,,0.11141673475503922,,0.10047630965709686,pretrain,227,3,
5400,0.0012543147895485163,-0.09912826120853424,0.08842621743679047,,0.09191899746656418,,0.11789004504680634,pretrain,231,7,
5500,0.001199690392240882,-0.10273971408605576,0.09348851442337036,,0.09327904880046844,,0.08473408222198486,pretrain,235,11,
5600,0.0012646224349737167,-0.10925547033548355,0.09665516018867493,,0.10102517902851105,,0.0643843337893486,pretrain,239,15,
5700,0.0012258908245712519,-0.09840681403875351,0.0900782123208046,,0.09289532899856567,,0.053451057523489,pretrain,243,19,
5800,0.0013544398825615644,-0.0872437134385109,0.07580853998661041,,0.07949995994567871,,0.07723356038331985,pretrain,247,23,
5900,0.0011816001497209072,-0.10414595156908035,0.09456661343574524,,0.09134615957736969,,0.09989521652460098,pretrain,252,3,
6000,0.0015920221339911222,-0.09624195843935013,0.08563549816608429,,0.08873774111270905,,0.046692878007888794,pretrain,256,7,
6100,0.0007612248882651329,-0.07741855084896088,0.07141734659671783,,0.06924477219581604,,0.040182970464229584,pretrain,260,11,
6200,0.0009015680407173932,-0.0872868075966835,0.07281720638275146,,0.07446585595607758,,0.04287610948085785,pretrain,264,15,
6300,0.000979745527729392,-0.0799112319946289,0.06597837805747986,,0.0712396651506424,,0.06657060980796814,pretrain,268,19,
6400,0.0010766959749162197,-0.08641847968101501,0.07531464844942093,,0.07505317777395248,,0.03987124189734459,pretrain,272,23,
6500,0.0011346376268193126,-0.07364320009946823,0.05936869606375694,,0.055514708161354065,,0.05053127929568291,pretrain,277,3,
6600,0.0020121915731579065,-0.07777414470911026,0.06942704319953918,,0.06869705021381378,,0.04508541151881218,pretrain,281,7,
6700,0.0012782440753653646,-0.07077813893556595,0.05996689200401306,,0.06940320134162903,,0.11516118794679642,pretrain,285,11,
6800,0.000974206137470901,-0.08251205086708069,0.06691068410873413,,0.0618060827255249,,0.06516145169734955,pretrain,289,15,
6900,0.0011989378836005926,-0.06753530353307724,0.05117454379796982,,0.06369374692440033,,0.15266312658786774,pretrain,293,19,
7000,0.0011627969797700644,-0.06922706961631775,0.05395667999982834,,0.06357347965240479,,0.11144468188285828,pretrain,297,23,
