source_id,original_path,snapshot_path,evidence_class,claim_scope,rows,strategies,windows,sha256
frozen_primary_oos,locked_evaluation/main_oos_v4_operational_retry/publication_results/raw/scored_monthly_panel.csv,input_snapshots/frozen_primary_oos.csv,frozen_primary_evaluation,single_locked_primary_holdout,648,27,1,d88a8cf9eca0756638554fff24e47c12a47407bb68d72ee37e1a672fb6457352
causal_components,analysis_outputs/causal_common_accounting_v2_v3_v4_plot_runtime_v1/raw/scored_monthly_panel.csv,input_snapshots/causal_components.csv,post_holdout_explanatory,causal_component_and_algorithm_explanation_only,3432,143,1,c2e877c51fce537def468ffc5983e7474d6087e90799dc2a596cd844bc91065e
focused_walk_forward,publication_eval/focused_walk_forward_period_panel_v1_final.csv,input_snapshots/focused_walk_forward.csv,retrospective_walk_forward,two_nonoverlapping_retrospective_windows,1152,24,2,a28c91b3679cea7c047786ad77a3f6560cce5d3d573998d9e54b4e782631ed22
synthetic_dose,analysis_outputs/synthetic_dose_response_v1_results/tables/synthetic_dose_scored_period_panel.csv,input_snapshots/synthetic_dose.csv,post_holdout_explanatory,synthetic_unique_path_dose_explanation_only,484,22,1,af6024151805c4553c6eac8e863868b373b2509d4caa7b917fd262cbdf410b6f
synthetic_presentations,analysis_outputs/synthetic_presentation_response_v2_results/tables/synthetic_presentation_scored_period_panel.csv,input_snapshots/synthetic_presentations.csv,post_holdout_explanatory,unique_path_versus_presentation_budget_explanation_only,484,22,1,6dc635c6adf4332f9cb20795160e4eb0364970b85b70ccdf2f59b4cdda0e4ab9
masked_pretraining_controls,analysis_outputs/masked_pretraining_controls_v1_results/tables/masked_pretraining_scored_period_panel.csv,input_snapshots/masked_pretraining_controls.csv,post_holdout_explanatory,matched_historical_and_bootstrap_pretraining_controls,484,22,1,93f852ba6a803ed665b7c0dbc31c500551303f329e4d2c9de36b9b3362a37416
