update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,stage,episode,step,pass
100,0.002854889025911689,-0.053068287670612335,0.03938814997673035,,0.04209004342556,,0.026584608480334282,pretrain,10,11,
200,0.0015974801499396563,-0.062210891395807266,0.047471895813941956,,0.049767062067985535,,0.02806865982711315,pretrain,14,15,
300,0.0016331365332007408,-0.06978204101324081,0.05631011724472046,,0.04887431487441063,,0.08340349793434143,pretrain,18,19,
400,0.0019488604739308357,-0.05666813626885414,0.04693073034286499,,0.04690985381603241,,0.018996024504303932,pretrain,22,23,
500,0.001479162834584713,-0.05417562648653984,0.042479828000068665,,0.04682110995054245,,0.04625333473086357,pretrain,27,3,
600,0.0014959031250327826,-0.06129788979887962,0.050722312182188034,,0.05049385875463486,,0.014075743034482002,pretrain,31,7,
700,0.0018605233635753393,-0.050802335143089294,0.04221337288618088,,0.04873492196202278,,0.07120589911937714,pretrain,35,11,
800,0.0018280978547409177,-0.0526573583483696,0.04284989461302757,,0.04646029323339462,,0.04990469664335251,pretrain,39,15,
900,0.001479484373703599,-0.06529673933982849,0.04928512126207352,,0.050166673958301544,,0.029234522953629494,pretrain,43,19,
1000,0.001653705956414342,-0.055130813270807266,0.04436500370502472,,0.04261422157287598,,0.03334886208176613,pretrain,47,23,
1100,0.0012779675889760256,-0.05849103257060051,0.050853848457336426,,0.04326293617486954,,0.08170069009065628,pretrain,52,3,
1200,0.0012247641570866108,-0.06830450147390366,0.05866329371929169,,0.0636446475982666,,0.05754207819700241,pretrain,56,7,
1300,0.001273367670364678,-0.06326498836278915,0.053966160863637924,,0.05450423061847687,,0.04083617031574249,pretrain,60,11,
1400,0.0015789637109264731,-0.05881509184837341,0.05134841799736023,,0.052050210535526276,,0.027771515771746635,pretrain,64,15,
1500,0.0015484916511923075,-0.05957286059856415,0.044846467673778534,,0.059920236468315125,,0.1707124561071396,pretrain,68,19,
1600,0.001299703842960298,-0.06319345533847809,0.05492795258760452,,0.05890598148107529,,0.05184619128704071,pretrain,72,23,
1700,0.0012160770129412413,-0.06038965284824371,0.0492984876036644,,0.05117230862379074,,0.024213554337620735,pretrain,77,3,
1800,0.0014668547082692385,-0.07950146496295929,0.06287184357643127,,0.06348463892936707,,0.03434691205620766,pretrain,81,7,
1900,0.0013585321139544249,-0.07300399243831635,0.06397688388824463,,0.06624193489551544,,0.030507974326610565,pretrain,85,11,
2000,0.0013776242267340422,-0.0761115625500679,0.06672573834657669,,0.0585038922727108,,0.08975537121295929,pretrain,89,15,
2100,0.0016519229393452406,-0.060097210109233856,0.04796206206083298,,0.05702000483870506,,0.09868048876523972,pretrain,93,19,
2200,0.0010392888216301799,-0.07169225811958313,0.07169348001480103,,0.06394857913255692,,0.08670191466808319,pretrain,97,23,
