window_episodes,metric,value,comparison,threshold,pass
100,mean_leverage_gate,0.7951879776020845,<=,0.95,True
100,fraction_at_gross_cap,0.0,<=,0.75,True
100,gate_gross_mae,6.745258967081705e-08,<=,1e-05,True
100,mean_turnover,0.5372673445903738,<=,1.0,True
100,max_position_limit_violation,0.0,<=,1e-06,True
100,mean_normalized_direction_entropy,0.868688812673529,>=,0.7,True
100,q05_normalized_direction_entropy,0.7958262197035288,>=,0.5,True
100,mean_effective_positions,4.208815098106861,>=,2.5,True
