update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,stage,episode,step,pass
100,0.01385379210114479,0.5281537175178528,-0.5449388027191162,,-0.5279991030693054,,0.18566852807998657,pretrain,10,11,
200,0.013382794335484505,0.4873832166194916,-0.5077188014984131,,-0.505959153175354,,0.0409407801926136,pretrain,14,15,
300,0.008999111130833626,0.49540621042251587,-0.507051944732666,,-0.5098311901092529,,0.06941244751214981,pretrain,18,19,
400,0.009839953854680061,0.44652751088142395,-0.46429258584976196,,-0.4771524965763092,,0.15852001309394836,pretrain,22,23,
500,0.007072539068758488,0.44118401408195496,-0.4556520879268646,,-0.4657135605812073,,0.16191761195659637,pretrain,27,3,
600,0.007851313799619675,0.43798762559890747,-0.45638713240623474,,-0.45513787865638733,,0.05351434648036957,pretrain,31,7,
700,0.004337618127465248,0.4019452929496765,-0.42550206184387207,,-0.42995068430900574,,0.07441801577806473,pretrain,35,11,
800,0.002944702748209238,0.3883407413959503,-0.40787264704704285,,-0.4075416624546051,,0.032138124108314514,pretrain,39,15,
900,0.00593990832567215,0.3809175491333008,-0.39904311299324036,,-0.38230064511299133,,0.26054880023002625,pretrain,43,19,
1000,0.0029094687197357416,0.3576809763908386,-0.3681026101112366,,-0.3673957586288452,,0.03813203424215317,pretrain,47,23,
1100,0.0022114787716418505,0.33271342515945435,-0.35214799642562866,,-0.3463646173477173,,0.13398222625255585,pretrain,52,3,
1200,0.003001938108354807,0.3087228238582611,-0.3161455988883972,,-0.32348254323005676,,0.12575186789035797,pretrain,56,7,
1300,0.0014801606303080916,0.30130535364151,-0.31221622228622437,,-0.31810909509658813,,0.12304053455591202,pretrain,60,11,
1400,0.0016172400210052729,0.305729478597641,-0.3098061680793762,,-0.315412700176239,,0.14917176961898804,pretrain,64,15,
1500,0.001860824297182262,0.27531126141548157,-0.2896221876144409,,-0.29302626848220825,,0.05692184343934059,pretrain,68,19,
1600,0.0013439531903713942,0.2421334832906723,-0.25365719199180603,,-0.26611995697021484,,0.3097548484802246,pretrain,72,23,
1700,0.0015157852321863174,0.25674358010292053,-0.258510947227478,,-0.2729887068271637,,0.2797277569770813,pretrain,77,3,
1800,0.0021393573842942715,0.22773811221122742,-0.24141758680343628,,-0.23584884405136108,,0.1730465143918991,pretrain,81,7,
1900,0.001522397855296731,0.2261209785938263,-0.23859117925167084,,-0.23278361558914185,,0.11609505861997604,pretrain,85,11,
2000,0.0016547581180930138,0.2079397588968277,-0.2173130214214325,,-0.2194034606218338,,0.047286685556173325,pretrain,89,15,
2100,0.0013868684181943536,0.19983723759651184,-0.2094467133283615,,-0.20473282039165497,,0.09536763280630112,pretrain,93,19,
2200,0.0013323777820914984,0.18541306257247925,-0.1978950947523117,,-0.19076208770275116,,0.13297121226787567,pretrain,97,23,
2300,0.001766712754033506,0.16106240451335907,-0.1683085411787033,,-0.18361350893974304,,0.26093512773513794,pretrain,102,3,
2400,0.0013749970821663737,0.16688328981399536,-0.17646124958992004,,-0.17492398619651794,,0.06608062982559204,pretrain,106,7,
2500,0.0011337391333654523,0.16183167695999146,-0.17280547320842743,,-0.16613250970840454,,0.14107902348041534,pretrain,110,11,
2600,0.001400327542796731,0.14450301229953766,-0.15395009517669678,,-0.15816178917884827,,0.052022647112607956,pretrain,114,15,
2700,0.0014751928392797709,0.14019304513931274,-0.15472102165222168,,-0.14995694160461426,,0.07928522676229477,pretrain,118,19,
2800,0.0014740002807229757,0.11597000062465668,-0.12944966554641724,,-0.12618133425712585,,0.05591471865773201,pretrain,122,23,
2900,0.0012037362903356552,0.11277931928634644,-0.12420989573001862,,-0.1282780021429062,,0.08746781945228577,pretrain,127,3,
3000,0.0010722818551585078,0.10946580022573471,-0.1193232536315918,,-0.12695343792438507,,0.10190515965223312,pretrain,131,7,
