Loading configuration from: /gabirel/copula-portfolio-clean/config/config.yaml 
Run mode: full | seed: 20261007 | CVaR simulations/step: 512 | vine simulation cores: 48
Loading synthetic return bundle: data/synthetic_returns.RData
Loaded 1000 pre-training and 61 fine-tuning episodes.
Fine-tuning selection: 37 fit episodes, 23 purged overlapping episodes, 1 validation episode; final refit uses all 61.
Run seed: 20261007
Run mode: full
PyTorch: 2.10.0+cu128
Device: cuda
Action schema: interior_rank_partition_leverage_gate_v5; projection temperature=1.5
Experiment: algorithm=sac; encoder=lstm; vine_features=full; cvar_observation=full; cvar_reward=full; pretraining=vine_synthetic; finetune=True
GPU: NVIDIA A100-SXM4-80GB
PYTHON: Framework ready.
Action schema: interior_rank_partition_leverage_gate_v5 | gross=1.500 | net=1.000 | max_long=0.600 | max_short=0.200
Risk/training: entropy_coef=0.1 | leverage_target=0.800 | leverage_penalty=0.25 | direction_bound=5.000 | AMP=False

============================================================
Stage 1: Pre-training (vine_synthetic)

============================================================
============================================================
STAGE 1: PRE-TRAINING
============================================================
============================================================
TRAIN STAGE STARTED: stage=pretrain, episodes=1000, batch_size=128, updates_per_step=1
============================================================
Episode 1  Reward:  -0.011824  Wealth:    110561.22  Turnover: 1.1078  Gross: 1.2555  Gate: 0.5110
Episode 2  Reward:  -0.150908  Wealth:     94677.51  Turnover: 1.0326  Gross: 1.2523  Gate: 0.5047
Episode 3  Reward:   0.277321  Wealth:    159726.40  Turnover: 1.0402  Gross: 1.2410  Gate: 0.4821
Episode 4  Reward:  -0.389182  Wealth:     77607.54  Turnover: 1.1298  Gross: 1.2426  Gate: 0.4851
Episode 5  Reward:  -0.141065  Wealth:     96365.08  Turnover: 1.0649  Gross: 1.2310  Gate: 0.4621
Episode 6  Reward:  -0.048393  Wealth:    106000.54  Turnover: 1.0131  Gross: 1.2568  Gate: 0.5136
Episode 7  Reward:   0.255270  Wealth:    155143.20  Turnover: 1.0824  Gross: 1.2347  Gate: 0.4695
Episode 8  Reward:   0.064327  Wealth:    119325.17  Turnover: 1.0357  Gross: 1.2391  Gate: 0.4782
Episode 9  Reward:   0.163863  Wealth:    134637.40  Turnover: 0.9908  Gross: 1.2536  Gate: 0.5072
Episode 10  Reward:   0.058953  Wealth:    118847.31  Turnover: 1.0388  Gross: 1.2490  Gate: 0.4980
Episode     10  AvgReward:   0.007836  Noise: 0.1473
Episode 11  Reward:   0.302399  Wealth:    166936.50  Turnover: 1.1106  Gross: 1.2713  Gate: 0.5426
Episode 12  Reward:   0.069361  Wealth:    121053.81  Turnover: 1.0033  Gross: 1.2283  Gate: 0.4566
Episode 13  Reward:  -0.314095  Wealth:     82220.64  Turnover: 1.1497  Gross: 1.2460  Gate: 0.4919
Episode 14  Reward:   0.043896  Wealth:    116184.07  Turnover: 1.0053  Gross: 1.2077  Gate: 0.4154
Episode 15  Reward:  -0.014474  Wealth:    109522.79  Turnover: 1.1281  Gross: 1.2561  Gate: 0.5122
Episode 16  Reward:  -0.070897  Wealth:    103009.23  Turnover: 1.1813  Gross: 1.2526  Gate: 0.5052
Episode 17  Reward:  -0.093681  Wealth:    100895.45  Turnover: 1.0176  Gross: 1.2727  Gate: 0.5454
Episode 18  Reward:  -0.119690  Wealth:     98317.94  Turnover: 0.9697  Gross: 1.2422  Gate: 0.4843
Episode 19  Reward:   0.196131  Wealth:    142784.37  Turnover: 0.9811  Gross: 1.2664  Gate: 0.5329
Episode 20  Reward:  -0.082023  Wealth:    101623.51  Turnover: 1.0519  Gross: 1.2608  Gate: 0.5215
Episode     20  AvgReward:  -0.008307  Noise: 0.1444
Episode 21  Reward:  -0.053559  Wealth:    104536.34  Turnover: 1.0817  Gross: 1.2527  Gate: 0.5053
Episode 22  Reward:  -0.420381  Wealth:     75593.51  Turnover: 1.1970  Gross: 1.2681  Gate: 0.5362
Episode 23  Reward:   0.029032  Wealth:    114015.62  Turnover: 1.0343  Gross: 1.2303  Gate: 0.4606
Episode 24  Reward:   0.032817  Wealth:    115591.67  Turnover: 0.9944  Gross: 1.2568  Gate: 0.5136
Episode 25  Reward:   0.216076  Wealth:    146175.61  Turnover: 0.9968  Gross: 1.2480  Gate: 0.4961
Episode 26  Reward:  -0.146965  Wealth:     95377.30  Turnover: 1.1021  Gross: 1.2778  Gate: 0.5555
Episode 27  Reward:   0.119196  Wealth:    129367.07  Turnover: 1.1442  Gross: 1.2534  Gate: 0.5068
Episode 28  Reward:  -0.003160  Wealth:    110221.88  Turnover: 1.0845  Gross: 1.2740  Gate: 0.5479
Episode 29  Reward:  -0.080242  Wealth:    102170.68  Turnover: 1.0679  Gross: 1.2465  Gate: 0.4931
Episode 30  Reward:   0.056675  Wealth:    119043.81  Turnover: 1.0508  Gross: 1.2845  Gate: 0.5690
Episode     30  AvgReward:  -0.025051  Noise: 0.1415
Episode 31  Reward:   0.271096  Wealth:    159787.47  Turnover: 1.1293  Gross: 1.2271  Gate: 0.4541
Episode 32  Reward:  -0.013082  Wealth:    108145.34  Turnover: 1.0368  Gross: 1.2373  Gate: 0.4745
Episode 33  Reward:  -0.090798  Wealth:    101155.02  Turnover: 1.0792  Gross: 1.2430  Gate: 0.4860
Episode 34  Reward:   0.021722  Wealth:    114195.22  Turnover: 1.0814  Gross: 1.2596  Gate: 0.5191
Episode 35  Reward:   0.045052  Wealth:    117769.30  Turnover: 1.0510  Gross: 1.2630  Gate: 0.5260
Episode 36  Reward:  -0.187719  Wealth:     91759.46  Turnover: 1.2745  Gross: 1.2901  Gate: 0.5801
Episode 37  Reward:  -0.316909  Wealth:     82439.69  Turnover: 0.9855  Gross: 1.2523  Gate: 0.5045
Episode 38  Reward:  -0.010868  Wealth:    110458.44  Turnover: 1.1780  Gross: 1.2522  Gate: 0.5044
Episode 39  Reward:  -0.279381  Wealth:     84822.76  Turnover: 1.0938  Gross: 1.2175  Gate: 0.4349
Episode 40  Reward:  -0.026810  Wealth:    107400.38  Turnover: 1.0495  Gross: 1.2524  Gate: 0.5048
Episode     40  AvgReward:  -0.058770  Noise: 0.1387
Episode 41  Reward:   0.128312  Wealth:    128950.34  Turnover: 1.1034  Gross: 1.2580  Gate: 0.5159
Episode 42  Reward:   0.170199  Wealth:    141738.18  Turnover: 0.8135  Gross: 1.3300  Gate: 0.6601
Episode 43  Reward:   0.008838  Wealth:    121621.19  Turnover: 0.2051  Gross: 1.5000  Gate: 0.9999
Episode 44  Reward:  -0.086548  Wealth:    108548.15  Turnover: 0.2542  Gross: 1.5000  Gate: 0.9999
Episode 45  Reward:  -0.871974  Wealth:     58581.84  Turnover: 0.3170  Gross: 1.5000  Gate: 1.0000
Episode 46  Reward:  -0.544295  Wealth:     72698.32  Turnover: 0.3480  Gross: 1.5000  Gate: 1.0000
Episode 47  Reward:  -0.256402  Wealth:     91526.50  Turnover: 0.3175  Gross: 1.5000  Gate: 1.0000
Episode 48  Reward:  -0.035099  Wealth:    115406.74  Turnover: 0.3337  Gross: 1.5000  Gate: 1.0000
Episode 49  Reward:   0.297880  Wealth:    186869.19  Turnover: 0.2515  Gross: 1.5000  Gate: 1.0000
Episode 50  Reward:   0.281571  Wealth:    181291.40  Turnover: 0.2642  Gross: 1.5000  Gate: 1.0000
Episode     50  AvgReward:  -0.090752  Noise: 0.1360
Episode 51  Reward:   0.092034  Wealth:    134983.02  Turnover: 0.1970  Gross: 1.5000  Gate: 1.0000
Episode 52  Reward:  -0.090469  Wealth:    108414.58  Turnover: 0.1942  Gross: 1.5000  Gate: 1.0000
Episode 53  Reward:  -0.592169  Wealth:     70238.48  Turnover: 0.1785  Gross: 1.5000  Gate: 1.0000
Episode 54  Reward:  -2.184265  Wealth:     33137.98  Turnover: 0.1544  Gross: 1.5000  Gate: 1.0000
Episode 55  Reward:   0.286210  Wealth:    182880.89  Turnover: 0.2167  Gross: 1.5000  Gate: 1.0000
Episode 56  Reward:   0.180784  Wealth:    154453.17  Turnover: 0.1899  Gross: 1.5000  Gate: 1.0000
Episode 57  Reward:  -0.872935  Wealth:     58461.82  Turnover: 0.3004  Gross: 1.5000  Gate: 1.0000
Episode 58  Reward:  -0.282672  Wealth:     89937.18  Turnover: 0.3137  Gross: 1.5000  Gate: 1.0000
Episode 59  Reward:  -0.142023  Wealth:    102940.32  Turnover: 0.2613  Gross: 1.5000  Gate: 1.0000
Episode 60  Reward:  -0.172920  Wealth:     99848.78  Turnover: 0.3189  Gross: 1.5000  Gate: 1.0000
Episode     60  AvgReward:  -0.377842  Noise: 0.1333
Episode 61  Reward:   0.090150  Wealth:    135591.70  Turnover: 0.2597  Gross: 1.5000  Gate: 1.0000
Episode 62  Reward:  -0.570145  Wealth:     71321.21  Turnover: 0.2503  Gross: 1.5000  Gate: 1.0000
Episode 63  Reward:  -0.228491  Wealth:     94931.64  Turnover: 0.2365  Gross: 1.5000  Gate: 1.0000
Episode 64  Reward:   0.040851  Wealth:    126930.08  Turnover: 0.2255  Gross: 1.5000  Gate: 1.0000
