Loading configuration from: /gabirel/copula-portfolio-clean/config/config.yaml 
Run mode: full | seed: 20261010 | CVaR simulations/step: 512 | vine simulation cores: 48
Loading synthetic return bundle: data/synthetic_returns.RData
Loaded 1000 pre-training and 61 fine-tuning episodes.
Fine-tuning selection: 37 fit episodes, 23 purged overlapping episodes, 1 validation episode; final refit uses all 61.
Run seed: 20261010
Run mode: full
PyTorch: 2.10.0+cu128
Device: cuda
Action schema: interior_rank_partition_leverage_gate_v5; projection temperature=1.5
Experiment: algorithm=sac; encoder=lstm; vine_features=full; cvar_observation=full; cvar_reward=full; pretraining=vine_synthetic; finetune=True
GPU: NVIDIA A100-SXM4-80GB
PYTHON: Framework ready.
Action schema: interior_rank_partition_leverage_gate_v5 | gross=1.500 | net=1.000 | max_long=0.600 | max_short=0.200
Risk/training: entropy_coef=0.1 | leverage_target=0.800 | leverage_penalty=0.25 | direction_bound=5.000 | AMP=False

============================================================
Stage 1: Pre-training (vine_synthetic)

============================================================
============================================================
STAGE 1: PRE-TRAINING
============================================================
============================================================
TRAIN STAGE STARTED: stage=pretrain, episodes=1000, batch_size=128, updates_per_step=1
============================================================
Episode 1  Reward:   0.110528  Wealth:    127039.83  Turnover: 1.1096  Gross: 1.2508  Gate: 0.5015
Episode 2  Reward:  -0.007398  Wealth:    109646.44  Turnover: 1.0459  Gross: 1.2800  Gate: 0.5599
Episode 3  Reward:   0.193253  Wealth:    141693.46  Turnover: 1.1569  Gross: 1.2626  Gate: 0.5253
Episode 4  Reward:  -0.320513  Wealth:     81507.76  Turnover: 1.1153  Gross: 1.2567  Gate: 0.5133
Episode 5  Reward:  -0.078839  Wealth:    102016.15  Turnover: 1.0829  Gross: 1.2641  Gate: 0.5282
Episode 6  Reward:  -0.029646  Wealth:    107345.11  Turnover: 1.1006  Gross: 1.2584  Gate: 0.5169
Episode 7  Reward:   0.242396  Wealth:    152259.98  Turnover: 1.0159  Gross: 1.2287  Gate: 0.4574
Episode 8  Reward:   0.005655  Wealth:    112303.97  Turnover: 1.0018  Gross: 1.2391  Gate: 0.4782
Episode 9  Reward:   0.149078  Wealth:    133112.86  Turnover: 1.1921  Gross: 1.2658  Gate: 0.5316
Episode 10  Reward:   0.124198  Wealth:    129181.49  Turnover: 1.1003  Gross: 1.2402  Gate: 0.4803
Episode     10  AvgReward:   0.038871  Noise: 0.1473
Episode 11  Reward:   0.283940  Wealth:    162843.98  Turnover: 1.0860  Gross: 1.2800  Gate: 0.5600
Episode 12  Reward:  -0.054626  Wealth:    105054.12  Turnover: 1.0773  Gross: 1.2714  Gate: 0.5428
Episode 13  Reward:  -0.617818  Wealth:     66067.95  Turnover: 1.0444  Gross: 1.2721  Gate: 0.5443
Episode 14  Reward:  -0.089163  Wealth:    100793.91  Turnover: 1.0005  Gross: 1.2352  Gate: 0.4704
Episode 15  Reward:   0.107075  Wealth:    124447.06  Turnover: 0.9392  Gross: 1.2465  Gate: 0.4931
Episode 16  Reward:   0.042074  Wealth:    117235.26  Turnover: 0.9775  Gross: 1.2348  Gate: 0.4696
Episode 17  Reward:  -0.004597  Wealth:    110628.03  Turnover: 1.0635  Gross: 1.2601  Gate: 0.5201
Episode 18  Reward:  -0.233910  Wealth:     88355.05  Turnover: 1.0877  Gross: 1.2655  Gate: 0.5310
Episode 19  Reward:   0.195514  Wealth:    142675.51  Turnover: 1.2198  Gross: 1.2612  Gate: 0.5224
Episode 20  Reward:  -0.015490  Wealth:    109659.28  Turnover: 1.0835  Gross: 1.2467  Gate: 0.4933
Episode     20  AvgReward:  -0.038700  Noise: 0.1444
Episode 21  Reward:  -0.041018  Wealth:    106118.52  Turnover: 1.0367  Gross: 1.2384  Gate: 0.4768
Episode 22  Reward:  -0.231987  Wealth:     88362.49  Turnover: 1.1451  Gross: 1.2432  Gate: 0.4863
Episode 23  Reward:   0.063632  Wealth:    119114.74  Turnover: 1.1258  Gross: 1.1953  Gate: 0.3907
Episode 24  Reward:   0.122608  Wealth:    129180.38  Turnover: 1.0357  Gross: 1.2555  Gate: 0.5111
Episode 25  Reward:   0.220159  Wealth:    146703.08  Turnover: 1.1243  Gross: 1.2654  Gate: 0.5307
Episode 26  Reward:  -0.314015  Wealth:     82418.09  Turnover: 1.0996  Gross: 1.2890  Gate: 0.5780
Episode 27  Reward:   0.123224  Wealth:    128453.23  Turnover: 1.0216  Gross: 1.2419  Gate: 0.4838
Episode 28  Reward:  -0.125092  Wealth:     96903.82  Turnover: 0.9840  Gross: 1.2589  Gate: 0.5178
Episode 29  Reward:  -0.137469  Wealth:     96424.30  Turnover: 1.0870  Gross: 1.2800  Gate: 0.5600
Episode 30  Reward:  -0.151854  Wealth:     94778.36  Turnover: 1.0564  Gross: 1.2499  Gate: 0.4998
Episode     30  AvgReward:  -0.047181  Noise: 0.1415
Episode 31  Reward:   0.225469  Wealth:    148736.88  Turnover: 0.9956  Gross: 1.2679  Gate: 0.5359
Episode 32  Reward:   0.017298  Wealth:    113723.37  Turnover: 1.0559  Gross: 1.2325  Gate: 0.4651
Episode 33  Reward:  -0.014949  Wealth:    110279.97  Turnover: 1.0836  Gross: 1.2678  Gate: 0.5356
Episode 34  Reward:   0.009434  Wealth:    112507.59  Turnover: 1.0689  Gross: 1.2026  Gate: 0.4053
Episode 35  Reward:  -0.013902  Wealth:    109225.73  Turnover: 0.9239  Gross: 1.1849  Gate: 0.3697
Episode 36  Reward:  -0.186092  Wealth:     92478.99  Turnover: 1.0836  Gross: 1.2776  Gate: 0.5551
Episode 37  Reward:  -0.231818  Wealth:     88029.71  Turnover: 0.9392  Gross: 1.2358  Gate: 0.4716
Episode 38  Reward:   0.060421  Wealth:    120711.82  Turnover: 1.0215  Gross: 1.2701  Gate: 0.5402
Episode 39  Reward:  -0.369461  Wealth:     78770.44  Turnover: 0.9954  Gross: 1.2415  Gate: 0.4830
Episode 40  Reward:  -0.093558  Wealth:    100491.11  Turnover: 1.0551  Gross: 1.2574  Gate: 0.5147
Episode     40  AvgReward:  -0.059716  Noise: 0.1387
Episode 41  Reward:  -0.026297  Wealth:    107653.80  Turnover: 1.0630  Gross: 1.2504  Gate: 0.5008
Episode 42  Reward:   0.159543  Wealth:    133382.45  Turnover: 0.8282  Gross: 1.3017  Gate: 0.6033
Episode 43  Reward:   0.104486  Wealth:    123580.05  Turnover: 0.3437  Gross: 1.5000  Gate: 0.9999
Episode 44  Reward:   0.134672  Wealth:    130689.83  Turnover: 0.5711  Gross: 1.5000  Gate: 1.0000
Episode 45  Reward:   0.002170  Wealth:    112903.22  Turnover: 0.5532  Gross: 1.5000  Gate: 1.0000
Episode 46  Reward:  -0.028657  Wealth:    107290.43  Turnover: 0.6111  Gross: 1.5000  Gate: 1.0000
Episode 47  Reward:   0.082881  Wealth:    124039.14  Turnover: 0.4982  Gross: 1.5000  Gate: 1.0000
Episode 48  Reward:   0.011272  Wealth:    112323.30  Turnover: 0.4363  Gross: 1.5000  Gate: 1.0000
Episode 49  Reward:   0.343380  Wealth:    177584.92  Turnover: 0.4445  Gross: 1.5000  Gate: 1.0000
Episode 50  Reward:   0.184565  Wealth:    137714.30  Turnover: 0.4976  Gross: 1.5000  Gate: 1.0000
Episode     50  AvgReward:   0.096801  Noise: 0.1360
Episode 51  Reward:   0.101522  Wealth:    125021.98  Turnover: 0.6244  Gross: 1.5000  Gate: 0.9999
Episode 52  Reward:  -0.222109  Wealth:     89375.33  Turnover: 0.4983  Gross: 1.5000  Gate: 1.0000
Episode 53  Reward:  -0.152717  Wealth:     94227.91  Turnover: 0.4858  Gross: 1.5000  Gate: 1.0000
Episode 54  Reward:  -0.463261  Wealth:     74633.40  Turnover: 0.5218  Gross: 1.4999  Gate: 0.9997
Episode 55  Reward:   0.004213  Wealth:    111696.08  Turnover: 0.3897  Gross: 1.4996  Gate: 0.9991
Episode 56  Reward:  -0.110012  Wealth:     98222.66  Turnover: 0.5534  Gross: 1.5000  Gate: 0.9999
Episode 57  Reward:   0.012955  Wealth:    113779.23  Turnover: 0.7238  Gross: 1.5000  Gate: 0.9999
Episode 58  Reward:   0.245699  Wealth:    151887.08  Turnover: 0.4999  Gross: 1.5000  Gate: 1.0000
Episode 59  Reward:   0.030481  Wealth:    113336.00  Turnover: 0.3931  Gross: 1.4999  Gate: 0.9999
Episode 60  Reward:   0.002086  Wealth:    110128.10  Turnover: 0.4889  Gross: 1.4999  Gate: 0.9998
Episode     60  AvgReward:  -0.055114  Noise: 0.1333
Episode 61  Reward:   0.132811  Wealth:    128347.88  Turnover: 0.6290  Gross: 1.4995  Gate: 0.9989
Episode 62  Reward:   0.068213  Wealth:    119139.27  Turnover: 0.9634  Gross: 1.4979  Gate: 0.9959
Episode 63  Reward:  -0.071647  Wealth:    101479.35  Turnover: 0.6963  Gross: 1.4811  Gate: 0.9623
Episode 64  Reward:   0.172783  Wealth:    135291.90  Turnover: 0.8476  Gross: 1.4981  Gate: 0.9962
Episode 65  Reward:   0.024368  Wealth:    111693.77  Turnover: 0.6357  Gross: 1.4908  Gate: 0.9815
Episode 66  Reward:   0.128779  Wealth:    127763.69  Turnover: 0.5058  Gross: 1.4992  Gate: 0.9985
Episode 67  Reward:  -0.407198  Wealth:     76922.91  Turnover: 0.4843  Gross: 1.4996  Gate: 0.9991
Episode 68  Reward:  -0.199024  Wealth:     92415.75  Turnover: 0.5604  Gross: 1.4998  Gate: 0.9995
Episode 69  Reward:  -0.216784  Wealth:     91693.38  Turnover: 0.3907  Gross: 1.4996  Gate: 0.9992
Episode 70  Reward:   0.007038  Wealth:    114844.54  Turnover: 0.4650  Gross: 1.5000  Gate: 1.0000
Episode     70  AvgReward:  -0.036066  Noise: 0.1306
Episode 71  Reward:   0.009883  Wealth:    115984.68  Turnover: 0.3417  Gross: 1.5000  Gate: 1.0000
Episode 72  Reward:   0.026440  Wealth:    118142.97  Turnover: 0.3868  Gross: 1.5000  Gate: 1.0000
Episode 73  Reward:   0.111703  Wealth:    129590.55  Turnover: 0.5458  Gross: 1.5000  Gate: 1.0000
Episode 74  Reward:   0.160713  Wealth:    139361.58  Turnover: 0.4679  Gross: 1.4998  Gate: 0.9996
Episode 75  Reward:   0.113122  Wealth:    129770.13  Turnover: 0.5815  Gross: 1.4994  Gate: 0.9987
Episode 76  Reward:  -0.456974  Wealth:     73930.56  Turnover: 0.6145  Gross: 1.4997  Gate: 0.9994
Episode 77  Reward:  -0.226577  Wealth:     89481.24  Turnover: 0.6408  Gross: 1.5000  Gate: 1.0000
Episode 78  Reward:  -0.011931  Wealth:    109080.64  Turnover: 0.7547  Gross: 1.5000  Gate: 1.0000
Episode 79  Reward:   0.107251  Wealth:    123836.46  Turnover: 0.9478  Gross: 1.4999  Gate: 0.9999
Episode 80  Reward:  -0.280766  Wealth:     83143.46  Turnover: 0.7414  Gross: 1.4999  Gate: 0.9999
Episode     80  AvgReward:  -0.044714  Noise: 0.1281
Episode 81  Reward:   0.157660  Wealth:    130737.59  Turnover: 0.6420  Gross: 1.4998  Gate: 0.9997
Episode 82  Reward:  -0.144306  Wealth:     92952.76  Turnover: 0.5024  Gross: 1.5000  Gate: 0.9999
Episode 83  Reward:  -0.038974  Wealth:    103758.86  Turnover: 0.5278  Gross: 1.5000  Gate: 1.0000
Episode 84  Reward:   0.065179  Wealth:    117688.80  Turnover: 0.5130  Gross: 1.5000  Gate: 1.0000
Episode 85  Reward:   0.126846  Wealth:    123799.01  Turnover: 0.3870  Gross: 1.5000  Gate: 1.0000
Episode 86  Reward:  -0.030006  Wealth:    104333.97  Turnover: 0.4190  Gross: 1.5000  Gate: 1.0000
Episode 87  Reward:  -0.009595  Wealth:    106697.78  Turnover: 0.4622  Gross: 1.5000  Gate: 1.0000
Episode 88  Reward:   0.117949  Wealth:    122393.37  Turnover: 0.5115  Gross: 1.5000  Gate: 1.0000
Episode 89  Reward:   0.053169  Wealth:    113006.00  Turnover: 0.3695  Gross: 1.5000  Gate: 1.0000
Episode 90  Reward:   0.013619  Wealth:    108346.69  Turnover: 0.4226  Gross: 1.5000  Gate: 1.0000
Episode     90  AvgReward:   0.031154  Noise: 0.1255
Episode 91  Reward:   0.005577  Wealth:    107780.19  Turnover: 0.5131  Gross: 1.5000  Gate: 1.0000
Episode 92  Reward:   0.049292  Wealth:    113043.84  Turnover: 0.4541  Gross: 1.5000  Gate: 1.0000
Episode 93  Reward:   0.073457  Wealth:    115987.24  Turnover: 0.5075  Gross: 1.5000  Gate: 1.0000
Episode 94  Reward:  -0.126728  Wealth:     94395.74  Turnover: 0.3678  Gross: 1.5000  Gate: 1.0000
Episode 95  Reward:   0.165033  Wealth:    129809.59  Turnover: 0.4635  Gross: 1.5000  Gate: 1.0000
Episode 96  Reward:   0.076966  Wealth:    117555.39  Turnover: 0.5320  Gross: 1.5000  Gate: 1.0000
Episode 97  Reward:  -0.155294  Wealth:     91898.05  Turnover: 0.3335  Gross: 1.5000  Gate: 1.0000
Episode 98  Reward:  -0.252555  Wealth:     85570.34  Turnover: 0.4247  Gross: 1.5000  Gate: 1.0000
Episode 99  Reward:  -0.230850  Wealth:     87354.98  Turnover: 0.3949  Gross: 1.5000  Gate: 1.0000
Episode 100  Reward:   0.137066  Wealth:    126517.76  Turnover: 0.5022  Gross: 1.5000  Gate: 1.0000
Episode    100  AvgReward:  -0.025803  Noise: 0.1230
Episode 101  Reward:  -0.261482  Wealth:     83522.08  Turnover: 0.4428  Gross: 1.5000  Gate: 1.0000
Episode 102  Reward:   0.007132  Wealth:    110286.06  Turnover: 0.4017  Gross: 1.5000  Gate: 1.0000
Episode 103  Reward:   0.215088  Wealth:    140577.62  Turnover: 0.4846  Gross: 1.5000  Gate: 1.0000
Episode 104  Reward:  -0.133766  Wealth:     94239.31  Turnover: 0.4831  Gross: 1.5000  Gate: 1.0000
Episode 105  Reward:   0.140707  Wealth:    127781.90  Turnover: 0.5071  Gross: 1.5000  Gate: 1.0000
Episode 106  Reward:   0.126585  Wealth:    125962.47  Turnover: 0.3306  Gross: 1.5000  Gate: 1.0000
Episode 107  Reward:   0.012099  Wealth:    109168.28  Turnover: 0.4885  Gross: 1.5000  Gate: 1.0000
Episode 108  Reward:  -0.125591  Wealth:     94819.92  Turnover: 0.4078  Gross: 1.5000  Gate: 1.0000
Episode 109  Reward:   0.115160  Wealth:    123043.43  Turnover: 0.4925  Gross: 1.5000  Gate: 1.0000
Episode 110  Reward:  -0.194295  Wealth:     89418.96  Turnover: 0.5703  Gross: 1.5000  Gate: 1.0000
Episode    110  AvgReward:  -0.009836  Noise: 0.1206
Episode 111  Reward:   0.032457  Wealth:    111101.38  Turnover: 0.4804  Gross: 1.5000  Gate: 1.0000
Episode 112  Reward:   0.109351  Wealth:    122428.39  Turnover: 0.4395  Gross: 1.5000  Gate: 1.0000
Episode 113  Reward:  -0.028171  Wealth:    105379.61  Turnover: 0.7223  Gross: 1.5000  Gate: 1.0000
Episode 114  Reward:   0.189473  Wealth:    135322.59  Turnover: 0.5769  Gross: 1.5000  Gate: 1.0000
Episode 115  Reward:   0.197746  Wealth:    137713.51  Turnover: 0.4689  Gross: 1.5000  Gate: 1.0000
Episode 116  Reward:   0.203489  Wealth:    143413.66  Turnover: 0.4183  Gross: 1.5000  Gate: 1.0000
Episode 117  Reward:  -0.036708  Wealth:    105652.28  Turnover: 0.3796  Gross: 1.5000  Gate: 1.0000
Episode 118  Reward:   0.286687  Wealth:    157833.00  Turnover: 0.4033  Gross: 1.5000  Gate: 1.0000
Episode 119  Reward:   0.191230  Wealth:    137507.82  Turnover: 0.5131  Gross: 1.5000  Gate: 1.0000
