update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,entropy_temperature,stage,episode,step,pass
100,0.06533723324537277,0.20838147401809692,-0.19322407245635986,-0.2334796041250229,-0.21908554434776306,0.041715703904628754,0.3854450583457947,0.09705892205238342,pretrain,10,11,
200,0.07532235980033875,0.20812249183654785,-0.19817441701889038,-0.2210225760936737,-0.1977369338274002,0.025963541120290756,0.2719825506210327,0.09413766115903854,pretrain,14,15,
300,0.07214643806219101,0.10625047236680984,-0.13993296027183533,-0.13812947273254395,-0.1690817028284073,0.014872374944388866,0.5001853108406067,0.0912625789642334,pretrain,18,19,
400,0.0911559909582138,0.054809585213661194,-0.10934111475944519,-0.10842134058475494,-0.0833020806312561,0.014576632529497147,0.413625031709671,0.08844549208879471,pretrain,22,23,
500,0.04868597164750099,0.010583505034446716,-0.05839056521654129,-0.06507787108421326,-0.06605170667171478,0.014337797649204731,0.1063702180981636,0.08568926155567169,pretrain,27,3,
600,0.04920108616352081,-0.07614417374134064,-0.009688053280115128,-0.009898675605654716,-0.023051464930176735,0.013265804387629032,0.22850920259952545,0.08299314230680466,pretrain,31,7,
700,0.045998550951480865,-0.12092521786689758,0.049758099019527435,0.05438201129436493,0.04016713425517082,0.01197233609855175,0.17296363413333893,0.08035790920257568,pretrain,35,11,
800,0.0456162691116333,-0.19649237394332886,0.09926914423704147,0.09862236678600311,0.08469326049089432,0.0125882588326931,0.21244123578071594,0.07778504490852356,pretrain,39,15,
900,0.050584934651851654,-0.22965547442436218,0.12178662419319153,0.12596754729747772,0.15479765832424164,0.01025339961051941,0.42777785658836365,0.0752856582403183,pretrain,43,19,
1000,0.048816099762916565,-0.3369302451610565,0.21183019876480103,0.2083863466978073,0.21680746972560883,0.011899933218955994,0.12035760283470154,0.07284042984247208,pretrain,47,23,
1100,0.036979153752326965,-0.38997817039489746,0.2897145748138428,0.2761322855949402,0.2975943684577942,0.021520424634218216,0.23692016303539276,0.0704728439450264,pretrain,52,3,
1200,0.044008299708366394,-0.48433718085289,0.3502122759819031,0.34385472536087036,0.33374446630477905,0.01846635341644287,0.22645650804042816,0.0681740790605545,pretrain,56,7,
1300,0.04480373114347458,-0.5579931735992432,0.39156827330589294,0.3938807249069214,0.41460126638412476,0.011496035382151604,0.3082955777645111,0.06594590842723846,pretrain,60,11,
1400,0.04945722222328186,-0.6061351299285889,0.453914999961853,0.46466904878616333,0.4868089556694031,0.022008948028087616,0.4119459092617035,0.06378739327192307,pretrain,64,15,
1500,0.055002421140670776,-0.7534765601158142,0.5899306535720825,0.5854244232177734,0.5313563346862793,0.025556903332471848,0.918371319770813,0.061678655445575714,pretrain,68,19,
1600,0.05029130354523659,-0.7428078055381775,0.6077635884284973,0.5972973108291626,0.5826109051704407,0.03549419716000557,0.9004232883453369,0.05963808298110962,pretrain,72,23,
1700,0.041956014931201935,-0.8492386341094971,0.6397545337677002,0.6330755949020386,0.6492222547531128,0.03799493610858917,0.8373534083366394,0.057660412043333054,pretrain,77,3,
1800,0.03976500779390335,-0.8797675371170044,0.7059746980667114,0.7310541868209839,0.7141226530075073,0.03386249393224716,0.35519129037857056,0.055749885737895966,pretrain,81,7,
1900,0.03893449157476425,-0.9874952435493469,0.7835279703140259,0.8085013031959534,0.7803916931152344,0.03737686574459076,1.549868106842041,0.053906507790088654,pretrain,85,11,
2000,0.038119036704301834,-0.9809283018112183,0.8009358048439026,0.7956229448318481,0.7833558320999146,0.04351609945297241,2.1391537189483643,0.05211913213133812,pretrain,89,15,
2100,0.03285718336701393,-1.0468854904174805,0.8926886320114136,0.8808244466781616,0.8683221340179443,0.03208006173372269,0.8421670794487,0.050386469811201096,pretrain,93,19,
2200,0.03934474661946297,-1.1010669469833374,0.8852938413619995,0.9312195777893066,0.8954094648361206,0.05471278727054596,2.6597843170166016,0.048714779317379,pretrain,97,23,
2300,0.035011932253837585,-1.2669508457183838,1.056929588317871,1.04612398147583,1.0626165866851807,0.028652753680944443,0.8745509386062622,0.04709825664758682,pretrain,102,3,
2400,0.024390075355768204,-1.3133487701416016,1.1246366500854492,1.0953856706619263,1.0914639234542847,0.04269197955727577,2.420189142227173,0.0455336794257164,pretrain,106,7,
2500,0.02375970035791397,-1.4282162189483643,1.1995408535003662,1.1973657608032227,1.2105759382247925,0.02837510034441948,0.6353282928466797,0.044021688401699066,pretrain,110,11,
2600,0.0268973670899868,-1.3669010400772095,1.206669807434082,1.1819809675216675,1.232729434967041,0.03707989677786827,3.711276054382324,0.04255927354097366,pretrain,114,15,
2700,0.019032472744584084,-1.4861737489700317,1.2415080070495605,1.2607834339141846,1.268896460533142,0.03244739770889282,2.276247978210449,0.04114939644932747,pretrain,118,19,
2800,0.020297285169363022,-1.5747472047805786,1.4179377555847168,1.4083836078643799,1.413809061050415,0.027500463649630547,1.3342055082321167,0.03978776931762695,pretrain,122,23,
2900,0.021090097725391388,-1.579903483390808,1.408442735671997,1.401328444480896,1.3908014297485352,0.03241703286767006,0.8002935647964478,0.03847074881196022,pretrain,127,3,
3000,0.016358425840735435,-1.632817029953003,1.4534729719161987,1.449636697769165,1.446081519126892,0.025669749826192856,0.6694431304931641,0.03719739615917206,pretrain,131,7,
3100,0.01453806459903717,-1.7507704496383667,1.5806074142456055,1.575879693031311,1.5592710971832275,0.028660856187343597,1.066771388053894,0.03596918284893036,pretrain,135,11,
3200,0.01244385540485382,-1.789454698562622,1.5939762592315674,1.6153995990753174,1.5944247245788574,0.031535129994153976,0.998836874961853,0.03478075936436653,pretrain,139,15,
3300,0.011193839833140373,-1.716458797454834,1.5124529600143433,1.5293998718261719,1.526196002960205,0.029381491243839264,0.7490805983543396,0.033633388578891754,pretrain,143,19,
3400,0.017191831022500992,-1.8934593200683594,1.726566195487976,1.7153278589248657,1.7329003810882568,0.03316070884466171,0.9670114517211914,0.032523225992918015,pretrain,147,23,
3500,0.013078673742711544,-1.8044588565826416,1.607829213142395,1.6625308990478516,1.6287310123443604,0.05903410166501999,3.018460512161255,0.03145412728190422,pretrain,152,3,
3600,0.012088794261217117,-2.0868301391601562,1.9026787281036377,1.9040590524673462,1.9159220457077026,0.03146553784608841,2.039846181869507,0.030418382957577705,pretrain,156,7,
3700,0.015528642572462559,-1.9743947982788086,1.7632923126220703,1.7667516469955444,1.77953040599823,0.03277255594730377,1.228074312210083,0.029420197010040283,pretrain,160,11,
3800,0.012777816504240036,-2.1238625049591064,1.9715049266815186,1.983764410018921,1.9617804288864136,0.02886900305747986,2.946964740753174,0.0284549742937088,pretrain,164,15,
3900,0.015977654606103897,-2.210775852203369,2.0297253131866455,2.026745557785034,1.9822875261306763,0.02804960124194622,4.227241516113281,0.02752060815691948,pretrain,168,19,
4000,0.01380595751106739,-2.0681471824645996,1.908211350440979,1.8790152072906494,1.928607702255249,0.043980926275253296,3.5435702800750732,0.026619378477334976,pretrain,172,23,
4100,0.011596962809562683,-1.967560052871704,1.8170583248138428,1.7775697708129883,1.8146623373031616,0.04707302153110504,2.3616302013397217,0.025748202577233315,pretrain,177,3,
4200,0.007031124085187912,-1.984959363937378,1.7948198318481445,1.7990063428878784,1.7994978427886963,0.02945401519536972,0.4480874240398407,0.024908235296607018,pretrain,181,7,
4300,0.008357366546988487,-2.182227849960327,1.9779150485992432,1.9925236701965332,1.9975491762161255,0.03351890295743942,1.5056052207946777,0.02409573644399643,pretrain,185,11,
4400,0.014577359892427921,-2.232440948486328,2.0528228282928467,2.0418097972869873,2.0054514408111572,0.03110325336456299,4.316353797912598,0.023310057818889618,pretrain,189,15,
4500,0.008223187178373337,-1.9662963151931763,1.8055152893066406,1.836771845817566,1.8160836696624756,0.0396275520324707,1.6667224168777466,0.022549239918589592,pretrain,193,19,
4600,0.007981305941939354,-2.0629348754882812,1.8916720151901245,1.9119112491607666,1.8883811235427856,0.03702346235513687,1.5008327960968018,0.021817123517394066,pretrain,197,23,
4700,0.008839249610900879,-2.2106497287750244,2.0524284839630127,2.0610103607177734,2.033519744873047,0.02667181007564068,1.9631930589675903,0.021108008921146393,pretrain,202,3,
4800,0.009219104424118996,-2.3022549152374268,2.1438252925872803,2.181074857711792,2.1510815620422363,0.04320419207215309,1.83938729763031,0.020423509180545807,pretrain,206,7,
4900,0.009190365672111511,-2.199601411819458,2.0403754711151123,2.1039633750915527,2.0725810527801514,0.06604935228824615,3.030027389526367,0.019761180505156517,pretrain,210,11,
5000,0.006692961324006319,-2.3267555236816406,2.144894599914551,2.1508283615112305,2.1500372886657715,0.02341270260512829,0.7617906332015991,0.019120411947369576,pretrain,214,15,
5100,0.006667726207524538,-2.0470776557922363,1.885411024093628,1.8777880668640137,1.8996570110321045,0.02932104468345642,1.3384149074554443,0.018502792343497276,pretrain,218,19,
5200,0.0077576483599841595,-2.269660234451294,2.106781244277954,2.107295513153076,2.1313223838806152,0.02792159467935562,1.2384657859802246,0.01790512353181839,pretrain,222,23,
5300,0.00925440900027752,-2.164318561553955,1.9791996479034424,2.020562171936035,2.0212392807006836,0.04596734046936035,2.4261903762817383,0.017326781526207924,pretrain,227,3,
5400,0.006887773983180523,-1.9872205257415771,1.8276314735412598,1.8270400762557983,1.8537335395812988,0.027917474508285522,1.6092009544372559,0.01676749438047409,pretrain,231,7,
5500,0.012287437915802002,-2.2629055976867676,2.0859198570251465,2.143157482147217,2.151538848876953,0.0589781329035759,3.746772289276123,0.01622731424868107,pretrain,235,11,
5600,0.006893589161336422,-2.0772995948791504,1.9657940864562988,1.9460543394088745,1.9307658672332764,0.029331829398870468,2.112075090408325,0.015704408288002014,pretrain,239,15,
5700,0.006404222920536995,-2.0991051197052,1.9517805576324463,1.9643043279647827,1.9701056480407715,0.027188654989004135,1.2572373151779175,0.015198207460343838,pretrain,243,19,
5800,0.0064226677641272545,-2.0890896320343018,1.953911304473877,1.9646580219268799,1.936948299407959,0.030986405909061432,1.6937804222106934,0.014709592796862125,pretrain,247,23,
5900,0.004321336280554533,-2.0566022396087646,1.9452557563781738,1.9427965879440308,1.935888648033142,0.024020183831453323,0.5449132323265076,0.01423769909888506,pretrain,252,3,
6000,0.006241447292268276,-1.940321922302246,1.7773873805999756,1.7696619033813477,1.7844657897949219,0.022472698241472244,0.9593048691749573,0.013780271634459496,pretrain,256,7,
6100,0.005510244518518448,-1.98968505859375,1.8556864261627197,1.8415453433990479,1.8418712615966797,0.024721922352910042,0.7384469509124756,0.013338031247258186,pretrain,260,11,
6200,0.004444471560418606,-2.1680214405059814,2.0280046463012695,2.027479410171509,2.041745662689209,0.02232273668050766,0.8258363604545593,0.012910223565995693,pretrain,264,15,
6300,0.005376611836254597,-1.8987905979156494,1.7705683708190918,1.7932071685791016,1.7896498441696167,0.029514983296394348,0.8965676426887512,0.012497109360992908,pretrain,268,19,
6400,0.003938361071050167,-1.9429309368133545,1.8122247457504272,1.8056808710098267,1.798812985420227,0.020226765424013138,0.6060766577720642,0.012098015286028385,pretrain,272,23,
6500,0.004813327454030514,-1.922050952911377,1.7782357931137085,1.7851612567901611,1.8064217567443848,0.023699181154370308,1.55051589012146,0.011711576953530312,pretrain,277,3,
6600,0.004726306535303593,-1.912865400314331,1.7803936004638672,1.802224040031433,1.8027820587158203,0.03068581596016884,0.8995201587677002,0.011337791569530964,pretrain,281,7,
6700,0.004285392351448536,-1.841059923171997,1.7302489280700684,1.7364981174468994,1.7309038639068604,0.022220242768526077,0.2871611416339874,0.010976557619869709,pretrain,285,11,
