window_episodes,metric,value,comparison,threshold,pass
100,mean_leverage_gate,0.7946877731134494,<=,0.95,True
100,fraction_at_gross_cap,0.0,<=,0.75,True
100,gate_gross_mae,6.997336943944296e-08,<=,1e-05,True
100,mean_turnover,0.5714416332831163,<=,1.0,True
100,max_position_limit_violation,0.0,<=,1e-06,True
100,mean_normalized_direction_entropy,0.8590275718477011,>=,0.7,True
100,q05_normalized_direction_entropy,0.7754374266777431,>=,0.5,True
100,mean_effective_positions,4.124760654767354,>=,2.5,True
