job_family,experiment_id,seed,output_dir,scientific_question,contract_sha256,RL_ALGORITHM,POLICY_ENCODER,VINE_FEATURE_MODE,CVAR_OBSERVATION_MODE,CVAR_REWARD_MODE,PRETRAIN_DATA_MODE,RUN_FINETUNE,SYNTHETIC_RETURNS_FILE,CHECKPOINT_PREFIX,LR_ACTOR,LR_CRITIC,ENTROPY_COEF,PRETRAIN_BEHAVIOR_GATE_MODE,declared_pretrain_behavior_gate_mode,operational_source,gate_path_equivalence
causal_ablation,moving_block_bootstrap_pretraining,20261001,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261001,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
causal_ablation,moving_block_bootstrap_pretraining,20261002,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261002,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
causal_ablation,moving_block_bootstrap_pretraining,20261003,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261003,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
causal_ablation,moving_block_bootstrap_pretraining,20261004,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261004,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
causal_ablation,moving_block_bootstrap_pretraining,20261005,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261005,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
causal_ablation,moving_block_bootstrap_pretraining,20261006,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261006,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
causal_ablation,moving_block_bootstrap_pretraining,20261007,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261007,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
causal_ablation,moving_block_bootstrap_pretraining,20261008,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261008,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
causal_ablation,moving_block_bootstrap_pretraining,20261009,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261009,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
causal_ablation,moving_block_bootstrap_pretraining,20261010,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261010,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only,report_only,v4_report_only,not_applicable
rl_algorithm_control,ppo_lstm_full,20261001,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261001,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,ppo_lstm_full,20261002,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261002,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,ppo_lstm_full,20261003,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261003,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,ppo_lstm_full,20261004,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261004,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,ppo_lstm_full,20261005,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261005,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,ppo_lstm_full,20261006,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261006,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,ppo_lstm_full,20261007,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261007,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,ppo_lstm_full,20261008,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261008,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,ppo_lstm_full,20261009,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261009,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,ppo_lstm_full,20261010,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261010,Matched-seed PPO control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,ppo,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,ppo_lstm_vine,0.0003,0.001,0.005,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
causal_ablation,pretrained_only_no_historical_finetuning,20261001,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261001,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,pretrained_only_no_historical_finetuning,20261002,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261002,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,pretrained_only_no_historical_finetuning,20261003,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261003,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,pretrained_only_no_historical_finetuning,20261004,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261004,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,pretrained_only_no_historical_finetuning,20261005,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261005,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,pretrained_only_no_historical_finetuning,20261006,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261006,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,pretrained_only_no_historical_finetuning,20261007,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261007,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,pretrained_only_no_historical_finetuning,20261008,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261008,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,pretrained_only_no_historical_finetuning,20261009,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261009,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,pretrained_only_no_historical_finetuning,20261010,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261010,Does historical fine-tuning add value after synthetic pretraining?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,full,vine_synthetic,false,data/synthetic_returns.RData,td3_lstm_vine_pretrained_only,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
rl_algorithm_control,sac_lstm_full,20261001,data/publication_extension_runs_v4/sac_lstm_full/seed_20261001,Matched-seed SAC control.,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,report_only,report_only,v4_report_only,not_applicable
rl_algorithm_control,sac_lstm_full,20261002,data/publication_extension_runs_v4/sac_lstm_full/seed_20261002,Matched-seed SAC control.,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,report_only,report_only,v4_report_only,not_applicable
rl_algorithm_control,sac_lstm_full,20261003,data/publication_extension_runs_v3/sac_lstm_full/seed_20261003,Matched-seed SAC control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,sac_lstm_full,20261004,data/publication_extension_runs_v4/sac_lstm_full/seed_20261004,Matched-seed SAC control.,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,report_only,report_only,v4_report_only,not_applicable
rl_algorithm_control,sac_lstm_full,20261005,data/publication_extension_runs_v3/sac_lstm_full/seed_20261005,Matched-seed SAC control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,sac_lstm_full,20261006,data/publication_extension_runs_v3/sac_lstm_full/seed_20261006,Matched-seed SAC control.,22f51d786982416771cd5139eb252d2e3745e65170f045a2a332bcaeb7e50fad,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,strict,report_only,v3_strict_path,all_metrics_passed_no_branch_difference
rl_algorithm_control,sac_lstm_full,20261007,data/publication_extension_runs_v4/sac_lstm_full/seed_20261007,Matched-seed SAC control.,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,report_only,report_only,v4_report_only,not_applicable
rl_algorithm_control,sac_lstm_full,20261008,data/publication_extension_runs_v4/sac_lstm_full/seed_20261008,Matched-seed SAC control.,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,report_only,report_only,v4_report_only,not_applicable
rl_algorithm_control,sac_lstm_full,20261009,data/publication_extension_runs_v4/sac_lstm_full/seed_20261009,Matched-seed SAC control.,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,report_only,report_only,v4_report_only,not_applicable
rl_algorithm_control,sac_lstm_full,20261010,data/publication_extension_runs_v4/sac_lstm_full/seed_20261010,Matched-seed SAC control.,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,sac,lstm,full,full,full,vine_synthetic,true,data/synthetic_returns.RData,sac_lstm_vine,0.0003,0.0003,0.1,report_only,report_only,v4_report_only,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261001,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261001,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261002,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261002,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261003,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261003,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261004,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261004,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261005,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261005,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261006,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261006,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261007,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261007,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261008,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261008,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261009,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261009,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_cvar_reward_keep_state,20261010,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261010,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261001,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261001,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261002,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261002,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261003,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261003,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261004,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261004,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261005,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261005,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261006,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261006,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261007,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261007,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261008,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261008,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261009,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261009,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_and_cvar_observation,20261010,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261010,What is the joint value of all policy-visible dependence-risk signals?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_keep_cvar_observation,20261001,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261001,Does the direct dynamic-vine state add value conditional on policy-visible scenario CVaR?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,full,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_keep_cvar_observation,20261002,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261002,Does the direct dynamic-vine state add value conditional on policy-visible scenario CVaR?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,full,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_keep_cvar_observation,20261003,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261003,Does the direct dynamic-vine state add value conditional on policy-visible scenario CVaR?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,full,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
causal_ablation,zero_vine_features_keep_cvar_observation,20261004,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261004,Does the direct dynamic-vine state add value conditional on policy-visible scenario CVaR?,34472ee816147daf345bd59a92cf1acce3342a27fec3ebb9d22df709490bc9cb,td3,lstm,zero,full,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,strict,strict,v2_strict,not_applicable
