experiment_id,seed,gpu,exit_code,duration_seconds,output_dir,checkpoint_exists,pretrained_checkpoint_exists,gate_exists,passed,stdout,stderr
masked_historical_prefix_1000_presentations,20261001,0,0,770.9848713830579,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261001,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261001.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261001.stderr.txt
masked_historical_prefix_1000_presentations,20261002,1,0,756.6645886870101,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261002,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261002.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261002.stderr.txt
masked_historical_prefix_1000_presentations,20261003,2,0,715.0882184149232,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261003,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261003.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261003.stderr.txt
masked_historical_prefix_1000_presentations,20261004,3,0,721.8552082302049,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261004,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261004.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261004.stderr.txt
masked_historical_prefix_1000_presentations,20261005,0,0,733.8812605149578,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261005,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261005.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261005.stderr.txt
masked_historical_prefix_1000_presentations,20261006,1,0,725.0114090489224,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261006,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261006.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261006.stderr.txt
masked_historical_prefix_1000_presentations,20261007,2,0,716.4126720170025,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261007,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261007.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261007.stderr.txt
masked_historical_prefix_1000_presentations,20261008,3,0,718.4595561851747,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261008,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261008.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261008.stderr.txt
masked_historical_prefix_1000_presentations,20261009,0,0,721.7201441999059,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261009,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261009.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261009.stderr.txt
masked_historical_prefix_1000_presentations,20261010,1,0,728.9815784899984,data/masked_pretraining_control_runs_v1/masked_historical_prefix_1000_presentations/seed_20261010,True,True,True,True,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261010.stdout.txt,logs/masked_pretraining_controls_v1/masked_historical_prefix_1000_presentations__20261010.stderr.txt
masked_moving_block_bootstrap_1000_presentations,20261001,2,0,714.1479758480564,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261001,True,True,True,True,logs/masked_pretraining_controls_v1/masked_moving_block_bootstrap_1000_presentations__20261001.stdout.txt,logs/masked_pretraining_controls_v1/masked_moving_block_bootstrap_1000_presentations__20261001.stderr.txt
masked_moving_block_bootstrap_1000_presentations,20261002,3,0,709.3370561860502,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261002,True,True,True,True,logs/masked_pretraining_controls_v1/masked_moving_block_bootstrap_1000_presentations__20261002.stdout.txt,logs/masked_pretraining_controls_v1/masked_moving_block_bootstrap_1000_presentations__20261002.stderr.txt
masked_moving_block_bootstrap_1000_presentations,20261003,0,0,697.2942169259768,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261003,True,True,True,True,logs/masked_pretraining_controls_v1/masked_moving_block_bootstrap_1000_presentations__20261003.stdout.txt,logs/masked_pretraining_controls_v1/masked_moving_block_bootstrap_1000_presentations__20261003.stderr.txt
