window_id,experiment_id,seed,gpu,train_exit_code,sanity_exit_code,checkpoint_exists,sanity_structural_pass,sanity_behavior_pass,behavior_gate_mode,passed,duration_seconds,output_dir
retrospective_original_7asset_expanding_24m_v1_w01,full_vine_state_and_cvar_observation,20261101,0,1,,False,False,False,report_only,False,11.195939013035968,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/full_vine_state_and_cvar_observation/seed_20261101
retrospective_original_7asset_expanding_24m_v1_w01,full_vine_state_and_cvar_observation,20261102,1,1,,False,False,False,report_only,False,11.193644084967673,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/full_vine_state_and_cvar_observation/seed_20261102
retrospective_original_7asset_expanding_24m_v1_w01,full_vine_state_and_cvar_observation,20261103,2,1,,False,False,False,report_only,False,11.195230006007478,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/full_vine_state_and_cvar_observation/seed_20261103
retrospective_original_7asset_expanding_24m_v1_w01,full_vine_state_and_cvar_observation,20261104,0,1,,False,False,False,report_only,False,10.517628245055676,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/full_vine_state_and_cvar_observation/seed_20261104
retrospective_original_7asset_expanding_24m_v1_w01,full_vine_state_and_cvar_observation,20261105,1,1,,False,False,False,report_only,False,10.517858940875158,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/full_vine_state_and_cvar_observation/seed_20261105
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_and_cvar_observation,20261101,1,1,,False,False,False,report_only,False,10.435338982148096,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_and_cvar_observation/seed_20261101
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_and_cvar_observation,20261102,2,1,,False,False,False,report_only,False,10.436774682952091,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_and_cvar_observation/seed_20261102
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_and_cvar_observation,20261103,0,1,,False,False,False,report_only,False,10.702731252880767,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_and_cvar_observation/seed_20261103
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_and_cvar_observation,20261104,1,1,,False,False,False,report_only,False,10.664761455962434,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_and_cvar_observation/seed_20261104
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_and_cvar_observation,20261105,2,1,,False,False,False,report_only,False,10.658723066095263,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_and_cvar_observation/seed_20261105
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_keep_cvar_observation,20261101,2,1,,False,False,False,report_only,False,10.518644057912752,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_keep_cvar_observation/seed_20261101
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_keep_cvar_observation,20261102,0,1,,False,False,False,report_only,False,10.384412336861715,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_keep_cvar_observation/seed_20261102
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_keep_cvar_observation,20261103,1,1,,False,False,False,report_only,False,10.614764583995566,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_keep_cvar_observation/seed_20261103
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_keep_cvar_observation,20261104,2,1,,False,False,False,report_only,False,10.382239198079333,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_keep_cvar_observation/seed_20261104
retrospective_original_7asset_expanding_24m_v1_w01,zero_vine_features_keep_cvar_observation,20261105,0,1,,False,False,False,report_only,False,10.609035141998902,data/focused_original_7asset_runs_v1/retrospective_original_7asset_expanding_24m_v1_w01/focused_policies/zero_vine_features_keep_cvar_observation/seed_20261105
