experiment_id,seed,gpu,exit_code,duration_seconds,output_dir,checkpoint_exists,gate_exists,passed,stdout,stderr
feedforward_capacity_matched,20261010,1,0,708.9509964790195,data/publication_extension_runs_v3/feedforward_capacity_matched/seed_20261010,True,True,True,logs/publication_extension_v3_retry60/feedforward_capacity_matched__20261010.stdout.txt,logs/publication_extension_v3_retry60/feedforward_capacity_matched__20261010.stderr.txt
historical_only_no_synthetic_pretraining,20261001,0,1,647.5206597321667,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261001,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261001.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261001.stderr.txt
historical_only_no_synthetic_pretraining,20261002,1,1,641.0068816959392,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261002,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261002.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261002.stderr.txt
historical_only_no_synthetic_pretraining,20261003,2,1,644.3566732378677,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261003,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261003.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261003.stderr.txt
historical_only_no_synthetic_pretraining,20261004,3,1,639.483572622994,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261004,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261004.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261004.stderr.txt
historical_only_no_synthetic_pretraining,20261005,0,1,623.5258781490847,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261005,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261005.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261005.stderr.txt
historical_only_no_synthetic_pretraining,20261006,1,1,630.8038576471154,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261006,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261006.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261006.stderr.txt
historical_only_no_synthetic_pretraining,20261007,2,1,636.4409991300199,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261007,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261007.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261007.stderr.txt
historical_only_no_synthetic_pretraining,20261008,3,1,627.878714304883,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261008,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261008.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261008.stderr.txt
historical_only_no_synthetic_pretraining,20261009,0,1,636.5616230668966,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261009,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261009.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261009.stderr.txt
historical_only_no_synthetic_pretraining,20261010,1,1,638.5734121531714,data/publication_extension_runs_v3/historical_only_no_synthetic_pretraining/seed_20261010,False,True,False,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261010.stdout.txt,logs/publication_extension_v3_retry60/historical_only_no_synthetic_pretraining__20261010.stderr.txt
moving_block_bootstrap_pretraining,20261001,2,1,629.7916491951328,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261001,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261001.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261001.stderr.txt
moving_block_bootstrap_pretraining,20261002,3,1,623.3518031158019,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261002,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261002.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261002.stderr.txt
moving_block_bootstrap_pretraining,20261003,0,1,634.0524210110307,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261003,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261003.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261003.stderr.txt
moving_block_bootstrap_pretraining,20261004,1,1,632.1807358940132,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261004,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261004.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261004.stderr.txt
moving_block_bootstrap_pretraining,20261005,2,1,618.2730955129955,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261005,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261005.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261005.stderr.txt
moving_block_bootstrap_pretraining,20261006,3,1,620.4956906959414,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261006,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261006.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261006.stderr.txt
moving_block_bootstrap_pretraining,20261007,0,1,627.5261411319952,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261007,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261007.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261007.stderr.txt
moving_block_bootstrap_pretraining,20261008,1,1,633.2354548650328,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261008,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261008.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261008.stderr.txt
moving_block_bootstrap_pretraining,20261009,2,1,631.725863366155,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261009,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261009.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261009.stderr.txt
moving_block_bootstrap_pretraining,20261010,3,1,626.8568243680056,data/publication_extension_runs_v3/moving_block_bootstrap_pretraining/seed_20261010,False,True,False,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261010.stdout.txt,logs/publication_extension_v3_retry60/moving_block_bootstrap_pretraining__20261010.stderr.txt
ppo_lstm_full,20261001,0,0,358.9219410298392,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261001,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261001.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261001.stderr.txt
ppo_lstm_full,20261002,1,0,363.51078468794003,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261002,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261002.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261002.stderr.txt
ppo_lstm_full,20261003,2,0,357.8549243682064,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261003,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261003.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261003.stderr.txt
ppo_lstm_full,20261004,3,0,356.10973980487324,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261004,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261004.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261004.stderr.txt
ppo_lstm_full,20261005,0,0,360.79090284300037,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261005,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261005.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261005.stderr.txt
ppo_lstm_full,20261006,1,0,351.02083714096807,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261006,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261006.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261006.stderr.txt
ppo_lstm_full,20261007,2,0,354.46641588700004,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261007,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261007.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261007.stderr.txt
ppo_lstm_full,20261008,3,0,358.2245021990966,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261008,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261008.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261008.stderr.txt
ppo_lstm_full,20261009,0,0,356.50008380715735,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261009,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261009.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261009.stderr.txt
ppo_lstm_full,20261010,1,0,360.6810273770243,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261010,True,True,True,logs/publication_extension_v3_retry60/ppo_lstm_full__20261010.stdout.txt,logs/publication_extension_v3_retry60/ppo_lstm_full__20261010.stderr.txt
sac_lstm_full,20261001,2,1,1019.5182316929568,data/publication_extension_runs_v3/sac_lstm_full/seed_20261001,False,True,False,logs/publication_extension_v3_retry60/sac_lstm_full__20261001.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261001.stderr.txt
sac_lstm_full,20261002,3,1,1009.1729079200886,data/publication_extension_runs_v3/sac_lstm_full/seed_20261002,False,True,False,logs/publication_extension_v3_retry60/sac_lstm_full__20261002.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261002.stderr.txt
sac_lstm_full,20261003,0,0,1101.1915962640196,data/publication_extension_runs_v3/sac_lstm_full/seed_20261003,True,True,True,logs/publication_extension_v3_retry60/sac_lstm_full__20261003.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261003.stderr.txt
sac_lstm_full,20261004,1,1,1004.8205898669548,data/publication_extension_runs_v3/sac_lstm_full/seed_20261004,False,True,False,logs/publication_extension_v3_retry60/sac_lstm_full__20261004.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261004.stderr.txt
sac_lstm_full,20261005,2,0,1095.2212928559165,data/publication_extension_runs_v3/sac_lstm_full/seed_20261005,True,True,True,logs/publication_extension_v3_retry60/sac_lstm_full__20261005.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261005.stderr.txt
sac_lstm_full,20261006,3,0,1095.6011474921834,data/publication_extension_runs_v3/sac_lstm_full/seed_20261006,True,True,True,logs/publication_extension_v3_retry60/sac_lstm_full__20261006.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261006.stderr.txt
sac_lstm_full,20261007,0,1,1010.0793291940354,data/publication_extension_runs_v3/sac_lstm_full/seed_20261007,False,True,False,logs/publication_extension_v3_retry60/sac_lstm_full__20261007.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261007.stderr.txt
sac_lstm_full,20261008,1,1,1004.4738470858429,data/publication_extension_runs_v3/sac_lstm_full/seed_20261008,False,True,False,logs/publication_extension_v3_retry60/sac_lstm_full__20261008.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261008.stderr.txt
sac_lstm_full,20261009,2,1,1004.8429210761096,data/publication_extension_runs_v3/sac_lstm_full/seed_20261009,False,True,False,logs/publication_extension_v3_retry60/sac_lstm_full__20261009.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261009.stderr.txt
sac_lstm_full,20261010,3,1,992.166032589972,data/publication_extension_runs_v3/sac_lstm_full/seed_20261010,False,True,False,logs/publication_extension_v3_retry60/sac_lstm_full__20261010.stdout.txt,logs/publication_extension_v3_retry60/sac_lstm_full__20261010.stderr.txt
