strategy_id,label,observations,geometric_mean_monthly_return,worst_month_return,best_month_return,return_skewness,return_excess_kurtosis,monthly_certainty_equivalent_return,mean_crra_utility
equal_weight,Equal weight,22.0,0.018342500109733484,-0.052237017640213046,0.12471163481501857,0.8591347036424037,1.4879079365558994,0.017663881667414616,0.017357284645371084
shrinkage_mean_variance,Constrained shrinkage mean-variance,22.0,0.01819416266755236,-0.07831305111612985,0.09771666349078156,-0.525934590341866,1.1754840645313518,0.017385151370273633,0.017088072640787235
dcc_garch,DCC-GARCH,22.0,0.021241777370652137,-0.05792247404665696,0.10990309834863643,0.2417881474315756,1.0626431044739881,0.020531315281188345,0.02011826092326354
static_vine,Static vine optimizer,22.0,0.0228828560531813,-0.06506472297616883,0.15073537154083594,0.6274193647996722,0.9747031961952404,0.02180801145562694,0.021342572392401025
rolling_vine,Rolling vine optimizer,22.0,0.01567835318373967,-0.09904318883092711,0.13125893646437725,0.0496874853110781,0.5327191429015796,0.014268720347957453,0.01406798815905736
dynamic_nn_vine,Dynamic NN-vine optimizer without RL,22.0,0.022010386231342105,-0.06779971603862867,0.12378155391630363,0.4702097534888887,0.26214417196617656,0.020980856847357288,0.020549706399141776
vine_td3_ensemble,NN-vine LSTM-TD3 ensemble,22.0,0.021497444085509576,-0.06640135370373601,0.10485494587503275,-0.05507714635285,0.8274270232285366,0.02081583414727839,0.020391370755594232
