method,window_id,n_seeds,metric,median,q05,q95,mean,std
NN-vine LSTM-TD3,locked_oos_v1,20,cagr,0.2595401813146391,0.15726892293296954,0.40402775435290217,0.27816071117852614,0.09463971395348164
NN-vine LSTM-TD3,locked_oos_v1,20,annual_volatility,0.15665036492270434,0.12939778261360066,0.18308118633902556,0.15658409570633375,0.020366642852791873
NN-vine LSTM-TD3,locked_oos_v1,20,sharpe_ratio,1.6280095064923206,1.130545437655878,2.145720470319101,1.6219708190758957,0.3539238520366335
NN-vine LSTM-TD3,locked_oos_v1,20,max_drawdown,0.08103210209564732,0.06260846717793198,0.11357169063066583,0.08177152499702697,0.01631122002460301
NN-vine LSTM-TD3,locked_oos_v1,20,realized_cvar05_loss,0.07718407180472808,0.059070249335562194,0.09103350888445415,0.07507666769902714,0.010895155348580035
NN-vine LSTM-TD3,locked_oos_v1,20,mean_monthly_turnover,0.5393691599465811,0.3810745934453828,0.8751677357029267,0.5747084512599054,0.17252808816257112
NN-vine LSTM-TD3,locked_oos_v1,20,mean_gross_exposure,1.401292149304086,1.3959324230022678,1.4100692213283148,1.4023219797590918,0.004938916961064789
NN-vine LSTM-TD3,locked_oos_v1,20,terminal_wealth,152677.08833681408,130706.22976486356,186299.35244699052,157445.29858668632,21446.577610992244
