window_episodes,metric,value,comparison,threshold,pass
100,mean_leverage_gate,0.797079694295923,<=,0.95,True
100,fraction_at_gross_cap,0.0,<=,0.75,True
100,gate_gross_mae,6.125619014104207e-08,<=,1e-05,True
100,mean_turnover,0.3411339604151657,<=,1.0,True
100,max_position_limit_violation,0.0,<=,1e-06,True
100,mean_normalized_direction_entropy,0.8449001426330845,>=,0.7,True
100,q05_normalized_direction_entropy,0.7872968552678343,>=,0.5,True
100,mean_effective_positions,3.9176499887307483,>=,2.5,True
