window_episodes,metric,value,maximum,pass
100,mean_leverage_gate,0.7881526460746926,0.95,True
100,fraction_at_gross_cap,0.0,0.75,True
100,fraction_at_position_cap,0.9649999999999999,0.75,False
100,gate_gross_mae,6.540586971322722e-08,1e-05,True
100,mean_turnover,0.6248803587287175,1.0,True
