stage,pass,episode,reward,noise,terminal_wealth,mean_turnover,q95_turnover,mean_cvar,mean_gross_exposure,fraction_at_gross_cap,mean_short_notional,max_abs_weight,mean_leverage_gate,q95_leverage_gate,std_leverage_gate,mean_effective_leverage,gate_gross_mae,fraction_at_position_cap,mean_direction_entropy,total_actions,update_count
pretrain,,1,0.0800911994332579,0.15,122914.9363187358,1.3682661033956158,1.7452732710966041,0.08861502130500504,1.238967651917067,0.0,0.1194838259585335,0.6000000302280699,0.4779352955520153,0.7766191005706786,0.23752695858184614,0.4779353038341339,4.9437706650667934e-08,0.16666666666666666,1.0426352992653847,24,0
pretrain,,2,-0.2175563943285314,0.1497,90041.85361282968,1.3566053413475554,1.9793644608131478,0.08913479525594455,1.2532827992413547,0.0,0.12664139962067741,0.600000011069434,0.5065655888368686,0.8323114544153213,0.2193904022772631,0.5065655984827095,6.113467474847904e-08,0.125,1.0172289063533146,48,0
pretrain,,3,0.1702530226039787,0.1494006,138715.65472951074,1.3748938662133046,1.9585966751511608,0.09070650832911768,1.283122997775319,0.0,0.14156149888765954,0.6000000217131205,0.566245986148715,0.8732528030872344,0.24314244227039944,0.5662459955506381,7.299795038810213e-08,0.25,1.0317048927148182,72,0
pretrain,,4,-0.6125790502691462,0.1491017988,66603.76006030849,1.2898263292431478,1.7986567979412416,0.09263526232981323,1.2120761474971438,0.0,0.1060380737485719,0.6000000147947243,0.4241522705803315,0.8067412614822385,0.2130716321223082,0.4241522949942876,5.448237063350921e-08,0.041666666666666664,1.0373565927147865,96,0
pretrain,,5,-0.13447744981626708,0.1488035952024,97825.1681930365,1.4796873017857297,1.9816195546516349,0.09353802249382921,1.26993355983203,0.0,0.13496677991601505,0.5999999726191163,0.5398670819898447,0.85803602039814,0.24450524300318574,0.5398671196640602,7.594713854105113e-08,0.20833333333333334,1.0104470277825992,120,0
pretrain,,6,0.08521819448888433,0.1485059880119952,122606.88057230938,1.438530121641677,1.96595179337476,0.08263907866391586,1.2205005412272711,0.0,0.1102502706136355,0.6000000195843833,0.4410010663171609,0.8797858655452727,0.24581959006198337,0.441001082454542,4.212571578602701e-08,0.08333333333333333,1.0184158459305763,144,17
pretrain,,7,0.1518301166444867,0.14820897603597122,134123.88593959904,1.2535209988376923,1.9558364725804753,0.08549210925521045,1.2236510383830008,0.0,0.11182551919150036,0.6000000163912773,0.44730205958088237,0.8481345951557157,0.22389202948853057,0.44730207676600126,5.159970550838722e-08,0.08333333333333333,1.0385066866874695,168,41
pretrain,,8,-0.005169904090184202,0.14791255808389928,111510.18871402602,1.4477732726151036,1.827439073579652,0.0903257199644244,1.2710219484454555,0.0,0.13551097422272768,0.6000000100050653,0.5420438734193643,0.8558223128318786,0.20389847106326595,0.5420438968909106,6.116793629014812e-08,0.125,1.0327545031905174,192,65
pretrain,,9,0.01484572272302166,0.14761673296773145,114211.40034444707,1.447052098688714,1.848820041439363,0.09132078412910312,1.241782730910927,0.0,0.12089136545546354,0.6000000323568071,0.48356546740978956,0.8476437419652938,0.23156140242239465,0.4835654618218541,5.587935447692871e-08,0.20833333333333334,1.0228845675786336,216,89
pretrain,,10,0.20804329079079173,0.14732149950179602,144601.96437242266,1.3184496931886922,1.8583763832492488,0.08366930970694719,1.2498839588813662,0.0,0.12494197944068307,0.6000000142625399,0.4997679032385349,0.8707005530595777,0.2327255724068342,0.4997679177627321,6.22877407615204e-08,0.16666666666666666,1.035138246913751,240,113
pretrain,,11,0.33062456411720426,0.1470268565027924,176809.6591428281,1.3204461338131555,1.8023626975715161,0.08649622964600123,1.2220891463082462,0.0,0.11104457315412308,0.600000019052199,0.4441782894233863,0.8710937112569808,0.21700741798828602,0.44417829261649217,6.297514548725403e-08,0.08333333333333333,1.025755614042282,264,137
pretrain,,12,-0.009774220223131461,0.14673280278978681,110625.12597962102,1.3965677837952084,1.743768822188888,0.08818370615395583,1.2384417232990796,0.0,0.11922086164953986,0.6000000728028161,0.47688341202835244,0.7889906167984005,0.18175877837127793,0.47688344659815946,6.747653798673998e-08,0.16666666666666666,1.0382886280616124,288,161
pretrain,,13,-0.4833453667992506,0.14643933718420726,72618.05943498289,1.5219676900167194,2.074137799441814,0.08856453969443041,1.2568211033940315,0.0,0.12841055169701576,0.6000000653522355,0.5136421943704287,0.7889079004526138,0.1871352382646423,0.513642206788063,6.42169089570821e-08,0.125,1.0179608439405758,312,185
pretrain,,14,0.08403114309557423,0.14614645850983884,123205.50438612272,1.49211675290107,1.9441393731694134,0.08693067381558804,1.2617555295693732,0.0,0.13087776478468663,0.6000000334211758,0.5235110285381476,0.9005251377820968,0.25336398750228456,0.5235110591387465,6.714392277359e-08,0.20833333333333334,1.015705828865369,336,209
pretrain,,15,-0.06385648398886555,0.14585416559281916,104027.61295939093,1.4326265662620286,2.0455553663096255,0.08547771001353897,1.2737681804823557,0.0,0.1368840902411778,0.6000000195843833,0.5475363582372665,0.8539964646100998,0.2213896825343934,0.5475363609647111,4.814050745075941e-08,0.125,1.0393632352352142,360,233
