update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,entropy_temperature,stage,episode,step,pass
100,0.09532144665718079,0.16167646646499634,-0.14130225777626038,-0.15173041820526123,-0.13635773956775665,0.01751629449427128,0.17779313027858734,0.09705871343612671,pretrain,10,11,
200,0.06925445795059204,0.07751382887363434,-0.09143717586994171,-0.07856357097625732,-0.10209982842206955,0.01864035055041313,0.25368523597717285,0.09413546323776245,pretrain,14,15,
300,0.06145089864730835,0.012107038870453835,-0.05522267520427704,-0.04422849416732788,-0.06781899183988571,0.016694508492946625,0.24474850296974182,0.09127151221036911,pretrain,18,19,
400,0.0809277594089508,-0.004596682731062174,-0.029057348147034645,-0.02817438915371895,-0.028049666434526443,0.01166820153594017,0.12173715978860855,0.08845116943120956,pretrain,22,23,
500,0.06862246245145798,-0.06882131099700928,0.018084650859236717,0.020598536357283592,0.020547814667224884,0.012558546848595142,0.10457490384578705,0.08568324148654938,pretrain,27,3,
600,0.06998749077320099,-0.10036846995353699,0.06013121083378792,0.055948950350284576,0.08728623390197754,0.011543435975909233,0.34444093704223633,0.0829894095659256,pretrain,31,7,
700,0.04700363427400589,-0.2551795244216919,0.11995184421539307,0.1253356635570526,0.12499861419200897,0.01467783935368061,0.08720321208238602,0.08034828305244446,pretrain,35,11,
800,0.0516674667596817,-0.2394542545080185,0.13833309710025787,0.1485893279314041,0.1702117621898651,0.013640938326716423,0.32024914026260376,0.07777688652276993,pretrain,39,15,
900,0.04446832090616226,-0.33519887924194336,0.22041019797325134,0.2206629514694214,0.23308193683624268,0.011872225441038609,0.16396835446357727,0.07527768611907959,pretrain,43,19,
1000,0.05763811618089676,-0.41363799571990967,0.2810908257961273,0.2906748652458191,0.31104907393455505,0.013733946718275547,0.31009501218795776,0.07284186780452728,pretrain,47,23,
1100,0.04820150136947632,-0.5039680004119873,0.36068522930145264,0.3696432113647461,0.3324877619743347,0.01452187541872263,0.41871440410614014,0.07047474384307861,pretrain,52,3,
1200,0.045607633888721466,-0.5297362804412842,0.38267087936401367,0.38315528631210327,0.4158668518066406,0.012881282716989517,0.4118569791316986,0.06817109137773514,pretrain,56,7,
1300,0.061490654945373535,-0.6349815130233765,0.48766469955444336,0.4961804151535034,0.514837384223938,0.021558646112680435,0.34042420983314514,0.06593681871891022,pretrain,60,11,
1400,0.04611877351999283,-0.6696413159370422,0.5345920920372009,0.5386530160903931,0.54499351978302,0.028731243684887886,0.5317217707633972,0.06377076357603073,pretrain,64,15,
1500,0.059810176491737366,-0.7216051816940308,0.6049469709396362,0.6214384436607361,0.5667983293533325,0.032113004475831985,1.1035363674163818,0.06166856363415718,pretrain,68,19,
1600,0.04247613251209259,-0.8053276538848877,0.6431431770324707,0.6487790942192078,0.6200098991394043,0.037734340876340866,0.5614456534385681,0.05963285639882088,pretrain,72,23,
1700,0.028818778693675995,-0.8856639862060547,0.7064686417579651,0.6960887908935547,0.6705899238586426,0.03537607192993164,0.49308860301971436,0.057663556188344955,pretrain,77,3,
1800,0.025570200756192207,-0.9554002285003662,0.7726422548294067,0.7674539089202881,0.7462579011917114,0.03198368847370148,0.773826539516449,0.055755164474248886,pretrain,81,7,
1900,0.03016122430562973,-0.9642355442047119,0.8217889666557312,0.8120967149734497,0.8080374002456665,0.031474895775318146,0.5370845794677734,0.053905144333839417,pretrain,85,11,
2000,0.025635242462158203,-1.0529394149780273,0.8462945222854614,0.8316874504089355,0.8331589698791504,0.029061350971460342,0.6098684668540955,0.05212000384926796,pretrain,89,15,
2100,0.030190495774149895,-1.1057021617889404,0.8937767744064331,0.908389687538147,0.900322437286377,0.02914286032319069,0.4712495505809784,0.050389282405376434,pretrain,93,19,
2200,0.021926920861005783,-1.189153790473938,1.0019527673721313,0.9964272975921631,0.9859384298324585,0.028834035620093346,0.421166330575943,0.048715103417634964,pretrain,97,23,
2300,0.02544279769062996,-1.190295934677124,1.0133047103881836,1.00525963306427,1.0402839183807373,0.031962648034095764,2.0647225379943848,0.04709521308541298,pretrain,102,3,
2400,0.01980925351381302,-1.3083220720291138,1.0892807245254517,1.0851366519927979,1.1106685400009155,0.026828883215785027,0.5429089665412903,0.045531682670116425,pretrain,106,7,
2500,0.015872366726398468,-1.3445963859558105,1.1652618646621704,1.1694679260253906,1.1824637651443481,0.03371693193912506,0.8515161871910095,0.04401981085538864,pretrain,110,11,
2600,0.023703478276729584,-1.3434206247329712,1.1622300148010254,1.16493821144104,1.1534204483032227,0.027928799390792847,0.5273568034172058,0.042558666318655014,pretrain,114,15,
2700,0.018995273858308792,-1.481184959411621,1.2815241813659668,1.2869642972946167,1.2797157764434814,0.030020147562026978,1.1064262390136719,0.041149113327264786,pretrain,118,19,
2800,0.015235412865877151,-1.4881494045257568,1.3060338497161865,1.279853343963623,1.2916779518127441,0.036120735108852386,0.9385609030723572,0.03978342562913895,pretrain,122,23,
2900,0.015939995646476746,-1.5666685104370117,1.3865681886672974,1.382056474685669,1.3806536197662354,0.03089803084731102,0.49441033601760864,0.03846512734889984,pretrain,127,3,
3000,0.01442059688270092,-1.7541238069534302,1.5711771249771118,1.569474458694458,1.5473811626434326,0.02175663411617279,1.3215099573135376,0.03719433397054672,pretrain,131,7,
3100,0.016202488914132118,-1.7698520421981812,1.5529532432556152,1.5801798105239868,1.5379409790039062,0.03898703306913376,1.6862232685089111,0.03596436604857445,pretrain,135,11,
3200,0.01524902880191803,-1.7460147142410278,1.5267150402069092,1.5291740894317627,1.5570933818817139,0.02626199647784233,1.6817110776901245,0.034775301814079285,pretrain,139,15,
3300,0.015051300637423992,-1.7942965030670166,1.6137809753417969,1.6140187978744507,1.6143546104431152,0.029645008966326714,0.2026614546775818,0.033629026263952255,pretrain,143,19,
3400,0.011509370990097523,-1.8056740760803223,1.6146583557128906,1.6118730306625366,1.6130951642990112,0.02659050188958645,0.32935184240341187,0.032521799206733704,pretrain,147,23,
3500,0.011845866218209267,-1.8924560546875,1.7284486293792725,1.7069659233093262,1.724339485168457,0.03276321664452553,0.809101402759552,0.031450819224119186,pretrain,152,3,
3600,0.01078774407505989,-1.8792870044708252,1.7065579891204834,1.7023223638534546,1.701411247253418,0.025471486151218414,0.30313828587532043,0.030416566878557205,pretrain,156,7,
3700,0.009629976004362106,-1.8676347732543945,1.701647162437439,1.7123265266418457,1.6972148418426514,0.0330096073448658,0.7258032560348511,0.029417037963867188,pretrain,160,11,
3800,0.010610220953822136,-1.9749141931533813,1.8137414455413818,1.8110156059265137,1.8093359470367432,0.02936043031513691,0.26987335085868835,0.028452444821596146,pretrain,164,15,
3900,0.01330929808318615,-2.0289478302001953,1.8645670413970947,1.868114709854126,1.8280236721038818,0.028187749907374382,2.207369089126587,0.027520371600985527,pretrain,168,19,
