experiment_id,seed,checkpoint,sha256,size_bytes,checkpoint_schema,rl_algorithm,policy_encoder,vine_feature_mode,cvar_observation_mode,cvar_reward_mode,pretrain_data_mode,pretrain_behavior_gate_mode,run_finetune,parameter_count,update_count,environment_interactions,capacity_target_parameter_count,tensor_count,all_tensors_finite,behavior_gate_pass,behavior_gate_mode,behavior_gate_failed_metrics,operational_source
ddpg_lstm_full,20261001,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261001/ddpg_lstm_vine_full.pt,066f3bdfd8577d6b2e0dae8dbce9f7a8620ed48b072497558985ffe9c1b1a8af,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
ddpg_lstm_full,20261002,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261002/ddpg_lstm_vine_full.pt,62130e81dd3efa39276b52fc8d9030fe3396bb1029ec0ecb54d452aba631b219,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
ddpg_lstm_full,20261003,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261003/ddpg_lstm_vine_full.pt,af2aba9f066f797f345c3c6e5223b53a6cecb210a155d734ccc488b1e759c09d,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
ddpg_lstm_full,20261004,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261004/ddpg_lstm_vine_full.pt,fc8268c456263e03204035c0932cfc042847bba4d86b51b921ea7c10985ba9ad,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
ddpg_lstm_full,20261005,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261005/ddpg_lstm_vine_full.pt,90b2a73fbc116f9c5397b0b99362eaf26ad4a47b0ad23e706b02c970d2679cf7,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
ddpg_lstm_full,20261006,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261006/ddpg_lstm_vine_full.pt,f8aaee332d34d14bb3906ec983f28503ef9bd386c420ede15e3569ecaada3e54,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
ddpg_lstm_full,20261007,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261007/ddpg_lstm_vine_full.pt,a5a25ebdb26f506e9fadd4c4fdecafda787c854bddb73d938f618db889ae6aa4,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
ddpg_lstm_full,20261008,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261008/ddpg_lstm_vine_full.pt,d15d5be27dd951c07dc3dadc0606829c4999f1bb911d2f2d53cb7481a4b6b4eb,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
ddpg_lstm_full,20261009,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261009/ddpg_lstm_vine_full.pt,0b48f3d01531da4dce02b50216f60a4f629dce89c6eae4e493fdc4d6a4a1457d,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
ddpg_lstm_full,20261010,data/publication_extension_runs_v2/ddpg_lstm_full/seed_20261010/ddpg_lstm_vine_full.pt,38d8a9ec328910567198f5dd96a99ec9f6652bf49f3169bb28610e58f6ab90a8,1459323,6,ddpg,lstm,full,full,full,vine_synthetic,strict,True,88809,25274,25464,,120,True,True,strict,,v2_strict
feedforward_capacity_matched,20261001,data/publication_extension_runs_v3/feedforward_capacity_matched/seed_20261001/td3_mlp_vine_full.pt,af6652f40d7630e55ace2d1b03ad7bafba9b5801dc7c5ef15f2d0678ebe4dc8b,2248731,6,td3,mlp,full,full,full,vine_synthetic,strict,True,136855,25274,25464,133210,180,True,True,strict,,v3_strict_path
feedforward_capacity_matched,20261002,data/publication_extension_runs_v4/feedforward_capacity_matched/seed_20261002/td3_mlp_vine_full.pt,b7155d6ebd2c5fcf4a2095e55ea97158f890af6931232e19c5195ad077220bb9,2248731,6,td3,mlp,full,full,full,vine_synthetic,report_only,True,136855,25274,25464,133210,180,True,False,report_only,mean_turnover,v4_report_only
feedforward_capacity_matched,20261003,data/publication_extension_runs_v3/feedforward_capacity_matched/seed_20261003/td3_mlp_vine_full.pt,f58ce9f48fcaea90cbbbf6e0859cf99c9f7680578bef78ad5c1572a9e3f902ab,2248731,6,td3,mlp,full,full,full,vine_synthetic,strict,True,136855,25274,25464,133210,180,True,True,strict,,v3_strict_path
feedforward_capacity_matched,20261004,data/publication_extension_runs_v3/feedforward_capacity_matched/seed_20261004/td3_mlp_vine_full.pt,7a0369ccc6b82a682b20db0f78a4697792e90718f487bf3043640b35f2bb4f60,2248731,6,td3,mlp,full,full,full,vine_synthetic,strict,True,136855,25274,25464,133210,180,True,True,strict,,v3_strict_path
feedforward_capacity_matched,20261005,data/publication_extension_runs_v3/feedforward_capacity_matched/seed_20261005/td3_mlp_vine_full.pt,c1238a9388b2d4cff4fef5e576a73356f6121b9b975e11cec302d4245a6702ea,2248731,6,td3,mlp,full,full,full,vine_synthetic,strict,True,136855,25274,25464,133210,180,True,True,strict,,v3_strict_path
feedforward_capacity_matched,20261006,data/publication_extension_runs_v3/feedforward_capacity_matched/seed_20261006/td3_mlp_vine_full.pt,32da2ad67b4e8a0ce2f89a3689f325acbb21b2bb95268f2d77c652dca31ba4dc,2248731,6,td3,mlp,full,full,full,vine_synthetic,strict,True,136855,25274,25464,133210,180,True,True,strict,,v3_strict_path
feedforward_capacity_matched,20261007,data/publication_extension_runs_v3/feedforward_capacity_matched/seed_20261007/td3_mlp_vine_full.pt,4ed3dd6d37203e6cbc0d9943f4aea29fd03cc1f10adbe68640a083bc69d95be3,2248731,6,td3,mlp,full,full,full,vine_synthetic,strict,True,136855,25274,25464,133210,180,True,True,strict,,v3_strict_path
feedforward_capacity_matched,20261008,data/publication_extension_runs_v4/feedforward_capacity_matched/seed_20261008/td3_mlp_vine_full.pt,e29cde213b613fb546dfdb9b0ba29974c234a22e857d8641f78217348e090431,2248731,6,td3,mlp,full,full,full,vine_synthetic,report_only,True,136855,25274,25464,133210,180,True,False,report_only,mean_turnover,v4_report_only
feedforward_capacity_matched,20261009,data/publication_extension_runs_v3/feedforward_capacity_matched/seed_20261009/td3_mlp_vine_full.pt,ae1953c6895e0c7ba8f4ab0c9e8236ea99c71386e3579977175cf4bb06cbf049,2248731,6,td3,mlp,full,full,full,vine_synthetic,strict,True,136855,25274,25464,133210,180,True,True,strict,,v3_strict_path
feedforward_capacity_matched,20261010,data/publication_extension_runs_v3/feedforward_capacity_matched/seed_20261010/td3_mlp_vine_full.pt,98e32a59551204372680f71e6bc75c6feb33df9312cb1a1f690aaee9afef1de6,2248731,6,td3,mlp,full,full,full,vine_synthetic,strict,True,136855,25274,25464,133210,180,True,True,strict,,v3_strict_path
full_vine_state_and_cvar_observation,20261001,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261001/td3_lstm_vine_full.pt,0128fa4ce6b6b4b1382bebaac1cee45a220c3a8f2ee649e9fbdb94eac147b8a1,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
full_vine_state_and_cvar_observation,20261002,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261002/td3_lstm_vine_full.pt,8d240a404c239f8bc90c4aba2f80aa1de9c9d8c376dcd451fe33084762375bc8,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
full_vine_state_and_cvar_observation,20261003,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261003/td3_lstm_vine_full.pt,17f79c1aecac14dcd2f31a9c556037feeaca148cabe24cf3b19f787d2f53423a,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
full_vine_state_and_cvar_observation,20261004,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261004/td3_lstm_vine_full.pt,0fb3fed59cae1794d92656ca4504eab370e979833f1344644b32c394c06e3d34,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
full_vine_state_and_cvar_observation,20261005,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261005/td3_lstm_vine_full.pt,ed27157f0b80bb01e420667246aea8a681863384424cbb5a5f67b8d56fb26d89,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
full_vine_state_and_cvar_observation,20261006,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261006/td3_lstm_vine_full.pt,b4b4cc65111d4c97d6267326bfd40864fc221d1241073946af6629a28dfe57ee,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
full_vine_state_and_cvar_observation,20261007,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261007/td3_lstm_vine_full.pt,3bdd2826ac5d61bbb113972353066737a614fe65f2730bcc5e068176c3933d28,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
full_vine_state_and_cvar_observation,20261008,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261008/td3_lstm_vine_full.pt,f185cf045a0667f31a7bfd247883e32149ebd99f739f414ce61da84d7edb5ea0,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
full_vine_state_and_cvar_observation,20261009,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261009/td3_lstm_vine_full.pt,8436c827d0646cc18673152c65df8931eaa99a55fb5566bc8f6227e2453b03ee,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
full_vine_state_and_cvar_observation,20261010,data/publication_extension_runs_v2/full_vine_state_and_cvar_observation/seed_20261010/td3_lstm_vine_full.pt,f9a7b80ea4fc33d04257ee9bcab34704fb070948083718c615685c16926b299a,2184691,5,td3,lstm,full,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
historical_only_no_synthetic_pretraining,20261001,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261001/td3_lstm_vine_full.pt,7b6bff9227e40a412ef94ca4b393d39bd8bb72cf9e359fa0d3dd76aa35f66fe5,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
historical_only_no_synthetic_pretraining,20261002,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261002/td3_lstm_vine_full.pt,5e86ce11eb8afc1f4e661c54fd0a31e932e45f55453fc8f0f9634e64b9a2854f,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
historical_only_no_synthetic_pretraining,20261003,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261003/td3_lstm_vine_full.pt,db34006215eee7dcd6f97dd095928ca4986d3e82eaa4e466d306a839b59d27c2,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
historical_only_no_synthetic_pretraining,20261004,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261004/td3_lstm_vine_full.pt,42ce4674e034b3c9f3b0b38e8a53561ac58d1051dfd07f455de5899998001fbe,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
historical_only_no_synthetic_pretraining,20261005,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261005/td3_lstm_vine_full.pt,c2e2f7fdd34fe8403b2223aced8e5f5b64aabb31c8a208bee6c3b9c07294f7b4,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
historical_only_no_synthetic_pretraining,20261006,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261006/td3_lstm_vine_full.pt,cc49031ea76a42086448b19af5516a13940cf68b22e096556904e8810e2491ce,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
historical_only_no_synthetic_pretraining,20261007,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261007/td3_lstm_vine_full.pt,8bd61075585a62fdde96f46347e97fc73f4d621fc4b7c9d3e708883fb0ee72ac,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
historical_only_no_synthetic_pretraining,20261008,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261008/td3_lstm_vine_full.pt,03896eb1c5a8268ae8d67a62002499d9476f0d4c651b68263071faf9f8af6f4d,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
historical_only_no_synthetic_pretraining,20261009,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261009/td3_lstm_vine_full.pt,7164b90e248d726e503d63666bb1c39b1964be06535f0e7a09cce89cdbf2c362,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
historical_only_no_synthetic_pretraining,20261010,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261010/td3_lstm_vine_full.pt,d200602f9ead7161797e766bd677cd460fd799d72908674de6e8b9df40f0345a,2184755,5,td3,lstm,full,full,full,historical_prefix_repeated,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
keep_vine_features_zero_cvar_observation,20261001,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261001/td3_lstm_vine_full.pt,e43422f502ca3736e35957e5993665c0866bbbc2b8f24e864f4e96e609276e34,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
keep_vine_features_zero_cvar_observation,20261002,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261002/td3_lstm_vine_full.pt,38e709e88ddd87cdaafa49bea3d25e2d2c3060a69614aaf142358be8999908a3,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
keep_vine_features_zero_cvar_observation,20261003,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261003/td3_lstm_vine_full.pt,6aadba121c5d5829d9fa9001a142a682fb87a686363d4b611eedad2267de8b4d,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
keep_vine_features_zero_cvar_observation,20261004,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261004/td3_lstm_vine_full.pt,f7bd2e88e9b8281be9d0b6fc9a0a6562d881e2c6825a470f36695c317d539732,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
keep_vine_features_zero_cvar_observation,20261005,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261005/td3_lstm_vine_full.pt,a8773af26b07f3c702bfd4f02b6064322d85c983a6861875c2ac4ecda89b07a5,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
keep_vine_features_zero_cvar_observation,20261006,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261006/td3_lstm_vine_full.pt,64d365cce1c4a16a2ef1fc448e325cea4fa8638ca935ec1dd7961bbd57c5d978,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
keep_vine_features_zero_cvar_observation,20261007,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261007/td3_lstm_vine_full.pt,f23e8bf2c654cc14be8e0b66e2088f8c0a978d3762804f0202dd3f62b230bda0,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
keep_vine_features_zero_cvar_observation,20261008,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261008/td3_lstm_vine_full.pt,7e04393ef132a2756e8591f906613cee18aac5fb111e854ce9c22d77a9f70d96,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
keep_vine_features_zero_cvar_observation,20261009,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261009/td3_lstm_vine_full.pt,9618c56421c9cf60a5dfc5a7af98992fab3e7d6537186eed66d683e6ebc973ed,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
keep_vine_features_zero_cvar_observation,20261010,data/publication_extension_runs_v2/keep_vine_features_zero_cvar_observation/seed_20261010/td3_lstm_vine_full.pt,457d244421ef093c49aca177a1dcb4647679eaca11ff60c1abf658403d50e8ae,2184691,5,td3,lstm,full,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
moving_block_bootstrap_pretraining,20261001,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261001/td3_lstm_vine_full.pt,601a37ffdb0de7c89ceb3888d6d6adf919402d62a8909da72d5e658b4e7db890,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
moving_block_bootstrap_pretraining,20261002,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261002/td3_lstm_vine_full.pt,cfdbb93ce956845cf769e0f9c3717e95cd56d549d86313a7322c46e0050da559,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
moving_block_bootstrap_pretraining,20261003,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261003/td3_lstm_vine_full.pt,e05c3b3ad21356298c60f2cc9ef9f710281af779a57e1b0c70154532fd6f6d34,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
moving_block_bootstrap_pretraining,20261004,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261004/td3_lstm_vine_full.pt,9956da60c47537eb4be39e0c9f16656707c7afd23c3590ec781eb9da303b0748,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
moving_block_bootstrap_pretraining,20261005,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261005/td3_lstm_vine_full.pt,6fd6178d55fa86d35c0c5f39f532d4583c30dd366e3fe625f519e0ff53fd073e,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
moving_block_bootstrap_pretraining,20261006,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261006/td3_lstm_vine_full.pt,961cd7decb4512bfe6cc0991879c574e223db60c582641dada495e28542cec46,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
moving_block_bootstrap_pretraining,20261007,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261007/td3_lstm_vine_full.pt,f81ede0c7a6cd8d51c59b0c82987a1f646ae90b8c396e7d87363fed65e8e4fe6,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
moving_block_bootstrap_pretraining,20261008,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261008/td3_lstm_vine_full.pt,c0cc9fd5df4417517f85ade691c65c54dfda4a660fb417fe5395b2720a79959f,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
moving_block_bootstrap_pretraining,20261009,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261009/td3_lstm_vine_full.pt,4e7ce70f3c8f0145ef3c7094c0951c1b8cbe3a0be35e19cd92cc18a942761a2d,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
moving_block_bootstrap_pretraining,20261010,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261010/td3_lstm_vine_full.pt,cb2bf38cedc7e14f78b2831d816fe3d6c793c2ae8d7040ef9902ed2b5c58b776,2184755,5,td3,lstm,full,full,full,moving_block_bootstrap,report_only,True,133210,25274,25464,,180,True,False,report_only,mean_turnover,v4_report_only
ppo_lstm_full,20261001,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261001/ppo_lstm_vine_full.pt,3c9ecd23a691f7cbf6cc752b6409f893e38e99349b4c1f9f0508e95a1c93a82b,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
ppo_lstm_full,20261002,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261002/ppo_lstm_vine_full.pt,a1a1593acfe1c56ac47efe2777afa5413e1e3e12b0390e4ff417154aa81424c5,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
ppo_lstm_full,20261003,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261003/ppo_lstm_vine_full.pt,ed754571b12b2f1da232ff0d4dca03625f77170ab4c3a957a2610fdb8b7c5e59,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
ppo_lstm_full,20261004,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261004/ppo_lstm_vine_full.pt,99e17ecb2b185c8a547ec62550536c691190b389a4e9592bb8e5454cdee98ba9,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
ppo_lstm_full,20261005,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261005/ppo_lstm_vine_full.pt,d4742047216346f80e71b380f3095a4c3caa05a54146393783c26d3bcdf3cda3,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
ppo_lstm_full,20261006,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261006/ppo_lstm_vine_full.pt,6e958e16a290687e5d5c1c647d370ef869defb98d59ec1ac11ba3d54c8ab300a,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
ppo_lstm_full,20261007,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261007/ppo_lstm_vine_full.pt,d7add84aff3dc7016e20f7b13d90eac5c649c0fc343399d2c7f38d993df098ef,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
ppo_lstm_full,20261008,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261008/ppo_lstm_vine_full.pt,ee9c79fcd5cc1d5e128b9fbae8a363b3b77e1df7845b5cd8674c329ce9b4fb05,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
