experiment_id,seed,checkpoint,sha256,size_bytes,checkpoint_schema,rl_algorithm,policy_encoder,vine_feature_mode,cvar_observation_mode,cvar_reward_mode,pretrain_data_mode,pretrain_behavior_gate_mode,run_finetune,parameter_count,update_count,environment_interactions,capacity_target_parameter_count,tensor_count,all_tensors_finite,behavior_gate_pass,behavior_gate_mode,behavior_gate_failed_metrics,operational_source
ppo_lstm_full,20261009,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261009/ppo_lstm_vine_full.pt,af742b219a70b36fc8005cb996fb25c7911957732e8c6617954ac57b2a65cf68,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
ppo_lstm_full,20261010,data/publication_extension_runs_v3/ppo_lstm_full/seed_20261010/ppo_lstm_vine_full.pt,66d67b74634c27ab4ed3628cff3c16e0c2a6fcc7ac55f3ae31a3fafe21922b47,1091669,6,ppo,lstm,full,full,full,vine_synthetic,strict,True,88369,1061,25464,,100,True,True,strict,,v3_strict_path
pretrained_only_no_historical_finetuning,20261001,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261001/td3_lstm_vine_pretrained_only_full.pt,8a53d5009a84a5755ac7d9d2477462960201117d9aa41b9e010869024cbd4a04,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
pretrained_only_no_historical_finetuning,20261002,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261002/td3_lstm_vine_pretrained_only_full.pt,3a2926e9223f2eee852fe6ad200aaae171702b1375aebf4f38832424bf4836ed,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
pretrained_only_no_historical_finetuning,20261003,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261003/td3_lstm_vine_pretrained_only_full.pt,d06f60c70fa517aee06100c132224a4b59aed4c98ca91a0c12c49a4ca1d06f16,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
pretrained_only_no_historical_finetuning,20261004,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261004/td3_lstm_vine_pretrained_only_full.pt,3879cf3d863fa346995a5d60cfa8b4e8defd609546a2529a633ee8e2cebdbbe2,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
pretrained_only_no_historical_finetuning,20261005,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261005/td3_lstm_vine_pretrained_only_full.pt,4f3560585fa8e5ccc88fbf37ee02b30ba7d4e49d108fabb63bd321c6825dc821,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
pretrained_only_no_historical_finetuning,20261006,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261006/td3_lstm_vine_pretrained_only_full.pt,a2f01c6442cbd8215f10ae388de8216acdcad069ad439bce027fa9b6823b72e0,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
pretrained_only_no_historical_finetuning,20261007,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261007/td3_lstm_vine_pretrained_only_full.pt,0fd29d6b7ef824b8232e609fd7616edc2a4f76b90780ec99bde11885efb0ff40,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
pretrained_only_no_historical_finetuning,20261008,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261008/td3_lstm_vine_pretrained_only_full.pt,0b516532f5e8d8eea1db0a0bffb731f859e61c1acc0b182170548bd79b504ad7,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
pretrained_only_no_historical_finetuning,20261009,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261009/td3_lstm_vine_pretrained_only_full.pt,180efc7a80157fa636a946988d8939a0f09ccda92545094786a5d07030e62c06,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
pretrained_only_no_historical_finetuning,20261010,data/publication_extension_runs_v2/pretrained_only_no_historical_finetuning/seed_20261010/td3_lstm_vine_pretrained_only_full.pt,49f7c4164733d04858fb548d55274e84af170a4d0f4eef531aa1409d176ac2a0,2190243,5,td3,lstm,full,full,full,vine_synthetic,strict,False,133210,23873,24000,,180,True,True,strict,,v2_strict
sac_lstm_full,20261001,data/publication_extension_runs_v4/sac_lstm_full/seed_20261001/sac_lstm_vine_full.pt,904b7d6a52ef13789617e5b45999b8a18a913d02014a5b072398619f47955e89,2007210,6,sac,lstm,full,full,full,vine_synthetic,report_only,True,133218,25274,25464,,176,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only
sac_lstm_full,20261002,data/publication_extension_runs_v4/sac_lstm_full/seed_20261002/sac_lstm_vine_full.pt,532ac1f94100a66d13f85df96a1639e188c893422455539d46adb8753c573fb4,2007210,6,sac,lstm,full,full,full,vine_synthetic,report_only,True,133218,25274,25464,,176,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only
sac_lstm_full,20261003,data/publication_extension_runs_v3/sac_lstm_full/seed_20261003/sac_lstm_vine_full.pt,3b71c35194c02ea3f0662dc5922783ce42281b089b51d0c71557c89165ae5ca1,2007210,6,sac,lstm,full,full,full,vine_synthetic,strict,True,133218,25274,25464,,176,True,True,strict,,v3_strict_path
sac_lstm_full,20261004,data/publication_extension_runs_v4/sac_lstm_full/seed_20261004/sac_lstm_vine_full.pt,47630dffea0afa34933d0680089b3181a81af446983269d37f2eb5f6b534094d,2007210,6,sac,lstm,full,full,full,vine_synthetic,report_only,True,133218,25274,25464,,176,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only
sac_lstm_full,20261005,data/publication_extension_runs_v3/sac_lstm_full/seed_20261005/sac_lstm_vine_full.pt,00ad73447b40acbc0cf65e6bc4c49d2cb5712b61eb35ca66e0e6e0d0a054f725,2007210,6,sac,lstm,full,full,full,vine_synthetic,strict,True,133218,25274,25464,,176,True,True,strict,,v3_strict_path
sac_lstm_full,20261006,data/publication_extension_runs_v3/sac_lstm_full/seed_20261006/sac_lstm_vine_full.pt,e575c2cf54e684a54fbc341d8659dc421198611fb10d22aeffe19b915abf6dcf,2007210,6,sac,lstm,full,full,full,vine_synthetic,strict,True,133218,25274,25464,,176,True,True,strict,,v3_strict_path
sac_lstm_full,20261007,data/publication_extension_runs_v4/sac_lstm_full/seed_20261007/sac_lstm_vine_full.pt,9534bc32c7a3af8cbe2e4ab02daef02b6ca0195575fadeba47829a4f45f9c2c8,2007210,6,sac,lstm,full,full,full,vine_synthetic,report_only,True,133218,25274,25464,,176,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only
sac_lstm_full,20261008,data/publication_extension_runs_v4/sac_lstm_full/seed_20261008/sac_lstm_vine_full.pt,82595b857c806d311695dcc3fcb20695518b5687ae02426bd5dc65a78d7cdb82,2007210,6,sac,lstm,full,full,full,vine_synthetic,report_only,True,133218,25274,25464,,176,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only
sac_lstm_full,20261009,data/publication_extension_runs_v4/sac_lstm_full/seed_20261009/sac_lstm_vine_full.pt,2a454617a45c5ff603107d40dc758b4b622b45d1b77cf036aff436e28d6e7b01,2007210,6,sac,lstm,full,full,full,vine_synthetic,report_only,True,133218,25274,25464,,176,True,False,report_only,mean_effective_positions,v4_report_only
sac_lstm_full,20261010,data/publication_extension_runs_v4/sac_lstm_full/seed_20261010/sac_lstm_vine_full.pt,d89499472fdc57053582a2079bafb4f2795c690797ba0df794fd2e574a8e2392,2007210,6,sac,lstm,full,full,full,vine_synthetic,report_only,True,133218,25274,25464,,176,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only
zero_cvar_reward_keep_state,20261001,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261001/td3_lstm_vine_full.pt,fbe42a16dc718606185575867518d0806f5d92eb6d04278f9f08a3e04e0908fd,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_cvar_reward_keep_state,20261002,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261002/td3_lstm_vine_full.pt,b4517e2a0d0564acf12cd0ef394bd163abffd5b10692c8e0fe80524975be8a9f,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_cvar_reward_keep_state,20261003,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261003/td3_lstm_vine_full.pt,257fa8e6be4ca540ba61b235963e285b45be9b677281ba01aa7664ebcec77fdc,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_cvar_reward_keep_state,20261004,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261004/td3_lstm_vine_full.pt,feea2e6f60d08596a30e28233e7861c7af8a2ee03d63cfd7efee4ba40c941dee,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_cvar_reward_keep_state,20261005,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261005/td3_lstm_vine_full.pt,741705ed837e8488a1642cc54af466d8490a51e562d2b8df51701e62e75cb0be,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_cvar_reward_keep_state,20261006,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261006/td3_lstm_vine_full.pt,00b6a8c03bb7e93015e77707cdb79fc3bf758620939440c7a9d5356656f91d2a,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_cvar_reward_keep_state,20261007,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261007/td3_lstm_vine_full.pt,7f64eb1e761087c44b6210b6e457f54345e1e8e6be56d9693571571d6a514656,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_cvar_reward_keep_state,20261008,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261008/td3_lstm_vine_full.pt,9825925e0c07ea96554ca2b241207135aa87a1d9375a1837d5d8e47223bd31f5,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_cvar_reward_keep_state,20261009,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261009/td3_lstm_vine_full.pt,ff559495a1fca7da139a1919eb19f2a176ec35651f5ab32754011442b3614a5b,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_cvar_reward_keep_state,20261010,data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261010/td3_lstm_vine_full.pt,fa7da72d97fb1b14472ec56ac663aec95612e90bdb3a47a62b12667ca278ad20,2184691,5,td3,lstm,full,full,zero,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261001,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261001/td3_lstm_vine_full.pt,8cc15978608b75d8aa69801ca223b7ddda8fe1725ce1381e0206d7115c5746b3,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261002,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261002/td3_lstm_vine_full.pt,dc208d1431271c3272fe8a8c09387eff8ee974b32dfa2de7081c753361448f1a,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261003,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261003/td3_lstm_vine_full.pt,50798f65839ed0d1800cef20f767df90abc12bfb2c64ec9a76f51b353cf16296,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261004,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261004/td3_lstm_vine_full.pt,78feb26def6440a29d71fe16bc6d8c74a63d03f985a0c7f48c048a9c6f4e8e92,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261005,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261005/td3_lstm_vine_full.pt,52f157622e3b64ed873a0c0394a33e80781b06b6d76ba76c5b14047f0219b3e6,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261006,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261006/td3_lstm_vine_full.pt,b161738e330f9dbcc493ce3c866b43a43ac9880b91f443990631fa04c85326bc,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261007,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261007/td3_lstm_vine_full.pt,4d6e9c83c630b422e4be14e79a74e728f0ab323c15e2899b2072c08b5975111e,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261008,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261008/td3_lstm_vine_full.pt,59ecf6ac53f751c3c256d249324386150ede89d246b3d8352da0a7d0cc01402d,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261009,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261009/td3_lstm_vine_full.pt,a2ad60396d30172a0a23cecd969001eb88b5a5c2710dd76b4005fd84018f42f4,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_and_cvar_observation,20261010,data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261010/td3_lstm_vine_full.pt,ed2475914ebeaeaf94c870f175fbdd4170d5ccadc2431aa0f1c7d47a66d47c63,2184691,5,td3,lstm,zero,zero,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261001,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261001/td3_lstm_vine_full.pt,3cfe286c971339f2ad80af35fb9d38b2c44f5ae321811419f0a673481af022fd,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261002,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261002/td3_lstm_vine_full.pt,9edb864390cdf5c617765a60db4decc02aa5b673bcc4faed1ec5163f4c103dac,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261003,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261003/td3_lstm_vine_full.pt,770641efd9719b12222a9506feee11a688b7253f48180fb29555fb4d12719fd1,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261004,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261004/td3_lstm_vine_full.pt,f71dc5a539fd4aebebda8da28357a7e8a366a567097f7a70cd78ee1db2cb8905,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261005,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261005/td3_lstm_vine_full.pt,eb5f4cf293d33c27b0ed948d78e1566ea318723160ca0ff2e98831868a4c5a76,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261006,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261006/td3_lstm_vine_full.pt,2cfed1ab7773d28f0dd7696a817d8b0308b9dec712eb8bdb91130b7a9c426692,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261007,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261007/td3_lstm_vine_full.pt,e2a6d10ad28e772ef92ce046297c4902d9dd6189623ebca5ee1be4f8974c6ccf,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261008,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261008/td3_lstm_vine_full.pt,3a285f76ab5b8f05bacbccc234ebfa78d021959e1936fe06853f68959df08969,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261009,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261009/td3_lstm_vine_full.pt,5bf3c021d5136fc98d0da0fbb34b6f36f9e1e44d3cedb0d46c0d5dda4050c042,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
zero_vine_features_keep_cvar_observation,20261010,data/publication_extension_runs_v2/zero_vine_features_keep_cvar_observation/seed_20261010/td3_lstm_vine_full.pt,083855f2a5fe3eb5dcb8d9098b3268f11514c847e757727b18424eb08d8b26bc,2184691,5,td3,lstm,zero,full,full,vine_synthetic,strict,True,133210,25274,25464,,180,True,True,strict,,v2_strict
