window_episodes,metric,value,comparison,threshold,pass
100,mean_leverage_gate,0.8053114938735962,<=,0.95,True
100,fraction_at_gross_cap,0.0,<=,0.75,True
100,gate_gross_mae,6.767610708872478e-08,<=,1e-05,True
100,mean_turnover,1.2219480445655961,<=,1.0,False
100,max_position_limit_violation,0.0,<=,1e-06,True
100,mean_normalized_direction_entropy,0.7881137412077591,>=,0.7,True
100,q05_normalized_direction_entropy,0.7103917401473323,>=,0.5,True
100,mean_effective_positions,3.546611833969752,>=,2.5,True
