stage,pass,episode,reward,noise,terminal_wealth,mean_turnover,q95_turnover,mean_cvar,mean_gross_exposure,fraction_at_gross_cap,mean_short_notional,max_abs_weight,mean_leverage_gate,q95_leverage_gate,std_leverage_gate,mean_effective_leverage,gate_gross_mae,fraction_at_position_cap,mean_direction_entropy,total_actions,update_count
pretrain,,1,0.04769152631582962,0.15,116274.78053868415,1.06865010921412,1.5521315456903158,0.07689729114837683,1.270346507008764,0.0,0.13517325350438203,0.37034422691379276,0.5406930086513361,0.8529972016811371,0.21252633816679067,0.540693014017528,4.6433082730631035e-08,0.0,1.1308910300334294,24,0
pretrain,,2,-0.016890111280241787,0.1497,108191.54647022681,0.989643900695882,1.5561152922739427,0.07716956682045012,1.228486098260397,0.0,0.1142430491301985,0.42132419773510527,0.4569721681376298,0.7728646218776701,0.2016993330364253,0.456972196520794,4.461478621727485e-08,0.0,1.1303707311550777,48,0
pretrain,,3,0.14267447383104911,0.1494006,128156.13252235888,1.001039928903874,1.5336524132861296,0.0641894353929759,1.2207948115898208,0.0,0.1103974057949104,0.3721558653882572,0.44158957634742063,0.7658377200365065,0.23383743574681515,0.4415896231796415,6.031422391158021e-08,0.0,1.1304098864396412,72,0
pretrain,,4,0.11311580689548853,0.1491017988,124904.56606383032,1.0674571371472996,1.4884369742877852,0.07189412437147193,1.2475366901074139,0.0,0.12376834505370686,0.363388118999345,0.495073352009058,0.7772724837064743,0.18743984820778095,0.49507338021482744,5.064620857882692e-08,0.0,1.1350341588258743,96,0
pretrain,,5,-0.014622695006402203,0.1488035952024,107537.38148903444,1.03191125789311,1.4930613705772688,0.07059458219856825,1.191677141335926,0.0,0.09583857066796296,0.4355105757713318,0.38335425903399784,0.651998347043991,0.15833584456161867,0.38335428267185173,3.605548829869557e-08,0.0,1.1263354520003002,120,0
pretrain,,6,-0.007875942229006984,0.1485059880119952,108057.46139127316,1.0073448613341915,1.5537127370605357,0.06870199429007574,1.2548583854555284,0.0,0.1274291927277643,0.36096816988927977,0.5097167389467359,0.8110265165567397,0.20414216817890335,0.5097167709110572,5.750916901951323e-08,0.0,1.1311016529798508,144,17
pretrain,,7,0.0747676054197965,0.14820897603597122,120247.17396882089,1.1013811300934961,1.421098821933897,0.0780100156837034,1.2495345141339516,0.0,0.12476725706697578,0.3575489840337208,0.4990690127015114,0.8229997426271437,0.20732632888150648,0.49906902826790295,6.06246646957705e-08,0.0,1.1313174416621525,168,41
pretrain,,8,0.1844017156871176,0.14791255808389928,137130.29678827894,1.1029454035190154,1.4866033357436286,0.07197069177524587,1.22541180503599,0.0,0.11270590251799499,0.4158857784100941,0.45082360226660967,0.7617867559194563,0.19275841600274218,0.4508236100719798,5.916115780602027e-08,0.0,1.1225106120109558,192,65
pretrain,,9,-0.20707839113816784,0.14761673296773145,89660.99775821422,1.110966831631333,1.5933199117178178,0.07647186929609257,1.272777590102383,0.0,0.13638879505119156,0.42809120539043627,0.5455551476528248,0.8242077350616455,0.2325224793847756,0.5455551802047661,6.386211940749102e-08,0.0,1.124116137623787,216,89
pretrain,,10,0.024473810619739682,0.14732149950179602,112365.29683449777,1.0597258309003499,1.5285719949664385,0.07130975273221102,1.247331267788208,0.0,0.12366563389410401,0.38773177989891594,0.49466252063090604,0.7195493578910827,0.19464008154938797,0.4946625355764159,5.7608953570505626e-08,0.0,1.1306999673446019,240,113
pretrain,,11,-0.07336212292974459,0.1470268565027924,101474.18534323963,1.0448013800528104,1.4308667492290053,0.07324150942444774,1.2221509504265018,0.0,0.11107547521325097,0.462020605802536,0.444301875308156,0.8849170446395872,0.2284504437283935,0.44430190085300375,4.115558803012102e-08,0.0,1.1310859620571136,264,137
pretrain,,12,-0.043180279355683096,0.14673280278978681,104421.21788187015,1.0317805541259535,1.404634831340205,0.07126708713846266,1.2346363160426594,0.0,0.11731815802132978,0.367144128041608,0.4692726197342078,0.7986782521009445,0.2441666368580416,0.46927263208531905,4.335084839250195e-08,0.0,1.1324374824762344,288,161
pretrain,,13,0.21924099398277366,0.14643933718420726,145771.90109167734,1.1147225399054579,1.56030443655974,0.07896311805256906,1.2513572849843297,0.0,0.12567864249216484,0.41541396400758196,0.5027145401885112,0.8038201510906219,0.23216353751790117,0.5027145699686592,5.4438021905115854e-08,0.0,1.1261327962080638,312,185
pretrain,,14,0.13072046609454843,0.14614645850983884,127612.6134824486,1.0297551049512899,1.5850682195316517,0.0713816139210963,1.2466011939659005,0.0,0.12330059698295026,0.37921614146658356,0.4932023535172145,0.78012598156929,0.19184053054699066,0.49320238793180105,6.687783056976333e-08,0.0,1.126356154680252,336,209
pretrain,,15,0.007879378233873854,0.14585416559281916,111106.91030761508,1.0787464221464604,1.5159561897512728,0.07673882830942631,1.2605582748961057,0.0,0.13027913744805295,0.39063063689640587,0.5211165507013599,0.8119433671236038,0.2266490235705538,0.5211165497922117,6.015900351948507e-08,0.0,1.1303424785534542,360,233
pretrain,,16,-0.01671495747345067,0.14556245726163353,107687.24725514575,1.0512206638433224,1.4730284141341388,0.07341657790863397,1.2502548213316393,0.0,0.1251274106658197,0.40053626788514,0.5005096259216467,0.8061707407236098,0.21723177878906477,0.5005096426632787,4.645525701156098e-08,0.0,1.1299728999535243,384,257
pretrain,,17,-0.0010990308064724938,0.14527133234711026,108723.52243049658,1.0043773485679646,1.4289162279875336,0.06777905349084692,1.1978399598128384,0.0,0.09891997990641921,0.3676984895552907,0.3956798976287246,0.7012648671865462,0.2049902008279652,0.3956799196256768,6.346298112950659e-08,0.0,1.1319255530834198,408,281
pretrain,,18,-0.17026654769407618,0.144980789682416,92510.77997490643,1.077562765316042,1.4850082652238608,0.0744262011767814,1.223856760543727,0.0,0.1119283802718634,0.40786547107355936,0.4477135102885465,0.7504470825195312,0.22317214680083455,0.44771352108745344,3.900467639613344e-08,0.0,1.125431939959526,432,305
pretrain,,19,0.11386007097384884,0.1446908281030512,125055.62583215837,1.0667089832259573,1.5475797732719758,0.07207981333141122,1.227663333993405,0.0,0.11383166699670257,0.4241925962269306,0.4553266304234664,0.7932170450687408,0.20101059750620406,0.4553266679868102,6.204382294964599e-08,0.0,1.1293209890524547,456,329
pretrain,,20,0.10640980108509265,0.1444014464468451,123937.73043622189,1.0916869603325399,1.601723863722105,0.07227783632239271,1.2753625129837365,0.0,0.1376812564918683,0.34861158579587936,0.5507250341276327,0.8987538814544677,0.19186501034525752,0.5507250259674731,5.7475907440836714e-08,0.0,1.1363887041807175,480,353
pretrain,,21,0.14972333857910458,0.1441126435539514,130439.05744988595,0.9801919706952299,1.4481104685018293,0.0696959337477625,1.2511784499511123,0.0,0.12558922497555616,0.3795746202979769,0.5023568806548914,0.8719887137413023,0.20427552518181935,0.5023568999022245,4.878356344809968e-08,0.0,1.1337561110655467,504,377
pretrain,,22,0.10762049865751286,0.1438244182668435,123847.24068415083,1.1890813405219374,1.7278478310897192,0.070777642590571,1.2593154136113645,0.0,0.12965770680568225,0.39282501701797756,0.5186307936285933,0.8937121301889419,0.24068868614399147,0.518630827222729,5.381714022571297e-08,0.0,1.1264312416315079,528,401
pretrain,,23,0.09994967990564295,0.14353676943030982,122917.1089465646,0.9967101132370777,1.538180788558787,0.07207827117223002,1.2604901135588686,0.0,0.1302450567794343,0.38310676919562475,0.5209801997989416,0.7309410572052002,0.1832532601766936,0.5209802271177372,4.940444514600628e-08,0.0,1.1342150270938873,552,425
pretrain,,24,0.05235948404615463,0.1432496958914492,116442.82814187802,1.0749103433760696,1.6177855976698188,0.07404164132582138,1.2447613265165793,0.0,0.12238066325828967,0.3932137138077191,0.4895226238295436,0.7961897403001784,0.2145158141891622,0.4895226530331585,4.3927381417526355e-08,0.0,1.1312878082195919,576,449
