seed,update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,critic2_grad_norm,actor_grad_norm,actor_mean_leverage_gate,actor_mean_direction_entropy,actor_leverage_penalty,actor_mean_gross_exposure,actor_mean_max_abs_weight,actor_gate_gross_mae,critic_amp_scale,actor_amp_scale,stage,episode,step,pass
20260741,3500,0.0025455523282289,0.1362777352333068,-0.1410230696201324,-0.1397338509559631,-0.1448494791984558,0.017204787582159,0.066411405801773,0.0607854016125202,0.0099631296470761,0.6987107992172241,1.0941803455352783,6.876727275084704e-05,1.3493554592132568,0.4048916101455688,1.1175870895385744e-07,1.0,1.0,pretrain,152,3,
20260741,3600,0.0027497010305523,0.1426863819360733,-0.1518231332302093,-0.140569195151329,-0.1446716636419296,0.0186709836125373,0.1024076864123344,0.058643352240324,0.0078494139015674,0.6852742433547974,1.0954673290252686,6.22575098532252e-05,1.3426371812820437,0.3940744698047638,1.0617077350616456e-07,1.0,1.0,pretrain,156,7,
20260741,3700,0.0027946657501161,0.1367745101451873,-0.1514165103435516,-0.1499102711677551,-0.1373790502548217,0.0166395399719476,0.2154713869094848,0.170427992939949,0.0098281875252723,0.7084896564483643,1.0766657590866089,3.4261629480170086e-05,1.354244828224182,0.417281299829483,1.1222437024116517e-07,1.0,1.0,pretrain,160,11,
20260741,3800,0.0019229060271754,0.1414793580770492,-0.1498156785964965,-0.148515984416008,-0.1497858017683029,0.0148212052881717,0.0286159515380859,0.0234661418944597,0.0121359769254922,0.7365344762802124,1.0787724256515503,3.164273948641494e-05,1.368267297744751,0.4176224768161773,1.2153759598731997e-07,1.0,1.0,pretrain,164,15,
20260741,3900,0.0027400108519941,0.1289364844560623,-0.1374207288026809,-0.1360671371221542,-0.1362425237894058,0.0164403710514307,0.0299422238022089,0.0457787364721298,0.0065598343499004,0.7576179504394531,1.0696401596069336,0.0002647186047397,1.3788089752197266,0.4335067272186279,1.1827796697616577e-07,1.0,1.0,pretrain,168,19,
20260741,4000,0.0020625567995011,0.1244011521339416,-0.1391701400279998,-0.1419737935066223,-0.1395494639873504,0.0165419522672891,0.0327024646103382,0.0380994640290737,0.0058147897943854,0.7497574687004089,1.0753867626190186,0.0002221494505647,1.3748787641525269,0.4230663180351257,1.2712553143501284e-07,1.0,1.0,pretrain,172,23,
20260741,4100,0.0018037208355963,0.1317227035760879,-0.1378821581602096,-0.1340232491493225,-0.1403485536575317,0.0156855024397373,0.0482187643647193,0.0957417860627174,0.0104300258681178,0.7488610744476318,1.0710017681121826,0.0001222937426064,1.3744306564331057,0.4285926222801208,1.2433156371116638e-07,1.0,1.0,pretrain,177,3,
20260741,4200,0.0025300029665231,0.1207982078194618,-0.1308601796627044,-0.12697434425354,-0.1333304047584533,0.0154100283980369,0.0354168452322483,0.0750399604439735,0.0126230875030159,0.7597017288208008,1.062624216079712,0.0001890763960545,1.3798508644104004,0.449619323015213,1.103617250919342e-07,1.0,1.0,pretrain,181,7,
20260741,4300,0.0029361327178776,0.1172053217887878,-0.1366189271211624,-0.1405693590641021,-0.1290580481290817,0.0173143874853849,0.1266118884086609,0.1554870456457138,0.0082354359328746,0.7662798166275024,1.0601933002471924,0.0001669908815529,1.3831398487091064,0.4520354270935058,1.1851079761981965e-07,1.0,1.0,pretrain,185,11,
20260741,4400,0.0026622479781508,0.1254726499319076,-0.1403769999742508,-0.1488676369190216,-0.13547083735466,0.0179747454822063,0.0920214504003524,0.2028336822986602,0.0058285109698772,0.756156325340271,1.06592059135437,0.0001987692958209,1.3780782222747805,0.4491257071495056,1.0919757187366487e-07,1.0,1.0,pretrain,189,15,
20260741,4500,0.0026801154017448,0.1163594275712966,-0.1296371072530746,-0.1385206133127212,-0.1382664740085601,0.0171489529311656,0.1272556036710739,0.030644753947854,0.0124236773699522,0.7582316994667053,1.0680091381072998,0.0001542398385936,1.3791158199310305,0.4524065852165222,1.3317912817001345e-07,1.0,1.0,pretrain,193,19,
20260741,4600,0.0026671146042644,0.1231849193572998,-0.1283210068941116,-0.1275588721036911,-0.1229568868875503,0.0163421873003244,0.0900330245494842,0.0648500621318817,0.0092001371085643,0.7648150324821472,1.0693248510360718,0.0002963444858323,1.3824074268341064,0.4591782093048095,1.1664815247058868e-07,1.0,1.0,pretrain,197,23,
20260741,4700,0.0029506953433156,0.1098065227270126,-0.1135438755154609,-0.1089601069688797,-0.116386592388153,0.0155255496501922,0.0457128919661045,0.0989960059523582,0.0047325082123279,0.7618993520736694,1.0696418285369873,0.000129668333102,1.3809497356414795,0.4632119238376617,1.203734427690506e-07,1.0,1.0,pretrain,202,3,
20260741,4800,0.0018099024891853,0.1197621524333953,-0.1293444037437439,-0.1267057359218597,-0.1292078197002411,0.015055751428008,0.0227114651352167,0.049266155809164,0.009496646001935,0.7591837048530579,1.0715373754501345,0.0001638271496631,1.379591941833496,0.4699451327323913,1.1688098311424257e-07,1.0,1.0,pretrain,206,7,
20260741,4900,0.0027365158312022,0.124914139509201,-0.1196334734559059,-0.1202113404870033,-0.1335266232490539,0.0135711003094911,0.2155067026615142,0.1802646517753601,0.0064747142605483,0.7614288926124573,1.0758259296417236,0.0001599439710844,1.3807144165039062,0.4678139686584472,1.1641532182693481e-07,1.0,1.0,pretrain,210,11,
20260741,5000,0.0024819709360599,0.1063516959547996,-0.117319107055664,-0.116371601819992,-0.1160044893622398,0.0158291868865489,0.0339414030313491,0.0360898375511169,0.0121291996911168,0.7684677243232727,1.0753521919250488,0.0002035471843555,1.3842339515686035,0.4777001738548279,1.2456439435482025e-07,1.0,1.0,pretrain,214,15,
20260741,5100,0.0018151882104575,0.0893599763512611,-0.1032590419054031,-0.1068413257598877,-0.1074082776904106,0.0162005089223384,0.059687964618206,0.0248224604874849,0.0093490798026323,0.7715010643005371,1.074016571044922,0.0002161207812605,1.3857505321502686,0.4751390218734741,1.2386590242385864e-07,1.0,1.0,pretrain,218,19,
20260741,5200,0.0018179989419877,0.1117678061127662,-0.1224674507975578,-0.1230232045054435,-0.1208122223615646,0.0161153376102447,0.0294562764465808,0.0341250374913215,0.0055695995688438,0.7759184837341309,1.070167899131775,0.0001748584618326,1.3879592418670654,0.4810782670974731,1.1594966053962709e-07,1.0,1.0,pretrain,222,23,
20260741,5300,0.0018734780605882,0.1143003776669502,-0.125721663236618,-0.1251107454299926,-0.1232183873653411,0.0136799216270446,0.0444211773574352,0.0299252029508352,0.011857314966619,0.7781400680541992,1.062063455581665,0.0001816789445001,1.3890700340270996,0.4845075607299804,1.2433156371116638e-07,1.0,1.0,pretrain,227,3,
20260741,5400,0.002033700235188,0.1006897315382957,-0.1092821657657623,-0.1126233339309692,-0.1097247451543808,0.012897896580398,0.0279647149145603,0.0541949234902858,0.0057653607800602,0.7672008275985718,1.0693650245666504,0.0001439301704522,1.3836003541946411,0.4638845324516296,1.2945383787155154e-07,1.0,1.0,pretrain,231,7,
20260741,5500,0.0018052055966109,0.11485156416893,-0.1181911677122116,-0.1153884902596473,-0.1175188720226287,0.0135073903948068,0.0335364453494548,0.0293627083301544,0.0108879143372178,0.7770049571990967,1.0669724941253662,0.0001744071778375,1.388502597808838,0.4747480154037475,1.2898817658424377e-07,1.0,1.0,pretrain,235,11,
20260741,5600,0.0019410498207435,0.1090769171714782,-0.1191892027854919,-0.117834061384201,-0.1122074425220489,0.0141763892024755,0.104108951985836,0.0880836546421051,0.0073409238830208,0.7713154554367065,1.0675163269042969,0.000133941124659,1.385657787322998,0.4705243408679962,1.112930476665497e-07,1.0,1.0,pretrain,239,15,
20260741,5700,0.0016066001262515,0.1017500609159469,-0.1065521538257598,-0.109228640794754,-0.108157530426979,0.0134184788912534,0.0285428781062364,0.0295961257070302,0.0112005248665809,0.7704411745071411,1.0685827732086182,0.0001488306006649,1.3852205276489258,0.4705593585968017,1.2665987014770508e-07,1.0,1.0,pretrain,243,19,
20260741,5800,0.0018187796231359,0.0972713604569435,-0.1062701269984245,-0.1072816401720047,-0.1069477647542953,0.0138233378529548,0.026118841022253,0.0176589824259281,0.007023830898106,0.7788355946540833,1.060275673866272,0.0001908618432935,1.3894177675247192,0.4817733466625213,1.2712553143501284e-07,1.0,1.0,pretrain,247,23,
20260741,5900,0.0021177555900067,0.0935330465435981,-0.1077596694231033,-0.11276276409626,-0.1104144155979156,0.0145251667127013,0.0477654077112674,0.0331620723009109,0.0096544297412037,0.780271053314209,1.061668872833252,0.0001340208837063,1.3901355266571045,0.4828726649284363,1.3550743460655212e-07,1.0,1.0,pretrain,252,3,
20260741,6000,0.0018726181006059,0.1032736301422119,-0.1186186149716377,-0.1095539033412933,-0.1049884110689163,0.0160086322575807,0.1941154897212982,0.0630041733384132,0.0083421105518937,0.782233715057373,1.062973976135254,0.0001720608561299,1.3911168575286863,0.4698492884635925,1.30385160446167e-07,1.0,1.0,pretrain,256,7,
20260741,6100,0.0018616989254951,0.0979920998215675,-0.1032117009162902,-0.1017829328775405,-0.1082767695188522,0.0150292525067925,0.083046369254589,0.0845257043838501,0.0163672901690006,0.7763495445251465,1.066892147064209,0.0001670319034019,1.3881747722625732,0.469728410243988,1.317821443080902e-07,1.0,1.0,pretrain,260,11,
20260741,6200,0.0019458652241155,0.084539920091629,-0.0961964875459671,-0.1053616553544998,-0.1007715389132499,0.0163978599011898,0.0690598338842392,0.0631322190165519,0.0094305491074919,0.7841275930404663,1.0627497434616089,0.0001637109671719,1.392063856124878,0.4698120355606079,1.112930476665497e-07,1.0,1.0,pretrain,264,15,
20260741,6300,0.0020337859168648,0.0930459275841713,-0.1070884019136428,-0.1058847159147262,-0.10486751049757,0.0134327309206128,0.0371294803917408,0.0224279109388589,0.0149043938145041,0.7791360020637512,1.0645133256912231,0.0001444743247702,1.3895680904388428,0.4709546267986297,1.1827796697616577e-07,1.0,1.0,pretrain,268,19,
20260741,6400,0.0018219919875264,0.1061248332262039,-0.1166040226817131,-0.1141465455293655,-0.1118548214435577,0.0138606252148747,0.0570563562214374,0.0395993962883949,0.0134481806308031,0.7789298892021179,1.066192865371704,0.0001307917555095,1.3894648551940918,0.4628521800041199,1.0989606380462646e-07,1.0,1.0,pretrain,272,23,
20260741,6500,0.0021242941729724,0.0934933200478553,-0.1052874699234962,-0.1023239940404892,-0.1032512784004211,0.0135274268686771,0.0338255204260349,0.0204667616635561,0.0055779856629669,0.7937043905258179,1.0569888353347778,0.0002411440364085,1.3968522548675537,0.4783153533935547,1.2898817658424377e-07,1.0,1.0,pretrain,277,3,
20260741,6600,0.0016375670675188,0.0885231122374534,-0.0943160206079483,-0.100997120141983,-0.0987180471420288,0.014506846666336,0.0569671541452407,0.0370342507958412,0.0135176721960306,0.7939261198043823,1.050825595855713,0.0002270262193633,1.3969630002975464,0.4678437411785126,1.1688098311424257e-07,1.0,1.0,pretrain,281,7,
20260741,6700,0.0017266767099499,0.0741912499070167,-0.0827201753854751,-0.0824914947152137,-0.0808626860380172,0.0130883622914552,0.0320007614791393,0.0218992419540882,0.0040818355046212,0.7843281030654907,1.0545090436935425,9.375215449836104e-05,1.39216411113739,0.4617520868778229,1.1641532182693481e-07,1.0,1.0,pretrain,285,11,
20260741,6800,0.0017444107215851,0.0684638619422912,-0.073677584528923,-0.0767889097332954,-0.0761163756251335,0.0123501513153314,0.0319593474268913,0.0263906102627515,0.0087475022301077,0.7969016432762146,1.0543220043182373,0.0002588578499853,1.3984508514404297,0.4677447974681854,1.1920928955078125e-07,1.0,1.0,pretrain,289,15,
20260741,6900,0.0019516298780217,0.0723087415099144,-0.0811121314764022,-0.0843942463397979,-0.083065465092659,0.013446875847876,0.0334784537553787,0.0311517789959907,0.0063285212963819,0.7858202457427979,1.049031138420105,9.655637404648588e-05,1.3929100036621094,0.4784725904464721,1.0570511221885681e-07,1.0,1.0,pretrain,293,19,
20260741,7000,0.0017582424916327,0.084242507815361,-0.0953635722398758,-0.0965928733348846,-0.0932903364300727,0.0133776534348726,0.0404459983110427,0.0405442789196968,0.0057328287512063,0.7940988540649414,1.0449020862579346,0.0001934192405315,1.3970494270324707,0.4681157171726227,1.1874362826347352e-07,1.0,1.0,pretrain,297,23,
20260741,7100,0.0017592371441423,0.0697497576475143,-0.0777588039636612,-0.0804191455245018,-0.0793590322136879,0.013585440814495,0.0338992103934288,0.0294438060373067,0.0108129363507032,0.7869254350662231,1.0429162979125977,0.0001030039493343,1.3934626579284668,0.4885542094707489,1.0943040251731873e-07,1.0,1.0,pretrain,302,3,
20260741,7200,0.0021857288666069,0.0621381811797618,-0.0680795758962631,-0.0690260380506515,-0.0718428194522857,0.0144829228520393,0.0638323426246643,0.0428068414330482,0.011830199509859,0.785092830657959,1.0401073694229126,0.0001098675420507,1.3925464153289795,0.4969656467437744,1.1827796697616577e-07,1.0,1.0,pretrain,306,7,
20260741,7300,0.002140398370102,0.0648750811815261,-0.0749272778630256,-0.0744156390428543,-0.0796961486339569,0.0146913938224315,0.0747131183743476,0.0842761322855949,0.0078208530321717,0.7884502410888672,1.052933692932129,0.000139688476338,1.3942251205444336,0.4835641384124756,1.387670636177063e-07,1.0,1.0,pretrain,310,11,
20260741,7400,0.0017520771361887,0.0695061013102531,-0.0867135748267173,-0.0876029580831527,-0.081746369600296,0.01478754542768,0.0709548518061637,0.0650693923234939,0.0104861734434962,0.7941464781761169,1.0467356443405151,0.0001516192714916,1.3970732688903809,0.4931179583072662,1.2433156371116638e-07,1.0,1.0,pretrain,314,15,
20260741,7500,0.0018040353897958,0.052075732499361,-0.0680243521928787,-0.0694383010268211,-0.0603539869189262,0.0128289349377155,0.0989109650254249,0.1052820533514022,0.0051585920155048,0.7957654595375061,1.0323704481124878,0.000170903163962,1.3978826999664309,0.5055192708969116,1.1315569281578065e-07,1.0,1.0,pretrain,318,19,
20260741,7600,0.0020552158821374,0.0674695074558258,-0.0780816674232482,-0.0741313248872757,-0.0718949064612388,0.0131894117221236,0.0815539881587028,0.0427343435585498,0.0106392577290534,0.7848899364471436,1.0400886535644531,8.243406045949087e-05,1.3924449682235718,0.4957837462425232,1.1734664440155029e-07,1.0,1.0,pretrain,322,23,
20260741,7700,0.0016829990781843,0.0604182854294776,-0.0728033483028411,-0.0755813494324684,-0.0704184100031852,0.0139094982296228,0.0409024320542812,0.0824697837233543,0.0144105376675724,0.794549822807312,1.0474871397018433,0.0001608621969353,1.3972749710083008,0.4989062547683716,1.1920928955078125e-07,1.0,1.0,pretrain,327,3,
20260741,7800,0.0015120410826057,0.0530283860862255,-0.0643612146377563,-0.0703013688325882,-0.0638959631323814,0.0123307425528764,0.0230641569942235,0.0741351246833801,0.0057672373950481,0.791840672492981,1.037413477897644,0.0001224599545821,1.3959202766418457,0.5042363405227661,1.210719347000122e-07,1.0,1.0,pretrain,331,7,
20260741,7900,0.0015650107525289,0.0626310780644416,-0.0685185939073562,-0.0717991665005683,-0.0731292963027954,0.014503214508295,0.0579839311540126,0.0206554178148508,0.0128361796960234,0.7864742279052734,1.0423415899276731,9.117842273553832e-05,1.3932371139526367,0.4886419475078583,1.30385160446167e-07,1.0,1.0,pretrain,335,11,
20260741,8000,0.0017465383280068,0.0509524047374725,-0.0588385313749313,-0.0581689700484275,-0.0617497712373733,0.0128073152154684,0.0469727367162704,0.0560273081064224,0.0089130960404872,0.7967063188552856,1.0395961999893188,0.0001910904538817,1.398353099822998,0.4956513345241546,1.210719347000122e-07,1.0,1.0,pretrain,339,15,
20260741,8100,0.0017964618746191,0.0531013160943985,-0.0646499395370483,-0.0651326030492782,-0.0594099499285221,0.0138829238712787,0.0690005123615264,0.0716330185532569,0.0097744660452008,0.7955774068832397,1.0411852598190308,0.0002011172327911,1.3977887630462646,0.4832049608230591,1.1734664440155029e-07,1.0,1.0,pretrain,343,19,
20260741,8200,0.0020184277091175,0.0662159025669097,-0.074855089187622,-0.0741665810346603,-0.0643908530473709,0.0129289403557777,0.1266344785690307,0.1059468239545822,0.0071588363498449,0.7934116125106812,1.034489631652832,0.000122711790027,1.3967058658599854,0.4987384974956512,1.2898817658424377e-07,1.0,1.0,pretrain,347,23,
20260741,8300,0.002000430598855,0.0438543707132339,-0.0478740371763706,-0.0531552582979202,-0.0582589358091354,0.0115496544167399,0.1338231414556503,0.0692175179719924,0.0064879287965595,0.7959768772125244,1.0439140796661377,0.000111128509161,1.3979884386062622,0.49174565076828,1.2433156371116638e-07,1.0,1.0,pretrain,352,3,
