seed,model,episodes,steps,unique_calendar_decisions,return_replication_error,all_values_finite,mean_terminal_wealth,median_terminal_wealth,q05_terminal_wealth,q95_terminal_wealth,min_terminal_wealth,max_terminal_wealth,mean_episode_reward,mean_max_drawdown,worst_max_drawdown,mean_turnover,median_turnover,q95_turnover,mean_cvar,mean_gross_exposure,max_gross_exposure,fraction_at_gross_cap,max_net_exposure_error,gross_exposure_violation,long_weight_violation,short_weight_violation,fraction_steps_with_short,mean_short_notional,mean_leverage_gate,q95_leverage_gate,std_leverage_gate,mean_effective_leverage,gate_gross_mae,fraction_at_position_cap,mean_direction_entropy,mean_normalized_direction_entropy,q05_normalized_direction_entropy,mean_effective_positions,max_abs_weight,fraction_concentrated_weight,mean_cross_asset_weight_sd,apparent_expost_top_hit_rate,apparent_expost_bottom_hit_rate,mean_cross_sectional_weight_next_return_correlation,hard_constraints_pass
20260751,full,61,1464,84,0.0,True,123362.81643898034,124810.91358851538,97047.96530408502,147860.01086118096,87812.19856511618,159937.987437643,0.0931158054637719,-0.1255505680633065,-0.1755645443777975,0.6160442823861129,0.516949019261769,1.3358544123492055,0.0697772984378688,1.3961670085690352,1.4164146929979324,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1980835042845176,0.7923339994960144,0.8227234780788422,0.0207882186757756,0.7923340171380704,5.992308293738646e-08,0.0,1.0247818044707424,0.8901141656730012,0.8210024336028544,4.486079487481404,0.5710149332880974,0.0,0.2218110552515427,0.1785714285714285,0.2619047619047619,0.0848383405018144,True
20260752,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260752,pretrained,61,1464,84,0.0,True,136463.73724430046,121738.12955650664,99948.67604767883,190611.37793344268,96561.09152368284,198337.783317482,0.1389722291802994,-0.1310903086425888,-0.199911778860017,0.6062078294487834,0.5150424226054123,1.398903285286256,0.075748497957195,1.3982357504253424,1.4303729917321886,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1991178752126711,0.7964714837204563,0.8218747019767761,0.0214516473602821,0.7964715008506846,5.863624378909233e-08,0.0,0.9873242097311332,0.8575789122714405,0.7763427470022473,4.193419782353229,0.575093915419919,0.0,0.2341275567003073,0.1428571428571428,0.2738095238095238,0.1054347813739421,True
20260752,full,61,1464,84,0.0,True,135261.5799457467,121016.1782894746,98994.0283706637,184215.0887868613,95710.61897009464,198108.15202138547,0.1356498469548585,-0.1088029159052223,-0.1845983050259866,0.6622894632633322,0.6184096857905388,1.4026781156659127,0.0745787665623702,1.4026242007256415,1.42198560493333,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2013121003628208,0.8052483813358786,0.8299371927976609,0.0172845035136365,0.805248401451283,5.878164933188988e-08,0.0,0.9972388354725524,0.8661906467707089,0.8040404613038583,4.202575688479377,0.5836496874690056,0.0,0.2339299526175771,0.2261904761904762,0.2738095238095238,0.1090159802985761,True
20260753,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260753,pretrained,61,1464,84,0.0,True,132557.70554567385,131028.33453446138,112685.09943279016,155392.66186164683,109367.93187819958,178864.9731024047,0.1442602296275611,-0.1253722393252559,-0.2266243403125651,0.6596782497567641,0.6042099887771266,1.3089175770857504,0.0777071628446798,1.3954374296572511,1.426327804369586,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1977187148286255,0.7908748382997643,0.821340462565422,0.0255985670176943,0.790874859314502,6.026260491197727e-08,0.0,1.027379794891089,0.8923707514801892,0.827379532499808,4.517907159901708,0.5853097449455942,0.0,0.2206940800077236,0.1309523809523809,0.1547619047619047,0.0892626470382581,True
20260753,full,61,1464,84,0.0,True,134139.30661829867,129050.49586794293,109086.240469635,167895.40808770197,105946.45185121012,192209.50861659096,0.1274359537499537,-0.1836689438390455,-0.2432478676795434,0.4918299288133408,0.415366888578449,1.2379525051053075,0.0927036485309722,1.39693205607826,1.4240676808570112,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1984660280391299,0.793864092336652,0.8206507384777069,0.017440773526382,0.7938641121565196,5.8108785124914935e-08,0.0,0.9831547728978872,0.8539573854527943,0.7943866362902351,4.141016479724092,0.5783408161784922,0.0,0.2351730117386455,0.1428571428571428,0.1904761904761904,0.1109376316410441,True
20260754,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260754,pretrained,61,1464,84,0.0,True,118699.80511264269,119216.1675524006,98722.28950378664,142987.28229569117,93982.8063609294,161841.1375776361,0.0774780101622298,-0.1107745854700785,-0.1764355641554781,0.5154052717152439,0.4477850369044713,1.2478923332478318,0.0573923453018139,1.399488069984777,1.416966685226985,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1997440349923884,0.7989761192616218,0.8203077346086503,0.0163034453198858,0.7989761399695537,5.98801882868955e-08,0.0,1.007955440203023,0.8754989713690721,0.8080972817846788,4.184809526784824,0.5839908729706491,0.0,0.2336396276377516,0.1785714285714285,0.2619047619047619,0.0523292713835877,True
20260754,full,61,1464,84,0.0,True,117151.84827892976,111531.90718847793,94018.8750475582,151602.8584222888,84945.90978689962,163823.1505309205,0.0177282320152823,-0.1303499043708219,-0.2227665324274274,0.4666876377413161,0.2684425855321544,1.4913397708109446,0.0875858144004712,1.3969747820123155,1.4241478336708888,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1984873910061578,0.7939495434933673,0.8266739726066589,0.0233119013254376,0.7939495640246315,5.9443244606508045e-08,0.0,0.9649482551412504,0.8381434050600325,0.7195345865006715,4.058419005141232,0.5817798982773508,0.0,0.2433360897701612,0.1785714285714285,0.3214285714285714,0.035189576452264,True
20260755,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260755,pretrained,61,1464,84,0.0,True,126377.64231612632,126086.68333330746,99338.50224682216,157677.364920085,94770.16723687827,165368.1814802432,0.1193174069837201,-0.1030465580150557,-0.1661696796319417,0.5101759723991273,0.4015306705342871,1.45743012723646,0.0618733596401001,1.3971331870675183,1.4197714169110571,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1985665935337591,0.7942663543944151,0.8216066807508469,0.0197909673875698,0.7942663741350365,6.044327130608708e-08,0.0,0.9651934631535264,0.8383563900333323,0.7639889999610838,3.927630807369785,0.5912475075040544,0.0,0.2444073339601338,0.1428571428571428,0.1785714285714285,0.0795130742345493,True
