contrast_family,label,reference_experiment_id,alternative_experiment_id,observed_mean_crra_utility_difference,annualized_ce_difference,annualized_ce_ci_lower,annualized_ce_ci_upper,raw_p_value,reference_total_return,alternative_total_return,reference_mean_turnover,alternative_mean_turnover,test_sidedness,bootstrap_replications,bootstrap_block_length,holm_adjusted_p_value,reject_after_holm_5pct,contract_decision
algorithm_robustness,TD3 versus DDPG,full_vine_state_and_cvar_observation,ddpg_lstm_full,-0.0006741839926688611,-0.010309487909635484,-0.08859137985143582,0.052475994591668663,0.7709,0.5237073882567471,0.551960947930694,0.3466337236143271,0.3677226861549649,two_sided,9999,3,1.0,False,exploratory_difference_not_established
algorithm_robustness,TD3 versus SAC,full_vine_state_and_cvar_observation,sac_lstm_full,-0.003062138164821522,-0.04757407692662641,-0.14098142388527085,0.030194087785028936,0.233,0.5237073882567471,0.6427627973805026,0.3466337236143271,0.2611146688921013,two_sided,9999,3,0.932,False,exploratory_difference_not_established
algorithm_robustness,TD3 versus PPO,full_vine_state_and_cvar_observation,ppo_lstm_full,-0.0001140426404619623,-0.0017374699555052775,-0.11817363729986569,0.0888775232282743,0.9757,0.5237073882567471,0.5292288088129598,0.3466337236143271,0.07729263446987113,two_sided,9999,3,1.0,False,exploratory_difference_not_established
algorithm_robustness,TD3 versus A2C,full_vine_state_and_cvar_observation,a2c_lstm_full,0.00028647606953086606,0.004353011025689746,-0.11650841569761382,0.10316516716603837,0.944,0.5237073882567471,0.5158826016325937,0.3466337236143271,0.04233591803330983,two_sided,9999,3,1.0,False,exploratory_difference_not_established
