decision_date,holding_end_date,w_SP500,w_NASDAQ,w_DOW,w_SSE50,w_DIVIDEND,w_CHINEXT,w_GOLD
2024-07-31,2024-08-30,0.23795375404879465,0.11441534552723176,0.16319097951054562,-0.004487870447337663,-0.04090023348107937,0.044536798447370456,0.48529122639447425
2024-08-30,2024-09-30,0.25018207659678804,0.12097288114683964,0.13319692877786488,0.012234658614865408,-0.017293379402586344,0.007378271461597506,0.4933285628046308
2024-09-30,2024-10-31,0.14242890636835756,0.18063324812267512,0.1556100938602216,0.026172635065657736,-0.05429356534566214,0.1284663288055786,0.420982353123171
2024-10-31,2024-11-29,0.26065688447228486,0.23426045409536767,0.13227578650361718,0.0007047748858376321,-0.001971301742430237,-0.04724992749148187,0.42132332927680444
2024-11-29,2024-12-31,0.1252727518124241,0.12354443411209748,0.07690473257430964,0.060628238533224396,0.011719742443944832,0.09381776808628026,0.5081123324377198
2024-12-31,2025-01-27,0.3039411708047346,0.22752994292282636,0.13026507043146668,0.03458974010178016,-0.06719318085483143,-0.03656258068180513,0.4074298372758286
2025-01-27,2025-02-28,0.2209143497182855,0.20465252996821492,0.08981183731396285,0.025982345467699362,0.021375459539038875,-0.01791799663166905,0.4551814746244677
2025-02-28,2025-03-31,0.26755927648129185,0.2929866050902222,0.1760769825960909,-0.020656663964369427,-0.02779418979106202,-0.06763863846925759,0.37946662805708387
2025-03-31,2025-04-30,0.3356309904916478,0.3375809821499779,0.20012965530290136,-0.019115960065807628,-0.041010357512693316,-0.07836742902041564,0.26515211865438953
2025-04-30,2025-05-30,0.2942116514114395,0.3339602735159653,0.18958076092281517,-0.02737387527844739,0.00716293903865983,-0.07781220094433848,0.280270451333906
2025-05-30,2025-06-30,0.15145073727305436,0.22528801400746623,0.1132413352706602,0.04860417794968398,-0.021240198904914624,0.032634124425905124,0.45002180997814456
2025-06-30,2025-07-31,0.08494301379791322,0.18055647906980346,0.10253502817026203,0.07960490823856424,-0.05027710909822156,0.16857556958815872,0.4340621102335197
2025-07-31,2025-08-29,0.11809188887210835,0.2213652349609349,0.1073253466348562,0.06406158260735018,-0.06813760627327221,0.18021282661440108,0.3770807265836213
2025-08-29,2025-09-30,0.06945401094853881,0.2653739646077157,0.09087748210877183,0.051901093684136965,-0.06722195707261551,0.2469645787030459,0.3426508270204068
2025-09-30,2025-10-31,0.1170958417999957,0.25723809726270175,0.10951174018638474,0.05163137815626605,0.01172854356201632,0.1572384187552545,0.2955559802773807
2025-10-31,2025-11-28,0.12487612353371716,0.2538446086059722,0.10159378150211917,0.06590431133019073,0.019739741885236434,0.13253090647714458,0.3015105266656194
2025-11-28,2025-12-31,0.2083586485923401,0.3088366230816712,0.134502314949142,0.041124334545539945,0.019768312653260654,-0.008141357278717292,0.29555112345676327
2025-12-31,2026-01-30,0.18396378127591945,0.3201220065887486,0.1378606841500317,0.029582563747784986,0.0029921527552816624,0.0248295926089797,0.3006492188732538
2026-01-30,2026-02-27,0.17036502148423877,0.33287466421191175,0.12923656917576282,0.020693920007241594,0.029756344123078232,0.041038171308381124,0.2760353096893855
2026-02-27,2026-03-31,0.21551976484645693,0.3343154469637998,0.15145682041932418,0.004610271578920619,0.012681905379784957,-0.0012204889075032033,0.28263627971921645
2026-03-31,2026-04-30,0.32217798509768075,0.3748594840722425,0.17860619851521076,-0.02733892018773724,-0.00337697586842954,-0.03184999248811177,0.18692222085914445
2026-04-30,2026-05-29,0.0076776434800454405,0.2750975203833409,0.01916860613439762,0.027366786370319973,-0.02083449315811901,0.2982275872624346,0.3932963495275803
2026-05-29,2026-06-30,0.04719105155340268,0.26920660452118933,-0.03288110553153919,0.04510487781039301,0.010010334636483932,0.2686012511806828,0.3927669858293875
2026-06-30,2026-07-06,0.14717435570699816,0.3050498142306295,0.022960086486169214,0.042218224837311726,-0.02949633286999805,0.15858735474092614,0.35350649686796326
