decision_date,holding_end_date,w_SP500,w_NASDAQ,w_DOW,w_SSE50,w_DIVIDEND,w_CHINEXT,w_GOLD
2024-07-31,2024-08-30,0.25738582757434675,0.21446797733328174,0.07954871130308937,0.0973181254895671,-0.011305360895182453,0.00635950693062365,0.3562252122642739
2024-08-30,2024-09-30,0.24968787498239942,0.2216299894398877,0.06558834231857742,0.09375636085335695,-0.004703781833606124,-0.01214879181768218,0.38619000605706644
2024-09-30,2024-10-31,0.14640864394605152,0.15285584926605233,0.16786128804087647,0.0899282490834595,-0.014809422940015837,0.2273894317448139,0.23036596085876232
2024-10-31,2024-11-29,0.2839390373123543,0.2857235472915429,0.1579415714634316,0.021583542999412418,0.022722103659595753,0.02483189928212336,0.2032582979915397
2024-11-29,2024-12-31,0.1760156532749531,0.21767698507755995,0.09194111395627252,0.034100266359746514,0.008583745174109838,0.12590088471770286,0.3457813514396548
2024-12-31,2025-01-27,0.29442555478640964,0.3341602006261903,0.15959413166024858,-0.017957233145300747,-0.047838805961821836,0.015507987540747342,0.2621081644935268
2025-01-27,2025-02-28,0.2916820399197085,0.2916350664304836,0.09714235064706646,-0.0014694715184825305,-0.013698809806789575,0.011160109910581877,0.32354871441743205
2025-02-28,2025-03-31,0.3189640826678702,0.33037325415228086,0.128384713376207,-0.03043244200359488,-0.01172910303409617,0.03143424933244075,0.23300524550889218
2025-03-31,2025-04-30,0.37223569394222317,0.3466333568761392,0.14741401921159464,-0.017450379420603974,-0.01689573445224344,-0.01163208431431221,0.1796951281572027
2025-04-30,2025-05-30,0.3665603046305479,0.34112100014463065,0.13142717760056252,-0.0513893163762986,0.002971047628670881,-0.00950799649581317,0.21881778286769987
2025-05-30,2025-06-30,0.24473992125796432,0.30967020882027496,0.03631077805267917,-0.020569162390061686,-0.020694929494389502,0.09556053863572213,0.3549826451178106
2025-06-30,2025-07-31,0.1384463808898415,0.2776161744658435,0.049562996945210915,0.004562771267124699,-0.011697697133890236,0.21151810897780315,0.3299912645880666
2025-07-31,2025-08-29,0.16474318300772986,0.26344223899234614,0.09884299767602767,-0.0023664620571902913,-0.02133123295913854,0.21271509995151847,0.2839541753887066
2025-08-29,2025-09-30,0.1316743176696556,0.22371484751680065,0.11673184635915915,0.019088369262005515,0.027650594737912877,0.26092013160565064,0.22021989284881527
2025-09-30,2025-10-31,0.1523492925401245,0.25721499627189975,0.12924514678972096,0.009852041357329883,0.06751673729824167,0.19731550408261161,0.18650628166007147
2025-10-31,2025-11-28,0.18779365079743526,0.28516022390020745,0.09288767533642908,-0.008292228222957705,-0.00022180830793727262,0.15433558127177613,0.2883369052250469
2025-11-28,2025-12-31,0.24231925276773345,0.3401396541457091,0.09757478465991362,-0.03422962030661962,-0.006393149069377359,0.06776659363614665,0.29282248416649426
2025-12-31,2026-01-30,0.2413007302475827,0.34851313031145503,0.10405839889177255,-0.027257820750985717,-0.0034562189797206324,0.07964375329070858,0.2571980269891875
2026-01-30,2026-02-27,0.25633331827287165,0.3181181359237858,0.13392718556736202,-0.004532470261412072,0.00641331683312142,0.06724212180290906,0.22249839186136217
2026-02-27,2026-03-31,0.30179659910500045,0.3702112240716816,0.1151709593832492,-0.037088692747056604,-0.0183680441230535,0.05242333430796866,0.21585462000221
2026-03-31,2026-04-30,0.35761916304805447,0.38760044428386864,0.11312692335673731,-0.0377610308783395,-0.021640309106026406,0.03654370198824575,0.16451110730745963
2026-04-30,2026-05-29,0.06960859155016283,0.21407937897103171,0.11608228651540609,0.00242556301610819,0.03195297276335102,0.296498379350773,0.26935282783316705
2026-05-29,2026-06-30,0.08890598836754034,0.21183311409716093,0.11594229388449877,-0.009655612041907773,0.07380857329283438,0.2614132410979696,0.25775240130190336
2026-06-30,2026-07-06,0.16769172441480412,0.2429301742863442,0.12250988152144213,-0.02632138985874392,0.06863615619284755,0.16277506392715244,0.26177838951615356
