seed,output_dir,training_status,sanity_status,no_holdout_gate_pass,pretrained_mean_reward,full_mean_reward,finetune_reward_delta,pretrained_mean_terminal_wealth,full_mean_terminal_wealth,finetune_terminal_wealth_delta,full_mean_cvar,full_median_turnover,full_mean_leverage_gate,full_std_leverage_gate,full_mean_normalized_entropy,full_mean_effective_positions,full_zero_vine_median_action_l1,full_zero_market_median_action_l1,full_zero_market_median_gate_change
20260741,data/rl_runs/seed_20260741,0,0,True,0.14445549967852,0.134001267403108,-0.0104542322754119,132195.22266282,130280.890624545,-1914.3320382751,0.0636458522683993,0.394771070352622,0.803562305541964,0.0130067135693372,0.815775314513049,3.65426825499925,0.192026682198048,0.903010815382004,0.246093273162842
20260742,data/rl_runs/seed_20260742,0,0,True,0.0499569342387303,0.12576757991369,0.0758106456749596,120676.693925011,130434.840287953,9758.14636294168,0.0809462991000109,0.466268712388618,0.800765004110792,0.0242105218540965,0.877176157346903,4.31552927611304,0.202106229960918,1.39499747753143,0.361129969358444
20260743,data/rl_runs/seed_20260743,0,0,True,0.116454242392938,0.114846703748952,-0.0016075386439861,123338.811577237,123889.891975022,551.080397784608,0.0587047724136843,0.297370403738958,0.798418250158836,0.018133201393432,0.774567228300677,3.41881509377657,0.0788154527544975,1.26405167579651,0.188981920480728
20260744,data/rl_runs/seed_20260744,0,0,True,0.056591067767546,0.0903951950145619,0.0338041272470159,127100.865353944,132736.515629505,5635.65027556167,0.0986539203776843,0.677329144307545,0.800486543505895,0.0191154665119405,0.856059580519786,4.11910652039481,0.145236328244209,1.45095378160477,0.314093828201294
20260745,data/rl_runs/seed_20260745,0,0,True,0.0157143233250646,0.141173411147162,0.125459087822097,114405.694774784,132451.834390819,18046.1396160351,0.0767351835970134,0.433376925332206,0.8082615586985,0.018228849235959,0.845171878306728,3.86088149062271,0.161635130643845,1.74976873397827,0.243735671043396
20260746,data/rl_runs/seed_20260746,0,0,True,0.0597481524066763,0.125778019417211,0.0660298670105349,126618.393650992,135243.250326045,8624.85667505312,0.0857515542125591,0.525498890451023,0.801328015009888,0.0238873903242323,0.87115380821167,4.25644127381304,0.103113669902086,1.77419495582581,0.297143757343292
20260747,data/rl_runs/seed_20260747,0,0,True,0.137002889668836,0.109336065821646,-0.0276668238471896,129787.855648883,124878.931484253,-4908.92416462966,0.0619837515418194,0.211793226855142,0.803925734318671,0.0153953538104221,0.769843476314351,3.38249888641587,0.0777483433485031,0.529151022434235,0.388617038726807
20260748,data/rl_runs/seed_20260748,0,0,True,0.0724975818613062,0.121571000726938,0.0490734188656321,121451.925016036,128944.134879146,7492.20986310947,0.06336294435777,0.308151331597141,0.80532015794939,0.0132356776445897,0.831706656475589,3.8005648188578,0.0557008441537619,1.57000118494034,0.0769540667533875
20260749,data/rl_runs/seed_20260749,0,0,True,0.131021285006357,0.10062566673983,-0.0303956182665268,128826.113822978,121419.928140548,-7406.18568243019,0.0585863076317711,0.266943327683423,0.804772715140236,0.0178076074649414,0.795831300227954,3.64293794521217,0.0514549184590578,1.80381798744202,0.110821664333344
20260750,data/rl_runs/seed_20260750,0,0,True,0.110521862548755,0.198014158109932,0.0874922955611772,135026.277228429,142405.440880098,7379.16365166879,0.0740668928929787,0.53594248475773,0.797371368224178,0.0295003971849605,0.853976631351971,4.04635759243548,0.22281352430582,1.08704471588135,0.187457293272018
20260751,data/rl_runs/seed_20260751,0,0,True,0.052823672108457,0.0931158054637719,0.0402921333553149,119116.378478012,123362.81643898,4246.4379609684,0.0697772984378689,0.516949019261769,0.792333999496014,0.0207882186757757,0.890114165673001,4.4860794874814,0.108409110456705,1.13716840744019,0.292089998722076
20260752,data/rl_runs/seed_20260752,0,0,True,0.138972229180299,0.135649846954858,-0.0033223822254409,136463.7372443,135261.579945747,-1202.15729855376,0.0745787665623702,0.618409685790539,0.805248381335879,0.0172845035136365,0.866190646770709,4.20257568847938,0.0709382891654968,1.2302098274231,0.286886304616928
20260753,data/rl_runs/seed_20260753,0,0,True,0.144260229627561,0.127435953749954,-0.0168242758776073,132557.705545674,134139.306618299,1581.60107262482,0.0927036485309723,0.415366888578449,0.793864092336652,0.0174407735263821,0.853957385452794,4.14101647972409,0.23175536096096,0.922695875167847,0.119845300912857
20260754,data/rl_runs/seed_20260754,0,0,True,0.0774780101622298,0.0177282320152823,-0.0597497781469475,118699.805112643,117151.84827893,-1547.95683371293,0.0875858144004712,0.268442585532154,0.793949543493367,0.0233119013254377,0.838143405060032,4.05841900514123,0.103662431240082,2.2220264673233,0.249740779399872
20260755,data/rl_runs/seed_20260755,0,0,True,0.11931740698372,0.140926165791971,0.0216087588082511,126377.642316126,131494.194876024,5116.55255989771,0.0731685013473825,0.539658627871956,0.803430725886522,0.0195100088449345,0.858362449377433,4.20882942832884,0.0504771806299686,1.30072426795959,0.295580089092255
20260756,data/rl_runs/seed_20260756,0,0,True,0.0957980848463432,0.0727391272204658,-0.0230589576258774,121721.360289569,119005.339764214,-2716.02052535473,0.0632656476402291,0.512358147118773,0.797495736328305,0.0212799179018211,0.850854819218619,4.03513471024935,0.0830010026693344,0.995942950248718,0.186641812324524
20260757,data/rl_runs/seed_20260757,0,0,True,0.0985563624007194,0.118316291446621,0.0197599290459016,126565.265477658,130434.816837305,3869.55135964764,0.0662927693806184,0.448730732181243,0.80457319408818,0.0137888784858019,0.842574549911112,3.83515140642234,0.100249737501144,1.17017012834549,0.429700240492821
20260758,data/rl_runs/seed_20260758,0,0,True,0.0808980597510737,0.0642985635155783,-0.0165994962354954,121720.323579324,123177.834879856,1457.51130053247,0.0846383128530536,0.680598531450544,0.79084757055904,0.0282654322029004,0.874957868945763,4.22699600393003,0.108335964381695,1.28907787799835,0.401025876402855
20260759,data/rl_runs/seed_20260759,0,0,True,0.124789648103393,0.200591395533587,0.0758017474301944,134901.071777173,147674.536542946,12773.4647657724,0.0741056483276856,0.431441220321826,0.805781033480428,0.0153238511156081,0.789389704602033,3.5780542010818,0.0807069130241871,1.25434648990631,0.308644011616707
20260760,data/rl_runs/seed_20260760,0,0,True,0.0965539346449087,0.114879699966118,0.0183257653212089,130557.652359567,126326.859119087,-4230.79324048087,0.0647156288243065,0.38969316173877,0.810358626147111,0.013752986264654,0.834382518160405,3.90768660661953,0.164296440780163,0.921671032905579,0.303641438484192
