sample_scope,window_id,comparison_family,candidate_id,candidate_label,benchmark_id,benchmark_label,annualized_mean_return_difference,annualized_tracking_error,information_ratio,candidate_monthly_win_fraction,candidate_total_return,benchmark_total_return,total_return_difference,candidate_terminal_wealth,benchmark_terminal_wealth,mean_utility_difference,hac_standard_error,hac_statistic,hac_p_two_sided,hac_p_candidate_greater,hac_ci_lower,hac_ci_upper,hac_lag,observations,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_p_candidate_greater,bootstrap_block_length,bootstrap_replications,hac_p_holm,bootstrap_p_holm,hac_p_holm_primary_family,bootstrap_p_holm_primary_family
complete_periods,locked_oos_v1,benchmark_screen,shrinkage_mean_variance,Constrained shrinkage mean-variance,equal_weight,Equal weight,-0.0005102065403975227,0.1088798949928037,-0.004685957314995978,0.5,0.486870905796728,0.4916437868339867,-0.004772881037258703,148687.0905796728,149164.37868339868,-0.00026921200458384693,0.004686905125899732,-0.05743918371553703,0.9541953504187266,0.5229023247906366,-0.00945537725030349,0.008916953241135797,2.0,22.0,-0.011186332705390269,0.008929518398904403,0.5397,3.0,9999.0,1.0,1.0,,
complete_periods,locked_oos_v1,benchmark_screen,dcc_garch,DCC-GARCH,equal_weight,Equal weight,0.03505592763600845,0.09916899297531316,0.35349686009955916,0.5909090909090909,0.5879199365419252,0.4916437868339867,0.09627614970793852,158791.9936541925,149164.37868339868,0.0027609762778924574,0.0040325138104023075,0.6846786911851905,0.4935466983839061,0.24677334919195304,-0.005142605557656445,0.01066455811344136,2.0,22.0,-0.006885912713582429,0.010471740118351527,0.2788,3.0,9999.0,1.0,1.0,,
complete_periods,locked_oos_v1,benchmark_screen,static_vine,Static vine optimizer,equal_weight,Equal weight,0.05928566240600698,0.1542454053293059,0.38435934139778866,0.5909090909090909,0.6450147395936816,0.4916437868339867,0.15337095275969492,164501.47395936816,149164.37868339868,0.003985287747029942,0.007903263874455831,0.5042584697077881,0.614079757453067,0.3070398787265335,-0.011504824807219975,0.01947540030127986,2.0,22.0,-0.01277955800947169,0.0186789151646241,0.3288,3.0,9999.0,1.0,1.0,,
complete_periods,locked_oos_v1,benchmark_screen,rolling_vine,Rolling vine optimizer,equal_weight,Equal weight,-0.023389447048923154,0.16300194649216013,-0.14349182664544505,0.5454545454545454,0.40810916329216895,0.4916437868339867,-0.08353462354181773,140810.91632921688,149164.37868339868,-0.003289296486313724,0.008442017497497928,-0.38963393374730815,0.6968072559012046,0.6515963720493977,-0.019835346738266618,0.013256753765639171,2.0,22.0,-0.0199058584473187,0.014209510860692854,0.6513,3.0,9999.0,1.0,1.0,,
complete_periods,locked_oos_v1,benchmark_screen,dynamic_nn_vine,Dynamic NN-vine optimizer without RL,equal_weight,Equal weight,0.048215198782412955,0.15802660040547634,0.3051081188780802,0.5909090909090909,0.6144210289973411,0.4916437868339867,0.1227772421633544,161442.1028997341,149164.37868339868,0.003192421753770693,0.008413296942831246,0.37944955175876366,0.7043540598679678,0.3521770299339839,-0.013297337245419493,0.019682180752960878,2.0,22.0,-0.014848857531752661,0.01828921418169809,0.3748,3.0,9999.0,1.0,1.0,,
complete_periods,locked_oos_v1,benchmark_screen|primary_vs_alternative,vine_td3_ensemble,NN-vine LSTM-TD3 ensemble,equal_weight,Equal weight,0.0377231814719974,0.09072729888242431,0.4157864494663704,0.6363636363636364,0.5966887113915864,0.4916437868339867,0.10504492455759973,159668.87113915864,149164.37868339868,0.00303408611022315,0.003811507143924831,0.7960331689418938,0.4260127566938605,0.21300637834693026,-0.004436330618686642,0.010504502839132943,2.0,22.0,-0.005691605720715223,0.010115638341890122,0.2347,3.0,9999.0,1.0,1.0,0.852025513387721,0.9388
complete_periods,locked_oos_v1,primary_vs_alternative,vine_td3_ensemble,NN-vine LSTM-TD3 ensemble,shrinkage_mean_variance,Constrained shrinkage mean-variance,0.038233388012394925,0.04444093243211887,0.8603192129416807,0.6363636363636364,0.5966887113915864,0.486870905796728,0.10981780559485843,159668.87113915864,148687.0905796728,0.0033032981148069973,0.0025233907913570107,1.30907116175635,0.19051024675142836,0.09525512337571418,-0.001642456955172769,0.008249053184786763,2.0,22.0,-0.0011759688749549409,0.008344896416780268,0.0928,3.0,9999.0,1.0,1.0,0.5715307402542851,0.5568
complete_periods,locked_oos_v1,primary_vs_alternative,vine_td3_ensemble,NN-vine LSTM-TD3 ensemble,dcc_garch,DCC-GARCH,0.0026672538359889504,0.04691316798112213,0.05685512087058913,0.5,0.5966887113915864,0.5879199365419252,0.00876877484966121,159668.87113915864,158791.9936541925,0.0002731098323306929,0.0024578135760965616,0.11111901854022598,0.9115219675223447,0.45576098376117236,-0.004544116257532163,0.005090335922193549,2.0,22.0,-0.004229717454685953,0.005427731085914479,0.4406,3.0,9999.0,1.0,1.0,1.0,1.0
complete_periods,locked_oos_v1,primary_vs_alternative,vine_td3_ensemble,NN-vine LSTM-TD3 ensemble,static_vine,Static vine optimizer,-0.021562480934009587,0.07764268460717785,-0.2777142630126959,0.45454545454545453,0.5966887113915864,0.6450147395936816,-0.048326028202095195,159668.87113915864,164501.47395936816,-0.0009512016368067917,0.004509021175643137,-0.21095523834418864,0.83292219991204,0.58353890004398,-0.009788720746595795,0.007886317472982211,2.0,22.0,-0.009172934385140608,0.008199465382537104,0.5639,3.0,9999.0,1.0,1.0,1.0,1.0
complete_periods,locked_oos_v1,primary_vs_alternative,vine_td3_ensemble,NN-vine LSTM-TD3 ensemble,rolling_vine,Rolling vine optimizer,0.06111262852092056,0.10172352352660603,0.600771841185155,0.5909090909090909,0.5966887113915864,0.40810916329216895,0.18857954809941746,159668.87113915864,140810.91632921688,0.006323382596536874,0.006363933186394991,0.9936280616608598,0.32040397726750736,0.16020198863375368,-0.006149697248816534,0.01879646244189028,2.0,22.0,-0.006399153303847003,0.018376248220435612,0.1645,3.0,9999.0,1.0,1.0,0.8010099431687684,0.8225
