seed,model,episodes,steps,unique_calendar_decisions,return_replication_error,all_values_finite,mean_terminal_wealth,median_terminal_wealth,q05_terminal_wealth,q95_terminal_wealth,min_terminal_wealth,max_terminal_wealth,mean_episode_reward,mean_max_drawdown,worst_max_drawdown,mean_turnover,median_turnover,q95_turnover,mean_cvar,mean_gross_exposure,max_gross_exposure,fraction_at_gross_cap,max_net_exposure_error,gross_exposure_violation,long_weight_violation,short_weight_violation,fraction_steps_with_short,mean_short_notional,mean_leverage_gate,q95_leverage_gate,std_leverage_gate,mean_effective_leverage,gate_gross_mae,fraction_at_position_cap,mean_direction_entropy,mean_normalized_direction_entropy,q05_normalized_direction_entropy,mean_effective_positions,max_abs_weight,fraction_concentrated_weight,mean_cross_asset_weight_sd,apparent_expost_top_hit_rate,apparent_expost_bottom_hit_rate,mean_cross_sectional_weight_next_return_correlation,hard_constraints_pass
20260841,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260841,pretrained,61,1464,84,0.0,True,117736.51447483874,117377.67754669757,96957.0088721106,136077.4380067093,90882.6101955384,152327.020991855,0.026412080368269,-0.1573351734016621,-0.2110434361927283,0.7381885393244955,0.6960747215364661,1.538850214811308,0.0946735128935261,1.3943472060859845,1.4228659804378236,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1971736030429921,0.7886943927472406,0.8284720659255982,0.0229963777181463,0.7886944121719687,6.136259791970812e-08,0.0,1.0307755835883603,0.8953202960660582,0.8263556518517934,4.526515227035096,0.5689253370676721,0.0,0.2200827285244152,0.1428571428571428,0.1071428571428571,0.0279824410710115,True
20260841,full,61,1464,84,0.0,True,130209.76322083092,123659.68290849809,103040.42428550556,160935.16156525208,100364.88956820306,166174.74788770443,0.1309353919845676,-0.1046766098694017,-0.1453797496499934,0.5580003422475583,0.5183930668447698,1.2135517743016992,0.0697198722393615,1.4023209064101088,1.4251244238444738,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2011604532050543,0.8046417917465903,0.8268396407365799,0.0148828483964324,0.8046418128202172,6.105288408862392e-08,0.0,0.9998868126931086,0.8684906505608949,0.7968316488333236,4.170580217258526,0.5848427414894104,0.0,0.2346461440308907,0.1428571428571428,0.1309523809523809,0.0557896492601958,True
20260842,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260842,pretrained,61,1464,84,0.0,True,122022.66445426027,122267.02643088698,98415.97751982351,148982.54951076323,93012.15351027476,152548.9262211147,0.0904527164056926,-0.1170608802739501,-0.1478848031718899,0.4106219159430119,0.360232592693397,1.0468559830316475,0.0642670215839125,1.4010649267017004,1.4169517244611467,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2005324633508502,0.8021298327325471,0.823052105307579,0.0126316501331411,0.8021298534034008,5.791357816897222e-08,0.0,0.9876013347278528,0.8578196199851855,0.7892461825807231,4.091441421235194,0.5923660908426558,0.0,0.2386069057009094,0.2023809523809523,0.3452380952380952,0.0953052996935153,True
20260842,full,61,1464,84,0.0,True,122654.20798980525,121906.6564357717,97595.07300995522,153048.69990107382,93527.90042885346,161951.73241199926,0.0876101267339925,-0.1189390250819909,-0.158317164600779,0.4876527455075557,0.38910225885255,1.3249180079038656,0.0681581153944872,1.4023567428110804,1.4308944248727389,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2011783714055401,0.8047134644591092,0.8288808822631836,0.0197638079060147,0.8047134856221605,6.13546006162208e-08,0.0,0.9712097514115396,0.8435820716173211,0.7377734178388968,4.075905981611033,0.5784567764827183,0.0,0.2402625570538379,0.1428571428571428,0.25,0.1127506929824816,True
20260843,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260843,pretrained,61,1464,84,0.0,True,131796.49191525663,128503.85208710772,107455.8494517267,158426.42151826905,105768.28870207389,172281.85141073944,0.1541966213230171,-0.1003331494976408,-0.1476106428449224,0.4307369033311283,0.3354007841220923,1.244627539494208,0.0627346515823987,1.396499709149853,1.416470300938402,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1982498545749265,0.792999398553632,0.8170098483562469,0.0180420055710893,0.7929994182997062,5.9036109052336854e-08,0.0,0.9860518826731568,0.8564737830305295,0.7589294088394153,3.9568485559010114,0.5943838815603937,0.0,0.24291927861044,0.1785714285714285,0.1428571428571428,0.1105071135635819,True
20260843,full,61,1464,84,0.0,True,139887.5788950652,134210.10459124026,112615.50974259769,175964.57921052063,111569.52426493578,201804.17462176524,0.1794187630668595,-0.093482559269823,-0.1393116300455418,0.5402329527995797,0.4986309334635735,1.3136932490127415,0.0714507567213186,1.398892133498156,1.4327636297260011,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1994460667490779,0.7977842517970689,0.8221497595310211,0.0174199464941591,0.7977842669963114,5.966862321724281e-08,0.0,1.0019133013617143,0.870250836253725,0.7917885134217172,4.104784009886569,0.59212660576616,0.0,0.2369397762558562,0.2738095238095238,0.1428571428571428,0.116867084577976,True
20260844,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260844,pretrained,61,1464,84,0.0,True,128818.09332545608,131026.98029112504,102890.0744102169,154170.51195895713,96224.9048504921,168071.91800475004,0.1369869865317005,-0.0926521151316217,-0.1297327624419616,0.5527544673712187,0.4961839909000056,1.3528206932757585,0.0613778887718005,1.3993711795128596,1.4167638005954877,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1996855897564298,0.7987423399514187,0.8213108152151107,0.0150189570793035,0.7987423590257194,5.933419042885861e-08,0.0,0.9256761770675092,0.8040321114594333,0.7096159506197135,3.638680616526005,0.5852677204779215,0.0,0.2594605651961533,0.2023809523809523,0.1309523809523809,0.0841321946719791,True
20260844,full,61,1464,84,0.0,True,127158.35966380476,128975.82014181104,107159.20959095588,146268.21917659105,100216.34785982284,157771.95965002108,0.114391376505557,-0.1032361840674646,-0.1468369252954919,0.5140130045308653,0.454291261200394,1.318145009289894,0.0759173734260974,1.3981104396951765,1.425932303071022,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1990552198475882,0.796220861090337,0.8283730447292328,0.0260874091760438,0.796220879390353,5.61708926020817e-08,0.0,0.9772460595017574,0.8488251422066203,0.7556895081012802,4.046342813089246,0.5899043115121978,0.0,0.2401883834474854,0.25,0.0833333333333333,0.0903444808758301,True
20260845,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260845,pretrained,61,1464,84,0.0,True,123950.24463500928,123819.12017451304,106609.90349354758,140214.60744735546,103894.69267651891,149737.94307877254,0.1142661049682644,-0.1077507114195363,-0.1600750915571256,0.4989204236308431,0.444724505501134,1.1963208664208649,0.060714334393752,1.4019366175144952,1.4206416947501046,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2009683087572475,0.8038732144024854,0.8339060187339783,0.0188920150600913,0.8038732350289903,5.585100039464082e-08,0.0,1.0032002771161292,0.8713686891906962,0.7976958648287296,4.119418150740243,0.5924322488052505,0.0,0.2370597834533238,0.1785714285714285,0.2023809523809523,0.1074012097917786,True
20260845,full,61,1464,84,0.0,True,133595.57495527432,130291.56395638568,113300.2208372439,159099.92040981562,108828.08308083445,170892.45202860422,0.1625790732954084,-0.1053445610152647,-0.1292723279542196,0.6359111287692528,0.4974064379930495,1.7916466437812362,0.0650668325185819,1.4052445923511132,1.4246394687465258,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2026222961755567,0.8104891631284047,0.8294362008571624,0.0130976583578628,0.8104891847022265,6.014555342325705e-08,0.0,0.9740725675485824,0.8460686821193639,0.759034547288351,3.919816578835086,0.5903192151870047,0.0,0.2466560181314665,0.2023809523809523,0.1904761904761904,0.1305291795291415,True
20260846,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260846,pretrained,61,1464,84,0.0,True,127202.11881790705,129702.27329486424,106804.73262927252,146812.2492168639,105591.47693460298,159512.53013878097,0.1149452952288854,-0.1437572074778208,-0.2101054320426002,0.9259015585948,0.8614608688013894,1.9754317129296917,0.0756411942514234,1.39614366602362,1.4318060193743023,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1980718330118099,0.7922873124480247,0.8323033958673477,0.0241279197933824,0.7922873320472396,6.000160194501497e-08,0.0,1.0217469383865758,0.8874781144856635,0.799066211042553,4.41153787280041,0.5749469388808524,0.0,0.2250941304099176,0.1547619047619047,0.2619047619047619,0.1546548551162312,True
20260846,full,61,1464,84,0.0,True,141503.6678925515,135814.26952609228,120425.49247783696,168009.62118327955,117936.88650374906,179200.70250402493,0.1919150415047772,-0.0846115499149503,-0.1274503357848965,0.8556697587900672,0.814413955701249,1.6990053130047649,0.0766806227193276,1.3999135852118867,1.4242595774786813,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1999567926059434,0.799827149331244,0.8254120588302613,0.0204382689643057,0.7998271704237736,6.172174963627171e-08,0.0,1.030841126020163,0.8953772254989831,0.8101361512505895,4.504083480014176,0.58679283197437,0.0,0.2221066855286536,0.1904761904761904,0.1666666666666666,0.1512634220893044,True
20260847,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260847,pretrained,61,1464,84,0.0,True,135147.14532318315,131975.7154003807,103510.41549277677,173960.65587969273,98022.33094137444,176719.13402071933,0.1476644125184095,-0.1324640869398666,-0.2032329162896269,0.6024670572446151,0.4918821517910275,1.484812625018613,0.0748856558618372,1.3992215628689553,1.4218190839248044,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1996107814344777,0.7984431039114468,0.830371531844139,0.0224830622784904,0.7984431257379109,6.030877116494715e-08,0.0,0.9872619836219672,0.8575248633597581,0.7819289467318726,4.1145334577625565,0.5919147868241583,0.0,0.2372169493283855,0.1071428571428571,0.3214285714285714,0.1347844181324261,True
20260847,full,61,1464,84,0.0,True,141533.0351376236,137641.54998644395,111770.24859348798,179457.79794717822,107327.56139045372,187547.37249106317,0.1914580306498009,-0.1021657493145863,-0.1391171793277349,0.6023312578335657,0.4611643583380749,1.4991974406476531,0.0669354862421386,1.4016789526885465,1.4206752255558968,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.200839476344273,0.803357890069159,0.8303520798683166,0.0187480629468535,0.8033579053770922,5.89412319328184e-08,0.0,0.951029306837444,0.8260535601755532,0.7534966378326299,3.863478565313777,0.5846436704908098,0.0,0.2481711549987887,0.1071428571428571,0.2976190476190476,0.1188835167519478,True
20260848,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260848,pretrained,61,1464,84,0.0,True,124173.98387507533,122941.57564981648,100249.3709862691,153131.17388000578,98280.97180542594,163110.24397674616,0.1048272868593157,-0.1084342238874478,-0.1569437410922256,0.5187165784979622,0.4147686830588749,1.2786661068775822,0.0618233066833043,1.3996231420893313,1.419158767376627,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1998115710446656,0.7992462679499486,0.8236226826906204,0.0176712060054712,0.7992462841786623,5.8329438069525364e-08,0.0,0.9916881545156728,0.8613693865499522,0.7867257590347196,4.04568955823372,0.5889870471188,0.0,0.2396604356327074,0.119047619047619,0.1309523809523809,0.0834977778052759,True
20260848,full,61,1464,84,0.0,True,123036.0676334173,121328.5647742228,99542.8560157672,146876.26076077286,97271.31557318733,158606.15868346265,0.1025889436421383,-0.1052063657859101,-0.1516498276187271,0.6318441280211081,0.5438314452767372,1.447449043765664,0.0593993187562532,1.4012248465321684,1.4165120188679017,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2006124232660842,0.8024496742285014,0.8212657600641251,0.012960319856115,0.8024496930643369,5.891542244105543e-08,0.0,0.9980575393050746,0.8669017638842637,0.7984158338542594,4.103034109528599,0.5914965314524514,0.0,0.2374645557373927,0.119047619047619,0.1309523809523809,0.0647760886903221,True
20260849,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260849,pretrained,61,1464,84,0.0,True,127756.1155311416,126508.428240186,99082.0985999564,156361.73743423814,93448.33320803438,170648.73531356934,0.1179722878945072,-0.1042492962712537,-0.2235161306821095,0.5883116821756995,0.547625258564949,1.377378020861319,0.0655107463112335,1.399202426284796,1.4237933393035616,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1996012131423979,0.7984048312153321,0.8318114429712296,0.019619273918645,0.7984048525695918,5.9271666050651884e-08,0.0,1.0134631680741988,0.8802829230136248,0.819708422521015,4.351852646942347,0.5882884742958205,0.0,0.2272199472366666,0.1666666666666666,0.1785714285714285,0.0938048374805844,True
20260849,full,61,1464,84,0.0,True,136986.64130441291,131458.76139146986,116626.69594474658,170886.53844308888,113939.65622268412,178402.4054859451,0.1831601905215009,-0.066764569882382,-0.0932032585803209,0.6169060293638134,0.5168186125478574,1.4263884201379755,0.0617770029070849,1.397959365801352,1.4217741106237685,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.198979682900676,0.7959187145604462,0.8214129447937012,0.0202361336048135,0.7959187316027042,5.967807457163533e-08,0.0,0.982612757531346,0.8534865968872031,0.7823153543468019,4.0714665885831485,0.5879910119942255,0.0,0.2388007202490592,0.1904761904761904,0.1547619047619047,0.1082430986642707,True
20260850,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260850,pretrained,61,1464,84,0.0,True,130810.16157571616,131068.97864735032,109998.1791184736,156343.13394151686,105098.10477841058,161656.09446398323,0.1550995120383398,-0.1115139573854803,-0.1795818325552011,0.4083309428476285,0.3094154170581272,1.2439641281164115,0.0592080427178745,1.399312057450943,1.4288737220423562,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1996560287254715,0.7986240954916985,0.8264565140008926,0.0165861008005464,0.798624114901886,6.072281348328925e-08,0.0,0.9801024181839548,0.8513061438346499,0.7836069735651684,4.01875386619177,0.5930495911410876,0.0,0.2410202758053284,0.2023809523809523,0.1547619047619047,0.0882042607491764,True
20260850,full,61,1464,84,0.0,True,143590.28653379486,135235.45060062315,110782.73509224024,188726.09624986383,108338.33711761268,200707.49211898344,0.2090160954210656,-0.0869633121894406,-0.1114339975825594,0.4760416928652578,0.3976732705320631,1.1955498010984489,0.06103164175961,1.4009645564312945,1.426871052810124,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2004822782156473,0.8019290927573631,0.8244725972414017,0.0146366443955135,0.801929112862589,5.9571201498402576e-08,0.0,1.0203691357390476,0.886281370311717,0.8368750907031121,4.237051946869314,0.5930965638586453,0.0,0.2316791077556719,0.2261904761904762,0.2261904761904762,0.1438848713290909,True
