"window_id","decision_date","holding_end_date","w_SP500","w_NASDAQ","w_DOW","w_SSE50","w_DIVIDEND","w_CHINEXT","w_GOLD"
"locked_oos_v1",2024-07-31,2024-08-30,0.310240658000112,-0.0201541744172573,0.206801475957036,0.150815175846219,-0.0156375002115965,0.148319946601987,0.2196144182235
"locked_oos_v1",2024-08-30,2024-09-30,0.322791062561529,-0.0171201766601631,0.207286201683538,0.13969122645046,0.156919293371694,-0.0173393932304212,0.207771785823362
"locked_oos_v1",2024-09-30,2024-10-31,0.25803040979164,-0.019561185634562,0.202449451067618,0.163743118622473,-0.0161580658916916,0.18467364726322,0.226822624781302
"locked_oos_v1",2024-10-31,2024-11-29,0.322180869589959,-0.0167359778923648,0.206418978582535,0.139074566374932,0.157281579981957,-0.0174002250922578,0.209180208455239
"locked_oos_v1",2024-11-29,2024-12-31,0.300461061831031,-0.019551224474396,0.20724812948278,0.15304503643087,-0.0157294901353972,0.155037157769714,0.219489329095398
"locked_oos_v1",2024-12-31,2025-01-27,0.311136356687972,-0.0202977795686041,0.205865315294691,0.15211541125817,0.146343312359282,-0.01544768070536,0.22028506467385
"locked_oos_v1",2025-01-27,2025-02-28,0.321925374546221,-0.0168075777058091,0.209280165710619,0.139250608959368,0.156057628669909,-0.0173065877918686,0.207600387611559
"locked_oos_v1",2025-02-28,2025-03-31,0.301789579646928,-0.0205691217311791,0.20733351792608,0.150838834898812,-0.015625922275441,0.156726849930627,0.219506261604173
"locked_oos_v1",2025-03-31,2025-04-30,0.313748663557427,-0.0199988332710096,0.205275228513139,0.148101663483041,0.148957258356469,-0.0157789883336851,0.219695007694619
"locked_oos_v1",2025-04-30,2025-05-30,0.319726193323731,-0.0188587233424187,0.206557238474488,0.14299506880343,0.154377887025476,-0.016743877902627,0.211946213617921
"locked_oos_v1",2025-05-30,2025-06-30,0.292522939986416,-0.0201508615698133,0.206279608554074,0.15393011564655,-0.0158571385379349,0.162944513506123,0.220330822414586
"locked_oos_v1",2025-06-30,2025-07-31,0.289208588589515,-0.0204448239611728,0.205064353932227,0.154761237491454,-0.0159432185547692,0.166298103917922,0.221055758584823
"locked_oos_v1",2025-07-31,2025-08-29,0.289172517135739,-0.0207312442362309,0.20494775660336,0.154457898810506,-0.0158906783908606,0.166856141760945,0.221187608316541
"locked_oos_v1",2025-08-29,2025-09-30,0.269267628767661,-0.0201400231037821,0.202956403472594,0.1604370724942,-0.0160641867135252,0.178650583007506,0.224892522075347
"locked_oos_v1",2025-09-30,2025-10-31,0.283714714859213,-0.0205790964620454,0.205398756478514,0.154936152909483,-0.0159483296530587,0.170075032327856,0.222402769540037
"locked_oos_v1",2025-10-31,2025-11-28,0.30140668180372,-0.0203137413731643,0.205479085711496,0.153163805870073,-0.0157503781041929,0.154968336490648,0.221046209601419
"locked_oos_v1",2025-11-28,2025-12-31,0.316025488078594,-0.0189792420715094,0.205721117556095,0.147835455834866,0.149016164243221,-0.0160760004073381,0.216457016766071
"locked_oos_v1",2025-12-31,2026-01-30,0.303833103871771,-0.0203339968408857,0.206998801923224,0.151369399524161,-0.0156151176031147,0.154197401500174,0.21955040762467
"locked_oos_v1",2026-01-30,2026-02-27,0.292263057348984,-0.0204535738698074,0.206794213769691,0.152663346646087,-0.0157897581479379,0.162961494443672,0.221561219809311
"locked_oos_v1",2026-02-27,2026-03-31,0.313313483127526,-0.019556892237493,0.205317436584405,0.150285198220185,0.146812348493508,-0.0156304958675589,0.219458921679429
"locked_oos_v1",2026-03-31,2026-04-30,0.323048886443887,-0.016393085409488,0.205570560480867,0.135618579174791,0.16564611771277,-0.0178181020809071,0.204327043678079
"locked_oos_v1",2026-04-30,2026-05-29,0.267515057165708,-0.0196405878024442,0.204240614016141,0.162043490846242,-0.0160099180149181,0.177968346912946,0.223882996876325
"locked_oos_v1",2026-05-29,2026-06-30,0.30593904586775,-0.0198313061680113,0.206692454538175,0.152322408876249,-0.0156665545489107,0.151670557579824,0.218873393854925
"locked_oos_v1",2026-06-30,2026-07-06,0.312348211583282,-0.0195960230859263,0.206740880784179,0.151042530712272,0.146842355307724,-0.0155021311449153,0.218124175843384
