update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,entropy_temperature,stage,episode,step,pass
100,0.07136991620063782,0.02980135753750801,-0.014229151420295238,-0.01351618766784668,-0.000848270021378994,0.019771166145801544,0.20761354267597198,0.09705550223588943,pretrain,10,11,
200,0.05463561415672302,-0.00445200689136982,0.01650512032210827,0.014648730866611004,-0.00789734348654747,0.01525169424712658,0.3014732301235199,0.0941307321190834,pretrain,14,15,
300,0.062388826161623,-0.01493566669523716,0.018472876399755478,0.019568651914596558,0.017992254346609116,0.01288064755499363,0.07976183295249939,0.09126343578100204,pretrain,18,19,
400,0.07785870879888535,-0.07928985357284546,0.0655561238527298,0.0737355425953865,0.05491124466061592,0.014234965667128563,0.19996291399002075,0.08843830227851868,pretrain,22,23,
500,0.06462333351373672,-0.17395347356796265,0.09128029644489288,0.09259761869907379,0.09702533483505249,0.010926280170679092,0.0923628881573677,0.08567678183317184,pretrain,27,3,
600,0.05392749607563019,-0.14915049076080322,0.09913402795791626,0.10339652001857758,0.1122887134552002,0.011126913130283356,0.15160904824733734,0.08297864347696304,pretrain,31,7,
700,0.05471485108137131,-0.2851915955543518,0.18678998947143555,0.18651169538497925,0.16579954326152802,0.012066854164004326,0.2514183223247528,0.08033974468708038,pretrain,35,11,
800,0.052080314606428146,-0.33234694600105286,0.2511161267757416,0.24025288224220276,0.21477648615837097,0.012991268187761307,0.38897836208343506,0.07776764780282974,pretrain,39,15,
900,0.05614454299211502,-0.3988673686981201,0.28031688928604126,0.2800920009613037,0.2936624586582184,0.011424316093325615,0.16880163550376892,0.07526685297489166,pretrain,43,19,
1000,0.044457077980041504,-0.48964521288871765,0.3524603247642517,0.34626948833465576,0.3474312424659729,0.014225889928638935,0.07126182317733765,0.07283198833465576,pretrain,47,23,
1100,0.06284497678279877,-0.5436997413635254,0.3938736319541931,0.40141648054122925,0.38305485248565674,0.01384652778506279,0.19454894959926605,0.07046516984701157,pretrain,52,3,
1200,0.046970974653959274,-0.5996954441070557,0.4595016837120056,0.45721864700317383,0.46614527702331543,0.018282955512404442,0.1133488267660141,0.06816436350345612,pretrain,56,7,
1300,0.05630187317728996,-0.6789522171020508,0.526473879814148,0.5200926661491394,0.543520450592041,0.03134610131382942,0.34694990515708923,0.0659264624118805,pretrain,60,11,
