============================================================
PYTHON DEBUG LOG STARTED
============================================================
[18:50:00] Run seed: 20261005
[18:50:00] Run mode: full
[18:50:00] PyTorch: 2.10.0+cu128
[18:50:00] Device: cuda
[18:50:00] Action schema: interior_rank_partition_leverage_gate_v5; projection temperature=1.5
[18:50:00] Experiment: algorithm=sac; encoder=lstm; vine_features=full; cvar_observation=full; cvar_reward=full; pretraining=vine_synthetic; finetune=True
[18:50:00] GPU: NVIDIA A100-SXM4-80GB
[18:50:00] PYTHON: Framework ready.
[18:50:00] Action schema: interior_rank_partition_leverage_gate_v5 | gross=1.500 | net=1.000 | max_long=0.600 | max_short=0.200
[18:50:00] Risk/training: entropy_coef=0.1 | leverage_target=0.800 | leverage_penalty=0.25 | direction_bound=5.000 | AMP=False
[18:50:00] ============================================================
[18:50:00] STAGE 1: PRE-TRAINING
[18:50:00] ============================================================
[18:50:01] ============================================================
[18:50:01] TRAIN STAGE STARTED: stage=pretrain, episodes=1000, batch_size=128, updates_per_step=1
[18:50:01] ============================================================
[18:50:01] Episode 1  Reward:   0.123676  Wealth:    129728.32  Turnover: 1.0226  Gross: 1.2285  Gate: 0.4569
[18:50:01] Episode 2  Reward:  -0.040885  Wealth:    106015.41  Turnover: 1.0816  Gross: 1.2432  Gate: 0.4863
[18:50:01] Episode 3  Reward:   0.161896  Wealth:    135274.58  Turnover: 1.0181  Gross: 1.2805  Gate: 0.5609
[18:50:02] Episode 4  Reward:  -0.575533  Wealth:     67840.22  Turnover: 1.1157  Gross: 1.2360  Gate: 0.4720
[18:50:02] Episode 5  Reward:  -0.134997  Wealth:     96696.89  Turnover: 1.1911  Gross: 1.2894  Gate: 0.5789
[18:50:03] Episode 6  Reward:  -0.077153  Wealth:    102783.26  Turnover: 0.9874  Gross: 1.2071  Gate: 0.4142
[18:50:04] Episode 7  Reward:   0.182594  Wealth:    138290.71  Turnover: 1.0834  Gross: 1.2278  Gate: 0.4555
[18:50:05] Episode 8  Reward:   0.039564  Wealth:    115595.31  Turnover: 1.0450  Gross: 1.2440  Gate: 0.4880
[18:50:06] Episode 9  Reward:   0.063321  Wealth:    119233.26  Turnover: 1.1436  Gross: 1.2723  Gate: 0.5446
[18:50:07] Episode 10  Reward:   0.081043  Wealth:    122543.56  Turnover: 1.0100  Gross: 1.2642  Gate: 0.5284
[18:50:07] Episode     10  AvgReward:  -0.017647  Noise: 0.1473
[18:50:07] Episode 11  Reward:   0.358001  Wealth:    184163.49  Turnover: 1.0207  Gross: 1.2397  Gate: 0.4795
[18:50:08] Episode 12  Reward:   0.064285  Wealth:    119304.07  Turnover: 1.0490  Gross: 1.2384  Gate: 0.4769
[18:50:09] Episode 13  Reward:  -0.431300  Wealth:     75484.21  Turnover: 1.0960  Gross: 1.2833  Gate: 0.5666
[18:50:10] Episode 14  Reward:  -0.198739  Wealth:     90789.33  Turnover: 1.1128  Gross: 1.2542  Gate: 0.5084
[18:50:11] Episode 15  Reward:   0.128934  Wealth:    128808.04  Turnover: 1.0688  Gross: 1.2867  Gate: 0.5733
[18:50:12] Episode 16  Reward:  -0.015347  Wealth:    108848.97  Turnover: 1.0806  Gross: 1.2457  Gate: 0.4915
[18:50:13] Episode 17  Reward:   0.040347  Wealth:    116000.19  Turnover: 1.1161  Gross: 1.3215  Gate: 0.6430
[18:50:14] Episode 18  Reward:  -0.245762  Wealth:     87085.61  Turnover: 1.1342  Gross: 1.2419  Gate: 0.4838
[18:50:15] Episode 19  Reward:   0.207531  Wealth:    144383.72  Turnover: 1.1127  Gross: 1.2400  Gate: 0.4801
[18:50:16] Episode 20  Reward:  -0.128757  Wealth:     96830.53  Turnover: 0.9746  Gross: 1.2752  Gate: 0.5504
[18:50:16] Episode     20  AvgReward:  -0.022081  Noise: 0.1444
[18:50:17] Episode 21  Reward:   0.062619  Wealth:    120000.34  Turnover: 1.1021  Gross: 1.2518  Gate: 0.5035
[18:50:17] Episode 22  Reward:  -0.361844  Wealth:     79124.53  Turnover: 0.9996  Gross: 1.2558  Gate: 0.5117
[18:50:18] Episode 23  Reward:   0.105105  Wealth:    125807.66  Turnover: 1.0618  Gross: 1.2252  Gate: 0.4504
[18:50:19] Episode 24  Reward:  -0.031951  Wealth:    107919.13  Turnover: 0.9898  Gross: 1.2509  Gate: 0.5017
[18:50:20] Episode 25  Reward:   0.211855  Wealth:    145021.43  Turnover: 1.1193  Gross: 1.2611  Gate: 0.5223
[18:50:21] Episode 26  Reward:  -0.081647  Wealth:    100996.44  Turnover: 1.0357  Gross: 1.2419  Gate: 0.4837
[18:50:22] Episode 27  Reward:   0.144217  Wealth:    132275.88  Turnover: 1.1079  Gross: 1.2423  Gate: 0.4846
[18:50:23] Episode 28  Reward:  -0.361359  Wealth:     79575.69  Turnover: 0.9368  Gross: 1.2080  Gate: 0.4160
[18:50:24] Episode 29  Reward:  -0.011840  Wealth:    108839.85  Turnover: 1.0310  Gross: 1.2557  Gate: 0.5114
[18:50:25] Episode 30  Reward:  -0.063326  Wealth:    104182.53  Turnover: 0.9381  Gross: 1.2311  Gate: 0.4621
[18:50:25] Episode     30  AvgReward:  -0.038817  Noise: 0.1415
[18:50:26] Episode 31  Reward:   0.278070  Wealth:    160525.76  Turnover: 1.0063  Gross: 1.2078  Gate: 0.4156
[18:50:27] Episode 32  Reward:  -0.008222  Wealth:    109689.67  Turnover: 1.1372  Gross: 1.2607  Gate: 0.5215
[18:50:28] Episode 33  Reward:  -0.118025  Wealth:     98111.71  Turnover: 1.0079  Gross: 1.2166  Gate: 0.4331
[18:50:28] Episode 34  Reward:   0.082986  Wealth:    122699.36  Turnover: 1.0835  Gross: 1.2416  Gate: 0.4833
[18:50:29] Episode 35  Reward:  -0.025506  Wealth:    107498.64  Turnover: 1.0376  Gross: 1.2638  Gate: 0.5277
[18:50:30] Episode 36  Reward:  -0.199720  Wealth:     90829.26  Turnover: 1.1269  Gross: 1.2298  Gate: 0.4595
[18:50:31] Episode 37  Reward:  -0.238271  Wealth:     87962.28  Turnover: 1.0121  Gross: 1.2387  Gate: 0.4774
[18:50:32] Episode 38  Reward:  -0.006495  Wealth:    110869.82  Turnover: 1.1211  Gross: 1.2586  Gate: 0.5173
[18:50:33] Episode 39  Reward:  -0.101277  Wealth:     99610.13  Turnover: 1.0397  Gross: 1.2211  Gate: 0.4422
[18:50:34] Episode 40  Reward:  -0.010690  Wealth:    110032.00  Turnover: 1.1835  Gross: 1.2544  Gate: 0.5089
[18:50:34] Episode     40  AvgReward:  -0.034715  Noise: 0.1387
[18:50:35] Episode 41  Reward:   0.046739  Wealth:    116943.16  Turnover: 1.0672  Gross: 1.2500  Gate: 0.4999
[18:50:36] Episode 42  Reward:   0.129421  Wealth:    131783.40  Turnover: 0.7860  Gross: 1.3329  Gate: 0.6658
[18:50:37] Episode 43  Reward:  -0.263426  Wealth:     88025.62  Turnover: 0.2188  Gross: 1.5000  Gate: 1.0000
[18:50:38] Episode 44  Reward:   0.003709  Wealth:    114132.67  Turnover: 0.2371  Gross: 1.5000  Gate: 1.0000
[18:50:39] Episode 45  Reward:  -0.333412  Wealth:     82798.28  Turnover: 0.2617  Gross: 1.5000  Gate: 1.0000
[18:50:40] Episode 46  Reward:   0.076535  Wealth:    124960.26  Turnover: 0.2473  Gross: 1.5000  Gate: 1.0000
[18:50:41] Episode 47  Reward:  -0.267488  Wealth:     87723.89  Turnover: 0.2759  Gross: 1.5000  Gate: 1.0000
[18:50:42] Episode 48  Reward:  -0.031461  Wealth:    110376.59  Turnover: 0.3137  Gross: 1.5000  Gate: 1.0000
[18:50:43] Episode 49  Reward:   0.225107  Wealth:    154337.76  Turnover: 0.3334  Gross: 1.4933  Gate: 0.9867
[18:50:43] Episode 50  Reward:   0.111079  Wealth:    132307.40  Turnover: 0.2352  Gross: 1.4992  Gate: 0.9983
[18:50:43] Episode     50  AvgReward:  -0.030320  Noise: 0.1360
[18:50:44] Episode 51  Reward:   0.120842  Wealth:    134362.57  Turnover: 0.2660  Gross: 1.4996  Gate: 0.9992
[18:50:45] Episode 52  Reward:  -0.192681  Wealth:     94187.86  Turnover: 0.2865  Gross: 1.4998  Gate: 0.9996
[18:50:46] Episode 53  Reward:  -0.020923  Wealth:    112626.58  Turnover: 0.2805  Gross: 1.4999  Gate: 0.9998
[18:50:47] Episode 54  Reward:  -0.493347  Wealth:     73332.29  Turnover: 0.3045  Gross: 1.4999  Gate: 0.9998
[18:50:48] Episode 55  Reward:   0.083739  Wealth:    126885.00  Turnover: 0.2528  Gross: 1.4999  Gate: 0.9998
[18:50:49] Episode 56  Reward:  -0.071540  Wealth:    105929.78  Turnover: 0.2452  Gross: 1.4999  Gate: 0.9999
[18:50:50] Episode 57  Reward:  -0.481145  Wealth:     73839.46  Turnover: 0.2530  Gross: 1.4999  Gate: 0.9999
[18:50:51] Episode 58  Reward:   0.346398  Wealth:    191793.28  Turnover: 0.2333  Gross: 1.5000  Gate: 1.0000
[18:50:52] Episode 59  Reward:   0.105203  Wealth:    131211.73  Turnover: 0.2366  Gross: 1.5000  Gate: 1.0000
[18:50:53] Episode 60  Reward:   0.120616  Wealth:    134456.28  Turnover: 0.2010  Gross: 1.5000  Gate: 1.0000
[18:50:53] Episode     60  AvgReward:  -0.048284  Noise: 0.1333
[18:50:54] Episode 61  Reward:  -0.157789  Wealth:     97500.11  Turnover: 0.1551  Gross: 1.5000  Gate: 1.0000
[18:50:55] Episode 62  Reward:  -0.178729  Wealth:     95426.19  Turnover: 0.2261  Gross: 1.5000  Gate: 1.0000
[18:50:56] Episode 63  Reward:  -0.166369  Wealth:     97031.34  Turnover: 0.2045  Gross: 1.5000  Gate: 1.0000
[18:50:57] Episode 64  Reward:   0.147640  Wealth:    139592.75  Turnover: 0.2151  Gross: 1.5000  Gate: 1.0000
[18:50:58] Episode 65  Reward:  -0.127568  Wealth:    100057.38  Turnover: 0.2884  Gross: 1.5000  Gate: 1.0000
[18:50:58] Episode 66  Reward:   0.328164  Wealth:    186073.95  Turnover: 0.1426  Gross: 1.4998  Gate: 0.9995
[18:50:59] Episode 67  Reward:  -0.309039  Wealth:     85399.30  Turnover: 0.1211  Gross: 1.4991  Gate: 0.9982
[18:51:00] Episode 68  Reward:   0.215911  Wealth:    154184.56  Turnover: 0.3209  Gross: 1.4997  Gate: 0.9994
[18:51:01] Episode 69  Reward:   0.202402  Wealth:    151472.28  Turnover: 0.2438  Gross: 1.4998  Gate: 0.9995
[18:51:02] Episode 70  Reward:  -0.297880  Wealth:     87307.58  Turnover: 0.2847  Gross: 1.4999  Gate: 0.9999
[18:51:02] Episode     70  AvgReward:  -0.034326  Noise: 0.1306
[18:51:03] Episode 71  Reward:   0.083390  Wealth:    132012.97  Turnover: 0.2297  Gross: 1.5000  Gate: 1.0000
[18:51:04] Episode 72  Reward:   0.239615  Wealth:    166539.44  Turnover: 0.2934  Gross: 1.5000  Gate: 1.0000
[18:51:05] Episode 73  Reward:   0.068550  Wealth:    129532.05  Turnover: 0.2600  Gross: 1.5000  Gate: 1.0000
[18:51:06] Episode 74  Reward:   0.209496  Wealth:    159527.40  Turnover: 0.2521  Gross: 1.5000  Gate: 1.0000
[18:51:07] Episode 75  Reward:  -0.097659  Wealth:    107126.67  Turnover: 0.1812  Gross: 1.5000  Gate: 1.0000
[18:51:08] Episode 76  Reward:  -0.077448  Wealth:    108338.26  Turnover: 0.1733  Gross: 1.5000  Gate: 1.0000
[18:51:09] Episode 77  Reward:  -0.296759  Wealth:     87705.92  Turnover: 0.2748  Gross: 1.5000  Gate: 1.0000
[18:51:10] Episode 78  Reward:  -0.154083  Wealth:    100255.39  Turnover: 0.2027  Gross: 1.5000  Gate: 1.0000
[18:51:11] Episode 79  Reward:   0.130794  Wealth:    139954.33  Turnover: 0.2863  Gross: 1.5000  Gate: 1.0000
[18:51:12] Episode 80  Reward:   0.084960  Wealth:    131150.69  Turnover: 0.2708  Gross: 1.5000  Gate: 1.0000
[18:51:12] Episode     80  AvgReward:   0.019086  Noise: 0.1281
[18:51:13] Episode 81  Reward:   0.087152  Wealth:    131835.77  Turnover: 0.2616  Gross: 1.5000  Gate: 1.0000
[18:51:14] Episode 82  Reward:  -0.046326  Wealth:    111999.72  Turnover: 0.2446  Gross: 1.5000  Gate: 1.0000
[18:51:15] Episode 83  Reward:   0.359342  Wealth:    206094.68  Turnover: 0.3254  Gross: 1.5000  Gate: 1.0000
[18:51:15] Episode 84  Reward:  -0.176492  Wealth:     98096.16  Turnover: 0.2383  Gross: 1.5000  Gate: 1.0000
[18:51:16] Episode 85  Reward:  -0.043067  Wealth:    113041.90  Turnover: 0.1791  Gross: 1.5000  Gate: 1.0000
[18:51:17] Episode 86  Reward:   0.092905  Wealth:    130156.94  Turnover: 0.2676  Gross: 1.5000  Gate: 1.0000
[18:51:18] Episode 87  Reward:  -0.212669  Wealth:     93390.33  Turnover: 0.2779  Gross: 1.5000  Gate: 1.0000
[18:51:19] Episode 88  Reward:   0.006091  Wealth:    117678.94  Turnover: 0.2847  Gross: 1.5000  Gate: 1.0000
[18:51:20] Episode 89  Reward:   0.289116  Wealth:    175601.97  Turnover: 0.2637  Gross: 1.5000  Gate: 1.0000
[18:51:21] Episode 90  Reward:   0.460116  Wealth:    252293.89  Turnover: 0.3126  Gross: 1.4999  Gate: 0.9999
[18:51:21] Episode     90  AvgReward:   0.081617  Noise: 0.1255
[18:51:22] Episode 91  Reward:   0.214231  Wealth:    151196.48  Turnover: 0.2707  Gross: 1.4975  Gate: 0.9949
[18:51:23] Episode 92  Reward:   0.209403  Wealth:    143297.23  Turnover: 0.3439  Gross: 1.4994  Gate: 0.9989
[18:51:24] Episode 93  Reward:   0.083491  Wealth:    121087.15  Turnover: 0.3359  Gross: 1.4993  Gate: 0.9986
[18:51:25] Episode 94  Reward:  -0.243559  Wealth:     87502.82  Turnover: 0.3069  Gross: 1.5000  Gate: 0.9999
[18:51:26] Episode 95  Reward:   0.403815  Wealth:    203438.03  Turnover: 0.3017  Gross: 1.4999  Gate: 0.9998
[18:51:27] Episode 96  Reward:   0.247607  Wealth:    154632.45  Turnover: 0.3231  Gross: 1.4999  Gate: 0.9997
[18:51:28] Episode 97  Reward:   0.213293  Wealth:    140793.06  Turnover: 0.2753  Gross: 1.5000  Gate: 0.9999
[18:51:28] Episode 98  Reward:   0.067744  Wealth:    118495.41  Turnover: 0.3126  Gross: 1.4999  Gate: 0.9999
[18:51:29] Episode 99  Reward:   0.255690  Wealth:    148621.04  Turnover: 0.1999  Gross: 1.4999  Gate: 0.9999
[18:51:30] Episode 100  Reward:   0.128278  Wealth:    131020.46  Turnover: 0.2965  Gross: 1.5000  Gate: 0.9999
[18:51:30] Episode    100  AvgReward:   0.157999  Noise: 0.1230
[18:51:31] Episode 101  Reward:   0.017139  Wealth:    111847.70  Turnover: 0.2803  Gross: 1.5000  Gate: 0.9999
[18:51:32] Episode 102  Reward:   0.096521  Wealth:    122427.42  Turnover: 0.3523  Gross: 1.5000  Gate: 0.9999
[18:51:33] Episode 103  Reward:   0.036176  Wealth:    114546.23  Turnover: 0.3215  Gross: 1.4956  Gate: 0.9912
[18:51:34] Episode 104  Reward:   0.027943  Wealth:    112537.83  Turnover: 0.3191  Gross: 1.4976  Gate: 0.9951
[18:51:35] Episode 105  Reward:   0.234133  Wealth:    149659.36  Turnover: 0.2973  Gross: 1.4999  Gate: 0.9998
[18:51:36] Episode 106  Reward:   0.171559  Wealth:    134829.37  Turnover: 0.2362  Gross: 1.4999  Gate: 0.9999
[18:51:37] Episode 107  Reward:   0.101656  Wealth:    124719.36  Turnover: 0.3010  Gross: 1.4999  Gate: 0.9999
[18:51:38] Episode 108  Reward:  -0.193078  Wealth:     91774.05  Turnover: 0.2971  Gross: 1.5000  Gate: 1.0000
[18:51:39] Episode 109  Reward:   0.124732  Wealth:    129176.15  Turnover: 0.3231  Gross: 1.4999  Gate: 0.9999
[18:51:40] Episode 110  Reward:   0.220749  Wealth:    148030.78  Turnover: 0.3164  Gross: 1.5000  Gate: 1.0000
[18:51:40] Episode    110  AvgReward:   0.083753  Noise: 0.1206
[18:51:41] Episode 111  Reward:   0.151226  Wealth:    129268.70  Turnover: 0.3249  Gross: 1.5000  Gate: 1.0000
[18:51:42] Episode 112  Reward:   0.126012  Wealth:    128488.77  Turnover: 0.3319  Gross: 1.5000  Gate: 1.0000
[18:51:43] Episode 113  Reward:   0.016590  Wealth:    112968.22  Turnover: 0.3374  Gross: 1.5000  Gate: 1.0000
[18:51:44] Episode 114  Reward:   0.296468  Wealth:    162611.21  Turnover: 0.3511  Gross: 1.5000  Gate: 1.0000
[18:51:45] Episode 115  Reward:   0.201927  Wealth:    141376.62  Turnover: 0.3627  Gross: 1.5000  Gate: 1.0000
[18:51:46] Episode 116  Reward:   0.182387  Wealth:    138871.33  Turnover: 0.3257  Gross: 1.5000  Gate: 1.0000
[18:51:46] Episode 117  Reward:   0.019865  Wealth:    112379.54  Turnover: 0.3937  Gross: 1.5000  Gate: 1.0000
[18:51:47] Episode 118  Reward:   0.229055  Wealth:    147607.07  Turnover: 0.3451  Gross: 1.5000  Gate: 1.0000
[18:51:48] Episode 119  Reward:   0.135576  Wealth:    127867.32  Turnover: 0.4027  Gross: 1.5000  Gate: 1.0000
[18:51:49] Episode 120  Reward:   0.155566  Wealth:    132636.66  Turnover: 0.3494  Gross: 1.5000  Gate: 1.0000
[18:51:49] Episode    120  AvgReward:   0.151467  Noise: 0.1182
[18:51:50] Episode 121  Reward:   0.229676  Wealth:    148248.82  Turnover: 0.2953  Gross: 1.5000  Gate: 1.0000
[18:51:51] Episode 122  Reward:   0.173074  Wealth:    133652.64  Turnover: 0.3168  Gross: 1.5000  Gate: 1.0000
[18:51:52] Episode 123  Reward:   0.085402  Wealth:    121805.49  Turnover: 0.2619  Gross: 1.5000  Gate: 1.0000
[18:51:53] Episode 124  Reward:   0.298454  Wealth:    164770.35  Turnover: 0.3183  Gross: 1.5000  Gate: 1.0000
[18:51:54] Episode 125  Reward:   0.016675  Wealth:    111734.39  Turnover: 0.3487  Gross: 1.5000  Gate: 1.0000
[18:51:55] Episode 126  Reward:   0.069578  Wealth:    119376.26  Turnover: 0.3361  Gross: 1.5000  Gate: 1.0000
[18:51:56] Episode 127  Reward:   0.180056  Wealth:    136702.77  Turnover: 0.3688  Gross: 1.5000  Gate: 1.0000
[18:51:57] Episode 128  Reward:   0.056079  Wealth:    117259.02  Turnover: 0.3697  Gross: 1.5000  Gate: 1.0000
[18:51:58] Episode 129  Reward:   0.140137  Wealth:    130140.81  Turnover: 0.4067  Gross: 1.5000  Gate: 1.0000
[18:51:59] Episode 130  Reward:   0.032733  Wealth:    114088.93  Turnover: 0.3962  Gross: 1.5000  Gate: 1.0000
[18:51:59] Episode    130  AvgReward:   0.128186  Noise: 0.1159
[18:52:00] Episode 131  Reward:   0.216881  Wealth:    142829.69  Turnover: 0.3581  Gross: 1.5000  Gate: 1.0000
[18:52:01] Episode 132  Reward:   0.030389  Wealth:    115071.19  Turnover: 0.4172  Gross: 1.5000  Gate: 1.0000
[18:52:02] Episode 133  Reward:  -0.042210  Wealth:    104636.22  Turnover: 0.3811  Gross: 1.5000  Gate: 1.0000
[18:52:03] Episode 134  Reward:  -0.221124  Wealth:     88156.12  Turnover: 0.4610  Gross: 1.5000  Gate: 1.0000
[18:52:03] Episode 135  Reward:   0.078927  Wealth:    120830.72  Turnover: 0.3822  Gross: 1.5000  Gate: 1.0000
[18:52:04] Episode 136  Reward:   0.041688  Wealth:    114158.64  Turnover: 0.3482  Gross: 1.5000  Gate: 1.0000
[18:52:05] Episode 137  Reward:   0.136270  Wealth:    128154.30  Turnover: 0.3370  Gross: 1.5000  Gate: 1.0000
[18:52:06] Episode 138  Reward:   0.040594  Wealth:    114230.09  Turnover: 0.3492  Gross: 1.5000  Gate: 1.0000
[18:52:07] Episode 139  Reward:   0.183589  Wealth:    139063.38  Turnover: 0.3551  Gross: 1.5000  Gate: 1.0000
[18:52:08] Episode 140  Reward:   0.232074  Wealth:    148092.70  Turnover: 0.3056  Gross: 1.5000  Gate: 1.0000
[18:52:08] Episode    140  AvgReward:   0.069708  Noise: 0.1136
[18:52:09] Episode 141  Reward:   0.199918  Wealth:    141800.77  Turnover: 0.3766  Gross: 1.5000  Gate: 1.0000
[18:52:10] Episode 142  Reward:   0.007820  Wealth:    110436.49  Turnover: 0.3426  Gross: 1.5000  Gate: 1.0000
[18:52:11] Episode 143  Reward:  -0.038196  Wealth:    105014.61  Turnover: 0.4259  Gross: 1.5000  Gate: 1.0000
[18:52:12] Episode 144  Reward:   0.089257  Wealth:    122505.53  Turnover: 0.3518  Gross: 1.5000  Gate: 1.0000
[18:52:13] Episode 145  Reward:   0.160582  Wealth:    132656.85  Turnover: 0.3826  Gross: 1.5000  Gate: 1.0000
[18:52:14] Episode 146  Reward:   0.028514  Wealth:    113038.95  Turnover: 0.3525  Gross: 1.5000  Gate: 1.0000
[18:52:15] Episode 147  Reward:   0.068755  Wealth:    119314.24  Turnover: 0.3837  Gross: 1.5000  Gate: 1.0000
[18:52:16] Episode 148  Reward:  -0.051561  Wealth:    103788.29  Turnover: 0.3448  Gross: 1.5000  Gate: 1.0000
[18:52:17] Episode 149  Reward:   0.028834  Wealth:    112577.99  Turnover: 0.3399  Gross: 1.5000  Gate: 1.0000
[18:52:18] Episode 150  Reward:  -0.225195  Wealth:     87843.53  Turnover: 0.3720  Gross: 1.5000  Gate: 1.0000
[18:52:18] Episode    150  AvgReward:   0.026873  Noise: 0.1113
[18:52:19] Episode 151  Reward:   0.179182  Wealth:    136778.71  Turnover: 0.3200  Gross: 1.5000  Gate: 1.0000
[18:52:19] Episode 152  Reward:   0.034810  Wealth:    114177.39  Turnover: 0.3868  Gross: 1.5000  Gate: 1.0000
[18:52:20] Episode 153  Reward:   0.237723  Wealth:    147313.05  Turnover: 0.4090  Gross: 1.5000  Gate: 1.0000
[18:52:21] Episode 154  Reward:   0.208150  Wealth:    141873.85  Turnover: 0.4563  Gross: 1.5000  Gate: 1.0000
[18:52:22] Episode 155  Reward:   0.073936  Wealth:    119910.92  Turnover: 0.4255  Gross: 1.5000  Gate: 1.0000
[18:52:23] Episode 156  Reward:  -0.267358  Wealth:     85636.26  Turnover: 0.4332  Gross: 1.5000  Gate: 1.0000
[18:52:24] Episode 157  Reward:   0.045259  Wealth:    116299.73  Turnover: 0.3798  Gross: 1.5000  Gate: 1.0000
[18:52:25] Episode 158  Reward:   0.155906  Wealth:    133336.39  Turnover: 0.3769  Gross: 1.5000  Gate: 1.0000
[18:52:26] Episode 159  Reward:   0.000479  Wealth:    109873.41  Turnover: 0.4041  Gross: 1.5000  Gate: 1.0000
[18:52:27] Episode 160  Reward:   0.202234  Wealth:    141250.34  Turnover: 0.3817  Gross: 1.5000  Gate: 1.0000
[18:52:27] Episode    160  AvgReward:   0.087032  Noise: 0.1091
[18:52:28] Episode 161  Reward:   0.245441  Wealth:    151057.84  Turnover: 0.3813  Gross: 1.5000  Gate: 1.0000
[18:52:29] Episode 162  Reward:   0.151088  Wealth:    132769.59  Turnover: 0.4638  Gross: 1.5000  Gate: 1.0000
