update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,entropy_temperature,stage,episode,step,pass
100,0.07554684579372406,-0.038339704275131226,0.07490246742963791,0.0752527117729187,0.09415344893932343,0.01607149839401245,0.25921711325645447,0.09705561399459839,pretrain,10,11,
200,0.07887335121631622,-0.09366823732852936,0.09206265211105347,0.09187041968107224,0.093711718916893,0.015888165682554245,0.08801689743995667,0.09413349628448486,pretrain,14,15,
300,0.06222153082489967,-0.11666474491357803,0.11752364039421082,0.1295141726732254,0.11827629804611206,0.017634348943829536,0.12901926040649414,0.0912555605173111,pretrain,18,19,
400,0.07904462516307831,-0.17084194719791412,0.13419127464294434,0.1417189985513687,0.1714964210987091,0.01387963630259037,0.42736634612083435,0.08843120187520981,pretrain,22,23,
500,0.066208116710186,-0.20815378427505493,0.1843808889389038,0.18187525868415833,0.2061850130558014,0.011179831810295582,0.2906350791454315,0.08568072319030762,pretrain,27,3,
600,0.05719714239239693,-0.30023619532585144,0.23316165804862976,0.23112262785434723,0.2146620750427246,0.012739601545035839,0.2227419763803482,0.08297649025917053,pretrain,31,7,
700,0.0864916741847992,-0.36977797746658325,0.27576106786727905,0.2752183675765991,0.3025522232055664,0.01030969899147749,0.35384413599967957,0.08034443855285645,pretrain,35,11,
800,0.05397377908229828,-0.4421722888946533,0.35811322927474976,0.3618714511394501,0.34485924243927,0.017146378755569458,0.20520547032356262,0.07777655124664307,pretrain,39,15,
900,0.04794960841536522,-0.4802449941635132,0.39987748861312866,0.39933592081069946,0.3752809166908264,0.013513021171092987,0.32117483019828796,0.07528091967105865,pretrain,43,19,
1000,0.0609750971198082,-0.5413686633110046,0.45040351152420044,0.45405369997024536,0.46337515115737915,0.015570432879030704,0.18831682205200195,0.07284578680992126,pretrain,47,23,
1100,0.06570939719676971,-0.6176847219467163,0.5321363210678101,0.516806423664093,0.5081869959831238,0.031236320734024048,0.33779677748680115,0.07047910243272781,pretrain,52,3,
1200,0.06661374866962433,-0.717957615852356,0.5706117153167725,0.5631733536720276,0.5806856751441956,0.030386613681912422,0.2957491874694824,0.0681801438331604,pretrain,56,7,
1300,0.05906765162944794,-0.7662146687507629,0.6236332058906555,0.5988147258758545,0.5922267436981201,0.04037890583276749,0.604255735874176,0.06594307720661163,pretrain,60,11,
1400,0.04079481214284897,-0.8089751601219177,0.6739016771316528,0.6500591039657593,0.6577281951904297,0.03377737104892731,0.5491988062858582,0.0637742429971695,pretrain,64,15,
1500,0.03034123033285141,-0.8063371181488037,0.6597076654434204,0.6538540124893188,0.6641858220100403,0.033373020589351654,0.23758800327777863,0.06167306378483772,pretrain,68,19,
1600,0.03752601146697998,-0.8482334613800049,0.6909869313240051,0.7087782621383667,0.7120654582977295,0.0335843488574028,1.431570053100586,0.0596357136964798,pretrain,72,23,
1700,0.02953755296766758,-0.9877098798751831,0.8170965909957886,0.8155634999275208,0.8425048589706421,0.029587242752313614,1.0176951885223389,0.057659365236759186,pretrain,77,3,
1800,0.035914115607738495,-0.9984092712402344,0.842056155204773,0.7901314496994019,0.808775007724762,0.057224374264478683,1.0876086950302124,0.05574815720319748,pretrain,81,7,
1900,0.029126238077878952,-1.0840742588043213,0.9136145114898682,0.9173761606216431,0.9108325242996216,0.02732742577791214,0.3238793611526489,0.05390293523669243,pretrain,85,11,
2000,0.025642458349466324,-1.1516504287719727,1.0113880634307861,1.0136644840240479,1.001208782196045,0.026478571817278862,0.3770500123500824,0.05210883170366287,pretrain,89,15,
2100,0.04503195732831955,-1.2225418090820312,1.024381399154663,1.0496234893798828,1.0705738067626953,0.034631967544555664,1.7166396379470825,0.05038193240761757,pretrain,93,19,
2200,0.024164725095033646,-1.2916297912597656,1.1078147888183594,1.1019740104675293,1.0942065715789795,0.02844194881618023,0.52610844373703,0.04870641604065895,pretrain,97,23,
2300,0.027905486524105072,-1.371367335319519,1.1924669742584229,1.1613507270812988,1.1957731246948242,0.040501486510038376,1.1103730201721191,0.04708757624030113,pretrain,102,3,
2400,0.021326811984181404,-1.46140456199646,1.2695282697677612,1.2766016721725464,1.2477596998214722,0.033167608082294464,1.0995540618896484,0.04552607983350754,pretrain,106,7,
2500,0.025816792622208595,-1.4476627111434937,1.2722053527832031,1.2612453699111938,1.2954907417297363,0.0296874288469553,1.8087553977966309,0.044015273451805115,pretrain,110,11,
2600,0.019129890948534012,-1.6257305145263672,1.4393846988677979,1.4282007217407227,1.4284236431121826,0.02681340090930462,0.833956778049469,0.04255631938576698,pretrain,114,15,
2700,0.023657161742448807,-1.615851879119873,1.4165267944335938,1.4500964879989624,1.4417378902435303,0.04008043557405472,0.9145983457565308,0.041147101670503616,pretrain,118,19,
2800,0.01686914637684822,-1.6929200887680054,1.509064793586731,1.5043379068374634,1.4906750917434692,0.03556118160486221,0.6903616786003113,0.039782892912626266,pretrain,122,23,
2900,0.017299607396125793,-1.8602805137634277,1.66890287399292,1.6631075143814087,1.6781266927719116,0.03273605555295944,0.5894117951393127,0.03846316412091255,pretrain,127,3,
3000,0.01726929470896721,-1.6150134801864624,1.4219082593917847,1.4122947454452515,1.4183430671691895,0.03133551403880119,0.7526702880859375,0.0371924489736557,pretrain,131,7,
3100,0.012148356065154076,-1.705116629600525,1.540684461593628,1.5638935565948486,1.5512614250183105,0.039040081202983856,0.7517737150192261,0.0359640009701252,pretrain,135,11,
3200,0.015208200551569462,-1.9663034677505493,1.752479076385498,1.7790956497192383,1.7830902338027954,0.03486815094947815,1.6208857297897339,0.03477795794606209,pretrain,139,15,
3300,0.011509418487548828,-1.9299185276031494,1.741194248199463,1.7473607063293457,1.7380812168121338,0.025111056864261627,0.5890209078788757,0.03362920135259628,pretrain,143,19,
3400,0.013823269866406918,-2.0629327297210693,1.9053330421447754,1.8720359802246094,1.8778440952301025,0.04161161556839943,2.0611495971679688,0.032520588487386703,pretrain,147,23,
3500,0.016252676025032997,-1.9665412902832031,1.7904764413833618,1.8154196739196777,1.784484624862671,0.03809491544961929,1.791176438331604,0.03145024925470352,pretrain,152,3,
3600,0.01344364695250988,-2.0220940113067627,1.8470553159713745,1.8715704679489136,1.843476414680481,0.0392754003405571,1.6446467638015747,0.030415428802371025,pretrain,156,7,
3700,0.012291736900806427,-2.205547571182251,2.023996591567993,2.03151535987854,2.0224809646606445,0.023765217512845993,0.37590837478637695,0.029416395351290703,pretrain,160,11,
3800,0.009801765903830528,-2.161884307861328,1.9977129697799683,1.979576826095581,1.9592163562774658,0.03375490754842758,2.519073009490967,0.028450531885027885,pretrain,164,15,
3900,0.011262942105531693,-2.30334734916687,2.1114342212677,2.077930212020874,2.1049633026123047,0.045032769441604614,1.5060063600540161,0.027518725022673607,pretrain,168,19,
4000,0.011548648588359356,-2.28717041015625,2.1245203018188477,2.1557226181030273,2.119455575942993,0.04233167693018913,1.969268560409546,0.026618655771017075,pretrain,172,23,
4100,0.009603560902178288,-2.1782777309417725,2.0024681091308594,1.9981602430343628,2.0146889686584473,0.02381102368235588,0.8631827235221863,0.025748062878847122,pretrain,177,3,
4200,0.007985047064721584,-2.138810873031616,1.9935120344161987,1.9574861526489258,1.9762139320373535,0.04001009464263916,1.1773345470428467,0.024907397106289864,pretrain,181,7,
4300,0.00962059572339058,-2.3231170177459717,2.1512842178344727,2.1345934867858887,2.1592118740081787,0.03036816418170929,0.9578514695167542,0.02409587986767292,pretrain,185,11,
4400,0.009939090348780155,-2.3887054920196533,2.2188239097595215,2.205916404724121,2.2098121643066406,0.02696496993303299,0.42851167917251587,0.023310357704758644,pretrain,189,15,
4500,0.010280013084411621,-2.0554332733154297,1.921484112739563,1.8993116617202759,1.883946418762207,0.031846486032009125,2.481786012649536,0.022550327703356743,pretrain,193,19,
4600,0.007292862981557846,-2.3615641593933105,2.2070376873016357,2.2058682441711426,2.195071220397949,0.026222750544548035,0.8851174712181091,0.021816806867718697,pretrain,197,23,
4700,0.006943376734852791,-2.1162610054016113,1.9645781517028809,1.959520697593689,1.9627848863601685,0.027443259954452515,0.276053786277771,0.021108224987983704,pretrain,202,3,
