update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,stage,episode,step,pass
100,0.0030527429189532995,-0.17466187477111816,0.16098736226558685,,0.1559639424085617,,0.05016125366091728,pretrain,10,11,
200,0.0025503686629235744,-0.17875179648399353,0.1664811372756958,,0.1589665710926056,,0.07603632658720016,pretrain,14,15,
300,0.0030942801386117935,-0.17262926697731018,0.15210124850273132,,0.16054978966712952,,0.09765980392694473,pretrain,18,19,
400,0.0022923259530216455,-0.17825230956077576,0.16092449426651,,0.158287912607193,,0.03525649756193161,pretrain,22,23,
500,0.002297449391335249,-0.17758780717849731,0.16256968677043915,,0.1600092351436615,,0.037907350808382034,pretrain,27,3,
600,0.0020922478288412094,-0.17514359951019287,0.15807859599590302,,0.15616774559020996,,0.03295503929257393,pretrain,31,7,
700,0.002207638928666711,-0.1660858392715454,0.15145960450172424,,0.15576937794685364,,0.05777925252914429,pretrain,35,11,
800,0.0017110195476561785,-0.18095369637012482,0.16483324766159058,,0.16698335111141205,,0.029508201405405998,pretrain,39,15,
900,0.002049143658950925,-0.17201055586338043,0.15401211380958557,,0.1538991928100586,,0.021447207778692245,pretrain,43,19,
1000,0.001484899315983057,-0.1793702393770218,0.15753313899040222,,0.15542654693126678,,0.02761472761631012,pretrain,47,23,
1100,0.0017836671322584152,-0.1757442057132721,0.16144877672195435,,0.15786948800086975,,0.05346622318029404,pretrain,52,3,
1200,0.0011473656632006168,-0.18465524911880493,0.17317639291286469,,0.16579067707061768,,0.11952538788318634,pretrain,56,7,
1300,0.0015446011675521731,-0.1664278656244278,0.15712028741836548,,0.15954121947288513,,0.04810744524002075,pretrain,60,11,
1400,0.001279439777135849,-0.1794167160987854,0.16201546788215637,,0.16581788659095764,,0.06990529596805573,pretrain,64,15,
1500,0.0014847491402179003,-0.17179730534553528,0.15924379229545593,,0.1582999974489212,,0.031029123812913895,pretrain,68,19,
1600,0.0013431450352072716,-0.15640173852443695,0.1488192081451416,,0.1475161910057068,,0.037688836455345154,pretrain,72,23,
1700,0.0009090725798159838,-0.18028660118579865,0.170362189412117,,0.16362404823303223,,0.08461032807826996,pretrain,77,3,
1800,0.0017416473710909486,-0.1481197625398636,0.1326279193162918,,0.13471654057502747,,0.044485706835985184,pretrain,81,7,
1900,0.001068444224074483,-0.16261668503284454,0.14776836335659027,,0.14983490109443665,,0.0469135120511055,pretrain,85,11,
2000,0.0016537676565349102,-0.15483573079109192,0.14175981283187866,,0.15152032673358917,,0.19413965940475464,pretrain,89,15,
2100,0.000990749686025083,-0.15907400846481323,0.15486513078212738,,0.147581547498703,,0.13015611469745636,pretrain,93,19,
2200,0.0015420607523992658,-0.1557788997888565,0.14249737560749054,,0.13946792483329773,,0.06380556523799896,pretrain,97,23,
2300,0.0012397741666063666,-0.14556829631328583,0.13235463201999664,,0.13966408371925354,,0.13820523023605347,pretrain,102,3,
2400,0.0007212110213004053,-0.15161921083927155,0.1404656618833542,,0.13814149796962738,,0.03325655311346054,pretrain,106,7,
2500,0.0010287108598276973,-0.16396000981330872,0.1504967361688614,,0.1433330923318863,,0.1588674634695053,pretrain,110,11,
2600,0.0007502423832193017,-0.1561746746301651,0.13586589694023132,,0.14230841398239136,,0.1333952695131302,pretrain,114,15,
2700,0.0008874075720086694,-0.1445326805114746,0.13121485710144043,,0.13292436301708221,,0.03764374181628227,pretrain,118,19,
2800,0.0011412403546273708,-0.15471994876861572,0.14851544797420502,,0.13394665718078613,,0.3118346929550171,pretrain,122,23,
2900,0.0008322509820573032,-0.15357226133346558,0.13931703567504883,,0.14693477749824524,,0.1454542726278305,pretrain,127,3,
3000,0.0010282662697136402,-0.13214340806007385,0.1194455474615097,,0.11015968024730682,,0.19766397774219513,pretrain,131,7,
3100,0.0011015217751264572,-0.13409799337387085,0.12449181079864502,,0.12703515589237213,,0.047872547060251236,pretrain,135,11,
3200,0.000841387314721942,-0.1431126445531845,0.13068783283233643,,0.13395586609840393,,0.04838240519165993,pretrain,139,15,
3300,0.0012979304883629084,-0.13578929007053375,0.1253507137298584,,0.12826263904571533,,0.06752287596464157,pretrain,143,19,
3400,0.0007518407655879855,-0.13285401463508606,0.11291022598743439,,0.1262490302324295,,0.23471464216709137,pretrain,147,23,
3500,0.0008004397386685014,-0.13638967275619507,0.12678664922714233,,0.12692886590957642,,0.0290015060454607,pretrain,152,3,
3600,0.0010631595505401492,-0.13327240943908691,0.12362415343523026,,0.12032994627952576,,0.06910039484500885,pretrain,156,7,
3700,0.0011119497939944267,-0.1526952087879181,0.13713577389717102,,0.1384039670228958,,0.03559097647666931,pretrain,160,11,
3800,0.0007503035594709218,-0.13740003108978271,0.1252174973487854,,0.12822258472442627,,0.05012381076812744,pretrain,164,15,
3900,0.0009903693571686745,-0.13686959445476532,0.12380718439817429,,0.12671177089214325,,0.04493650421500206,pretrain,168,19,
4000,0.0006977454759180546,-0.13629372417926788,0.12274482101202011,,0.12277723103761673,,0.04576309770345688,pretrain,172,23,
4100,0.0009577187011018395,-0.12437215447425842,0.11049798130989075,,0.11533459275960922,,0.10858313739299774,pretrain,177,3,
4200,0.0008746011299081147,-0.1278277188539505,0.11837077885866165,,0.1170177087187767,,0.04038788750767708,pretrain,181,7,
4300,0.0005760819185525179,-0.12386883795261383,0.11470770090818405,,0.11946335434913635,,0.09207084774971008,pretrain,185,11,
4400,0.0008953464566729963,-0.1279822587966919,0.11125533282756805,,0.11746304482221603,,0.11180045455694199,pretrain,189,15,
4500,0.0006587423267774284,-0.1101139485836029,0.09732292592525482,,0.09993277490139008,,0.049643371254205704,pretrain,193,19,
4600,0.0007426345837302506,-0.11948904395103455,0.11058245599269867,,0.11104543507099152,,0.03185054659843445,pretrain,197,23,
4700,0.0007153768674470484,-0.11590901017189026,0.10527708381414413,,0.11004005372524261,,0.08575642853975296,pretrain,202,3,
4800,0.0004681273130699992,-0.12808331847190857,0.11749523878097534,,0.11541353911161423,,0.05318567529320717,pretrain,206,7,
4900,0.0010609796736389399,-0.12138799577951431,0.11109211295843124,,0.12259746342897415,,0.21243257820606232,pretrain,210,11,
5000,0.0011054783826693892,-0.11310724169015884,0.10271598398685455,,0.10395430773496628,,0.03816058486700058,pretrain,214,15,
5100,0.0009412022773176432,-0.11425923556089401,0.09447680413722992,,0.10323485732078552,,0.160210981965065,pretrain,218,19,
5200,0.0008128503104671836,-0.10281363129615784,0.10055432468652725,,0.09644489735364914,,0.05870078504085541,pretrain,222,23,
5300,0.0013400636380538344,-0.10321452468633652,0.09200665354728699,,0.10649316012859344,,0.23544472455978394,pretrain,227,3,
5400,0.001048740348778665,-0.1107448935508728,0.10439862310886383,,0.097383514046669,,0.12998604774475098,pretrain,231,7,
