update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,critic2_grad_norm,actor_grad_norm,actor_mean_leverage_gate,actor_mean_direction_entropy,actor_mean_gross_exposure,actor_mean_max_abs_weight,critic_amp_scale,actor_amp_scale,stage,episode,step,pass
9800,0.004172331653535366,0.03199853003025055,-0.04727847874164581,-0.04738257825374603,-0.04112537205219269,0.01580684818327427,0.07351425290107727,0.07601582258939743,0.10316631197929382,0.992641031742096,1.3983491659164429,1.2770168781280518,0.5534325242042542,1.0,1.0,pretrain,414,15,
9900,0.003297247923910618,0.045528046786785126,-0.05692479759454727,-0.062151119112968445,-0.055418960750103,0.01669975370168686,0.032446179538965225,0.0773497074842453,0.10124381631612778,0.9932845830917358,1.3912522792816162,1.2911584377288818,0.5444556474685669,1.0,1.0,pretrain,418,19,
10000,0.004262378439307213,0.02911531738936901,-0.0409318208694458,-0.040622442960739136,-0.04624711349606514,0.014064325951039791,0.055394116789102554,0.06126198545098305,0.13603301346302032,0.9934533834457397,1.3849321603775024,1.3044791221618652,0.5486252307891846,1.0,1.0,pretrain,422,23,
10100,0.0029221069999039173,0.038934625685214996,-0.049480780959129333,-0.055816806852817535,-0.044739581644535065,0.015217521227896214,0.060199443250894547,0.11398795992136002,0.13925759494304657,0.9940230846405029,1.387418508529663,1.3061054944992065,0.541438639163971,1.0,1.0,pretrain,427,3,
10200,0.0029556776862591505,0.03197579085826874,-0.041306763887405396,-0.040901459753513336,-0.04611082375049591,0.016117164865136147,0.049140553921461105,0.060355156660079956,0.0934879258275032,0.9946567416191101,1.3717637062072754,1.3036270141601562,0.5499802827835083,1.0,1.0,pretrain,431,7,
10300,0.004386391956359148,0.031048467382788658,-0.04313129186630249,-0.04006258770823479,-0.0488998219370842,0.012954432517290115,0.059265732765197754,0.10681619495153427,0.1399756520986557,0.9942450523376465,1.3849067687988281,1.2979698181152344,0.5475032925605774,1.0,1.0,pretrain,435,11,
10400,0.00459974305704236,0.033449091017246246,-0.04367682337760925,-0.04780326783657074,-0.049141570925712585,0.01716037467122078,0.06107184663414955,0.03975345566868782,0.17987361550331116,0.9948855638504028,1.3903226852416992,1.2920039892196655,0.546878457069397,1.0,1.0,pretrain,439,15,
10500,0.002872596960514784,0.03508172556757927,-0.04296198859810829,-0.04895709455013275,-0.04426116496324539,0.01782885193824768,0.0424121655523777,0.06486086547374725,0.09412360191345215,0.9941631555557251,1.3925085067749023,1.2903392314910889,0.5436303615570068,1.0,1.0,pretrain,443,19,
10600,0.0033584011252969503,0.029480362311005592,-0.04143703728914261,-0.04841388016939163,-0.04966617003083229,0.018291126936674118,0.08129603415727615,0.032660238444805145,0.06604509800672531,0.9949142932891846,1.348431944847107,1.3181147575378418,0.5595545768737793,1.0,1.0,pretrain,447,23,
10700,0.003529617562890053,0.03372657299041748,-0.04421678185462952,-0.04513613134622574,-0.04281897842884064,0.015360238030552864,0.03404128924012184,0.04194772616028786,0.13294149935245514,0.9947841763496399,1.367492914199829,1.3016904592514038,0.5461090803146362,1.0,1.0,pretrain,452,3,
10800,0.003984709270298481,0.03726563975214958,-0.05079483613371849,-0.05290839076042175,-0.04322587698698044,0.0163068026304245,0.08271435648202896,0.10759113729000092,0.15899106860160828,0.994571328163147,1.3781733512878418,1.292051076889038,0.551294207572937,1.0,1.0,pretrain,456,7,
10900,0.00357678160071373,0.03695674613118172,-0.05018676072359085,-0.05243540182709694,-0.046744830906391144,0.019224341958761215,0.0499759241938591,0.07237601280212402,0.07085134834051132,0.9943315982818604,1.3625390529632568,1.3026494979858398,0.561474084854126,1.0,1.0,pretrain,460,11,
11000,0.00319598987698555,0.024102939292788506,-0.035320945084095,-0.03411441296339035,-0.04477868974208832,0.016754547134041786,0.09110113233327866,0.11325118690729141,0.12288393825292587,0.994816243648529,1.3703089952468872,1.3052339553833008,0.5586824417114258,1.0,1.0,pretrain,464,15,
11100,0.0037035730201750994,0.026627814397215843,-0.03543424233794212,-0.04423749819397926,-0.04485059902071953,0.01692969724535942,0.10058582574129105,0.03678981214761734,0.08133459836244583,0.9950613379478455,1.3862614631652832,1.2969579696655273,0.5524594783782959,1.0,1.0,pretrain,468,19,
11200,0.002805249532684684,0.025380264967679977,-0.03532660752534866,-0.043617721647024155,-0.042066942900419235,0.019999831914901733,0.06902147084474564,0.043746065348386765,0.06413598358631134,0.9950947761535645,1.3989083766937256,1.2731664180755615,0.5488874912261963,1.0,1.0,pretrain,472,23,
11300,0.003684232709929347,0.03600123152136803,-0.04723744094371796,-0.05017302185297012,-0.040767163038253784,0.015777841210365295,0.08460036665201187,0.1020565927028656,0.1334419697523117,0.9953694343566895,1.3749604225158691,1.3017539978027344,0.5536719560623169,1.0,1.0,pretrain,477,3,
11400,0.003281598910689354,0.03794728219509125,-0.048974234610795975,-0.051158033311367035,-0.04699411988258362,0.01733294501900673,0.042676087468862534,0.060174610465765,0.13436658680438995,0.9957136511802673,1.3925888538360596,1.2895869016647339,0.5559393167495728,1.0,1.0,pretrain,481,7,
11500,0.004965982399880886,0.03307685628533363,-0.04280170425772667,-0.044627849012613297,-0.04327528923749924,0.018039099872112274,0.04457651078701019,0.0574909970164299,0.12527406215667725,0.9961521625518799,1.3758233785629272,1.3005211353302002,0.5543454885482788,1.0,1.0,pretrain,485,11,
11600,0.0028727087192237377,0.026462024077773094,-0.03967666998505592,-0.038640059530735016,-0.04410261660814285,0.01618850976228714,0.044114455580711365,0.06589579582214355,0.14748965203762054,0.995415210723877,1.3674919605255127,1.3048481941223145,0.5549742579460144,1.0,1.0,pretrain,489,15,
11700,0.004178459290415049,0.03838784992694855,-0.05244199559092522,-0.053538136184215546,-0.04331992566585541,0.015379144810140133,0.09245207905769348,0.12629438936710358,0.12189119309186935,0.9964326024055481,1.3556482791900635,1.3112776279449463,0.5612988471984863,1.0,1.0,pretrain,493,19,
11800,0.003531022695824504,0.03981148824095726,-0.05399812012910843,-0.054122041910886765,-0.052058301866054535,0.018841974437236786,0.04674651101231575,0.03473367542028427,0.10160338878631592,0.9957178235054016,1.3707973957061768,1.304522156715393,0.5513530969619751,1.0,1.0,pretrain,497,23,
11900,0.003271792083978653,0.02929142490029335,-0.045046158134937286,-0.04403109848499298,-0.04496649652719498,0.018733542412519455,0.03137955069541931,0.031816963106393814,0.15361839532852173,0.9958279132843018,1.3939826488494873,1.3017927408218384,0.5476927161216736,1.0,1.0,pretrain,502,3,
12000,0.003468005685135722,0.03183121606707573,-0.04015176743268967,-0.041958749294281006,-0.05142049491405487,0.013613317161798477,0.10616037994623184,0.10838808119297028,0.10581393539905548,0.9961117506027222,1.3832216262817383,1.2891592979431152,0.5603431463241577,1.0,1.0,pretrain,506,7,
12100,0.005438063759356737,0.04357887804508209,-0.05431250482797623,-0.04918394982814789,-0.04987703263759613,0.01837313547730446,0.059329498559236526,0.035872068256139755,0.22374579310417175,0.9956998825073242,1.3860089778900146,1.2744003534317017,0.5544241666793823,1.0,1.0,pretrain,510,11,
12200,0.0029551535844802856,0.034453827887773514,-0.04536932334303856,-0.04751946032047272,-0.04703143611550331,0.01493554562330246,0.0294865220785141,0.028187815099954605,0.07216864079236984,0.9959945678710938,1.4019877910614014,1.283581256866455,0.5431790351867676,1.0,1.0,pretrain,514,15,
12300,0.00307723437435925,0.03285698965191841,-0.044965025037527084,-0.049803227186203,-0.04961001127958298,0.01847880706191063,0.04996129497885704,0.027449067682027817,0.12527629733085632,0.9964413046836853,1.3884599208831787,1.303239107131958,0.5493550300598145,1.0,1.0,pretrain,518,19,
12400,0.0021363189443945885,0.030446313321590424,-0.04273874685168266,-0.04256356507539749,-0.036495111882686615,0.016485372558236122,0.06155728921294212,0.07399095594882965,0.20817437767982483,0.9961858987808228,1.3935649394989014,1.2846810817718506,0.557233452796936,1.0,1.0,pretrain,522,23,
12500,0.0024011614732444286,0.030202923342585564,-0.04404095560312271,-0.04452282190322876,-0.04255789890885353,0.016056491062045097,0.03618955239653587,0.03324957564473152,0.20952704548835754,0.9968211650848389,1.3664802312850952,1.3147523403167725,0.5572469234466553,1.0,1.0,pretrain,527,3,
12600,0.0028274073265492916,0.03081303834915161,-0.03922221064567566,-0.0382753387093544,-0.044841282069683075,0.014201492071151733,0.054482605308294296,0.07299011200666428,0.1304706633090973,0.9969286322593689,1.3928377628326416,1.3003110885620117,0.5475767850875854,1.0,1.0,pretrain,531,7,
12700,0.002283028792589903,0.030363108962774277,-0.045582883059978485,-0.03992948308587074,-0.04782099649310112,0.01735810935497284,0.041276756674051285,0.0868523046374321,0.08917897939682007,0.9964067935943604,1.3935508728027344,1.2943940162658691,0.5457392334938049,1.0,1.0,pretrain,535,11,
12800,0.0020438896026462317,0.021352531388401985,-0.03512135148048401,-0.03359800949692726,-0.0412793830037117,0.0164874866604805,0.06614237278699875,0.07933877408504486,0.1556902378797531,0.9966206550598145,1.403619647026062,1.283665657043457,0.5401138067245483,1.0,1.0,pretrain,539,15,
12900,0.003012737724930048,0.03198056295514107,-0.043324876576662064,-0.04900830239057541,-0.040060535073280334,0.01685296557843685,0.04646824672818184,0.10335149616003036,0.09538161009550095,0.9964808821678162,1.4016680717468262,1.2776694297790527,0.5601680278778076,1.0,1.0,pretrain,543,19,
13000,0.003544985316693783,0.030952153727412224,-0.04869386553764343,-0.04482611268758774,-0.049964599311351776,0.014264843426644802,0.034472376108169556,0.07151582837104797,0.19120486080646515,0.9969621896743774,1.4061803817749023,1.2910324335098267,0.5449535846710205,1.0,1.0,pretrain,547,23,
13100,0.0030445964075624943,0.04161296412348747,-0.05197427421808243,-0.0494006872177124,-0.047364216297864914,0.016462359577417374,0.05078450217843056,0.03980056196451187,0.16695398092269897,0.9968545436859131,1.3764046430587769,1.311314582824707,0.5633314847946167,1.0,1.0,pretrain,552,3,
13200,0.0028352029621601105,0.037649884819984436,-0.050638481974601746,-0.04892582446336746,-0.04346626624464989,0.016884207725524902,0.07273471355438232,0.06978244334459305,0.08616780489683151,0.9968297481536865,1.4037836790084839,1.286299705505371,0.5517359972000122,1.0,1.0,pretrain,556,7,
13300,0.0020431592129170895,0.039714228361845016,-0.050070472061634064,-0.05494055896997452,-0.051354628056287766,0.01776948571205139,0.031409937888383865,0.052015651017427444,0.19360756874084473,0.9968289136886597,1.3623418807983398,1.3293557167053223,0.5643373727798462,1.0,1.0,pretrain,560,11,
13400,0.0031265481375157833,0.026665281504392624,-0.03858545050024986,-0.03652374446392059,-0.043012090027332306,0.015573915094137192,0.05732506513595581,0.07234029471874237,0.10012925416231155,0.9968810677528381,1.3876721858978271,1.297029972076416,0.5569330453872681,1.0,1.0,pretrain,564,15,
13500,0.0032040404621511698,0.030309678986668587,-0.04665607959032059,-0.04609953239560127,-0.039874859154224396,0.016586249694228172,0.061309438198804855,0.06961438804864883,0.06891563534736633,0.9973388910293579,1.3716665506362915,1.3084254264831543,0.565586507320404,1.0,1.0,pretrain,568,19,
13600,0.003802632447332144,0.028793945908546448,-0.03804680332541466,-0.03797312080860138,-0.04847118258476257,0.01625804603099823,0.09823614358901978,0.11305421590805054,0.17467579245567322,0.99677574634552,1.3765679597854614,1.2922881841659546,0.5624285936355591,1.0,1.0,pretrain,572,23,
13700,0.003382086753845215,0.028628380969166756,-0.042802006006240845,-0.040525756776332855,-0.04496676102280617,0.01666724681854248,0.03951098769903183,0.06362693011760712,0.12227203696966171,0.9971027374267578,1.3957347869873047,1.292548656463623,0.5487797260284424,1.0,1.0,pretrain,577,3,
13800,0.002872662153095007,0.02810669131577015,-0.041261523962020874,-0.040358081459999084,-0.03847765177488327,0.01597658544778824,0.038645874708890915,0.0503324456512928,0.07845364511013031,0.9971274137496948,1.3760435581207275,1.2920995950698853,0.5584059357643127,1.0,1.0,pretrain,581,7,
13900,0.0032022888772189617,0.033364519476890564,-0.04313947632908821,-0.05256042629480362,-0.044670891016721725,0.02020956389605999,0.03317989408969879,0.08381132036447525,0.1011824756860733,0.9973605871200562,1.36834716796875,1.3078334331512451,0.5551927089691162,1.0,1.0,pretrain,585,11,
14000,0.0026656207628548145,0.035257913172245026,-0.04930808022618294,-0.04505749046802521,-0.049606092274188995,0.016827892512083054,0.034133490175008774,0.05697553604841232,0.15485525131225586,0.997386634349823,1.3588948249816895,1.3193652629852295,0.5556016564369202,1.0,1.0,pretrain,589,15,
14100,0.0028086816892027855,0.029019346460700035,-0.04266413301229477,-0.044805195182561874,-0.039310336112976074,0.017697151750326157,0.038838427513837814,0.06723585724830627,0.12546390295028687,0.9975435137748718,1.3583261966705322,1.3161519765853882,0.5572558641433716,1.0,1.0,pretrain,593,19,
14200,0.003626114223152399,0.0344344899058342,-0.041853439062833786,-0.04626839607954025,-0.05565262213349342,0.016856811940670013,0.12288640439510345,0.09914401918649673,0.09281084686517715,0.9976046085357666,1.3729792833328247,1.299450397491455,0.5600979328155518,1.0,1.0,pretrain,597,23,
14300,0.003251470625400543,0.030300941318273544,-0.04397930949926376,-0.037539638578891754,-0.04824042320251465,0.01831388846039772,0.0554632842540741,0.11311670392751694,0.10929670184850693,0.9976717829704285,1.3807885646820068,1.3039162158966064,0.5506935119628906,1.0,1.0,pretrain,602,3,
14400,0.0022795984987169504,0.0348997600376606,-0.046472951769828796,-0.04445800185203552,-0.046690456569194794,0.01554562896490097,0.032478999346494675,0.03196626529097557,0.10773422569036484,0.997572660446167,1.3790438175201416,1.3089449405670166,0.5587210655212402,1.0,1.0,pretrain,606,7,
14500,0.0035626785829663277,0.035516779869794846,-0.04816438630223274,-0.04664098471403122,-0.041091904044151306,0.016641557216644287,0.06633290648460388,0.06414180248975754,0.0951654240489006,0.9978908896446228,1.3417123556137085,1.3316905498504639,0.5733643770217896,1.0,1.0,pretrain,610,11,
14600,0.0025049932301044464,0.03060946613550186,-0.04628094285726547,-0.038522496819496155,-0.043012987822294235,0.018136143684387207,0.04155359044671059,0.04896251857280731,0.09424420446157455,0.9976170063018799,1.3715744018554688,1.305978775024414,0.5621030926704407,1.0,1.0,pretrain,614,15,
14700,0.006140663288533688,0.03411772474646568,-0.045321881771087646,-0.042948685586452484,-0.04921168461441994,0.01894942671060562,0.06844258308410645,0.0829208642244339,0.07404050976037979,0.9974402785301208,1.3524854183197021,1.324082374572754,0.56285160779953,1.0,1.0,pretrain,618,19,
14800,0.004208032041788101,0.03514406830072403,-0.04454163834452629,-0.05092288553714752,-0.048769108951091766,0.017946794629096985,0.05594756454229355,0.048012010753154755,0.12723763287067413,0.9977253079414368,1.368382453918457,1.3174077272415161,0.5679556131362915,1.0,1.0,pretrain,622,23,
14900,0.0038309330120682716,0.03494716063141823,-0.042241401970386505,-0.043160490691661835,-0.0526576042175293,0.01612255722284317,0.09620488435029984,0.1070861667394638,0.1599479764699936,0.9975858330726624,1.3157169818878174,1.3328654766082764,0.570345938205719,1.0,1.0,pretrain,627,3,
15000,0.00347536476328969,0.04340421035885811,-0.05339665710926056,-0.04893913120031357,-0.05852006748318672,0.0169810988008976,0.07186298072338104,0.1017484962940216,0.13520672917366028,0.9978415369987488,1.3504574298858643,1.3354876041412354,0.5624226331710815,1.0,1.0,pretrain,631,7,
15100,0.0028819413855671883,0.03812332823872566,-0.05022629350423813,-0.04298434406518936,-0.048289086669683456,0.017288293689489365,0.03719106689095497,0.05997789651155472,0.1364891082048416,0.9978139400482178,1.3615062236785889,1.3025476932525635,0.5648696422576904,1.0,1.0,pretrain,635,11,
15200,0.002402301412075758,0.03369946777820587,-0.04406328871846199,-0.04084598273038864,-0.04959433525800705,0.014889515936374664,0.052152086049318314,0.08758553117513657,0.08338186144828796,0.9979890584945679,1.3804651498794556,1.296043872833252,0.5651596784591675,1.0,1.0,pretrain,639,15,
15300,0.0030532581731677055,0.03686834126710892,-0.05119996517896652,-0.04547417163848877,-0.04773961007595062,0.017868012189865112,0.052687499672174454,0.039017852395772934,0.13776260614395142,0.9980669617652893,1.3507602214813232,1.3152263164520264,0.5628675818443298,1.0,1.0,pretrain,643,19,
15400,0.0037583992816507816,0.033096008002758026,-0.04707281291484833,-0.037065960466861725,-0.04020277038216591,0.01727953553199768,0.08100646734237671,0.04054207354784012,0.08489435911178589,0.9982061982154846,1.3642709255218506,1.314954161643982,0.5733182430267334,1.0,1.0,pretrain,647,23,
15500,0.0031902892515063286,0.04142722487449646,-0.05337100103497505,-0.051789697259664536,-0.053234975785017014,0.017617953941226006,0.03353271633386612,0.039650071412324905,0.08883164823055267,0.9978704452514648,1.3724744319915771,1.3014503717422485,0.5635335445404053,1.0,1.0,pretrain,652,3,
15600,0.003007493680343032,0.032988451421260834,-0.044719189405441284,-0.04620007425546646,-0.04315843805670738,0.014746497385203838,0.040666092187166214,0.04216359928250313,0.10081315785646439,0.9978874921798706,1.3605085611343384,1.317704439163208,0.5682263970375061,1.0,1.0,pretrain,656,7,
15700,0.0029036798514425755,0.032135553658008575,-0.039420776069164276,-0.05007069930434227,-0.046076592057943344,0.017599251121282578,0.07594509422779083,0.06102846935391426,0.16269451379776,0.9982479810714722,1.368996500968933,1.2993897199630737,0.5667864084243774,1.0,1.0,pretrain,660,11,
15800,0.0030862053390592337,0.0328507162630558,-0.04206361249089241,-0.039706338196992874,-0.044456932693719864,0.017983824014663696,0.046330638229846954,0.07260745018720627,0.34013983607292175,0.9983080625534058,1.3680109977722168,1.3095605373382568,0.567092776298523,1.0,1.0,pretrain,664,15,
15900,0.0019458052702248096,0.035688452422618866,-0.05008673667907715,-0.0506591796875,-0.04563765972852707,0.016872692853212357,0.050320498645305634,0.05642366409301758,0.21251142024993896,0.9981720447540283,1.3583263158798218,1.3220746517181396,0.5687904357910156,1.0,1.0,pretrain,668,19,
16000,0.0028575225733220577,0.0359683558344841,-0.04507266730070114,-0.04197177290916443,-0.044938307255506516,0.01474620122462511,0.03218146041035652,0.0377592034637928,0.0794854611158371,0.9983493089675903,1.363398790359497,1.304621934890747,0.576672375202179,1.0,1.0,pretrain,672,23,
16100,0.0025389590300619602,0.03250433877110481,-0.04150088131427765,-0.04670409858226776,-0.046949442476034164,0.01599961519241333,0.06091725453734398,0.030734390020370483,0.16249600052833557,0.9981289505958557,1.3954037427902222,1.2816041707992554,0.5597937107086182,1.0,1.0,pretrain,677,3,
16200,0.00477011501789093,0.02959240786731243,-0.040385179221630096,-0.042815811932086945,-0.044377487152814865,0.016511989757418633,0.06986889243125916,0.06209129840135574,0.0924040898680687,0.9986518025398254,1.354186773300171,1.3113658428192139,0.5735015869140625,1.0,1.0,pretrain,681,7,
16300,0.0022450631950050592,0.03156842663884163,-0.04368298500776291,-0.04481785371899605,-0.038213592022657394,0.014089474454522133,0.07353624701499939,0.08361749351024628,0.13051967322826385,0.9982490539550781,1.3832217454910278,1.2936275005340576,0.5631870627403259,1.0,1.0,pretrain,685,11,
16400,0.003293170128017664,0.033176589757204056,-0.0444604828953743,-0.044184714555740356,-0.04313677176833153,0.014599750749766827,0.03987124562263489,0.030322760343551636,0.12928979098796844,0.9985755681991577,1.361332654953003,1.3155925273895264,0.5683532953262329,1.0,1.0,pretrain,689,15,
16500,0.002960372483357787,0.03554685041308403,-0.048970527946949005,-0.0459878034889698,-0.04587186127901077,0.01802617311477661,0.037368711084127426,0.03747343644499779,0.1779884397983551,0.998368501663208,1.3596988916397095,1.302668571472168,0.566382110118866,1.0,1.0,pretrain,693,19,
16600,0.002991571556776762,0.029807450249791145,-0.04339204728603363,-0.039993636310100555,-0.04014289379119873,0.0140512865036726,0.04367261007428169,0.050459910184144974,0.1910611093044281,0.9984554052352905,1.3808157444000244,1.3072502613067627,0.5635828971862793,1.0,1.0,pretrain,697,23,
16700,0.0030385018326342106,0.03101959452033043,-0.04303055629134178,-0.044154513627290726,-0.03705459088087082,0.017652049660682678,0.05819285288453102,0.07833832502365112,0.19439132511615753,0.9985581636428833,1.386767864227295,1.2856101989746094,0.5630998015403748,1.0,1.0,pretrain,702,3,
16800,0.002280560787767172,0.03628484532237053,-0.04820084571838379,-0.044182464480400085,-0.04492352157831192,0.01702876389026642,0.045983344316482544,0.030840521678328514,0.06654446572065353,0.9986943006515503,1.3738014698028564,1.306416392326355,0.5659966468811035,1.0,1.0,pretrain,706,7,
16900,0.0025337953120470047,0.03283680975437164,-0.04312577098608017,-0.042428016662597656,-0.04514892399311066,0.016431856900453568,0.04027504101395607,0.04616358503699303,0.1919078379869461,0.9984954595565796,1.3843669891357422,1.2889437675476074,0.5735225081443787,1.0,1.0,pretrain,710,11,
17000,0.0031565518584102392,0.038580697029829025,-0.05310104414820671,-0.04824355989694595,-0.048985838890075684,0.016544975340366364,0.05203749239444733,0.03380895033478737,0.0980324074625969,0.9983343482017517,1.364800214767456,1.316662073135376,0.5758812427520752,1.0,1.0,pretrain,714,15,
17100,0.0021390761248767376,0.04294376075267792,-0.056891947984695435,-0.051327183842659,-0.051031194627285004,0.01588890329003334,0.05684847757220268,0.02840239182114601,0.09010324627161026,0.9983948469161987,1.3699229955673218,1.3100041151046753,0.5684547424316406,1.0,1.0,pretrain,718,19,
17200,0.0034870211966335773,0.039725787937641144,-0.05222054198384285,-0.05599889159202576,-0.04078774154186249,0.018674280494451523,0.10284317284822464,0.1646268665790558,0.2345709651708603,0.9985626935958862,1.349622368812561,1.3055626153945923,0.5714823603630066,1.0,1.0,pretrain,722,23,
17300,0.0036035217344760895,0.03612959757447243,-0.05145914852619171,-0.049141474068164825,-0.04942083731293678,0.015305580571293831,0.04424620047211647,0.04451819509267807,0.34130287170410156,0.9986807703971863,1.3599728345870972,1.3121381998062134,0.5740742683410645,1.0,1.0,pretrain,727,3,
17400,0.003088900353759527,0.0247894786298275,-0.03679466247558594,-0.03868318349123001,-0.04300693795084953,0.016841057687997818,0.05417105555534363,0.0528540164232254,0.15667864680290222,0.9987885355949402,1.364039659500122,1.306335210800171,0.580096960067749,1.0,1.0,pretrain,731,7,
17500,0.003868529573082924,0.047954775393009186,-0.05636652186512947,-0.05472857505083084,-0.0548713319003582,0.01643439009785652,0.045705437660217285,0.03452007845044136,0.22307686507701874,0.9986619353294373,1.3470503091812134,1.324211597442627,0.569098711013794,1.0,1.0,pretrain,735,11,
17600,0.0026301522739231586,0.03478081896901131,-0.047380924224853516,-0.04667077213525772,-0.04756107181310654,0.01797274500131607,0.03390941023826599,0.03058982454240322,0.10923144966363907,0.9988892674446106,1.3391039371490479,1.323463797569275,0.5781956911087036,1.0,1.0,pretrain,739,15,
17700,0.002557645086199045,0.02757255546748638,-0.03927379474043846,-0.04399336129426956,-0.04233519360423088,0.014856349676847458,0.038383182138204575,0.03255366533994675,0.15244194865226746,0.9988843202590942,1.3687562942504883,1.300044059753418,0.5738604068756104,1.0,1.0,pretrain,743,19,
17800,0.0029275240376591682,0.039550237357616425,-0.05045047402381897,-0.047319792211055756,-0.04341842979192734,0.017405712977051735,0.0689861923456192,0.052627045661211014,0.2438773363828659,0.998548150062561,1.364636778831482,1.3134360313415527,0.5707423686981201,1.0,1.0,pretrain,747,23,
17900,0.0032491220626980066,0.019940445199608803,-0.03281008079648018,-0.030452435836195946,-0.04011426866054535,0.01409123931080103,0.06519637256860733,0.10236065089702606,0.0853370651602745,0.9988816380500793,1.3955447673797607,1.291549801826477,0.5676141977310181,1.0,1.0,pretrain,752,3,
18000,0.003924140706658363,0.03756517544388771,-0.046967655420303345,-0.0487154945731163,-0.044837210327386856,0.01742488518357277,0.05664627254009247,0.07972337305545807,0.19544005393981934,0.9989185333251953,1.336836338043213,1.335236668586731,0.571621835231781,1.0,1.0,pretrain,756,7,
18100,0.002185387071222067,0.030536897480487823,-0.042328428477048874,-0.04108838737010956,-0.037900716066360474,0.015970932319760323,0.04825439676642418,0.04443703591823578,0.15780575573444366,0.998638927936554,1.3851971626281738,1.2976030111312866,0.571991503238678,1.0,1.0,pretrain,760,11,
18200,0.003085437696427107,0.03532238304615021,-0.048580512404441833,-0.04198829457163811,-0.04779890552163124,0.016817932948470116,0.026753725484013557,0.0668068453669548,0.19114232063293457,0.9986680746078491,1.3555793762207031,1.3128910064697266,0.5677421689033508,1.0,1.0,pretrain,764,15,
18300,0.0026454878970980644,0.029776552692055702,-0.04192724823951721,-0.04580847918987274,-0.037219878286123276,0.01574888452887535,0.043611131608486176,0.09022287279367447,0.10885794460773468,0.9987014532089233,1.3833577632904053,1.2935220003128052,0.5639324188232422,1.0,1.0,pretrain,768,19,
18400,0.002572623547166586,0.02316586673259735,-0.0358252115547657,-0.03246593102812767,-0.03597858175635338,0.017123907804489136,0.03430997207760811,0.05150479078292847,0.35171616077423096,0.9988976716995239,1.3522281646728516,1.3167698383331299,0.5700863599777222,1.0,1.0,pretrain,772,23,
18500,0.002884439192712307,0.020240139216184616,-0.035543739795684814,-0.02726893126964569,-0.03574434295296669,0.016060490161180496,0.03889913111925125,0.09101419150829315,0.24492217600345612,0.9990526437759399,1.351494550704956,1.3162651062011719,0.57774817943573,1.0,1.0,pretrain,777,3,
18600,0.0022016409784555435,0.021483121439814568,-0.036504119634628296,-0.038698118180036545,-0.03349088877439499,0.013068139553070068,0.043744299560785294,0.06049458682537079,0.21118482947349548,0.9987624883651733,1.3693366050720215,1.3076114654541016,0.5713379383087158,1.0,1.0,pretrain,781,7,
18700,0.0029332146514207125,0.036430999636650085,-0.04705416411161423,-0.04614042490720749,-0.041317421942949295,0.0174553319811821,0.052657030522823334,0.06414581835269928,0.12989674508571625,0.998818039894104,1.3508453369140625,1.3242976665496826,0.5763540267944336,1.0,1.0,pretrain,785,11,
18800,0.003234818112105131,0.0354280062019825,-0.04914074391126633,-0.04977113753557205,-0.04713009297847748,0.015470506623387337,0.03423677012324333,0.044541895389556885,0.11396502703428268,0.9987633228302002,1.3445501327514648,1.3225529193878174,0.5788419246673584,1.0,1.0,pretrain,789,15,
18900,0.0029247580096125603,0.03027966432273388,-0.04088187962770462,-0.040848031640052795,-0.03710302338004112,0.0156638715416193,0.05138402432203293,0.04643986374139786,0.24184909462928772,0.9987627267837524,1.3600449562072754,1.3189551830291748,0.5775296092033386,1.0,1.0,pretrain,793,19,
19000,0.004319642670452595,0.02526140958070755,-0.038330525159835815,-0.033892299979925156,-0.03938549384474754,0.01649230718612671,0.04368751123547554,0.07580293715000153,0.32469335198402405,0.9988300800323486,1.3397061824798584,1.3333690166473389,0.5805463194847107,1.0,1.0,pretrain,797,23,
19100,0.0028965682722628117,0.02962157316505909,-0.043692462146282196,-0.04240790382027626,-0.0375254862010479,0.016519080847501755,0.07382546365261078,0.07262561470270157,0.28078266978263855,0.9989387392997742,1.3221662044525146,1.326396107673645,0.5840266942977905,1.0,1.0,pretrain,802,3,
19200,0.002618990372866392,0.022544575855135918,-0.03459412604570389,-0.03445702791213989,-0.03735736012458801,0.014680462889373302,0.03621533513069153,0.04174664244055748,0.11287505179643631,0.9989365339279175,1.3679407835006714,1.3042875528335571,0.5730491280555725,1.0,1.0,pretrain,806,7,
19300,0.003803448285907507,0.025765003636479378,-0.0367058664560318,-0.03411385044455528,-0.03782269358634949,0.017582451924681664,0.03382562845945358,0.04905308783054352,0.10728709399700165,0.9990279674530029,1.364159345626831,1.3089817762374878,0.5634943246841431,1.0,1.0,pretrain,810,11,
19400,0.0030847047455608845,0.023373475298285484,-0.03440380468964577,-0.040955670177936554,-0.04348279908299446,0.018048597499728203,0.07704693078994751,0.04679897800087929,0.2115354686975479,0.9990554451942444,1.3388512134552002,1.3336315155029297,0.5783755779266357,1.0,1.0,pretrain,814,15,
19500,0.0024734726175665855,0.023095835000276566,-0.03531723469495773,-0.04008147120475769,-0.03760972619056702,0.0166621133685112,0.031082306057214737,0.051216449588537216,0.08485456556081772,0.9991154074668884,1.37031888961792,1.2992526292800903,0.5683335065841675,1.0,1.0,pretrain,818,19,
