stage,pass,episode,reward,noise,terminal_wealth,mean_turnover,q95_turnover,mean_cvar,mean_gross_exposure,fraction_at_gross_cap,mean_short_notional,max_abs_weight,mean_leverage_gate,q95_leverage_gate,mean_direction_entropy,total_actions,update_count
pretrain,,31,0.35006638319772243,0.14125619309363258,183088.80355696785,1.0432601894828535,1.5342788071504663,0.08645881089187483,1.0507134172533241,0.0,0.02535670862666198,0.5176872504608971,0.4961882457137108,0.8125218003988266,0.838751715918382,744,617
pretrain,,32,0.020036139901153053,0.14097368070744531,113959.42842898854,0.9039457121952658,1.2427442680512153,0.08538215119548459,1.020452223452074,0.0,0.010226111726037096,0.4678421584623201,0.4842519511779149,0.7020683228969573,0.820126973092556,768,641
pretrain,,33,-0.07419622263149919,0.1406917333460304,103600.76208749105,1.1098499110944215,1.634354519098997,0.09079363147440915,1.07022301719657,0.0,0.03511150859828507,0.558250190956252,0.5368026445309321,0.8512325793504713,0.8182261313001314,792,665
pretrain,,34,0.03197153095136655,0.14041034987933834,114347.78581224811,0.9484902665551219,1.6689079975443226,0.07791953850107071,1.041527189935247,0.0,0.020763594967623554,0.5595609609569823,0.4334364316115777,0.755124282836914,0.8270641764005026,816,689
pretrain,,35,0.07561337249273496,0.14012952917957966,120048.72444712972,0.9764910407719158,1.8006240609501085,0.07615960088121748,1.0354345571249723,0.0,0.01771727856248617,0.5271785174097334,0.4944504244873921,0.8350634396076202,0.8496089925368627,840,713
pretrain,,36,-0.13201312045739252,0.1398492701212205,97249.45501856043,1.0898410136855785,1.7345872763012136,0.08644143589644593,1.0577922934400183,0.0,0.028896146720009192,0.5339868696672576,0.5105088104804357,0.8176496565341949,0.7956479266285896,864,737
pretrain,,37,-0.0591047167420863,0.13956957158097807,103766.361368921,0.8440531839040064,1.5593995107071734,0.07950105919355156,1.0380883168961321,0.0,0.019044158448066034,0.5216226662908281,0.4652784187346697,0.7157837390899657,0.8189616377154986,888,761
pretrain,,38,-0.0018179115767105736,0.1392904324378161,110869.4004003337,0.9979695409891152,1.4360364545668873,0.08321315534951335,1.0368732440152337,0.0,0.01843662200761693,0.5142595831836974,0.4984307459866007,0.8155365824699401,0.8504975860317548,912,785
pretrain,,39,-0.2892854052560355,0.13901185157294046,84509.25847450497,1.2308339566169748,1.83485594317317,0.0883192536323424,1.0912729517689772,0.0,0.04563647588448866,0.5648176638143403,0.6058346542219321,0.8400766819715499,0.8425566777586937,936,809
pretrain,,40,-0.013642086671537955,0.1387338278697946,109779.59179158737,1.0805171245620364,1.8781321215842453,0.08560497078382039,1.063855999016336,0.0,0.03192799950816802,0.5419182777404785,0.5565396758417288,0.8655593514442443,0.8347479502360026,960,833
pretrain,,41,-0.03903848155065432,0.138456360214055,105726.54048536395,0.9321663125107685,1.3316125342888492,0.07766848355735585,1.0295107889743076,0.0,0.01475539448715392,0.5239242975200926,0.45889294147491455,0.7365723192691802,0.8180922716856003,984,857
pretrain,,42,0.2589246806017606,0.1381794474936269,154934.33920585824,0.7580536057551702,1.3304080106317997,0.07970050941519681,1.02779616131669,0.0,0.013898080658344997,0.48540884256362915,0.3827690590793888,0.7282636821269987,1.0843794420361519,1008,881
pretrain,,43,0.014720207860065442,0.13790308859863964,111914.79153983676,0.1258084255137614,0.20024822311741966,0.07645237956250357,1.0,0.0,0.0,0.1962798333593777,0.12493814279635747,0.15661750882863998,1.4893947343031566,1032,905
pretrain,,44,0.0965342035156273,0.13762728242144237,122480.63818583278,0.12549927786347412,0.17847441722239765,0.07250851706256586,1.0,0.0,0.0,0.20454962125846318,0.12179942770550649,0.15144185945391656,1.4882607261339824,1056,929
pretrain,,45,-0.16303971898774566,0.13735202785659947,93188.43540471082,0.12356579436787536,0.20976410508155816,0.07495432676812992,1.0,0.0,0.0,0.2005046233534813,0.12581958528608084,0.14875384122133253,1.473035251100858,1080,953
pretrain,,46,-0.04231023825665772,0.13707732380088627,104973.75015656288,0.11310323842224619,0.16995221301913255,0.07474261043308138,1.0,0.0,0.0,0.19591698689120154,0.12241613244016965,0.14039617255330086,1.5038862576087315,1104,977
pretrain,,47,-0.10584035567006675,0.13680316915328453,98357.47191225961,0.1197188568434545,0.2002360437597547,0.07428398297049747,1.0,0.0,0.0,0.20157786671604427,0.12366668569544952,0.14292150512337684,1.4739861687024434,1128,1001
pretrain,,48,0.08797194955479973,0.13652956281497794,121667.0191138726,0.12572719192221052,0.17957153203231951,0.07509385264357447,1.0,0.0,0.0,0.20328622311353683,0.12456468554834525,0.14505843818187714,1.463505392273267,1152,1025
pretrain,,49,0.2855546416207955,0.13625650368934797,160110.58526994145,0.1425883172168618,0.2062284143907683,0.07489752811172139,1.0,0.0,0.0,0.21359508910349437,0.13243658157686392,0.16745735704898831,1.5068243741989136,1176,1049
pretrain,,50,0.2077353076760223,0.13598399068196929,142238.01341071993,0.13070384617007913,0.18116600609251432,0.07434812740584766,1.0,0.0,0.0,0.19775254279375076,0.12901902354011932,0.1522056892514229,1.490154191851616,1200,1073
pretrain,,51,0.0870111916093714,0.13571202270060534,121502.71318840572,0.12116073825884432,0.1987381603036608,0.07496826643671665,1.0,0.0,0.0,0.2042475449187415,0.13126891354719797,0.15708769187331198,1.4753405104080837,1224,1097
pretrain,,52,0.03207484029710607,0.13544059865520414,113728.82391370047,0.11902990227653866,0.1843316618885312,0.07386715831702491,1.0,0.0,0.0,0.20518379871334347,0.13609223378201327,0.15914016067981718,1.4452591290076573,1248,1121
pretrain,,53,-0.2338199070517133,0.13516971745789375,87666.44274075239,0.14166058724125227,0.2107086742562907,0.07761048563448875,1.0,0.0,0.0,0.2314303634422166,0.1340479701757431,0.1607537023723125,1.4494200597206752,1272,1145
pretrain,,54,-0.4705821825440421,0.13489937802297794,72406.31506080518,0.13219301943622883,0.19942427990691997,0.07457264865466905,1.0,0.0,0.0,0.21386446803808212,0.13780582261582217,0.1550309754908085,1.495799387494723,1296,1169
pretrain,,55,0.17894231291854096,0.13462957926693198,136433.09335401774,0.1491307865473486,0.20953253294740407,0.07341473987442841,1.0,0.0,0.0,0.19753348082304,0.14208123770852885,0.16545742005109787,1.4934746424357097,1320,1193
pretrain,,56,0.03130087024969548,0.13436032010839813,113660.5280851234,0.14984002053028062,0.21688592540366303,0.07407184954783934,1.0,0.0,0.0,0.21233835071325302,0.14387122727930546,0.1688470020890236,1.4894528885682423,1344,1217
pretrain,,57,-0.22534470670232112,0.1340915994681813,87990.86209015985,0.151415336965805,0.22440354281238142,0.07405254851292987,1.0,0.0,0.0,0.2284937405160495,0.1470300511767467,0.17048095241189,1.4786088565985362,1368,1241
pretrain,,58,0.21987873420129678,0.13382341626924496,144532.55992680305,0.14734158469807535,0.21405945579920496,0.07352970388173609,1.0,0.0,0.0,0.20870130828448705,0.14730786314855018,0.17743118479847908,1.4976394325494766,1392,1265
pretrain,,59,0.036771765237399445,0.13355576943670647,114569.00426360464,0.16122776429568017,0.2518444600914206,0.07532650884289384,1.0,0.0,0.0,0.22139769686119895,0.15617503939817348,0.19121542349457737,1.509553238749504,1416,1289
pretrain,,60,0.035517970281709034,0.13328865789783306,114604.8701499348,0.14671712563860984,0.2119613390948091,0.07659896829303196,1.0,0.0,0.0,0.20572309834616523,0.146540856299301,0.17442210987210274,1.5383383880058925,1440,1313
pretrain,,61,0.07255795051065793,0.13302208058203738,119788.43077583035,0.15109053759702615,0.23300650375229962,0.07719740874235353,1.0,0.0,0.0,0.2195628061890602,0.14828288399924835,0.16511648297309875,1.5304822077353795,1464,1337
pretrain,,62,-0.10115049176549662,0.13275603642087333,98919.33943965162,0.16779669817714468,0.2337026960083417,0.0751881896877493,1.0,0.0,0.0,0.24350762047937938,0.1594962760185202,0.200811293721199,1.4804853598276775,1488,1361
pretrain,,63,-0.10282265278779813,0.13249052434803157,99045.86632957525,0.1668032853908482,0.22152015971285957,0.07765783499514355,1.0,0.0,0.0,0.21314507190670284,0.16895545460283756,0.19172270298004152,1.5629434833923976,1512,1385
pretrain,,64,0.16290516569127822,0.1322255432993355,134245.12097345057,0.1871415531883637,0.24926540000098088,0.07682400428089838,1.0,0.0,0.0,0.2268492973276547,0.16832350194454193,0.21160582974553108,1.5056204199790955,1536,1409
pretrain,,65,0.008190037840384773,0.13196109221273683,110965.78181095557,0.19451761316685448,0.2989667813692773,0.07552604426643064,1.0,0.0,0.0,0.21222872393471853,0.172143350665768,0.2008462481200695,1.5364915033181508,1560,1433
pretrain,,66,0.28943675702673133,0.13169717002831136,162033.10576820295,0.18707809810127532,0.28344308382698463,0.07783784385671592,1.0,0.0,0.0,0.23261159232684545,0.17412379570305347,0.19834260046482086,1.4738032619158428,1584,1457
pretrain,,67,-0.2475026171218368,0.13143377568825473,86438.54947732571,0.1998176643890994,0.280570945675884,0.07550948757372955,1.0,0.0,0.0,0.2212573066353798,0.17012860191365084,0.19088585525751112,1.5253923038641612,1608,1481
pretrain,,68,0.12691735595941234,0.13117090813687823,127549.05345125662,0.18968896159813517,0.2578861266374588,0.07422546152958434,1.0,0.0,0.0,0.22224809974431992,0.18377637304365635,0.20200497433543205,1.5257609238227208,1632,1505
pretrain,,69,0.1564852258666874,0.13090856632060446,132255.9204836138,0.19427951035045443,0.26657250640647745,0.07283746323200876,1.0,0.0,0.0,0.2217371155108724,0.19021809473633766,0.21695620268583296,1.5209403932094574,1656,1529
pretrain,,70,-0.18921022583857586,0.13064674918796326,91079.30698602561,0.1831598353705236,0.25950004373277935,0.07605499266834814,1.0,0.0,0.0,0.2340881164584841,0.19211023611327013,0.21294029131531714,1.5294032643238704,1680,1553
pretrain,,71,0.12097432038118511,0.13038545568958734,127310.24384405396,0.2058178350506794,0.3185785563928739,0.07795244421470267,1.0,0.0,0.0,0.23556821686880927,0.20092426799237728,0.2262742705643177,1.52908755838871,1704,1577
pretrain,,72,0.10827462994708116,0.13012468477820816,125416.99773079599,0.21927599972557452,0.30445252507925025,0.07865440175972689,1.0,0.0,0.0,0.23596348613500595,0.20831468142569065,0.25115678012371057,1.528993234038353,1728,1601
pretrain,,73,0.15403379721094818,0.12986443540865175,132727.32262091557,0.23643079799200806,0.38060369438358715,0.07711819039610089,1.0,0.0,0.0,0.2586619151490075,0.2132032196968794,0.2526608563959598,1.5029378632704418,1752,1625
pretrain,,74,0.09089134999637398,0.12960470653783443,122762.5288782892,0.23693717883101528,0.3383450467671667,0.07877320143753387,1.0,0.0,0.0,0.2538880045924868,0.2193361148238182,0.2540392979979515,1.521234745780627,1776,1649
pretrain,,75,0.06719523427355943,0.12934549712475876,118976.18420116729,0.25403604931419804,0.35026918042983324,0.07691701567928828,1.0,0.0,0.0,0.2710377520748547,0.2311202778170506,0.2581650629639625,1.4584057927131653,1800,1673
pretrain,,76,-0.06575697828249394,0.12908680613050924,102328.33958914844,0.2553062813267821,0.36215100714138576,0.07375882730011109,1.0,0.0,0.0,0.2525479484881673,0.24178645697732767,0.26545647978782655,1.5271968295176823,1824,1697
pretrain,,77,-0.01276671708080784,0.12882863251824822,108754.21340058012,0.26961174287966316,0.39741391816309507,0.07771842700208906,1.0,0.0,0.0,0.24428697888340267,0.24515829794108868,0.2801250219345093,1.494971975684166,1848,1721
pretrain,,78,0.032406643864383335,0.12857097525321173,114448.04696018205,0.2435970695778018,0.34516259995954374,0.07819537733939014,1.0,0.0,0.0,0.2654169680816787,0.24591182048122087,0.2778322800993919,1.5281107872724533,1872,1745
pretrain,,79,-0.014588452677810695,0.12831383330270532,108588.07298784045,0.2890275565109082,0.44016713798046114,0.07806416696378565,1.0,0.0,0.0,0.2620597439152854,0.27369910789032775,0.31467917561531067,1.5145829220612843,1896,1769
pretrain,,80,-0.019313866580092834,0.1280572056360999,107897.06201726175,0.30657631008043174,0.40055516883730885,0.07708714283504116,1.0,0.0,0.0,0.2820378211992127,0.2844410451749961,0.3217932805418968,1.5204454610745113,1920,1793
pretrain,,81,0.15812908962263483,0.12780109122482772,133514.19311625787,0.30272484650569303,0.4243954360485076,0.0774057238012424,1.0,0.0,0.0,0.2725735572831971,0.3002321782211463,0.34204366356134414,1.4472099890311558,1944,1817
pretrain,,82,0.1182606564702426,0.12754548904237806,127225.35960955384,0.30386805534362793,0.4011603971677167,0.07977710510338838,1.0,0.0,0.0,0.2864071748086384,0.31759969020883244,0.35541900545358657,1.546993871529897,1968,1841
pretrain,,83,0.24530637445352801,0.1272903980642933,152315.1789904471,0.3220562191591376,0.41711227244564464,0.08180020072609916,1.0,0.0,0.0,0.33756673123155323,0.3522093991438548,0.4104525193572044,1.475626861055692,1992,1865
pretrain,,84,0.017765881371799096,0.1270358172681647,113207.65214279741,0.33244854566596804,0.5557716716613088,0.08241800364582591,1.0,0.0,0.0,0.31998336421591894,0.3540199001630147,0.4213407680392265,1.4089353283246357,2016,1889
pretrain,,85,0.16740703611425448,0.12678174563362837,137544.5676924954,0.3101429252752236,0.4789729318448475,0.08796324181226607,1.0,0.0,0.0,0.3441618063620159,0.3729655146598816,0.4128196507692337,1.449469655752182,2040,1913
pretrain,,86,0.16367590903770918,0.1265281821423611,135791.63871878394,0.33925112540878,0.5295190612120287,0.0832514366603772,1.0,0.0,0.0,0.36461928806134636,0.40280483414729434,0.46676307022571556,1.4397621254126232,2064,1937
pretrain,,87,-0.0673813192626218,0.1262751257780764,103164.97268739762,0.4381844250573999,0.6106852658092975,0.08171672665990214,1.0,0.0,0.0,0.3528399371675083,0.4139830023050308,0.4527663171291351,1.433817093571027,2088,1961
pretrain,,88,0.03515151473869803,0.12602257552652024,116660.19241433361,0.423759579569811,0.6965068077402454,0.08971504961932124,1.0,0.0,0.0,0.3715877245579447,0.45786775027712184,0.4994564026594162,1.4790271172920864,2112,1985
pretrain,,89,0.19282298709914547,0.1257705303754672,144295.07776017708,0.4030721320637634,0.5864615212593759,0.09512723336581115,1.0,0.0,0.0,0.3740741003836904,0.4737365369995435,0.5329854100942611,1.415862465898196,2136,2009
pretrain,,90,0.3944261107135502,0.12551898931471625,203612.034922695,0.35954970263299485,0.5672207192650863,0.09536982061052175,1.0,0.0,0.0,0.39924693001168116,0.48655394837260246,0.547558045387268,1.315406819184621,2160,2033
pretrain,,91,0.1469855369876769,0.12526795133608684,135162.61693278092,0.4574632749316238,0.8425591324056894,0.09430410228161984,1.0,0.0,0.0,0.39543127055679045,0.5313159922758738,0.58437859416008,1.4197957267363865,2184,2057
pretrain,,92,0.16219883634579563,0.12501741543341466,136782.42812950525,0.5342996386545046,0.8761093044919626,0.08892758652039216,1.0013604855076188,0.0,0.0006802427538094071,0.41947037513766966,0.5319338912765185,0.5888045728206635,1.4106913109620411,2208,2081
pretrain,,93,-0.1277243080171539,0.12476738060254783,98856.64775199462,0.4632176946671236,0.6818349606224469,0.09679879013482913,1.0018428420381886,0.0,0.0009214210190943312,0.45870839804410934,0.5976965005199114,0.663764038681984,1.4074685672918956,2232,2105
pretrain,,94,-0.32046886100734,0.12451784584134273,82993.20660138561,0.47804363382359344,0.7273258224129676,0.09629246963889848,1.0017991716130858,0.0,0.0008995858065429194,0.4565620965191296,0.6081566090385119,0.679968112707138,1.3786290685335796,2256,2129
pretrain,,95,0.14081379637059074,0.12426881014966004,135567.11000370348,0.41467524098143693,0.756877139742885,0.10128680044298327,1.0138593592814038,0.0,0.006929679640701844,0.4767547164644514,0.6450171718994776,0.7266669869422913,1.322684367497762,2280,2153
pretrain,,96,0.07809786664659199,0.12402027252936072,126233.33746651887,0.3299322570008891,0.6691932710153714,0.10809864387743824,1.0140060121637016,0.0,0.007003006081850761,0.4643619603344372,0.6334239939848582,0.680613324046135,1.2448748648166656,2304,2177
pretrain,,97,0.2728459742423293,0.123772231984302,162659.5645570841,0.5420010183006525,0.7997524512665609,0.09364423812316869,1.021075635084084,0.0,0.010537817542042055,0.42855757794209887,0.633248950044314,0.6681349128484726,1.38130384683609,2328,2201
pretrain,,98,0.14081593673116505,0.12352468752033341,136289.79108359196,0.35186063932875794,0.7122597144118371,0.10454449271487913,1.0159878191493805,0.0,0.007993909574690325,0.4559256998556001,0.652127705514431,0.6892387092113494,1.2878034462531407,2352,2225
pretrain,,99,-0.3343148142422203,0.12327763814529273,82466.1075627629,0.6038064918525162,0.9814856537750789,0.10141286412975757,1.040244950602452,0.0,0.02012247530122599,0.47654573725802557,0.6952590520183245,0.7473106503486633,1.3505665808916092,2376,2249
pretrain,,100,0.1462833179442442,0.12303108286900215,136032.62946613118,0.4580679298156784,0.6904613004199097,0.09883244644110896,1.0402384958274309,0.0,0.02011924791371539,0.5019189640879631,0.708428422609965,0.7814318686723709,1.3238587478796642,2400,2273
pretrain,,101,-0.9313782307031468,0.12278502070326415,55522.751289462656,0.5084928257302159,0.8448344908654688,0.10859562043152349,1.049083253102643,0.0,0.02454162655132158,0.4954536482691765,0.7282791237036387,0.7590340346097946,1.308884859085083,2424,2297
pretrain,,102,-0.03836361057825357,0.12253945066185762,110678.30338378853,0.47289322573869,0.811229226099593,0.1123701323112561,1.0478922822290941,0.0,0.023946141114547154,0.5033296889492443,0.7291471660137177,0.7870251923799515,1.3368413001298904,2448,2321
pretrain,,103,0.22945003847415815,0.1222943717605339,156268.23797678557,0.5483722480102663,1.0650867546243326,0.10885387963353328,1.0532230714424735,0.0,0.02661153572123676,0.5161173386233193,0.7321056847771009,0.7816743195056916,1.3165718118349712,2472,2345
pretrain,,104,-0.12639086667774857,0.12204978301701283,101315.33564427629,0.6154419553599187,1.0852850782019752,0.11614454871933867,1.0575560377467246,0.0,0.028778018873362326,0.5192512167351586,0.7466952924927076,0.807173165678978,1.2591179112593334,2496,2369
pretrain,,105,-0.08463730855580541,0.12180568345097881,105569.98987161505,0.4559610547231776,0.8724766333188329,0.11449868231375919,1.104118603680815,0.0,0.052059301840407524,0.5262974479368754,0.7863674486676852,0.8240682423114777,1.2016704479853313,2520,2393
pretrain,,106,-0.14167785644305894,0.12156207208407685,99561.95495204505,0.5332806827056976,0.8916852446539059,0.11439844432807657,1.086459410775985,0.0,0.043229705387992534,0.5282375812530518,0.7864555368820826,0.8398145854473114,1.3646790434916813,2544,2417
pretrain,,107,0.14971405390275716,0.12131894793990869,139535.04964743907,0.4238833926085914,0.8924773614321435,0.111350109705457,1.1154165675952321,0.0,0.05770828379761606,0.5363606054868018,0.8042848904927572,0.8397493988275528,1.240955467025439,2568,2441
pretrain,,108,-0.19838158003145323,0.12107631004402887,93839.33046239972,0.6527520048299006,1.059410644641944,0.11060860664046542,1.087683290331846,0.0,0.043841645165923114,0.5391780680843762,0.804242213567098,0.8505541682243347,1.310670683781306,2592,2465
pretrain,,109,0.21440935007653783,0.12083415742394082,155986.57045235846,0.333384596254854,0.990348276176622,0.12042485022711653,1.094212079686778,0.0,0.04710603984338898,0.5183297278625625,0.7681622778375944,0.8147267609834671,1.1747131148974101,2616,2489
pretrain,,110,-0.3479086461432992,0.12059248910909294,82065.46820929057,0.6430977919094619,1.087769979025636,0.10780777003169624,1.1093188431113958,0.0,0.05465942155569794,0.5372786458049501,0.8340063293774923,0.8516378432512284,1.3447250525156658,2640,2513
pretrain,,111,-0.006664045295079209,0.12035130413087475,113117.50871474962,0.6304105223112163,1.2257750688918994,0.10218966891228416,1.1292808141914152,0.0,0.06464040709570762,0.5418619513511658,0.8281684989730517,0.8660950869321823,1.3680612941582997,2664,2537
pretrain,,112,0.0170887331757429,0.120110601522613,119473.7326546843,0.64628063062472,0.9745242232722895,0.1215893341050846,1.1104462952131318,0.0,0.05522314760656585,0.542815985424178,0.8363718762993813,0.8679579854011535,1.299724355340004,2688,2561
pretrain,,113,-0.2103344544672806,0.11987038031956777,93483.45159748329,0.47006678785241784,1.0381010629236695,0.1171886767685442,1.138474640214727,0.0,0.06923732010736354,0.534065346632685,0.8120590721567472,0.8514563083648682,1.1852056980133057,2712,2585
pretrain,,114,0.23432365606232655,0.11963063955892864,158503.87502238475,0.647580896992059,1.1315498234970227,0.11231411810424458,1.1507403403520584,0.0,0.07537017017602922,0.5530939613069807,0.8470036685466766,0.8856792628765106,1.322427769502004,2736,2609
pretrain,,115,-0.07872348676092943,0.11939137827981078,105767.24297629856,0.7142753867166384,1.384409559198788,0.11104264366962718,1.1474046358572585,0.0,0.07370231792862929,0.5523637650268418,0.8620132977763811,0.8895033448934555,1.3032606691122055,2760,2633
