update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,stage,episode,step,pass
100,0.002396923955529928,-0.015720292925834656,-0.0015197605825960636,,-0.007873746566474438,,0.08934846520423889,pretrain,10,11,
200,0.0014875484630465508,-0.027621695771813393,0.003816168522462249,,0.008245029486715794,,0.0584341324865818,pretrain,14,15,
300,0.0015262153465300798,-0.030168425291776657,0.010537172667682171,,0.016283158212900162,,0.08653319627046585,pretrain,18,19,
400,0.0017491430044174194,-0.037989292293787,0.012864752672612667,,0.014692980796098709,,0.027845473960042,pretrain,22,23,
500,0.0009042231249623001,-0.060872334986925125,0.032520975917577744,,0.035818763077259064,,0.05094163119792938,pretrain,27,3,
600,0.001382959308102727,-0.07769693434238434,0.054957471787929535,,0.0534089058637619,,0.0321638286113739,pretrain,31,7,
700,0.001897492678835988,-0.06729409098625183,0.051691435277462006,,0.04794815182685852,,0.05787559598684311,pretrain,35,11,
800,0.001913621323183179,-0.053744032979011536,0.04546516388654709,,0.041751351207494736,,0.06101100891828537,pretrain,39,15,
900,0.0014287951635196805,-0.05528739094734192,0.03961986303329468,,0.051447924226522446,,0.16141103208065033,pretrain,43,19,
1000,0.0017403019592165947,-0.05358046293258667,0.04558110609650612,,0.05294370278716087,,0.10025633871555328,pretrain,47,23,
1100,0.0022431514225900173,-0.0659012496471405,0.06286705285310745,,0.054703276604413986,,0.11579109728336334,pretrain,52,3,
1200,0.0015764283016324043,-0.07054595649242401,0.05979110300540924,,0.05332639068365097,,0.08888959884643555,pretrain,56,7,
1300,0.0021696938201785088,-0.07044738531112671,0.061043985188007355,,0.05408897250890732,,0.10747718065977097,pretrain,60,11,
1400,0.0017081976402550936,-0.06374545395374298,0.046975329518318176,,0.05523248016834259,,0.11212153732776642,pretrain,64,15,
1500,0.0020871367305517197,-0.07839769870042801,0.0712788999080658,,0.061138417571783066,,0.1423032283782959,pretrain,68,19,
1600,0.0023122881539165974,-0.05846702307462692,0.05103504657745361,,0.04862212389707565,,0.05103088170289993,pretrain,72,23,
1700,0.0016275625675916672,-0.07510553300380707,0.060724951326847076,,0.05819221958518028,,0.04711291193962097,pretrain,77,3,
